START-OF-LOG: 3.0
CALLSIGN: RU3YAA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
CLAIMED-SCORE: 215152
NAME: Yuriy Nikolaev
LOCATION: DX
OPERATORS: RU3YAA
CLUB:
CERTIFICATE: YES
CREATED-BY: 5MContest ver.6.0.6
SOAPBOX: I got the first license 11/11/2013.
QSO: 28003 CW 2015-11-28 0807 RU3YAA        599 16     RA9V          599 18
QSO: 28012 CW 2015-11-28 0809 RU3YAA        599 16     RW0A          599 18
QSO: 21000 CW 2015-11-28 0828 RU3YAA        599 16     P33W          599 20
QSO: 21001 CW 2015-11-28 0829 RU3YAA        599 16     II9P          599 15
QSO: 21005 CW 2015-11-28 0832 RU3YAA        599 16     BG8SRQ        599 24
QSO: 21005 CW 2015-11-28 0832 RU3YAA        599 16     RW9DX         599 17
QSO: 21006 CW 2015-11-28 0834 RU3YAA        599 16     BY5GD         599 24
QSO: 21010 CW 2015-11-28 0836 RU3YAA        599 16     R9AE          599 17
QSO: 21013 CW 2015-11-28 0837 RU3YAA        599 16     G4R           599 14
QSO: 21018 CW 2015-11-28 0842 RU3YAA        599 16     UN5J          599 17
QSO: 21022 CW 2015-11-28 0847 RU3YAA        599 16     UP9L          599 17
QSO: 21022 CW 2015-11-28 0848 RU3YAA        599 16     RW0A          599 18
QSO: 21026 CW 2015-11-28 0852 RU3YAA        599 16     TC0A          599 20
QSO: 21028 CW 2015-11-28 0938 RU3YAA        599 16     LX7I          599 14
QSO: 21030 CW 2015-11-28 0943 RU3YAA        599 16     EA5RS         599 14
QSO: 21031 CW 2015-11-28 0945 RU3YAA        599 16     PA6Y          599 14
QSO: 21032 CW 2015-11-28 0945 RU3YAA        599 16     ES6A          599 15
QSO: 21037 CW 2015-11-28 0954 RU3YAA        599 16     G2F           599 14
QSO: 21043 CW 2015-11-28 1001 RU3YAA        599 16     HB9CA         599 14
QSO: 21044 CW 2015-11-28 1002 RU3YAA        599 16     CR2X          599 14
QSO: 21045 CW 2015-11-28 1004 RU3YAA        599 16     PA6NB         599 14
QSO: 21046 CW 2015-11-28 1005 RU3YAA        599 16     PI4CC         599 14
QSO: 21046 CW 2015-11-28 1006 RU3YAA        599 16     IR2C          599 15
QSO: 21047 CW 2015-11-28 1007 RU3YAA        599 16     PA3EVY        599 14
QSO: 21048 CW 2015-11-28 1008 RU3YAA        599 16     M0INN         599 14
QSO: 21048 CW 2015-11-28 1008 RU3YAA        599 16     RM9RZ         599 17
QSO: 21048 CW 2015-11-28 1009 RU3YAA        599 16     GU4YOX        599 14
QSO: 21049 CW 2015-11-28 1010 RU3YAA        599 16     CQ8CQ         599 14
QSO: 21051 CW 2015-11-28 1012 RU3YAA        599 16     DL6IAK        599 14
QSO: 21052 CW 2015-11-28 1015 RU3YAA        599 16     PT2CM         599 11
QSO: 21055 CW 2015-11-28 1018 RU3YAA        599 16     DL0CS         599 14
QSO: 21056 CW 2015-11-28 1019 RU3YAA        599 16     PA4O          599 14
QSO: 21058 CW 2015-11-28 1020 RU3YAA        599 16     PA0O          599 14
QSO: 21058 CW 2015-11-28 1021 RU3YAA        599 16     DR5N          599 14
QSO: 21062 CW 2015-11-28 1025 RU3YAA        599 16     G4FKA         599 14
QSO: 21063 CW 2015-11-28 1025 RU3YAA        599 16     UN6LN         599 17
QSO: 21065 CW 2015-11-28 1028 RU3YAA        599 16     G8DX          599 14
QSO: 21065 CW 2015-11-28 1028 RU3YAA        599 16     DK2GZ         599 14
QSO: 21065 CW 2015-11-28 1029 RU3YAA        599 16     IR1X          599 15
QSO: 21068 CW 2015-11-28 1029 RU3YAA        599 16     PA5WT         599 14
QSO: 21068 CW 2015-11-28 1030 RU3YAA        599 16     IZ8DVD        599 15
QSO: 21073 CW 2015-11-28 1032 RU3YAA        599 16     UN7LAN        599 17
QSO: 21075 CW 2015-11-28 1035 RU3YAA        599 16     4Z4AK         599 20
QSO: 21078 CW 2015-11-28 1035 RU3YAA        599 16     OL4A          599 15
QSO: 21081 CW 2015-11-28 1040 RU3YAA        599 16     OK3R          599 15
QSO: 21083 CW 2015-11-28 1046 RU3YAA        599 16     HS0ZIA        599 26
QSO: 21088 CW 2015-11-28 1049 RU3YAA        599 16     PA3AAV        599 14
QSO: 21091 CW 2015-11-28 1051 RU3YAA        599 16     OK5W          599 15
