START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.19.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: TF3W
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 3675525
OPERATORS: TF3DC TF3EO TF3KX TF3SA TF3UA TF3Y
NAME: Icelandic Radio Amateurs IRA
CERTIFICATE: NO
SOAPBOX: We had a lot of fun despite having some technical difficulties during
SOAPBOX: the operation. Looking forward to see you all in coming contests.
QSO: 14069 CW 2015-11-28 0126 TF3W          599 40     K0MPH         599 04     0
QSO: 14069 CW 2015-11-28 0127 TF3W          599 40     AB0BM         599 04     0
QSO: 14069 CW 2015-11-28 0127 TF3W          599 40     NQ4I          599 05     0
QSO: 14069 CW 2015-11-28 0127 TF3W          599 40     K6YK          599 03     0
QSO: 14069 CW 2015-11-28 0128 TF3W          599 40     K6XT          599 04     0
QSO: 14069 CW 2015-11-28 0129 TF3W          599 40     AD4Z          599 05     0
QSO: 14069 CW 2015-11-28 0130 TF3W          599 40     N2BJ          599 04     0
QSO: 14069 CW 2015-11-28 0131 TF3W          599 40     K0EA          599 04     0
QSO: 14069 CW 2015-11-28 0131 TF3W          599 40     W6LEN         599 03     0
QSO: 14069 CW 2015-11-28 0132 TF3W          599 40     KT0A          599 04     0
QSO: 14069 CW 2015-11-28 0135 TF3W          599 40     JF3KNW        599 25     0
QSO: 14069 CW 2015-11-28 0135 TF3W          599 40     K0KX          599 04     0
QSO: 14069 CW 2015-11-28 0136 TF3W          599 40     UA0ZC         599 19     0
QSO: 14069 CW 2015-11-28 0137 TF3W          599 40     N6RW          599 03     0
QSO: 14069 CW 2015-11-28 0138 TF3W          599 40     K7RI          599 03     0
QSO: 14069 CW 2015-11-28 0139 TF3W          599 40     JJ1VRO        599 25     0
QSO: 14053 CW 2015-11-28 0144 TF3W          599 40     KH6LC         599 31     0
QSO: 14069 CW 2015-11-28 0156 TF3W          599 40     JA6GCE        599 25     0
QSO: 14069 CW 2015-11-28 0158 TF3W          599 40     TF3JB         599 40     0
QSO: 14069 CW 2015-11-28 0201 TF3W          599 40     JF2OZH        599 25     0
QSO: 14069 CW 2015-11-28 0202 TF3W          599 40     JG3RPL        599 25     0
QSO: 14042 CW 2015-11-28 0204 TF3W          599 40     OH8A          599 15     0
QSO: 14021 CW 2015-11-28 0208 TF3W          599 40     RA0R          599 18     0
QSO: 14018 CW 2015-11-28 0209 TF3W          599 40     VE6JY         599 04     0
QSO: 14065 CW 2015-11-28 0210 TF3W          599 40     BI4MT         599 24     0
QSO: 14016 CW 2015-11-28 0212 TF3W          599 40     BY4AE         599 24     0
QSO: 14039 CW 2015-11-28 0213 TF3W          599 40     JE1ZWT        599 25     0
QSO: 14064 CW 2015-11-28 0216 TF3W          599 40     DP1POL        599 38     0
QSO: 14062 CW 2015-11-28 0221 TF3W          599 40     C92ZO         599 37     0
QSO: 14052 CW 2015-11-28 0223 TF3W          599 40     D4C           599 35     0
QSO: 14008 CW 2015-11-28 0224 TF3W          599 40     6V7A          599 35     0
QSO: 14036 CW 2015-11-28 0225 TF3W          599 40     EA8RM         599 33     0
QSO: 14004 CW 2015-11-28 0225 TF3W          599 40     CR3OO         599 33     0
QSO: 14054 CW 2015-11-28 0233 TF3W          599 40     JA8RWU        599 25     0
QSO: 14056 CW 2015-11-28 0234 TF3W          599 40     JA7ZFN        599 25     0
QSO: 14059 CW 2015-11-28 0234 TF3W          599 40     JR5YCE        599 25     0
QSO: 14043 CW 2015-11-28 0240 TF3W          599 40     RA0FF         599 19     0
QSO: 14040 CW 2015-11-28 0246 TF3W          599 40     ZD8W          599 36     0
QSO: 14060 CW 2015-11-28 0246 TF3W          599 40     M6T           599 14     0
QSO:  7018 CW 2015-11-28 0311 TF3W          599 40     G3P           599 14     0
QSO:  7018 CW 2015-11-28 0312 TF3W          599 40     UA3R          599 16     0
QSO:  7018 CW 2015-11-28 0313 TF3W          599 40     LY2W          599 15     0
QSO:  7018 CW 2015-11-28 0314 TF3W          599 40     TM4Q          599 14     0
QSO: 14032 CW 2015-11-28 0314 TF3W          599 40     LP1H          599 13     1
QSO:  7018 CW 2015-11-28 0315 TF3W          599 40     SN8N          599 15     0
QSO:  7018 CW 2015-11-28 0316 TF3W          599 40     TM6M          599 14     0
QSO:  7018 CW 2015-11-28 0317 TF3W          599 40     HA8JV         599 15     0
QSO:  7018 CW 2015-11-28 0319 TF3W          599 40     K9IMM         599 04     0
QSO:  7018 CW 2015-11-28 0321 TF3W          599 40     F5MUX         599 14     0
QSO:  7018 CW 2015-11-28 0325 TF3W          599 40     YU2A          599 15     0
QSO: 14050 CW 2015-11-28 0325 TF3W          599 40     FY5KE         599 09     1
QSO:  7018 CW 2015-11-28 0325 TF3W          599 40     K9CT          599 04     0
QSO:  7018 CW 2015-11-28 0325 TF3W          599 40     NQ4I          599 05     0
QSO:  7018 CW 2015-11-28 0325 TF3W          599 40     UX1AA         599 16     0
QSO: 14057 CW 2015-11-28 0326 TF3W          599 40     PY1NX         599 11     1
QSO:  7018 CW 2015-11-28 0326 TF3W          599 40     HB9FKK        599 14     0
QSO:  7018 CW 2015-11-28 0327 TF3W          599 40     DK0MM         599 14     0
QSO:  7018 CW 2015-11-28 0327 TF3W          599 40     K3MD          599 05     0
QSO:  7018 CW 2015-11-28 0328 TF3W          599 40     K0KX          599 04     0
QSO:  7018 CW 2015-11-28 0328 TF3W          599 40     IR4X          599 15     0
QSO:  7018 CW 2015-11-28 0329 TF3W          599 40     G0WAT         599 14     0
QSO:  7018 CW 2015-11-28 0330 TF3W          599 40     S53F          599 15     0
QSO:  7018 CW 2015-11-28 0331 TF3W          599 40     S53A          599 15     0
QSO:  7018 CW 2015-11-28 0332 TF3W          599 40     UW0K          599 16     0
QSO:  7018 CW 2015-11-28 0333 TF3W          599 40     HA3DX         599 15     0
QSO:  7018 CW 2015-11-28 0334 TF3W          599 40     UP2L          599 17     0
QSO:  7018 CW 2015-11-28 0334 TF3W          599 40     KN0V          599 04     0
QSO:  7018 CW 2015-11-28 0335 TF3W          599 40     PA3AAV        599 14     0
QSO:  7018 CW 2015-11-28 0335 TF3W          599 40     RW4W          599 16     0
QSO:  7018 CW 2015-11-28 0337 TF3W          599 40     WE3C          599 05     0
QSO:  7018 CW 2015-11-28 0338 TF3W          599 40     K1ZZ          599 05     0
QSO:  7018 CW 2015-11-28 0339 TF3W          599 40     S59ABC        599 15     0
QSO:  7018 CW 2015-11-28 0340 TF3W          599 40     N8OO          599 04     0
QSO:  7018 CW 2015-11-28 0342 TF3W          599 40     WK9U          599 04     0
QSO:  7018 CW 2015-11-28 0343 TF3W          599 40     VA3DX         599 04     0
QSO:  7018 CW 2015-11-28 0344 TF3W          599 40     VE3VV         599 04     0
QSO:  7018 CW 2015-11-28 0344 TF3W          599 40     N8OO          599 04     0
QSO:  7018 CW 2015-11-28 0345 TF3W          599 40     W1FQ          599 05     0
QSO:  7018 CW 2015-11-28 0346 TF3W          599 40     S58N          599 15     0
QSO:  7018 CW 2015-11-28 0346 TF3W          599 40     HA7GN         599 15     0
QSO:  7018 CW 2015-11-28 0347 TF3W          599 40     SP1DSZ        599 15     0
QSO:  7018 CW 2015-11-28 0348 TF3W          599 40     W3GK          599 05     0
QSO:  7018 CW 2015-11-28 0349 TF3W          599 40     K8ZBY         599 04     0
QSO:  7018 CW 2015-11-28 0350 TF3W          599 40     G5W           599 14     0
QSO:  7018 CW 2015-11-28 0350 TF3W          599 40     DL1A          599 14     0
QSO:  7018 CW 2015-11-28 0351 TF3W          599 40     KS4Q          599 05     0
QSO:  7018 CW 2015-11-28 0351 TF3W          599 40     N4KG          599 04     0
QSO:  7018 CW 2015-11-28 0352 TF3W          599 40     IK0FUX        599 15     0
QSO:  7018 CW 2015-11-28 0353 TF3W          599 40     KC3WX         599 05     0
QSO:  7018 CW 2015-11-28 0354 TF3W          599 40     HG5D          599 15     0
QSO:  7018 CW 2015-11-28 0354 TF3W          599 40     W4JAM         599 05     0
QSO:  7018 CW 2015-11-28 0355 TF3W          599 40     HA1DAE        599 15     0
QSO:  7018 CW 2015-11-28 0356 TF3W          599 40     N2VW          599 05     0
QSO: 14069 CW 2015-11-28 0356 TF3W          599 40     YT1A          599 15     1
QSO:  7018 CW 2015-11-28 0356 TF3W          599 40     I2IFT         599 15     0
QSO:  7018 CW 2015-11-28 0357 TF3W          599 40     W2LK          599 05     0
QSO:  7018 CW 2015-11-28 0357 TF3W          599 40     N4PD          599 05     0
QSO:  7018 CW 2015-11-28 0358 TF3W          599 40     YQ6A          599 20     0
QSO:  7018 CW 2015-11-28 0358 TF3W          599 40     N2SR          599 05     0
QSO:  7018 CW 2015-11-28 0359 TF3W          599 40     NZ3O          599 05     0
QSO:  7018 CW 2015-11-28 0359 TF3W          599 40     AA9A          599 04     0
QSO:  7018 CW 2015-11-28 0400 TF3W          599 40     W9AR          599 04     0
QSO:  7018 CW 2015-11-28 0401 TF3W          599 40     SN6O          599 15     0
QSO:  7018 CW 2015-11-28 0401 TF3W          599 40     DM5EE         599 14     0
QSO:  7018 CW 2015-11-28 0402 TF3W          599 40     W3LPL         599 05     0
QSO:  7018 CW 2015-11-28 0402 TF3W          599 40     OL1C          599 15     0
QSO:  7018 CW 2015-11-28 0403 TF3W          599 40     WX9U          599 04     0
QSO:  7018 CW 2015-11-28 0403 TF3W          599 40     N2LBR         599 05     0
QSO:  7018 CW 2015-11-28 0404 TF3W          599 40     YO2LIW        599 20     0
QSO:  7018 CW 2015-11-28 0404 TF3W          599 40     DK2FG         599 14     0
QSO:  7018 CW 2015-11-28 0404 TF3W          599 40     DL8DYL        599 14     0
QSO:  7018 CW 2015-11-28 0405 TF3W          599 40     S52W          599 15     0
QSO:  7018 CW 2015-11-28 0405 TF3W          599 40     WE9V          599 04     0
QSO:  7018 CW 2015-11-28 0405 TF3W          599 40     RX7M          599 16     0
QSO:  7018 CW 2015-11-28 0406 TF3W          599 40     HA7RY         599 15     0
QSO:  7018 CW 2015-11-28 0407 TF3W          599 40     K2LE          599 05     0
QSO:  7018 CW 2015-11-28 0408 TF3W          599 40     K5GM          599 04     0
QSO:  7018 CW 2015-11-28 0408 TF3W          599 40     KE8G          599 03     0
QSO:  7018 CW 2015-11-28 0410 TF3W          599 40     S51MA         599 15     0
QSO:  7018 CW 2015-11-28 0410 TF3W          599 40     RZ9AN         599 17     0
QSO:  7018 CW 2015-11-28 0411 TF3W          599 40     LZ2DF         599 20     0
QSO:  7018 CW 2015-11-28 0412 TF3W          599 40     9A4WY         599 15     0
QSO:  7018 CW 2015-11-28 0412 TF3W          599 40     K0KT          599 04     0
QSO:  7018 CW 2015-11-28 0413 TF3W          599 40     KB1EFS        599 05     0
QSO:  7018 CW 2015-11-28 0413 TF3W          599 40     N1QY          599 05     0
QSO:  7018 CW 2015-11-28 0414 TF3W          599 40     P33W          599 20     0
QSO:  7018 CW 2015-11-28 0414 TF3W          599 40     HG1S          599 15     0
QSO:  7018 CW 2015-11-28 0415 TF3W          599 40     S52A          599 15     0
QSO:  7018 CW 2015-11-28 0415 TF3W          599 40     DL3ZAI        599 14     0
QSO:  7018 CW 2015-11-28 0416 TF3W          599 40     K8ZT          599 04     0
QSO:  7018 CW 2015-11-28 0417 TF3W          599 40     VE3YAA        599 04     0
QSO:  7018 CW 2015-11-28 0417 TF3W          599 40     DL1REM        599 14     0
QSO:  7018 CW 2015-11-28 0417 TF3W          599 40     YT5CT         599 15     0
QSO:  7018 CW 2015-11-28 0418 TF3W          599 40     VE6WQ         599 04     0
QSO:  7018 CW 2015-11-28 0418 TF3W          599 40     K0BRO         599 04     0
QSO:  7018 CW 2015-11-28 0418 TF3W          599 40     WY3A          599 05     0
QSO:  7018 CW 2015-11-28 0419 TF3W          599 40     K4TCG         599 04     0
QSO:  7018 CW 2015-11-28 0419 TF3W          599 40     SM2ODB        599 14     0
QSO:  7018 CW 2015-11-28 0420 TF3W          599 40     K3DMG         599 04     0
QSO:  7018 CW 2015-11-28 0420 TF3W          599 40     OL4A          599 15     0
