START-OF-LOG: 3.0
CALLSIGN: W6PH
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 3178728
NAME: Kurt Pauer
LOCATION: CA
CLUB: Yankee Clipper Contest Club
CERTIFICATE: NO
CREATED-BY: Win-Test 4.11.0
QSO: 21031 CW 2015-11-28 0000 W6PH          599 03     XV2D          599 26     0
QSO: 21030 CW 2015-11-28 0001 W6PH          599 03     VE7GL         599 03     0
QSO: 21028 CW 2015-11-28 0002 W6PH          599 03     JS3CTQ        599 25     0
QSO: 21027 CW 2015-11-28 0003 W6PH          599 03     B4T           599 24     0
QSO: 21025 CW 2015-11-28 0003 W6PH          599 03     B1Z           599 24     0
QSO: 21025 CW 2015-11-28 0004 W6PH          599 03     YE1K          599 28     0
QSO: 21023 CW 2015-11-28 0005 W6PH          599 03     BD4FFM        599 24     0
QSO: 21023 CW 2015-11-28 0006 W6PH          599 03     PZ5W          599 09     0
QSO: 21023 CW 2015-11-28 0006 W6PH          599 03     RM0F          599 19     0
QSO: 21017 CW 2015-11-28 0007 W6PH          599 03     AH0K          599 27     0
QSO: 21017 CW 2015-11-28 0009 W6PH          599 03     CE3CT         599 12     0
QSO: 21059 CW 2015-11-28 0010 W6PH          599 03     E21YDP        599 26     0
QSO: 21058 CW 2015-11-28 0011 W6PH          599 03     JE1ZWT        599 25     0
QSO: 21057 CW 2015-11-28 0011 W6PH          599 03     9M2CNC        599 28     0
QSO: 21056 CW 2015-11-28 0012 W6PH          599 03     JA6WFM        599 25     0
QSO: 21070 CW 2015-11-28 0012 W6PH          599 03     NH2DX         599 27     0
QSO: 21062 CW 2015-11-28 0013 W6PH          599 03     JU1WP         599 23     0
QSO: 21060 CW 2015-11-28 0014 W6PH          599 03     JF3NKA        599 25     0
QSO: 21074 CW 2015-11-28 0014 W6PH          599 03     JH9KVF        599 25     0
QSO: 21075 CW 2015-11-28 0015 W6PH          599 03     JH8SLS        599 25     0
QSO: 21072 CW 2015-11-28 0015 W6PH          599 03     JQ1VDJ        599 25     0
QSO: 21071 CW 2015-11-28 0016 W6PH          599 03     JH4JNG        599 25     0
QSO: 21072 CW 2015-11-28 0017 W6PH          599 03     JR5YCE        599 25     0
QSO: 21078 CW 2015-11-28 0018 W6PH          599 03     9V1XX         599 28     0
QSO: 21073 CW 2015-11-28 0019 W6PH          599 03     JS6RTJ        599 25     0
QSO: 21068 CW 2015-11-28 0021 W6PH          599 03     JR4GPA        599 25     0
QSO: 21068 CW 2015-11-28 0021 W6PH          599 03     JE5JHZ        599 25     0
QSO: 21066 CW 2015-11-28 0022 W6PH          599 03     JF2OZH        599 25     0
QSO: 21065 CW 2015-11-28 0022 W6PH          599 03     KL7AC         599 01     0
QSO: 21063 CW 2015-11-28 0024 W6PH          599 03     B7P           599 24     0
QSO: 21056 CW 2015-11-28 0026 W6PH          599 03     JH4UTP        599 25     0
