START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAG
CALLSIGN: CR5O
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: CR5O
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAG DARC/WAG/2019.
QSO: 14000 CW 2019-10-19 1541 CR5O          599 DH0F          599 B09
QSO: 14004 CW 2019-10-19 1541 CR5O          599 002 DR4A          599 F27
QSO: 14015 CW 2019-10-19 1542 CR5O          599 003 DL6KVA        599 V01
QSO: 14017 CW 2019-10-19 1544 CR5O          599 004 DL0XM         599 S41
QSO: 14020 CW 2019-10-19 1544 CR5O          599 005 DK9PY         599 K04
QSO: 14024 CW 2019-10-19 1545 CR5O          599 7 DD1A          599 A25
QSO: 21000 CW 2019-10-19 1545 CR5O          599 006 DJ8RS         599 V06
QSO: 14029 CW 2019-10-19 1546 CR5O          599 008 DL0UM         599 O39
QSO: 14031 CW 2019-10-19 1547 CR5O          599 009 DH0GHU        599 C07
QSO: 21021 CW 2019-10-19 1547 CR5O          599 10 DL0AS         599 E09
QSO: 14037 CW 2019-10-19 1551 CR5O          599 12 DK0TU         599 D01
QSO: 14000 CW 2019-10-19 1552 CR5O          599 013 DL2RPS        599 K34
QSO: 14041 CW 2019-10-19 1552 CR5O          599 014 DL5YM         599 Y21
QSO: 14044 CW 2019-10-19 1553 CR5O          599 15 DH8VV         599 B25
QSO: 14000 CW 2019-10-19 1554 CR5O          599 016 DL9ABM        599 H07
QSO: 14009 CW 2019-10-19 1555 CR5O          599 018 DL3JAN        599 S07
QSO: 14000 CW 2019-10-19 1556 CR5O          599 019 DL9GFB        599 V06
QSO: 14017 CW 2019-10-19 1558 CR5O          599 020 DF3VM         599 Q05
QSO: 14000 CW 2019-10-19 1559 CR5O          599 21 DJ3CQ         599 C06
QSO: 14000 CW 2019-10-19 1601 CR5O          599 23 DF0TU         599 V11
QSO: 14000 CW 2019-10-19 1601 CR5O          599 022 DL2DXA        599 S01
QSO: 14000 CW 2019-10-19 1601 CR5O          599 024 DL3RHN        599 V22
QSO: 14020 CW 2019-10-19 1602 CR5O          599 25 DL8QS         599 V22
QSO: 14000 CW 2019-10-19 1603 CR5O          599 026 DL1CC         599 Y13
QSO: 14000 CW 2019-10-19 1604 CR5O          599 028 DL1KWK        599 V01
QSO: 14020 CW 2019-10-19 1605 CR5O          599 030 DK5GB         599 P24
QSO: 14000 CW 2019-10-19 1606 CR5O          599 031 DL8UIL        599 Y24
QSO: 14020 CW 2019-10-19 1606 CR5O          599 033 DD5KG         599 C18
QSO: 14020 CW 2019-10-19 1606 CR5O          599 032 DK3WM         599 F73
QSO: 14000 CW 2019-10-19 1609 CR5O          599 035 DL5DSB        599 S22
QSO: 14000 CW 2019-10-19 1610 CR5O          599 036 DL9MWG        599 W10
QSO: 14020 CW 2019-10-19 1610 CR5O          599 137 DK5DC         599 DVO
QSO: 14000 CW 2019-10-19 1611 CR5O          599 038 DJ9AO         599 X22
QSO: 14000 CW 2019-10-19 1611 CR5O          599 040 DL4XU         599 E02
QSO: 14020 CW 2019-10-19 1611 CR5O          599 40 DD0VU         599 S19
QSO: 14020 CW 2019-10-19 1611 CR5O          599 039 DP6T          599 F49
QSO: 14000 CW 2019-10-19 1613 CR5O          599 032 DL0NBG        599 V22
QSO: 14000 CW 2019-10-19 1613 CR5O          599 41 DL9ZP         599 V14
QSO: 14000 CW 2019-10-19 1615 CR5O          599 045 DL1YCF        599 K16
QSO: 14000 CW 2019-10-19 1615 CR5O          599 044 DL5CC         599 V07
QSO: 14020 CW 2019-10-19 1616 CR5O          599 046 DP9A          599 Y37
QSO: 14270 CW 2019-10-19 1616 CR5O          599 047 DF0VK         599 O47
QSO: 14000 CW 2019-10-19 1617 CR5O          599 050 DL5AWI        599 X11
QSO: 14020 CW 2019-10-19 1617 CR5O          599 49 DL0LK         599 E03
QSO: 14020 CW 2019-10-19 1617 CR5O          599 48 DL1OD         599 H24
QSO: 14000 CW 2019-10-19 1619 CR5O          599 51 DL2OE         599 Y15
QSO: 14021 CW 2019-10-19 1619 CR5O          599 052 DM3M          599 Q01
QSO: 14020 CW 2019-10-19 1623 CR5O          599 055 DK2GZ         599 A36
QSO: 14020 CW 2019-10-19 1623 CR5O          599 054 DL5JQ         599 R25
QSO: 14020 CW 2019-10-19 1624 CR5O          599 56 DK5WO         599 G01
QSO: 14020 CW 2019-10-19 1626 CR5O          599 058 DL8DYL        599 S01
QSO: 14020 CW 2019-10-19 1627 CR5O          599 059 DJ2IA         599 F43
QSO: 14020 CW 2019-10-19 1628 CR5O          599 60 DK5KK         599 L05
QSO: 14020 CW 2019-10-19 1629 CR5O          599 061 DL8L          599 K06
QSO: 14020 CW 2019-10-19 1630 CR5O          599 72 DJ2AX         599 X20
QSO: 14000 CW 2019-10-19 1631 CR5O          599 063 DL1VDL        599 S06
QSO: 14000 CW 2019-10-19 1632 CR5O          599 065 DF9VJ         599 N30
QSO: 14000 CW 2019-10-19 1632 CR5O          599 064 DK2CC         599 V22
QSO: 14000 CW 2019-10-19 1632 CR5O          599 066 DL1EJM        599 L16
QSO: 14000 CW 2019-10-19 1633 CR5O          599 068 DL4HBF        599 G40
QSO: 14020 CW 2019-10-19 1633 CR5O          599 069 DD5M          599 C01
QSO: 14020 CW 2019-10-19 1633 CR5O          599 067 DJ9DZ         599 N06
QSO: 14000 CW 2019-10-19 1634 CR5O          599 071 DK5SF         599 Z46
QSO: 14020 CW 2019-10-19 1634 CR5O          599 070 DL6RAI        599 U08
QSO: 14000 CW 2019-10-19 1635 CR5O          599 72 DL1NKS        599 B24
QSO: 14006 CW 2019-10-19 1635 CR5O          599 073 DL0SN         599 O16
QSO: 14035 CW 2019-10-19 1638 CR5O          599 74 DR4U          599 N62
QSO: 14009 CW 2019-10-19 1650 CR5O          599 075 DL1WA         599 X28
QSO: 14000 CW 2019-10-19 1713 CR5O          599 076 DL6AWJ        599 X23
QSO: 14011 CW 2019-10-19 1715 CR5O          599 077 DF5A          599 V11
QSO: 14000 CW 2019-10-19 1716 CR5O          599 078 DL3AMI        599 X04
QSO: 14000 CW 2019-10-19 1716 CR5O          599 079 DL5SDN        599 P15
QSO: 14011 CW 2019-10-19 1717 CR5O          599 8 DM3C          599 V22
QSO: 14010 CW 2019-10-19 1720 CR5O          599 081 DL1ATZ        599 X23
QSO: 14000 CW 2019-10-19 1721 CR5O          599 83 DK0DI         599 F74
QSO: 14010 CW 2019-10-19 1722 CR5O          599 084 DF6LQ         599 M01
QSO: 14010 CW 2019-10-19 1722 CR5O          599 85 DL1DQW        599 S04
QSO: 14000 CW 2019-10-19 1723 CR5O          599 086 DL7VHP        599 Y34
QSO: 14010 CW 2019-10-19 1723 CR5O          599 087 DL3HR         599 F16
QSO: 14010 CW 2019-10-19 1726 CR5O          599 88 DM3VPJ        599 X42
QSO: 14025 CW 2019-10-19 1728 CR5O          599 089 DK4LX         569 F06
QSO: 14000 CW 2019-10-19 1729 CR5O          599 090 DF7JC         599 R02
QSO: 14000 CW 2019-10-19 1731 CR5O          599 092 DM2TO         599 W22
QSO: 14000 CW 2019-10-19 1732 CR5O          599 093 DM2W          599 Y28
