START-OF-LOG: 3.0
CONTEST: EUDXC
CALLSIGN: RT5C
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 700142
OPERATORS: RT5C
OFFTIME: 
CLUB: RCWC
NAME: Tchaikovsky Igor
CREATED-BY: 5MContest ver. 8.0.10
SOAPBOX:
QSO: 21033 CW 2024-02-03 1327 RT5C          599 29         RA9JM         599 21          
QSO: 21010 CW 2024-02-03 1328 RT5C          599 29         P3X           599 CY05        
QSO: 21010 CW 2024-02-03 1328 RT5C          599 29         EA1CS         599 ES14        
QSO: 21005 CW 2024-02-03 1328 RT5C          599 29         SP9XCN        599 PL12        
QSO: 21012 CW 2024-02-03 1329 RT5C          599 29         K8GL          599 8           
QSO: 21013 CW 2024-02-03 1329 RT5C          599 29         LZ3ZZ         599 BG06        
QSO: 21015 CW 2024-02-03 1330 RT5C          599 29         SV8OVJ        599 GR10        
QSO: 21017 CW 2024-02-03 1331 RT5C          599 29         LA8HGA        599 18          
QSO: 21019 CW 2024-02-03 1331 RT5C          599 29         PA4VHF        599 NL09        
QSO: 21020 CW 2024-02-03 1332 RT5C          599 29         E70Y          599 28          
QSO: 21021 CW 2024-02-03 1332 RT5C          599 29         SC6O          599 SE12        
QSO: 21022 CW 2024-02-03 1333 RT5C          599 29         TA2DA         599 39          
QSO: 21023 CW 2024-02-03 1335 RT5C          599 29         9A3YT         599 HR04        
QSO: 21037 CW 2024-02-03 1336 RT5C          599 29         SV1DAY        599 GR01        
QSO: 21038 CW 2024-02-03 1337 RT5C          599 29         PA3FQA        599 NL09        
QSO: 21042 CW 2024-02-03 1338 RT5C          599 29         HA8TP         599 HU03        
QSO: 21044 CW 2024-02-03 1338 RT5C          599 29         YO2LEA        599 RO05        
QSO: 21045 CW 2024-02-03 1338 RT5C          599 29         DQ6Q          599 DE15        
QSO: 21014 CW 2024-02-03 1340 RT5C          599 29         OK2TJ         599 CZ03        
QSO: 21014 CW 2024-02-03 1340 RT5C          599 29         SD6M          599 SE12        
QSO: 21021 CW 2024-02-03 1342 RT5C          599 29         OK1KKI        599 CZ02        
QSO: 21033 CW 2024-02-03 1344 RT5C          599 29         LZ5DI         599 BG05        
QSO: 21033 CW 2024-02-03 1345 RT5C          599 29         S56A          599 SI06        
QSO: 21033 CW 2024-02-03 1346 RT5C          599 29         I6FDJ         599 IT12        
QSO: 21033 CW 2024-02-03 1347 RT5C          599 29         9A5X          599 HR05        
QSO: 21033 CW 2024-02-03 1347 RT5C          599 29         ZA1RR         599 28          
QSO: 21033 CW 2024-02-03 1348 RT5C          599 29         LZ8E          599 BG03        
QSO: 21033 CW 2024-02-03 1348 RT5C          599 29         RA3Y          599 29          
QSO: 21033 CW 2024-02-03 1348 RT5C          599 29         YT1Q          599 28          
QSO: 21033 CW 2024-02-03 1350 RT5C          599 29         PA2TA         599 NL10        
QSO: 21033 CW 2024-02-03 1350 RT5C          599 29         UC0A          599 32          
QSO: 21033 CW 2024-02-03 1350 RT5C          599 29         HA8AR         599 HU03        
QSO: 21033 CW 2024-02-03 1351 RT5C          599 29         HA5GF         599 HU04        
QSO: 21033 CW 2024-02-03 1352 RT5C          599 29         HA8AT         599 HU03        
QSO: 21025 CW 2024-02-03 1353 RT5C          599 29         HA2NA         599 HU05        
