START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.44.10
CALLSIGN: EW2ES
CONTEST: EUDXC
CLAIMED-SCORE: 2982392
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
NAME: VLADIMIR VORONETSKY
QSO: 28000 CW 2024-02-03 1203 EW2ES         599 29     F6AGM         599 FR11         
QSO: 28000 CW 2024-02-03 1204 EW2ES         599 29     CR3DX         599 PT06         
QSO: 28000 CW 2024-02-03 1205 EW2ES         599 29     RU9LA         599 30           
QSO: 21000 CW 2024-02-03 1213 EW2ES         599 29     K9OM          599 8            
QSO: 21000 CW 2024-02-03 1214 EW2ES         599 29     P3X           599 CY05         
QSO: 21000 CW 2024-02-03 1217 EW2ES         599 29     F5IN          599 FR04         
QSO: 21000 CW 2024-02-03 1218 EW2ES         599 29     SV8OVJ        599 GR10         
QSO: 21000 CW 2024-02-03 1219 EW2ES         599 29     UP5B          599 30           
QSO: 21000 CW 2024-02-03 1220 EW2ES         599 29     LA8HGA        599 18           
QSO: 21000 CW 2024-02-03 1222 EW2ES         599 29     EA1X          599 ES05         
QSO: 21000 CW 2024-02-03 1227 EW2ES         599 29     IZ3NVR        599 IT21         
QSO: 21000 CW 2024-02-03 1228 EW2ES         599 29     PA3FQA        599 NL09         
QSO: 21000 CW 2024-02-03 1229 EW2ES         599 29     SK3W          599 SE17         
QSO: 21000 CW 2024-02-03 1231 EW2ES         599 29     N5DX          599 8            
QSO: 21000 CW 2024-02-03 1232 EW2ES         599 29     K1RX          599 8            
QSO: 21000 CW 2024-02-03 1233 EW2ES         599 29     SV1DAY        599 GR01         
QSO: 21000 CW 2024-02-03 1234 EW2ES         599 29     5B9ARF        599 28           
QSO: 21000 CW 2024-02-03 1235 EW2ES         599 29     DM3M          599 DE12         
QSO: 21000 CW 2024-02-03 1236 EW2ES         599 29     PG2AA         599 NL08         
QSO: 21000 CW 2024-02-03 1237 EW2ES         599 29     PV2K          599 15           
QSO: 21000 CW 2024-02-03 1242 EW2ES         599 29     RU9LA         599 30           
QSO: 21000 CW 2024-02-03 1243 EW2ES         599 29     PA2W          599 NL11         
QSO: 21000 CW 2024-02-03 1244 EW2ES         599 29     R8LA          599 30           
QSO: 21000 CW 2024-02-03 1245 EW2ES         599 29     OP5T          599 BE04         
QSO: 21000 CW 2024-02-03 1247 EW2ES         599 29     DF3VM         599 DE12         
QSO: 21000 CW 2024-02-03 1248 EW2ES         599 29     NR4M          599 8            
QSO: 21000 CW 2024-02-03 1250 EW2ES         599 29     TA2DA         599 39           
QSO: 21000 CW 2024-02-03 1252 EW2ES         599 29     RW7F          599 29           
QSO: 21000 CW 2024-02-03 1253 EW2ES         599 29     CT7BJG        599 PT02         
QSO: 21000 CW 2024-02-03 1255 EW2ES         599 29     PA6AA         599 NL01         
QSO: 21000 CW 2024-02-03 1257 EW2ES         599 29     LZ5DI         599 BG05         
QSO: 21000 CW 2024-02-03 1259 EW2ES         599 29     UA9CTT        599 30           
QSO: 21000 CW 2024-02-03 1302 EW2ES         599 29     LZ1QZ         599 BG04         
QSO: 21000 CW 2024-02-03 1304 EW2ES         599 29     Z68BB         599 28           
QSO: 21000 CW 2024-02-03 1306 EW2ES         599 29     F5PHY         599 FR10         
QSO: 21000 CW 2024-02-03 1307 EW2ES         599 29     HB9ARF        599 28           
QSO: 21000 CW 2024-02-03 1309 EW2ES         599 29     DF6PB         599 DE11         
QSO: 21000 CW 2024-02-03 1310 EW2ES         599 29     RC6U          599 29           
QSO: 21000 CW 2024-02-03 1311 EW2ES         599 29     IT9LKX        599 IT16         
QSO: 21000 CW 2024-02-03 1312 EW2ES         599 29     KM5G          599 7            
QSO: 21000 CW 2024-02-03 1312 EW2ES         599 29     S53V          599 SI02         
QSO: 21000 CW 2024-02-03 1313 EW2ES         599 29     IV3UHL        599 IT08         
QSO: 21000 CW 2024-02-03 1315 EW2ES         599 29     9H1CG         599 MT03         
QSO: 21000 CW 2024-02-03 1318 EW2ES         599 29     HA8FK         599 HU03         
QSO: 21000 CW 2024-02-03 1320 EW2ES         599 29     DD2D          599 DE07         
QSO: 21000 CW 2024-02-03 1322 EW2ES         599 29     LZ4AE         599 BG01         
QSO: 21000 CW 2024-02-03 1323 EW2ES         599 29     E70Y          599 28           
QSO: 21000 CW 2024-02-03 1325 EW2ES         599 29     YT1Q          599 28           
QSO: 21000 CW 2024-02-03 1326 EW2ES         599 29     K8GL          599 8            
QSO: 21000 CW 2024-02-03 1327 EW2ES         599 29     OR5T          599 BE11         
QSO: 21000 CW 2024-02-03 1328 EW2ES         599 29     UV1IX         599 29           
QSO: 21000 CW 2024-02-03 1331 EW2ES         599 29     SV8DJW        599 GR10         
QSO: 21000 CW 2024-02-03 1333 EW2ES         599 29     N4CW          599 8            
QSO: 21000 CW 2024-02-03 1334 EW2ES         599 29     9A3YT         599 HR04         
QSO: 21000 CW 2024-02-03 1335 EW2ES         599 29     IK2UEX        599 IT11         
QSO: 21000 CW 2024-02-03 1336 EW2ES         599 29     CT1DRB        599 PT05         
