START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: DM1TT
CLUB: BCC 
CONTEST: CQ-WW-CW
CATEGORY: SINGLE-OP-ASSISTED ALL HIGH CW
CLAIMED-SCORE: 1527174
OPERATORS: DM1TT
NAME: Hannu Korpimäki
SOAPBOX: EMAIL-ADDRESS: [email hidden]
CREATED-BY: N1MM Logger V5.11.9
QSO:  7010 CW 2005-11-26 0140 DM1TT         599 14     RZ4CWW        599 16      
QSO:  7012 CW 2005-11-26 0145 DM1TT         599 14     YT6A          599 15      
QSO:  7012 CW 2005-11-26 0145 DM1TT         599 14     RU3AA         599 16      
QSO:  7014 CW 2005-11-26 0146 DM1TT         599 14     4X0G          599 20      
QSO:  7015 CW 2005-11-26 0147 DM1TT         599 14     EA4KA         599 14      
QSO:  7015 CW 2005-11-26 0147 DM1TT         599 14     RG9A          599 17      
QSO:  7016 CW 2005-11-26 0148 DM1TT         599 14     K3LR          599 05      
QSO:  7017 CW 2005-11-26 0149 DM1TT         599 14     4L8A          599 21      
QSO:  7017 CW 2005-11-26 0151 DM1TT         599 14     HK0FD         599 07      
QSO:  7020 CW 2005-11-26 0157 DM1TT         599 14     OM8A          599 15      
QSO:  7020 CW 2005-11-26 0158 DM1TT         599 14     RW4LC         599 16      
QSO:  7021 CW 2005-11-26 0159 DM1TT         599 14     NQ4I          599 05      
QSO:  7022 CW 2005-11-26 0159 DM1TT         599 14     UK9AA         599 17      
QSO:  7022 CW 2005-11-26 0200 DM1TT         599 14     S50A          599 15      
QSO:  7023 CW 2005-11-26 0202 DM1TT         599 14     ES5TV         599 15      
QSO:  7023 CW 2005-11-26 0202 DM1TT         599 14     IR4X          599 15      
QSO:  7024 CW 2005-11-26 0204 DM1TT         599 14     LX7I          599 14      
QSO:  7024 CW 2005-11-26 0204 DM1TT         599 14     K0EJ          599 04      
QSO:  7027 CW 2005-11-26 0207 DM1TT         599 14     7X0RY         599 33      
QSO:  7028 CW 2005-11-26 0208 DM1TT         599 14     IH9P          599 33      
QSO:  7028 CW 2005-11-26 0209 DM1TT         599 14     P40W          599 09      
QSO:  7029 CW 2005-11-26 0209 DM1TT         599 14     NY4A          599 05      
