START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: NW4V
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 46440
OPERATORS: NW4V
CLUB: POTOMAC VALLEY RADIO CLUB
NAME: Edward C. Moore
SOAPBOX:
SOAPBOX:
SOAPBOX:
CREATED-BY: Exported by LOGic version 8.0.97. LOGic Cabrillo Export version 1.2.
CREATED-BY: LOGic CONTEST ID WPX.  Log form WPX.
CREATED-BY: Exported on 2010-03-28. 142 records exported.
CREATED-BY: Contact LOGic authors for technical questions at http://hosenose.com or 770-307-1496
CREATED-BY: Cabrillo format: Other
CREATED-BY:
CREATED-BY:                   --------info sent------- -------info rcvd--------
CREATED-BY: mo date       time call          rst exch   call          rst exch   t
LOCATION: VA
QSO: 21295 PH 2010-03-27 1710 NW4V          59  1      ED1R          59  1294
QSO: 21295 PH 2010-03-27 1712 NW4V          59  2      ZX5J          59  1673
QSO: 21295 PH 2010-03-27 1713 NW4V          59  3      KZ2V          59  412
QSO: 21295 PH 2010-03-27 1714 NW4V          59  4      YV5EAH        59  145
QSO: 21295 PH 2010-03-27 1716 NW4V          59  5      XE1L          59  785
QSO: 21295 PH 2010-03-27 1718 NW4V          59  6      KV0K          59  1407
QSO: 21295 PH 2010-03-27 1719 NW4V          59  7      P40V          59  2006
QSO: 21295 PH 2010-03-27 1720 NW4V          59  8      W7EB          59  811
QSO: 21295 PH 2010-03-27 1721 NW4V          59  9      8P5A          59  2591
QSO: 21295 PH 2010-03-27 1722 NW4V          59  10     VC6R          59  1125
QSO: 21295 PH 2010-03-27 1722 NW4V          59  11     EA1EY         59  390
QSO: 21295 PH 2010-03-27 1724 NW4V          59  12     WK5T          59  764
QSO: 21295 PH 2010-03-27 1727 NW4V          59  13     NK7U          59  289
QSO: 21295 PH 2010-03-27 1728 NW4V          59  14     CR6K          59  1228
QSO: 21295 PH 2010-03-27 1729 NW4V          59  15     WA5ZUP        59  296
QSO: 21295 PH 2010-03-27 1730 NW4V          59  16     CT1JLZ        59  1891
QSO: 21295 PH 2010-03-27 1731 NW4V          59  17     EA3PT         59  407
QSO: 21295 PH 2010-03-27 1733 NW4V          59  18     WC6H          59  335
QSO: 21295 PH 2010-03-27 1734 NW4V          59  19     EA4EER        59  414
QSO: 21295 PH 2010-03-27 1735 NW4V          59  20     PJ2T          59  626
QSO: 21295 PH 2010-03-27 1738 NW4V          59  21     WX7P          59  644
QSO: 21295 PH 2010-03-27 1740 NW4V          59  22     WT6TT         59  174
QSO: 21295 PH 2010-03-27 1747 NW4V          59  23     KX7M          59  1327
QSO: 21295 PH 2010-03-27 1749 NW4V          59  24     5C5W          59  365
QSO: 21295 PH 2010-03-27 1752 NW4V          59  25     NF7E          59  252
QSO: 21295 PH 2010-03-27 1753 NW4V          59  26     CT1DVV        59  472
QSO: 21295 PH 2010-03-27 1756 NW4V          59  27     WN6K          59  56
QSO: 21295 PH 2010-03-27 1757 NW4V          59  28     VE6FI         59  126
QSO: 14195 PH 2010-03-27 1801 NW4V          59  29     IR2C          59  760
QSO: 14195 PH 2010-03-27 1807 NW4V          59  30     WS7X          59  536
QSO: 14195 PH 2010-03-27 1808 NW4V          59  31     GM3WOJ        59  585
QSO: 14195 PH 2010-03-27 1810 NW4V          59  32     RM3F          59  1440
