START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX Contest 2025
CALLSIGN: OK8EAO
OPERATORS: DL1CW
CATEGORY: SOAB lowSOSB10 lowSOSB15 lowSOSB20 lowSOSB40 lowSOSB80 low
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21031 CW 2025-11-08 1202 OK8EAO        599 CCK        SV1AJO        599 003       
QSO: 21001 CW 2025-11-08 1204 OK8EAO        599 CCK        KC1XX         599 005       
QSO: 21019 CW 2025-11-08 1207 OK8EAO        599 CCK        YB2IQ         599 002       
QSO: 21015 CW 2025-11-08 1209 OK8EAO        599 CCK        OM0R          599 LEV       
QSO: 21017 CW 2025-11-08 1210 OK8EAO        599 CCK        LA8HGA        599 001       
QSO: 21021 CW 2025-11-08 1212 OK8EAO        599 CCK        OK3DM         599 BBE       
QSO: 21025 CW 2025-11-08 1214 OK8EAO        599 CCK        EA2AZ         599 015       
QSO: 21025 CW 2025-11-08 1214 OK8EAO        599 CCK        EA1X          599 029       
QSO: 21026 CW 2025-11-08 1216 OK8EAO        599 CCK        HB9ARF        599 012       
QSO: 21028 CW 2025-11-08 1216 OK8EAO        599 CCK        OK1TN         599 FJI       
QSO: 21029 CW 2025-11-08 1217 OK8EAO        599 CCK        OM5JA         599 NIT       
QSO: 21030 CW 2025-11-08 1217 OK8EAO        599 CCK        IT9/DK6XZ     599 015       
QSO: 21032 CW 2025-11-08 1218 OK8EAO        599 CCK        EI8X          599 019       
QSO: 21016 CW 2025-11-08 1221 OK8EAO        599 CCK        OK1KKI        599 CJH       
QSO: 21018 CW 2025-11-08 1223 OK8EAO        599 CCK        OL5W          599 DDO       
QSO: 21020 CW 2025-11-08 1223 OK8EAO        599 CCK        OM3CW         599 DST       
QSO: 21021 CW 2025-11-08 1224 OK8EAO        599 CCK        OK1BM         599 EJA       
QSO: 21023 CW 2025-11-08 1225 OK8EAO        599 CCK        OK7SX         599 BPB       
QSO: 21025 CW 2025-11-08 1227 OK8EAO        599 CCK        LZ5R          599 033       
QSO: 21025 CW 2025-11-08 1229 OK8EAO        599 CCK        W1GD          599 017       
QSO: 21025 CW 2025-11-08 1230 OK8EAO        599 CCK        YL7X          599 041       
QSO: 21025 CW 2025-11-08 1230 OK8EAO        599 CCK        K3QP          599 021       
QSO: 21025 CW 2025-11-08 1233 OK8EAO        599 CCK        OG3B          599 042       
QSO: 21025 CW 2025-11-08 1235 OK8EAO        599 CCK        HA6NL         599 028       
QSO: 21025 CW 2025-11-08 1237 OK8EAO        599 CCK        W3/OL7X       599 004       
QSO: 21025 CW 2025-11-08 1237 OK8EAO        599 CCK        W2CS          599 008       
