START-OF-LOG: 3.0
CALLSIGN: LI5O
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: TWO
CLAIMED-SCORE: 457512
CLUB: WORLD WIDE YOUNG CONTESTERS
CONTEST: CQ-WW-RTTY
LOCATION: DX
CREATED-BY: WriteLog V11.22G
NAME: Stein Roar Brobakken
OPERATORS: LJ3RE
SOAPBOX:
QSO: 21080 RY 2014-09-27 1204 LI5O          599     14 DX     IF9/IT9BXR    599 15     DX      1
QSO: 14089 RY 2014-09-27 1211 LI5O          599     14 DX     I4DZ          599 15     DX      0
QSO: 14104 RY 2014-09-27 1215 LI5O          599     14 DX     IQ2CU         599 15     DX      0
QSO: 14104 RY 2014-09-27 1219 LI5O          599     14 DX     DL1NEO        599 14     DX      0
QSO: 21076 RY 2014-09-27 1210 LI5O          599     14 DX     UT2QQ         599 16     DX      1
QSO: 21076 RY 2014-09-27 1212 LI5O          599     14 DX     UY5TE         599 16     DX      1
QSO: 21076 RY 2014-09-27 1213 LI5O          599     14 DX     YO7ARY        599 20     DX      1
QSO: 21076 RY 2014-09-27 1216 LI5O          599     14 DX     UR6EA         599 16     DX      1
QSO: 21076 RY 2014-09-27 1217 LI5O          599     14 DX     RZ4AG         599 16     DX      1
QSO: 21076 RY 2014-09-27 1218 LI5O          599     14 DX     SV2OJJ        599 20     DX      1
QSO: 21128 RY 2014-09-27 1226 LI5O          599     14 DX     DL2OE         599 14     DX      1
QSO: 21126 RY 2014-09-27 1227 LI5O          599     14 DX     YP0C          599 20     DX      1
QSO: 21127 RY 2014-09-27 1236 LI5O          599     14 DX     RU9AZ         599 17     DX      1
QSO: 14104 RY 2014-09-27 1244 LI5O          599     14 DX     OE6MMF        599 15     DX      0
QSO: 21127 RY 2014-09-27 1246 LI5O          599     14 DX     UR5ZDZ        599 16     DX      1
QSO: 14104 RY 2014-09-27 1246 LI5O          599     14 DX     DL8RDL        599 14     DX      0
QSO: 14104 RY 2014-09-27 1246 LI5O          599     14 DX     G0UGO         599 14     DX      0
QSO: 14104 RY 2014-09-27 1249 LI5O          599     14 DX     EE7Y          599 14     DX      0
QSO: 21127 RY 2014-09-27 1251 LI5O          599     14 DX     UX4E          599 16     DX      1
QSO: 14104 RY 2014-09-27 1250 LI5O          599     14 DX     DL1EK         599 14     DX      0
QSO: 21127 RY 2014-09-27 1253 LI5O          599     14 DX     IZ3QFG        599 15     DX      1
QSO: 21127 RY 2014-09-27 1255 LI5O          599     14 DX     IZ0PMV        599 15     DX      1
QSO: 21127 RY 2014-09-27 1256 LI5O          599     14 DX     VY2SS         599 5      PE      1
QSO: 14104 RY 2014-09-27 1256 LI5O          599     14 DX     PA950SLD      599 14     DX      0
QSO: 21127 RY 2014-09-27 1257 LI5O          599     14 DX     IZ3XNJ        599 15     DX      1
QSO: 14104 RY 2014-09-27 1257 LI5O          599     14 DX     CT2IRW        599 14     DX      0
QSO: 14104 RY 2014-09-27 1300 LI5O          599     14 DX     DL6SFR        599 14     DX      0
QSO: 14104 RY 2014-09-27 1300 LI5O          599     14 DX     UR5ZSU        599 16     DX      0
QSO: 14104 RY 2014-09-27 1304 LI5O          599     14 DX     IW2HUS        599 15     DX      0
QSO: 14104 RY 2014-09-27 1305 LI5O          599     14 DX     OM4O          599 15     DX      0
QSO: 21127 RY 2014-09-27 1308 LI5O          599     14 DX     IW1CBG        599 15     DX      1
QSO: 14104 RY 2014-09-27 1309 LI5O          599     14 DX     EW4RF         599 16     DX      0
QSO: 21127 RY 2014-09-27 1310 LI5O          599     14 DX     UA9LAO        599 17     DX      1
QSO: 14104 RY 2014-09-27 1312 LI5O          599     14 DX     EW8DD         599 16     DX      0
QSO: 14104 RY 2014-09-27 1313 LI5O          599     14 DX     IZ4YAB        599 15     DX      0
QSO: 14104 RY 2014-09-27 1314 LI5O          599     14 DX     RG5A          599 16     DX      0
QSO: 14104 RY 2014-09-27 1318 LI5O          599     14 DX     R3LA          599 16     DX      0
QSO: 21127 RY 2014-09-27 1324 LI5O          599     14 DX     YO8RAA        599 20     DX      1
QSO: 21127 RY 2014-09-27 1324 LI5O          599     14 DX     YT3H          599 15     DX      1
QSO: 21127 RY 2014-09-27 1326 LI5O          599     14 DX     I1DXD         599 15     DX      1
QSO: 14104 RY 2014-09-27 1326 LI5O          599     14 DX     F6FTB         599 14     DX      0
QSO: 21127 RY 2014-09-27 1327 LI5O          599     14 DX     IK2PZC        599 15     DX      1
QSO: 21127 RY 2014-09-27 1328 LI5O          599     14 DX     IW3HXR        599 15     DX      1
QSO: 14104 RY 2014-09-27 1328 LI5O          599     14 DX     DC8QT         599 14     DX      0
QSO: 21127 RY 2014-09-27 1332 LI5O          599     14 DX     IK1RGK        599 15     DX      1
QSO: 14104 RY 2014-09-27 1333 LI5O          599     14 DX     DL6ATM        599 14     DX      0
QSO: 14104 RY 2014-09-27 1334 LI5O          599     14 DX     IW1PNJ        599 15     DX      0
QSO: 21127 RY 2014-09-27 1334 LI5O          599     14 DX     YO2LDU        599 20     DX      1
QSO: 14104 RY 2014-09-27 1334 LI5O          599     14 DX     OT7N          599 14     DX      0
QSO: 14104 RY 2014-09-27 1336 LI5O          599     14 DX     HA1TNX        599 15     DX      0
QSO: 14104 RY 2014-09-27 1336 LI5O          599     14 DX     DK9ETM        599 14     DX      0
QSO: 21127 RY 2014-09-27 1338 LI5O          599     14 DX     PX2A          599 11     DX      1
QSO: 21127 RY 2014-09-27 1338 LI5O          599     14 DX     W3DQN         599 5      MD      1
QSO: 14104 RY 2014-09-27 1340 LI5O          599     14 DX     9A2BW         599 15     DX      0
QSO: 21127 RY 2014-09-27 1342 LI5O          599     14 DX     J35X          599 8      DX      1
QSO: 14104 RY 2014-09-27 1341 LI5O          599     14 DX     DM4YWL        599 14     DX      0
