START-OF-LOG: 3.0
HQ-CATEGORY: Single Operator, CW Only, Low Power
CALLSIGN: UR6QS
CONTEST: IARU-HF
CATEGORY-ASSISTED: NON-ASSISTED
OPERATORS: ur6qs
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 21000 CW 2018-07-14 1206 UR6QS         599 29     4Z5LA         599 39
QSO: 21000 CW 2018-07-14 1209 UR6QS         599 29     C4W           599 39
QSO: 21000 CW 2018-07-14 1210 UR6QS         599 29     3Z1K          599 28
QSO: 21000 CW 2018-07-14 1210 UR6QS         599 29     R1DX          599 29
QSO: 21000 CW 2018-07-14 1211 UR6QS         599 29     TA3D          599 39
QSO: 21000 CW 2018-07-14 1212 UR6QS         599 29     YT0HQ         599 SRS
QSO: 21000 CW 2018-07-14 1215 UR6QS         599 29     9A0HQ         599 HRS
QSO: 21000 CW 2018-07-14 1220 UR6QS         599 29     P33W          599 39
QSO: 21000 CW 2018-07-14 1221 UR6QS         599 29     Z35Y          599 28
QSO: 21000 CW 2018-07-14 1222 UR6QS         599 29     OG7A          599 18
QSO: 21000 CW 2018-07-14 1226 UR6QS         599 29     DA0HQ         599 DARC
QSO: 21000 CW 2018-07-14 1227 UR6QS         599 29     YT6W          599 28
QSO: 21000 CW 2018-07-14 1228 UR6QS         599 29     SN0HQ         599 PZK
QSO: 21000 CW 2018-07-14 1237 UR6QS         599 29     YO9AGI        599 28
QSO: 21000 CW 2018-07-14 1237 UR6QS         599 29     EV1R          599 29
QSO: 21000 CW 2018-07-14 1238 UR6QS         599 29     OH3Z          599 18
QSO: 21000 CW 2018-07-14 1239 UR6QS         599 29     OH1X          599 18
QSO: 21000 CW 2018-07-14 1240 UR6QS         599 29     S50HQ         599 ZRS
QSO: 21000 CW 2018-07-14 1253 UR6QS         599 29     OE0HQ         599 OVSV
QSO: 21000 CW 2018-07-14 1259 UR6QS         599 29     EF4HQ         599 URE
QSO: 21000 CW 2018-07-14 1305 UR6QS         599 29     OH0Z          599 18
QSO: 21000 CW 2018-07-14 1306 UR6QS         599 29     Z30HQ         599 RSM
QSO: 21000 CW 2018-07-14 1307 UR6QS         599 29     HG0HQ         599 MRASZ
QSO: 21000 CW 2018-07-14 1309 UR6QS         599 29     4Z5LY         599 39
QSO: 21000 CW 2018-07-14 1310 UR6QS         599 29     OH2HQ         599 SRAL
QSO: 21000 CW 2018-07-14 1313 UR6QS         599 29     FR4QT         599 53
QSO: 21000 CW 2018-07-14 1315 UR6QS         599 29     CQ3HQ         599 PEP
QSO: 21000 CW 2018-07-14 1319 UR6QS         599 29     EF7A          599 37
QSO: 21000 CW 2018-07-14 1322 UR6QS         599 29     IO9HQ         599 ARI
QSO: 21000 CW 2018-07-14 1332 UR6QS         599 29     IR4M          599 28
QSO: 21000 CW 2018-07-14 1333 UR6QS         599 29     4Z4AK         599 39
QSO: 21000 CW 2018-07-14 1335 UR6QS         599 29     HB9HQ         599 USKA
QSO: 21000 CW 2018-07-14 1335 UR6QS         599 29     YT5A          599 28
QSO: 21000 CW 2018-07-14 1338 UR6QS         599 29     HA1AG         599 28
QSO: 21000 CW 2018-07-14 1340 UR6QS         599 29     PX2A          599 15
QSO: 21000 CW 2018-07-14 1343 UR6QS         599 29     RA6WF         599 29
QSO: 21000 CW 2018-07-14 1345 UR6QS         599 29     LZ7HQ         599 BFRA
QSO: 21000 CW 2018-07-14 1346 UR6QS         599 29     LZ1GU         599 28
QSO: 21000 CW 2018-07-14 1351 UR6QS         599 29     OH3OJ         599 18
QSO: 14000 CW 2018-07-14 1400 UR6QS         599 29     8N3HQ         599 JARL
QSO: 14000 CW 2018-07-14 1402 UR6QS         599 29     RX9AF         599 30
QSO: 14000 CW 2018-07-14 1403 UR6QS         599 29     OP0HQ         599 UBA
QSO: 14000 CW 2018-07-14 1408 UR6QS         599 29     HG0HQ         599 MRASZ
QSO: 14000 CW 2018-07-14 1410 UR6QS         599 29     RC0A          599 30
QSO: 14000 CW 2018-07-14 1412 UR6QS         599 29     3Z1K          599 28
QSO: 14000 CW 2018-07-14 1412 UR6QS         599 29     GM4AFF        599 27
QSO: 14000 CW 2018-07-14 1413 UR6QS         599 29     YR0HQ         599 FRR
QSO: 14000 CW 2018-07-14 1415 UR6QS         599 29     LZ7HQ         599 BFRA
QSO: 14000 CW 2018-07-14 1417 UR6QS         599 29     RM1T          599 29
QSO: 14000 CW 2018-07-14 1417 UR6QS         599 29     SN0HQ         599 PZK
QSO: 14000 CW 2018-07-14 1418 UR6QS         599 29     YT0HQ         599 SRS
QSO: 14000 CW 2018-07-14 1418 UR6QS         599 29     HG4I          599 28
QSO: 14000 CW 2018-07-14 1421 UR6QS         599 29     IO5HQ         599 ARI
QSO: 14000 CW 2018-07-14 1421 UR6QS         599 29     HA3LN         599 28
QSO: 14000 CW 2018-07-14 1422 UR6QS         599 29     9A0HQ         599 HRS
QSO: 14000 CW 2018-07-14 1425 UR6QS         599 29     F5IN          599 27
QSO: 14000 CW 2018-07-14 1427 UR6QS         599 29     LY0HQ         599 LRMD
QSO: 14000 CW 2018-07-14 1429 UR6QS         599 29     LA0CX         599 18
QSO: 14000 CW 2018-07-14 1431 UR6QS         599 29     GR2HQ         599 RSGB
QSO: 14000 CW 2018-07-14 1432 UR6QS         599 29     R8IZ          599 31
QSO: 14000 CW 2018-07-14 1432 UR6QS         599 29     RW4W          599 30
QSO: 14000 CW 2018-07-14 1433 UR6QS         599 29     YT6W          599 28
QSO: 14000 CW 2018-07-14 1433 UR6QS         599 29     OH2HQ         599 SRAL
QSO: 14000 CW 2018-07-14 1433 UR6QS         599 29     EF4HQ         599 URE
QSO: 14000 CW 2018-07-14 1434 UR6QS         599 29     E7DX          599 28
QSO: 14000 CW 2018-07-14 1436 UR6QS         599 29     OK7Y          599 28
QSO: 14000 CW 2018-07-14 1437 UR6QS         599 29     RC9J          599 21
QSO: 14000 CW 2018-07-14 1438 UR6QS         599 29     EF3HQ         599 IRA
QSO: 14000 CW 2018-07-14 1439 UR6QS         599 29     IQ5JA         599 28
QSO: 14000 CW 2018-07-14 1443 UR6QS         599 29     S50HQ         599 ZRS
QSO: 14000 CW 2018-07-14 1444 UR6QS         599 29     OY1CT         599 18
QSO: 14000 CW 2018-07-14 1445 UR6QS         599 29     OG7F          599 18
QSO: 14000 CW 2018-07-14 1446 UR6QS         599 29     RC6U          599 29
QSO: 14000 CW 2018-07-14 1446 UR6QS         599 29     SX0HQ         599 RAAG
QSO: 14000 CW 2018-07-14 1448 UR6QS         599 29     HA6P          599 28
QSO: 14000 CW 2018-07-14 1448 UR6QS         599 29     YT7R          599 28
QSO: 14000 CW 2018-07-14 1448 UR6QS         599 29     RM6Y          599 29
QSO: 14000 CW 2018-07-14 1449 UR6QS         599 29     4Z4AK         599 39
QSO: 14000 CW 2018-07-14 1451 UR6QS         599 29     IR3Z          599 28
QSO: 14000 CW 2018-07-14 1451 UR6QS         599 29     IK8UND        599 28
QSO: 14000 CW 2018-07-14 1455 UR6QS         599 29     DL0BX         599 28
QSO: 14000 CW 2018-07-14 1457 UR6QS         599 29     HA7GN         599 28
QSO: 14000 CW 2018-07-14 1457 UR6QS         599 29     OH0X          599 18
QSO: 14000 CW 2018-07-14 1458 UR6QS         599 29     HA4FB         599 28
QSO: 14000 CW 2018-07-14 1500 UR6QS         599 29     ER7HQ         599 ARM
QSO: 14000 CW 2018-07-14 1501 UR6QS         599 29     N2ZN          599 8
QSO: 14000 CW 2018-07-14 1501 UR6QS         599 29     PA6HQ         599 VERON
QSO: 14000 CW 2018-07-14 1506 UR6QS         599 29     E2HQ          599 RAST
QSO: 14000 CW 2018-07-14 1508 UR6QS         599 29     KI1G          599 8
QSO: 14000 CW 2018-07-14 1509 UR6QS         599 29     YP5A          599 28
QSO: 28000 CW 2018-07-14 1510 UR6QS         599 29     CQ3HQ         599 PEP
QSO: 28000 CW 2018-07-14 1512 UR6QS         599 29     HG0HQ         599 MRASZ
QSO: 28000 CW 2018-07-14 1513 UR6QS         599 29     S50HQ         599 ZRS
QSO: 28000 CW 2018-07-14 1515 UR6QS         599 29     SV9/S55OO     599 28
QSO: 28000 CW 2018-07-14 1518 UR6QS         599 29     5B4AJC        599 39
QSO: 28000 CW 2018-07-14 1526 UR6QS         599 29     9A0HQ         599 HRS
QSO: 28000 CW 2018-07-14 1531 UR6QS         599 29     B7HQ          599 CRAC
QSO: 21000 CW 2018-07-14 1536 UR6QS         599 29     ED7K          599 37
QSO: 21000 CW 2018-07-14 1542 UR6QS         599 29     8N6HQ         599 JARL
QSO: 21000 CW 2018-07-14 1546 UR6QS         599 29     EF8U          599 36
QSO: 21000 CW 2018-07-14 1552 UR6QS         599 29     SV1DOO        599 28
QSO: 21000 CW 2018-07-14 1554 UR6QS         599 29     4X1VF         599 39
QSO: 21000 CW 2018-07-14 1555 UR6QS         599 29     UN1HQ         599 KFRR
QSO: 14000 CW 2018-07-14 1604 UR6QS         599 29     4U1A          599 28
QSO: 14000 CW 2018-07-14 1604 UR6QS         599 29     JH4UTP        599 45
QSO: 14000 CW 2018-07-14 1606 UR6QS         599 29     HA1AG         599 28
QSO: 14000 CW 2018-07-14 1609 UR6QS         599 29     RW9OW         599 31
QSO: 14000 CW 2018-07-14 1610 UR6QS         599 29     LZ1GU         599 28
QSO: 14000 CW 2018-07-14 1614 UR6QS         599 29     TM0HQ         599 REF
QSO: 14000 CW 2018-07-14 1615 UR6QS         599 29     9A1AA         599 28
QSO: 14000 CW 2018-07-14 1615 UR6QS         599 29     R8TT          599 30
QSO: 14000 CW 2018-07-14 1618 UR6QS         599 29     P33W          599 39
QSO: 14000 CW 2018-07-14 1620 UR6QS         599 29     Z30HQ         599 RSM
QSO: 14000 CW 2018-07-14 1622 UR6QS         599 29     OL8HQ         599 CRC
QSO: 14000 CW 2018-07-14 1624 UR6QS         599 29     K1MK          599 8
QSO: 14000 CW 2018-07-14 1624 UR6QS         599 29     GI8VL         599 27
QSO: 14000 CW 2018-07-14 1635 UR6QS         599 29     Z35Y          599 28
QSO: 14000 CW 2018-07-14 1637 UR6QS         599 29     HA7A          599 28
QSO: 14000 CW 2018-07-14 1639 UR6QS         599 29     OH2KW         599 18
QSO: 14000 CW 2018-07-14 1640 UR6QS         599 29     E7CW          599 28
QSO: 14000 CW 2018-07-14 1643 UR6QS         599 29     RV9UP         599 31
QSO: 14000 CW 2018-07-14 1644 UR6QS         599 29     RA7A          599 29
QSO: 14000 CW 2018-07-14 1645 UR6QS         599 29     DF5UL         599 28
QSO: 28000 CW 2018-07-14 1647 UR6QS         599 29     OH2HQ         599 SRAL
QSO: 14000 CW 2018-07-14 1654 UR6QS         599 29     KO7SS         599 8
QSO: 14000 CW 2018-07-14 1710 UR6QS         599 29     Y87O          599 28
QSO: 14000 CW 2018-07-14 1713 UR6QS         599 29     RT9A          599 30
QSO: 14000 CW 2018-07-14 1715 UR6QS         599 29     OZ1HQ         599 EDR
QSO: 14000 CW 2018-07-14 1720 UR6QS         599 29     BA4DL         599 44
QSO: 14000 CW 2018-07-14 1727 UR6QS         599 29     R3HQ          599 SRR
QSO: 14000 CW 2018-07-14 1729 UR6QS         599 29     Y86W          599 28
QSO: 14000 CW 2018-07-14 1731 UR6QS         599 29     DA0HQ         599 DARC
QSO: 14000 CW 2018-07-14 1732 UR6QS         599 29     YT5A          599 28
QSO: 14000 CW 2018-07-14 1733 UR6QS         599 29     RM9A          599 30
QSO: 14000 CW 2018-07-14 1734 UR6QS         599 29     JI1RXQ        599 45
QSO: 14000 CW 2018-07-14 1735 UR6QS         599 29     RA2F          599 29
QSO: 14000 CW 2018-07-14 1736 UR6QS         599 29     RW0AJ         599 32
QSO:  7000 CW 2018-07-14 1743 UR6QS         599 29     UA4W          599 30
QSO:  7000 CW 2018-07-14 1745 UR6QS         599 29     Y82K          599 28
QSO:  7000 CW 2018-07-14 1745 UR6QS         599 29     Y86Q          599 28
QSO:  7000 CW 2018-07-14 1747 UR6QS         599 29     DA0HQ         599 DARC
QSO:  7000 CW 2018-07-14 1748 UR6QS         599 29     Y87G          599 28
QSO:  7000 CW 2018-07-14 1749 UR6QS         599 29     RK3AW         599 29
QSO:  7000 CW 2018-07-14 1750 UR6QS         599 29     YT0HQ         599 SRS
QSO:  7000 CW 2018-07-14 1751 UR6QS         599 29     4U1A          599 28
QSO:  7000 CW 2018-07-14 1752 UR6QS         599 29     Y86Y          599 28
QSO:  7000 CW 2018-07-14 1754 UR6QS         599 29     R9YC          599 31
QSO:  7000 CW 2018-07-14 1755 UR6QS         599 29     IZ3NYG        599 28
QSO:  7000 CW 2018-07-14 1756 UR6QS         599 29     LZ9R          599 28
QSO:  7000 CW 2018-07-14 1756 UR6QS         599 29     GR2HQ         599 RSGB
QSO:  7000 CW 2018-07-14 1757 UR6QS         599 29     9A0HQ         599 HRS
QSO:  7000 CW 2018-07-14 1758 UR6QS         599 29     HA8TP         599 28
QSO:  7000 CW 2018-07-14 1758 UR6QS         599 29     HG0HQ         599 MRASZ
QSO:  7000 CW 2018-07-14 1759 UR6QS         599 29     RX9AF         599 30
QSO:  7000 CW 2018-07-14 1800 UR6QS         599 29     RC9A          599 30
QSO:  7000 CW 2018-07-14 1802 UR6QS         599 29     Y89R          599 28
QSO:  7000 CW 2018-07-14 1803 UR6QS         599 29     SN0HQ         599 PZK
QSO:  7000 CW 2018-07-14 1805 UR6QS         599 29     LY0HQ         599 LRMD
QSO:  7000 CW 2018-07-14 1810 UR6QS         599 29     B4HQ          599 CRAC
QSO:  7000 CW 2018-07-14 1811 UR6QS         599 29     RA1TU         599 29
QSO:  7000 CW 2018-07-14 1812 UR6QS         599 29     RK3T          599 29
QSO:  7000 CW 2018-07-14 1814 UR6QS         599 29     P33W          599 39
QSO:  7000 CW 2018-07-14 1815 UR6QS         599 29     US1VM         599 29
QSO:  7000 CW 2018-07-14 1815 UR6QS         599 29     OP0HQ         599 UBA
QSO:  7000 CW 2018-07-14 1816 UR6QS         599 29     UA4M          599 29
QSO:  7000 CW 2018-07-14 1816 UR6QS         599 29     LY6A          599 29
QSO:  7000 CW 2018-07-14 1817 UR6QS         599 29     LZ7HQ         599 BFRA
QSO:  7000 CW 2018-07-14 1818 UR6QS         599 29     YR0HQ         599 FRR
QSO:  7000 CW 2018-07-14 1819 UR6QS         599 29     R3HQ          599 SRR
QSO:  7000 CW 2018-07-14 1819 UR6QS         599 29     EF4HQ         599 URE
QSO:  7000 CW 2018-07-14 1820 UR6QS         599 29     S50HQ         599 ZRS
QSO:  7000 CW 2018-07-14 1821 UR6QS         599 29     RM4W          599 30
QSO:  7000 CW 2018-07-14 1823 UR6QS         599 29     8N7HQ         599 JARL
QSO:  7000 CW 2018-07-14 1825 UR6QS         599 29     OK2D          599 28
QSO:  7000 CW 2018-07-14 1826 UR6QS         599 29     OM0WR         599 28
QSO:  7000 CW 2018-07-14 1826 UR6QS         599 29     OE0HQ         599 OVSV
