START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: IZ5ICH
CATEGORY: SINGLE-OP ALL LOW MIXED
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 7452
CLUB: Italian Contest Club
CONTEST: EUHFC
OPERATORS: 
NAME: luca funel
ADDRESS: via santa lucia 3 56021 ripoli di cascina Pisa ITALIA
ADDRESS: 
E-MAIL: funel.luca@gmail.com
SOAPBOX: 
QSO: 14157 PH 2015-08-01 1319 IZ5ICH        59  06     UA3VFS        59  76
QSO: 14188 PH 2015-08-01 1320 IZ5ICH        59  06     LY5W          59  81
QSO: 14192 PH 2015-08-01 1321 IZ5ICH        59  06     UW1M          59  72
QSO: 14200 PH 2015-08-01 1322 IZ5ICH        59  06     LY2OU         59  58
QSO: 14205 PH 2015-08-01 1323 IZ5ICH        59  06     RA1ANY        59  91
QSO: 14206 PH 2015-08-01 1324 IZ5ICH        59  06     LY4T          59  77
QSO: 14211 PH 2015-08-01 1324 IZ5ICH        59  06     RW1A          59  84
QSO: 14214 PH 2015-08-01 1325 IZ5ICH        59  06     R7AW          59  80
QSO: 14250 PH 2015-08-01 1326 IZ5ICH        59  06     EU6AF         59  82
QSO: 14252 PH 2015-08-01 1326 IZ5ICH        59  06     UR5ZLY        59  88
QSO: 14257 PH 2015-08-01 1327 IZ5ICH        59  06     LZ1ND         59  82
QSO: 14267 PH 2015-08-01 1328 IZ5ICH        59  06     EU5C          59  90
QSO: 14270 PH 2015-08-01 1328 IZ5ICH        59  06     OZ1ADL        59  75
QSO: 14271 PH 2015-08-01 1329 IZ5ICH        59  06     YL3AJA        59  13
QSO: 14275 PH 2015-08-01 1330 IZ5ICH        59  06     RJ4P          59  89
QSO: 14281 PH 2015-08-01 1330 IZ5ICH        59  06     RC5A          59  94
QSO: 14284 PH 2015-08-01 1331 IZ5ICH        59  06     SV9FBG        59  00
QSO: 14269 PH 2015-08-01 1332 IZ5ICH        59  06     YL3CW         59  66
QSO: 14276 PH 2015-08-01 1333 IZ5ICH        59  06     HG6C          59  84
QSO: 14226 PH 2015-08-01 1335 IZ5ICH        59  06     GM9N          59  11
QSO: 14223 PH 2015-08-01 1337 IZ5ICH        59  06     SE4E          59  62
QSO: 14197 PH 2015-08-01 1337 IZ5ICH        59  06     OP4K          59  82
QSO: 14195 PH 2015-08-01 1338 IZ5ICH        59  06     PB8DX         59  11
QSO: 14188 PH 2015-08-01 1340 IZ5ICH        59  06     LY2XW         59  02
QSO: 14184 PH 2015-08-01 1341 IZ5ICH        59  06     DJ7WW         59  63
QSO: 14180 PH 2015-08-01 1343 IZ5ICH        59  06     SP9QMP        59  94
QSO: 14170 PH 2015-08-01 1344 IZ5ICH        59  06     YT8A          59  70
QSO: 14169 PH 2015-08-01 1344 IZ5ICH        59  06     EW1EO         59  81
QSO: 14165 PH 2015-08-01 1345 IZ5ICH        59  06     RT2A          59  82
QSO: 14150 PH 2015-08-01 1346 IZ5ICH        59  06     OH6MW         59  81
QSO: 14145 PH 2015-08-01 1347 IZ5ICH        59  06     UT3RS         59  90
QSO: 14266 PH 2015-08-01 1350 IZ5ICH        59  06     SP4JCP        59  75
QSO: 14261 PH 2015-08-01 1351 IZ5ICH        59  06     SE5E          59  76
QSO: 14235 PH 2015-08-01 1352 IZ5ICH        59  06     E71AGA        59  11
QSO: 14218 PH 2015-08-01 1353 IZ5ICH        59  06     RG6G          59  89
QSO: 14199 PH 2015-08-01 1354 IZ5ICH        59  06     UR2Y          59  82
QSO: 14186 PH 2015-08-01 1355 IZ5ICH        59  06     UA3R          59  69
QSO: 14178 PH 2015-08-01 1357 IZ5ICH        59  06     UW2M          59  84
QSO: 14176 PH 2015-08-01 1357 IZ5ICH        59  06     RK3DYB        59  12
QSO: 21285 PH 2015-08-01 1400 IZ5ICH        59  06     YP7P          59  91
QSO: 21030 CW 2015-08-01 1404 IZ5ICH        599 06     EC2DX         599 93
QSO: 21024 CW 2015-08-01 1406 IZ5ICH        599 06     EA5FID        599 92
QSO: 21015 CW 2015-08-01 1412 IZ5ICH        599 06     HA8FK         599 87
QSO: 21037 CW 2015-08-01 1417 IZ5ICH        599 06     HG8R          599 87
QSO: 28018 CW 2015-08-01 1421 IZ5ICH        599 06     HG8R          599 87
QSO: 14005 CW 2015-08-01 1428 IZ5ICH        599 06     HG7T          599 73
QSO: 14009 CW 2015-08-01 1433 IZ5ICH        599 06     RM1T          599 79
QSO: 14013 CW 2015-08-01 1435 IZ5ICH        599 06     UX3HA         599 72
QSO: 14016 CW 2015-08-01 1436 IZ5ICH        599 06     UY5VA         599 68
QSO: 14021 CW 2015-08-01 1438 IZ5ICH        599 06     R7AB          599 81
QSO: 14024 CW 2015-08-01 1442 IZ5ICH        599 06     RW1A          599 84
QSO: 14027 CW 2015-08-01 1444 IZ5ICH        599 06     RL5A          599 82
QSO: 14031 CW 2015-08-01 1448 IZ5ICH        599 06     R7AW          599 80
QSO: 14181 PH 2015-08-01 1457 IZ5ICH        59  06     R1DX          59  78
QSO: 14198 PH 2015-08-01 1458 IZ5ICH        59  06     UA1AFZ        59  88
QSO: 14222 PH 2015-08-01 1459 IZ5ICH        59  06     RM5A          59  85
QSO: 14239 PH 2015-08-01 1501 IZ5ICH        59  06     UI5F          59  80
QSO: 14263 PH 2015-08-01 1502 IZ5ICH        59  06     IZ8GNR        59  05
QSO: 14007 CW 2015-08-01 1520 IZ5ICH        599 06     UT1AA         599 95
QSO: 14012 CW 2015-08-01 1526 IZ5ICH        599 06     UW2M          599 84
QSO: 14012 CW 2015-08-01 1529 IZ5ICH        599 06     OK1N          599 60
QSO: 14012 CW 2015-08-01 1534 IZ5ICH        599 06     UA3QAM        599 70
QSO: 14014 CW 2015-08-01 1542 IZ5ICH        599 06     EA2OT         599 03
QSO: 14015 CW 2015-08-01 1544 IZ5ICH        599 06     RG6G          599 89
QSO: 21011 CW 2015-08-01 1551 IZ5ICH        599 06     F8DBF         599 99
QSO: 21015 CW 2015-08-01 1553 IZ5ICH        599 06     UA4W          599 05
QSO: 21295 PH 2015-08-01 1557 IZ5ICH        59  06     SV5DKL        59  94
QSO: 21270 PH 2015-08-01 1558 IZ5ICH        59  06     EC2DX         59  93
QSO: 21025 CW 2015-08-01 1601 IZ5ICH        599 06     DL5YM         599 71
QSO: 21015 CW 2015-08-01 1603 IZ5ICH        599 06     RJ4P          599 89
QSO: 21013 CW 2015-08-01 1603 IZ5ICH        599 06     UT4PZ         599 88
QSO: 14261 PH 2015-08-01 1611 IZ5ICH        59  06     R7MM          59  68
QSO: 14250 PH 2015-08-01 1612 IZ5ICH        59  06     F8DBF         59  99
QSO: 14242 PH 2015-08-01 1613 IZ5ICH        59  06     EC7ZK         59  99
QSO: 14204 PH 2015-08-01 1615 IZ5ICH        59  06     UA4WI         59  80
QSO: 14200 PH 2015-08-01 1616 IZ5ICH        59  06     US2YW         59  88
QSO: 14164 PH 2015-08-01 1617 IZ5ICH        59  06     RM4HZ         59  69
QSO:  7135 PH 2015-08-01 1620 IZ5ICH        59  06     YU5R          59  88
QSO:  7142 PH 2015-08-01 1620 IZ5ICH        59  06     S53M          59  77
QSO:  7146 PH 2015-08-01 1621 IZ5ICH        59  06     S52WW         59  00
QSO:  7152 PH 2015-08-01 1623 IZ5ICH        59  06     F4FPG         59  07
QSO:  7156 PH 2015-08-01 1624 IZ5ICH        59  06     UR2Y          59  82
QSO:  7168 PH 2015-08-01 1625 IZ5ICH        59  06     DL65DARC      59  85
QSO:  7187 PH 2015-08-01 1628 IZ5ICH        59  06     DL2SAX        59  81
QSO:  7158 PH 2015-08-01 1630 IZ5ICH        59  06     EU1A          59  95
QSO:  7154 PH 2015-08-01 1631 IZ5ICH        59  06     SP9QMP        59  94
QSO:  7148 PH 2015-08-01 1631 IZ5ICH        59  06     EU5C          59  90
QSO:  7134 PH 2015-08-01 1633 IZ5ICH        59  06     YP7P          59  91
QSO:  7128 PH 2015-08-01 1633 IZ5ICH        59  06     PI4DX         59  08
QSO:  7094 PH 2015-08-01 1634 IZ5ICH        59  06     PD7DX         59  09
QSO:  7106 PH 2015-08-01 1639 IZ5ICH        59  06     ON4AEM        59  90
QSO:  7146 PH 2015-08-01 1644 IZ5ICH        59  06     S54ZZ         59  83
QSO:  7190 PH 2015-08-01 1647 IZ5ICH        59  06     S59ACP        59  80
QSO:  7001 CW 2015-08-01 1648 IZ5ICH        599 06     OM7JG         599 73
QSO:  7004 CW 2015-08-01 1653 IZ5ICH        599 06     IT9CHU        599 85
QSO:  7006 CW 2015-08-01 1654 IZ5ICH        599 06     YT5W          599 68
QSO:  7007 CW 2015-08-01 1657 IZ5ICH        599 06     UX4U          599 09
QSO:  7011 CW 2015-08-01 1700 IZ5ICH        599 06     DK2FG         599 67
QSO:  7013 CW 2015-08-01 1702 IZ5ICH        599 06     UW2M          599 84
QSO:  7016 CW 2015-08-01 1706 IZ5ICH        599 06     HG8R          599 87
