START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: YO2IS
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 50240
CLUB: CSM TIMISOARA
CONTEST: EUHFC
OPERATORS: 
NAME: SULI I. IULIUS
ADDRESS: STR. IASI 1
ADDRESS: TIMIS
E-MAIL: SZIGY@UPCMAIL.RO
SOAPBOX: Icom IC-7000 100W, Diamond CP6, sloping 41m wire.73 Szigy.
QSO: 21004 CW 2015-08-01 1201 YO2IS         599 59     R1DX          599 79
QSO: 21031 CW 2015-08-01 1202 YO2IS         599 59     G4A           599 83
QSO: 21033 CW 2015-08-01 1203 YO2IS         599 59     PA2PCH        599 05
QSO: 21023 CW 2015-08-01 1205 YO2IS         599 59     OH2PM         599 59
QSO: 14024 CW 2015-08-01 1207 YO2IS         599 59     RA1AL         599 79
QSO: 14024 CW 2015-08-01 1207 YO2IS         599 59     OK1JOC        599 83
QSO: 14027 CW 2015-08-01 1208 YO2IS         599 59     UW1M          599 72
QSO: 14030 CW 2015-08-01 1209 YO2IS         599 59     EW1EO         599 81
QSO: 14031 CW 2015-08-01 1210 YO2IS         599 59     RJ4P          599 89
QSO: 14032 CW 2015-08-01 1211 YO2IS         599 59     SC0N          599 81
QSO: 14033 CW 2015-08-01 1212 YO2IS         599 59     EW6AF         599 82
QSO: 14033 CW 2015-08-01 1213 YO2IS         599 59     RA7A          599 72
QSO: 14034 CW 2015-08-01 1214 YO2IS         599 59     OZ2TF         599 84
QSO: 14035 CW 2015-08-01 1215 YO2IS         599 59     SO2O          599 97
QSO: 14040 CW 2015-08-01 1216 YO2IS         599 59     OH5CZ         599 13
QSO: 14041 CW 2015-08-01 1218 YO2IS         599 59     RA6LCN        599 71
QSO: 14043 CW 2015-08-01 1219 YO2IS         599 59     PA4O          599 99
QSO: 14045 CW 2015-08-01 1220 YO2IS         599 59     LY5I          599 84
QSO: 14049 CW 2015-08-01 1221 YO2IS         599 59     LY3QA         599 82
QSO: 14005 CW 2015-08-01 1222 YO2IS         599 59     F6AGM         599 67
QSO: 14004 CW 2015-08-01 1224 YO2IS         599 59     UA4S          599 91
QSO: 14003 CW 2015-08-01 1225 YO2IS         599 59     IY3A          599 02
QSO: 21020 CW 2015-08-01 1226 YO2IS         599 59     RO3G          599 85
QSO: 14006 CW 2015-08-01 1229 YO2IS         599 59     UA4W          599 05
QSO: 14007 CW 2015-08-01 1230 YO2IS         599 59     YL5X          599 88
QSO: 14010 CW 2015-08-01 1231 YO2IS         599 59     EW8EW         599 79
QSO: 14011 CW 2015-08-01 1232 YO2IS         599 59     OP4K          599 82
QSO: 14014 CW 2015-08-01 1233 YO2IS         599 59     UA7K          599 79
QSO: 14016 CW 2015-08-01 1234 YO2IS         599 59     IZ1POA        599 09
QSO: 14017 CW 2015-08-01 1235 YO2IS         599 59     UA3R          599 69
QSO: 14018 CW 2015-08-01 1243 YO2IS         599 59     UA4WI         599 80
QSO: 14018 CW 2015-08-01 1244 YO2IS         599 59     OK2CQR        599 98
QSO: 14021 CW 2015-08-01 1247 YO2IS         599 59     RG6G          599 89
QSO: 14022 CW 2015-08-01 1247 YO2IS         599 59     UA2FL         599 64
QSO: 14030 CW 2015-08-01 1250 YO2IS         599 59     IK1SPR        599 92
QSO: 14030 CW 2015-08-01 1251 YO2IS         599 59     OH2PM         599 59
QSO: 14035 CW 2015-08-01 1253 YO2IS         599 59     I6FDJ         599 75
QSO: 14036 CW 2015-08-01 1253 YO2IS         599 59     F6HKA         599 81
QSO: 14037 CW 2015-08-01 1254 YO2IS         599 59     SE5E          599 76
QSO: 14039 CW 2015-08-01 1255 YO2IS         599 59     PA3AAV        599 77
QSO: 14045 CW 2015-08-01 1257 YO2IS         599 59     CR7AJL        599 14
QSO: 14049 CW 2015-08-01 1259 YO2IS         599 59     PA5KT         599 86
QSO: 14049 CW 2015-08-01 1300 YO2IS         599 59     OQ5M          599 99
QSO: 14050 CW 2015-08-01 1301 YO2IS         599 59     UA5D          599 76
QSO: 14052 CW 2015-08-01 1301 YO2IS         599 59     SM5D          599 66
QSO: 14052 CW 2015-08-01 1302 YO2IS         599 59     SM0Q          599 83
QSO: 14058 CW 2015-08-01 1303 YO2IS         599 59     SN6A          599 67
QSO: 14060 CW 2015-08-01 1304 YO2IS         599 59     UF4M          599 84
QSO: 21038 CW 2015-08-01 1307 YO2IS         599 59     F5IN          599 65
QSO: 21029 CW 2015-08-01 1308 YO2IS         599 59     ES5RR         599 82
QSO: 14000 CW 2015-08-01 1311 YO2IS         599 59     OH10A         599 73
QSO: 14002 CW 2015-08-01 1313 YO2IS         599 59     OH6MW         599 81
QSO: 14005 CW 2015-08-01 1314 YO2IS         599 59     M3I           599 91
QSO: 14006 CW 2015-08-01 1315 YO2IS         599 59     YL5T          599 04
QSO: 14007 CW 2015-08-01 1316 YO2IS         599 59     MW5R          599 88
QSO: 14011 CW 2015-08-01 1317 YO2IS         599 59     LY2RJ         599 84
QSO: 14015 CW 2015-08-01 1319 YO2IS         599 59     HB9CA         599 77
QSO: 14019 CW 2015-08-01 1320 YO2IS         599 59     LY4A          599 84
QSO: 14019 CW 2015-08-01 1321 YO2IS         599 59     HB9DHG        599 85
QSO: 14022 CW 2015-08-01 1324 YO2IS         599 59     LA7GIA        599 92
QSO: 14024 CW 2015-08-01 1326 YO2IS         599 59     RA6FYL        599 13
QSO: 14025 CW 2015-08-01 1326 YO2IS         599 59     RL5A          599 82
QSO: 14026 CW 2015-08-01 1328 YO2IS         599 59     YL2GD         599 73
QSO: 14026 CW 2015-08-01 1329 YO2IS         599 59     EW2A          599 78
QSO: 21023 CW 2015-08-01 1333 YO2IS         599 59     GM3F          599 84
QSO: 21027 CW 2015-08-01 1338 YO2IS         599 59     EA5FID        599 92
QSO: 21018 CW 2015-08-01 1339 YO2IS         599 59     RW1A          599 84
QSO: 21014 CW 2015-08-01 1341 YO2IS         599 59     PA4O          599 99
QSO: 14032 CW 2015-08-01 1356 YO2IS         599 59     UA4PN         599 78
QSO: 14032 CW 2015-08-01 1357 YO2IS         599 59     UR8IF         599 82
QSO: 14033 CW 2015-08-01 1358 YO2IS         599 59     DL6KVA        599 84
QSO: 14033 CW 2015-08-01 1358 YO2IS         599 59     RT3F          599 81
QSO: 14045 CW 2015-08-01 1400 YO2IS         599 59     DL5YM         599 71
QSO: 14047 CW 2015-08-01 1401 YO2IS         599 59     UI5F          599 80
QSO: 14047 CW 2015-08-01 1402 YO2IS         599 59     UA5F          599 71
QSO: 14048 CW 2015-08-01 1403 YO2IS         599 59     DQ7Y          599 10
QSO: 14053 CW 2015-08-01 1404 YO2IS         599 59     F5IN          599 65
QSO: 14059 CW 2015-08-01 1405 YO2IS         599 59     LB6KC         599 85
QSO: 14062 CW 2015-08-01 1407 YO2IS         599 59     DD2ML         599 99
QSO: 14067 CW 2015-08-01 1408 YO2IS         599 59     SM5CKV        599 60
QSO: 14000 CW 2015-08-01 1409 YO2IS         599 59     IV3NUN        599 89
