START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: S52D
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 29946
CLUB: SCC
CONTEST: EUHFC
OPERATORS: S52D 
NAME: Iztok Saje
ADDRESS: Ljubljana, Slovenija
ADDRESS: 
E-MAIL: iztok.saje@telekom.si
SOAPBOX: Spotoma se pakiranje za dopust. Moj prvi HFC. 73
QSO: 28031 CW 2016-08-06 1647 S52D          599 73     MD4K          599 84
QSO: 28006 CW 2016-08-06 1650 S52D          599 73     OG7A          599 81
QSO: 28008 CW 2016-08-06 1650 S52D          599 73     S57S          599 80
QSO: 28012 CW 2016-08-06 1652 S52D          599 73     RG6G          599 89
QSO: 28012 CW 2016-08-06 1652 S52D          599 73     OH2PM         599 59
QSO: 28013 CW 2016-08-06 1653 S52D          599 73     RK3ER         599 66
QSO: 28015 CW 2016-08-06 1654 S52D          599 73     YL3FT         599 05
QSO: 28019 CW 2016-08-06 1655 S52D          599 73     UT5EO         599 73
QSO: 28020 CW 2016-08-06 1656 S52D          599 73     RL5A          599 82
QSO: 28021 CW 2016-08-06 1659 S52D          599 73     UT8IO         599 81
QSO: 28030 CW 2016-08-06 1703 S52D          599 73     OG3G          599 71
QSO: 28036 CW 2016-08-06 1707 S52D          599 73     YL2BJ         599 72
QSO: 28037 CW 2016-08-06 1710 S52D          599 73     UX1UF         599 01
QSO: 28028 CW 2016-08-06 1713 S52D          599 73     EA5YU         599 75
QSO: 28027 CW 2016-08-06 1715 S52D          599 73     RU6K          599 86
QSO: 28025 CW 2016-08-06 1715 S52D          599 73     G4RFR         599 87
QSO: 28012 CW 2016-08-06 1716 S52D          599 73     RM1T          599 79
QSO: 28007 CW 2016-08-06 1721 S52D          599 73     US2YW         599 88
QSO: 28008 CW 2016-08-06 1721 S52D          599 73     RA1AL         599 79
QSO: 28010 CW 2016-08-06 1722 S52D          599 73     OH5TS         599 61
QSO: 28014 CW 2016-08-06 1724 S52D          599 73     UY5QQ         599 71
QSO: 28015 CW 2016-08-06 1726 S52D          599 73     R3BB          599 80
QSO: 28030 CW 2016-08-06 1728 S52D          599 73     UZ3A          599 80
QSO: 28035 CW 2016-08-06 1729 S52D          599 73     LY2BKT        599 82
QSO: 28037 CW 2016-08-06 1729 S52D          599 73     UT4EK         599 83
QSO: 28012 CW 2016-08-06 1735 S52D          599 73     S50R          599 65
QSO: 21046 CW 2016-08-06 1737 S52D          599 73     LY1CT         599 77
QSO: 21035 CW 2016-08-06 1739 S52D          599 73     S50A          599 63
QSO: 21032 CW 2016-08-06 1740 S52D          599 73     EW1TO         599 13
QSO: 21032 CW 2016-08-06 1741 S52D          599 73     EW2W          599 77
QSO: 21027 CW 2016-08-06 1742 S52D          599 73     EU6AF         599 82
QSO: 21022 CW 2016-08-06 1743 S52D          599 73     UT5UJO        599 87
QSO: 21008 CW 2016-08-06 1744 S52D          599 73     LY4L          599 90
QSO: 21004 CW 2016-08-06 1745 S52D          599 73     OG7A          599 81
QSO: 21016 CW 2016-08-06 1749 S52D          599 73     PA1FP         599 96
QSO: 21031 CW 2016-08-06 1751 S52D          599 73     OH2PM         599 59
QSO: 21032 CW 2016-08-06 1752 S52D          599 73     UY5ZZ         599 67
QSO: 14003 CW 2016-08-06 1754 S52D          599 73     RA1AL         599 79
QSO: 14004 CW 2016-08-06 1756 S52D          599 73     RA1A          599 98
QSO: 14008 CW 2016-08-06 1758 S52D          599 73     EA5FID        599 92
QSO: 14009 CW 2016-08-06 1758 S52D          599 73     RT3T          599 77
QSO: 14014 CW 2016-08-06 1801 S52D          599 73     LY5R          599 75
QSO: 14014 CW 2016-08-06 1801 S52D          599 73     UW2M          599 84
QSO: 14016 CW 2016-08-06 1802 S52D          599 73     S53F          599 83
QSO: 14022 CW 2016-08-06 1805 S52D          599 73     OG3G          599 71
QSO: 14025 CW 2016-08-06 1806 S52D          599 73     OQ5M          599 99
QSO: 14026 CW 2016-08-06 1807 S52D          599 73     OH2PM         599 59
QSO: 14027 CW 2016-08-06 1807 S52D          599 73     LZ1RF         599 75
QSO: 14031 CW 2016-08-06 1809 S52D          599 73     LA7GIA        599 92
QSO: 14034 CW 2016-08-06 1811 S52D          599 73     ES1BH         599 89
QSO: 14038 CW 2016-08-06 1815 S52D          599 73     LZ9W          599 89
QSO: 14039 CW 2016-08-06 1815 S52D          599 73     ES6Q          599 79
QSO: 14041 CW 2016-08-06 1818 S52D          599 73     EM60EV        599 16
QSO: 14043 CW 2016-08-06 1819 S52D          599 73     RN3N          599 90
QSO: 14044 CW 2016-08-06 1820 S52D          599 73     UW7M          599 78
QSO: 14044 CW 2016-08-06 1820 S52D          599 73     LY5A          599 70
QSO: 14047 CW 2016-08-06 1821 S52D          599 73     LZ1QZ         599 78
QSO: 14050 CW 2016-08-06 1822 S52D          599 73     UT5CW         599 68
QSO: 14059 CW 2016-08-06 1825 S52D          599 73     LA8OM         599 69
QSO: 28008 CW 2016-08-06 1827 S52D          599 73     SD1A          599 89
QSO: 28011 CW 2016-08-06 1828 S52D          599 73     UW5U          599 74
QSO: 28019 CW 2016-08-06 1832 S52D          599 73     UT5UJO        599 87
QSO: 28023 CW 2016-08-06 1833 S52D          599 73     LY1CX         599 82
QSO: 21037 CW 2016-08-06 1836 S52D          599 73     LA8OM         599 69
QSO: 21035 CW 2016-08-06 1837 S52D          599 73     OU2V          599 79
QSO: 21032 CW 2016-08-06 1838 S52D          599 73     YL2GD         599 73
QSO: 21022 CW 2016-08-06 1840 S52D          599 73     OG6N          599 85
QSO: 28021 CW 2016-08-06 1843 S52D          599 73     SI5Y          599 63
QSO: 28030 CW 2016-08-06 1844 S52D          599 73     S51F          599 72
QSO: 28020 CW 2016-08-06 1849 S52D          599 73     LA8AW         599 77
QSO: 28019 CW 2016-08-06 1849 S52D          599 73     EV1R          599 87
QSO: 28024 CW 2016-08-06 1850 S52D          599 73     LY9Y          599 65
QSO: 28032 CW 2016-08-06 1851 S52D          599 73     YL3GAZ        599 95
QSO: 21020 CW 2016-08-06 1856 S52D          599 73     LA8AW         599 77
QSO: 21023 CW 2016-08-06 1857 S52D          599 73     UT5CW         599 68
QSO: 21025 CW 2016-08-06 1858 S52D          599 73     EV6M          599 96
QSO: 21027 CW 2016-08-06 1859 S52D          599 73     SF3A          599 60
QSO: 21027 CW 2016-08-06 1900 S52D          599 73     YP8T          599 84
QSO: 28022 CW 2016-08-06 1904 S52D          599 73     RL3A          599 02
QSO: 28041 CW 2016-08-06 1910 S52D          599 73     RO2X          599 76
QSO: 28014 CW 2016-08-06 1914 S52D          599 73     TK4LS         599 09
QSO:  3510 CW 2016-08-06 1920 S52D          599 73     9A3SM         599 80
QSO:  3511 CW 2016-08-06 1920 S52D          599 73     LY2J          599 84
QSO:  3517 CW 2016-08-06 1925 S52D          599 73     S57AW         599 87
QSO:  3521 CW 2016-08-06 1926 S52D          599 73     HG7T          599 86
QSO:  3523 CW 2016-08-06 1927 S52D          599 73     S52FT         599 84
QSO:  3526 CW 2016-08-06 1928 S52D          599 73     4U1GSC        599 74
QSO:  3530 CW 2016-08-06 1929 S52D          599 73     OK1FMG        599 97
QSO:  7000 CW 2016-08-06 1931 S52D          599 73     E79D          599 87
QSO:  7001 CW 2016-08-06 1933 S52D          599 73     DJ7MH         599 13
QSO:  7002 CW 2016-08-06 1935 S52D          599 73     UW5U          599 74
QSO:  7004 CW 2016-08-06 1937 S52D          599 73     UX4U          599 09
QSO:  7006 CW 2016-08-06 1938 S52D          599 73     LY7Z          599 88
QSO:  7006 CW 2016-08-06 1939 S52D          599 73     S50C          599 91
QSO:  7007 CW 2016-08-06 1940 S52D          599 73     UZ3A          599 80
QSO:  7008 CW 2016-08-06 1941 S52D          599 73     EA2CW         599 79
QSO:  7008 CW 2016-08-06 1941 S52D          599 73     OQ5M          599 99
QSO:  7009 CW 2016-08-06 1943 S52D          599 73     OR5T          599 83
QSO:  7013 CW 2016-08-06 1947 S52D          599 73     HG6N          599 72
QSO:  7013 CW 2016-08-06 1948 S52D          599 73     GM4AFF        599 71
QSO:  7014 CW 2016-08-06 1949 S52D          599 73     OH2PM         599 59
QSO:  7015 CW 2016-08-06 1950 S52D          599 73     UT4NY         599 91
QSO:  7017 CW 2016-08-06 1953 S52D          599 73     S50R          599 65
QSO:  7018 CW 2016-08-06 1953 S52D          599 73     OU2V          599 79
QSO:  7019 CW 2016-08-06 1954 S52D          599 73     RU6K          599 86
QSO:  7020 CW 2016-08-06 1955 S52D          599 73     LY5E          599 81
QSO:  7022 CW 2016-08-06 1956 S52D          599 73     S53MM         599 92
QSO:  7023 CW 2016-08-06 1959 S52D          599 73     S59AA         599 50
QSO:  7028 CW 2016-08-06 2000 S52D          599 73     LB8IB         599 82
QSO:  7037 CW 2016-08-06 2025 S52D          599 73     OK2CQR        599 98
QSO: 14055 CW 2016-08-06 2028 S52D          599 73     OH20TAR       599 73
QSO: 14042 CW 2016-08-06 2030 S52D          599 73     EU1DX         599 86
QSO: 14036 CW 2016-08-06 2032 S52D          599 73     SI5Y          599 63
QSO: 14031 CW 2016-08-06 2039 S52D          599 73     EV1R          599 87
QSO: 14028 CW 2016-08-06 2040 S52D          599 73     SM7RYR        599 87
QSO: 14034 CW 2016-08-06 2043 S52D          599 73     R7CD          599 80
QSO: 14035 CW 2016-08-06 2045 S52D          599 73     RC3W          599 16
QSO: 14040 CW 2016-08-06 2048 S52D          599 73     OG6N          599 85
QSO: 14047 CW 2016-08-06 2049 S52D          599 73     IT9SSI        599 94
QSO: 14012 CW 2016-08-06 2108 S52D          599 73     UA1CE         599 57
QSO: 14019 CW 2016-08-06 2109 S52D          599 73     R3BB          599 80
QSO: 14024 CW 2016-08-06 2111 S52D          599 73     RN6LG         599 79
QSO: 14035 CW 2016-08-06 2114 S52D          599 73     PG2AA         599 85
QSO:  7024 CW 2016-08-06 2116 S52D          599 73     TK/S55OO      599 92
QSO:  7003 CW 2016-08-06 2118 S52D          599 73     S51F          599 72
QSO:  7003 CW 2016-08-06 2119 S52D          599 73     UR7GO         599 71
QSO:  7004 CW 2016-08-06 2120 S52D          599 73     RT4F          599 75
QSO:  7007 CW 2016-08-06 2122 S52D          599 73     S59ACP        599 77
QSO:  7007 CW 2016-08-06 2123 S52D          599 73     EA5FID        599 92
QSO:  7008 CW 2016-08-06 2123 S52D          599 73     OK7T          599 83
QSO:  7009 CW 2016-08-06 2124 S52D          599 73     YL2SM         599 88
QSO:  7009 CW 2016-08-06 2126 S52D          599 73     LZ6C          599 91
QSO:  7010 CW 2016-08-06 2128 S52D          599 73     SP2MHD        599 80
QSO:  7012 CW 2016-08-06 2131 S52D          599 73     UT5UJO        599 87
QSO:  7015 CW 2016-08-06 2132 S52D          599 73     OG7A          599 81
QSO:  7018 CW 2016-08-06 2133 S52D          599 73     UX0KR         599 84
QSO:  7018 CW 2016-08-06 2134 S52D          599 73     RM2D          599 80
QSO:  7022 CW 2016-08-06 2138 S52D          599 73     UT8AS         599 73
QSO:  7028 CW 2016-08-06 2144 S52D          599 73     IK2AOO        599 82
QSO:  7031 CW 2016-08-06 2145 S52D          599 73     PG2AA         599 85
QSO:  7034 CW 2016-08-06 2147 S52D          599 73     MU0FAL        599 97
QSO:  7036 CW 2016-08-06 2148 S52D          599 73     HB9ARF        599 71
QSO:  7037 CW 2016-08-06 2151 S52D          599 73     MD2C          599 61
QSO:  7039 CW 2016-08-06 2152 S52D          599 73     SQ1EUG        599 97
QSO:  3510 CW 2016-08-06 2154 S52D          599 73     OK5Z          599 94
QSO:  3512 CW 2016-08-06 2155 S52D          599 73     S50R          599 65
QSO:  3514 CW 2016-08-06 2156 S52D          599 73     S59AA         599 50
QSO:  3521 CW 2016-08-06 2157 S52D          599 73     IK0YVV        599 96
QSO:  3521 CW 2016-08-06 2159 S52D          599 73     LZ6C          599 91
QSO:  3522 CW 2016-08-06 2200 S52D          599 73     YL5T          599 04
QSO:  3523 CW 2016-08-06 2200 S52D          599 73     S570ABC       599 74
QSO:  3523 CW 2016-08-06 2202 S52D          599 73     OH2PM         599 59
QSO:  3524 CW 2016-08-06 2203 S52D          599 73     RT4F          599 75
QSO:  3527 CW 2016-08-06 2205 S52D          599 73     DK5PD         599 70
QSO:  3531 CW 2016-08-06 2207 S52D          599 73     HG6N          599 72
QSO:  3534 CW 2016-08-06 2208 S52D          599 73     DL1CW         599 79
QSO:  3541 CW 2016-08-06 2210 S52D          599 73     MD4K          599 84
QSO:  3543 CW 2016-08-06 2211 S52D          599 73     SN8T          599 77
QSO:  3544 CW 2016-08-06 2212 S52D          599 73     OK1HFP        599 91
QSO:  3546 CW 2016-08-06 2213 S52D          599 73     IZ3NVR        599 08
QSO:  3552 CW 2016-08-06 2215 S52D          599 73     S52WD         599 80
QSO:  3551 CW 2016-08-06 2218 S52D          599 73     HA3OU         599 83
QSO:  3548 CW 2016-08-06 2219 S52D          599 73     SP9BNM        599 65
QSO:  3539 CW 2016-08-06 2221 S52D          599 73     LY2MM         599 70
QSO:  3537 CW 2016-08-06 2225 S52D          599 73     OK7T          599 83
QSO:  3532 CW 2016-08-06 2227 S52D          599 73     IQ9UI         599 06
QSO:  3531 CW 2016-08-06 2227 S52D          599 73     UY5ZZ         599 67
QSO:  3530 CW 2016-08-06 2228 S52D          599 73     S59ACP        599 77
QSO:  3529 CW 2016-08-06 2229 S52D          599 73     SN7Q          599 72
QSO:  3520 CW 2016-08-06 2232 S52D          599 73     OH5TS         599 61
QSO:  3519 CW 2016-08-06 2233 S52D          599 73     RM2D          599 80
QSO:  3518 CW 2016-08-06 2233 S52D          599 73     PA4O          599 99
QSO:  3518 CW 2016-08-06 2235 S52D          599 73     LA8OM         599 69
QSO:  3517 CW 2016-08-06 2235 S52D          599 73     UA5C          599 93
QSO:  3513 CW 2016-08-06 2238 S52D          599 73     LY2GW         599 79
QSO:  7035 CW 2016-08-06 2240 S52D          599 73     IT9CLN        599 11
QSO:  7028 CW 2016-08-06 2243 S52D          599 73     F5OZC         599 87
QSO:  7024 CW 2016-08-06 2246 S52D          599 73     GM0BKC        599 09
QSO:  7022 CW 2016-08-06 2247 S52D          599 73     DQ7Y          599 10
QSO:  7021 CW 2016-08-06 2248 S52D          599 73     HA8FK         599 87
QSO:  7009 CW 2016-08-06 2250 S52D          599 73     CR5U          599 14
QSO:  7016 CW 2016-08-06 2253 S52D          599 73     RY5W          599 71
QSO:  7015 CW 2016-08-06 2256 S52D          599 73     S53A          599 69
QSO:  7018 CW 2016-08-06 2257 S52D          599 73     IQ9UI         599 06
QSO:  7025 CW 2016-08-06 2259 S52D          599 73     RA1A          599 98
QSO:  3504 CW 2016-08-06 2302 S52D          599 73     IZ4DYX        599 01
QSO:  3509 CW 2016-08-06 2304 S52D          599 73     LY5R          599 75
QSO:  3513 CW 2016-08-06 2306 S52D          599 73     LY2TS         599 75
QSO:  3517 CW 2016-08-06 2311 S52D          599 73     DL8DYL        599 88
QSO:  3521 CW 2016-08-06 2313 S52D          599 73     PA5KT         599 86
QSO:  3523 CW 2016-08-06 2314 S52D          599 73     DF1LX         599 75
QSO:  3524 CW 2016-08-06 2315 S52D          599 73     S53V          599 65
QSO:  3530 CW 2016-08-06 2317 S52D          599 73     S58N          599 78
QSO:  3533 CW 2016-08-06 2318 S52D          599 73     S52W          599 80
QSO:  3539 CW 2016-08-06 2320 S52D          599 73     EW2A          599 78
QSO:  3539 CW 2016-08-06 2321 S52D          599 73     OU2V          599 79
QSO:  3540 CW 2016-08-06 2322 S52D          599 73     OK1NE         599 67
QSO:  3540 CW 2016-08-06 2325 S52D          599 73     EV1R          599 88
QSO:  3542 CW 2016-08-06 2327 S52D          599 73     RU6K          599 86
