START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: R3EA
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 94848
CLUB: 
CONTEST: EUHFC
OPERATORS: R3EA 
NAME: Valery Chikin
ADDRESS: 
ADDRESS: 
E-MAIL: rz3ec@yandex.ru
SOAPBOX: 
QSO: 28015 CW 2016-08-06 1202 R3EA          599 75     UA6CC         599 81
QSO: 28017 CW 2016-08-06 1205 R3EA          599 75     RU6K          599 86
QSO: 28025 CW 2016-08-06 1206 R3EA          599 75     UR7GO         599 71
QSO: 28029 CW 2016-08-06 1208 R3EA          599 75     RA7A          599 72
QSO: 28014 CW 2016-08-06 1213 R3EA          599 75     RW7K          599 97
QSO: 28010 CW 2016-08-06 1215 R3EA          599 75     RG6G          599 89
QSO: 28009 CW 2016-08-06 1216 R3EA          599 75     RM6AA         599 87
QSO: 28016 CW 2016-08-06 1218 R3EA          599 75     R7AW          599 80
QSO: 28021 CW 2016-08-06 1221 R3EA          599 75     LZ9W          599 89
QSO: 28026 CW 2016-08-06 1222 R3EA          599 75     R7AB          599 82
QSO: 28033 CW 2016-08-06 1222 R3EA          599 75     LZ4AE         599 95
QSO: 14026 CW 2016-08-06 1225 R3EA          599 75     DL1REM        599 97
QSO: 14011 CW 2016-08-06 1226 R3EA          599 75     PA3AAV        599 77
QSO: 14011 CW 2016-08-06 1228 R3EA          599 75     OK2QX         599 62
QSO: 14014 CW 2016-08-06 1228 R3EA          599 75     OK5M          599 80
QSO: 14015 CW 2016-08-06 1229 R3EA          599 75     S570ABC       599 74
QSO: 14019 CW 2016-08-06 1230 R3EA          599 75     LZ5XQ         599 94
QSO: 14020 CW 2016-08-06 1231 R3EA          599 75     EU1AI         599 77
QSO: 14021 CW 2016-08-06 1231 R3EA          599 75     SM0A          599 52
QSO: 14022 CW 2016-08-06 1234 R3EA          599 75     OU2V          599 79
QSO: 14023 CW 2016-08-06 1236 R3EA          599 75     IK0YUT        599 95
QSO: 14025 CW 2016-08-06 1236 R3EA          599 75     SN5N          599 69
QSO: 14030 CW 2016-08-06 1238 R3EA          599 75     LA8OM         599 69
QSO: 14035 CW 2016-08-06 1239 R3EA          599 75     LY5W          599 81
QSO: 14036 CW 2016-08-06 1239 R3EA          599 75     R9XT          599 70
QSO: 14037 CW 2016-08-06 1240 R3EA          599 75     UR7GO         599 71
QSO: 14038 CW 2016-08-06 1241 R3EA          599 75     OK1HCG        599 74
QSO: 14038 CW 2016-08-06 1241 R3EA          599 75     DJ7MH         599 13
QSO: 14039 CW 2016-08-06 1242 R3EA          599 75     PA7JWC        599 99
QSO: 14042 CW 2016-08-06 1243 R3EA          599 75     EU1DX         599 76
QSO: 14046 CW 2016-08-06 1245 R3EA          599 75     DQ5M          599 11
QSO: 14050 CW 2016-08-06 1246 R3EA          599 75     R9XZ          599 75
QSO: 14048 CW 2016-08-06 1247 R3EA          599 75     OH2KM         599 87
QSO: 14046 CW 2016-08-06 1248 R3EA          599 75     F6HKA         599 81
QSO: 14044 CW 2016-08-06 1249 R3EA          599 75     YO9HP         599 76
QSO: 14036 CW 2016-08-06 1251 R3EA          599 75     PA0VAJ        599 73
QSO: 14036 CW 2016-08-06 1252 R3EA          599 75     SF3A          599 60
QSO: 14031 CW 2016-08-06 1253 R3EA          599 75     HG4F          599 78
QSO: 14030 CW 2016-08-06 1253 R3EA          599 75     IQ2CJ         599 87
QSO: 14027 CW 2016-08-06 1254 R3EA          599 75     HB9ARF        599 71
QSO: 14027 CW 2016-08-06 1254 R3EA          599 75     HG6N          599 72
QSO: 14026 CW 2016-08-06 1255 R3EA          599 75     PA4O          599 99
QSO: 14025 CW 2016-08-06 1256 R3EA          599 75     OR5T          599 83
QSO: 14021 CW 2016-08-06 1257 R3EA          599 75     OZ2TF         599 84
QSO: 14020 CW 2016-08-06 1258 R3EA          599 75     R4RE          599 89
QSO: 14020 CW 2016-08-06 1258 R3EA          599 75     UR5ITU        599 67
QSO: 14017 CW 2016-08-06 1259 R3EA          599 75     UT5EO         599 73
QSO: 14014 CW 2016-08-06 1259 R3EA          599 75     UA6LCN        599 71
QSO: 14014 CW 2016-08-06 1300 R3EA          599 75     UW2M          599 84
QSO: 14009 CW 2016-08-06 1301 R3EA          599 75     PA7DN         599 98
QSO: 14009 CW 2016-08-06 1302 R3EA          599 75     G4MKP         599 80
QSO: 14021 CW 2016-08-06 1306 R3EA          599 75     9A3SM         599 80
QSO: 14021 CW 2016-08-06 1307 R3EA          599 75     UA1AAF        599 70
QSO: 14021 CW 2016-08-06 1308 R3EA          599 75     PC5Q          599 81
QSO: 14021 CW 2016-08-06 1309 R3EA          599 75     DR5X          599 80
QSO: 14008 CW 2016-08-06 1311 R3EA          599 75     S58M          599 82
QSO: 14002 CW 2016-08-06 1313 R3EA          599 75     IZ1YPF        599 14
QSO: 14010 CW 2016-08-06 1314 R3EA          599 75     SD1A          599 89
QSO: 14011 CW 2016-08-06 1314 R3EA          599 75     UA7G          599 70
QSO: 14012 CW 2016-08-06 1314 R3EA          599 75     DL3KWF        599 58
QSO: 14013 CW 2016-08-06 1315 R3EA          599 75     OG3G          599 71
QSO: 28017 CW 2016-08-06 1316 R3EA          599 75     IQ2CJ         599 87
QSO: 21011 CW 2016-08-06 1320 R3EA          599 75     RW7K          599 97
QSO: 21011 CW 2016-08-06 1322 R3EA          599 75     IZ4ZZB        599 13
QSO: 21017 CW 2016-08-06 1323 R3EA          599 75     S53V          599 65
QSO: 21018 CW 2016-08-06 1324 R3EA          599 75     HG6N          599 72
