START-OF-LOG: 3.0
CALLSIGN: ON7HLU
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 359660
NAME: hakim atoui
LOCATION: DX
OPERATORS: ON7HLU
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5555.0
SOAPBOX: great contest like evry year , and always great fun
QSO: 14257 PH 2016-03-26 0634 ON7HLU        59  0001   RW9USA        59  0622
QSO: 14247 PH 2016-03-26 0636 ON7HLU        59  0002   RK9AX         59  0424
QSO: 14220 PH 2016-03-26 0637 ON7HLU        59  0003   4L8A          59  0248
QSO: 14217 PH 2016-03-26 0639 ON7HLU        59  0004   YT0W          59  0185
QSO: 14210 PH 2016-03-26 0639 ON7HLU        59  0005   UP2L          59  1080
QSO: 14205 PH 2016-03-26 0640 ON7HLU        59  0006   RZ3Z          59  0118
QSO: 14200 PH 2016-03-26 0640 ON7HLU        59  0007   IK0PHY        59  0175
QSO: 14194 PH 2016-03-26 0642 ON7HLU        59  0008   RN6L          59  0047
QSO: 14170 PH 2016-03-26 0643 ON7HLU        59  0009   RT0F          59  0807
QSO: 14324 PH 2016-03-26 0643 ON7HLU        59  0010   YT1A          59  0160
QSO: 14189 PH 2016-03-26 0645 ON7HLU        59  0011   A61EK         59  0043
QSO: 14275 PH 2016-03-26 0646 ON7HLU        59  0012   SX9C          59  0286
QSO: 14229 PH 2016-03-26 0648 ON7HLU        59  0013   EW5Z          59  0645
QSO: 14223 PH 2016-03-26 0649 ON7HLU        59  0014   9K2HN         59  0665
QSO: 14242 PH 2016-03-26 0650 ON7HLU        59  0015   JY9FC         59  0278
QSO: 14185 PH 2016-03-26 0650 ON7HLU        59  0016   EC5AN         59  0491
QSO: 14239 PH 2016-03-26 0651 ON7HLU        59  0017   UZ5U          59  0102
QSO: 14301 PH 2016-03-26 0652 ON7HLU        59  0018   UW5U          59  0057
QSO: 14245 PH 2016-03-26 0652 ON7HLU        59  0019   UA9MA         59  0696
