START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2012
CALLSIGN: OK1KUO
OPERATORS: OK1KUO
CATEGORY: MULTI-ONE
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28034 CW 2012-11-10 1201 OK1KUO        599 FUO        VE9AA         599 1         
QSO: 21037 CW 2012-11-10 1209 OK1KUO        599 FUO        HS0AC         599 6         
QSO: 21037 CW 2012-11-10 1209 OK1KUO        599 FUO        R8XF          599 12        
QSO: 21037 CW 2012-11-10 1210 OK1KUO        599 FUO        RW9C          599 13        
QSO: 21037 CW 2012-11-10 1211 OK1KUO        599 FUO        T6LG          599 6         
QSO: 21037 CW 2012-11-10 1211 OK1KUO        599 FUO        LZ4RR         599 9         
QSO: 21037 CW 2012-11-10 1211 OK1KUO        599 FUO        RM2T          599 12        
QSO: 21037 CW 2012-11-10 1212 OK1KUO        599 FUO        UA7GN         599 7         
QSO: 21037 CW 2012-11-10 1212 OK1KUO        599 FUO        EA8AVK        599 9         
QSO: 21037 CW 2012-11-10 1213 OK1KUO        599 FUO        UK8AR         599 9         
QSO: 21037 CW 2012-11-10 1214 OK1KUO        599 FUO        EA5YU         599 17        
QSO: 21037 CW 2012-11-10 1214 OK1KUO        599 FUO        RN4AO         599 12        
QSO: 21037 CW 2012-11-10 1215 OK1KUO        599 FUO        DF60JFA       599 6         
QSO: 21037 CW 2012-11-10 1215 OK1KUO        599 FUO        RD9CX         599 6         
QSO: 21037 CW 2012-11-10 1216 OK1KUO        599 FUO        R8MC          599 8         
QSO: 21037 CW 2012-11-10 1217 OK1KUO        599 FUO        UA4PN         599 14        
QSO: 21037 CW 2012-11-10 1218 OK1KUO        599 FUO        N3QE          599 10        
QSO: 21037 CW 2012-11-10 1220 OK1KUO        599 FUO        RV6LCI        599 17        
QSO: 21037 CW 2012-11-10 1220 OK1KUO        599 FUO        RT4W          599 13        
QSO: 21037 CW 2012-11-10 1220 OK1KUO        599 FUO        LY2XW         599 9         
