START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: KE9ET
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KE9ET
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2009.
QSO:  7000 PH 2009-03-28 0121 KE9ET         59 K3ZO          59 158
QSO:  7000 PH 2009-03-28 0124 KE9ET         59 2 W4NP          59 160
QSO:  7137 PH 2009-03-28 0125 KE9ET         59 3 VE3NE         59 79
QSO:  7139 PH 2009-03-28 0126 KE9ET         59 0003 WY3P          59 0209
QSO:  7142 PH 2009-03-28 0128 KE9ET         59 006 CT8K          59 0149
QSO:  7158 PH 2009-03-28 0130 KE9ET         59 007 CQ3T          59 0136
QSO:  7166 PH 2009-03-28 0132 KE9ET         59 0007 NN5J          59 0199
QSO:  7170 PH 2009-03-28 0133 KE9ET         59 0008 AK4K          59 0114
QSO:  7182 PH 2009-03-28 0136 KE9ET         59 10 WR3Z          59 199
QSO:  7184 PH 2009-03-28 0137 KE9ET         59 11 KI1G          59 183
QSO:  7205 PH 2009-03-28 0138 KE9ET         59 0012 VE7SV         59 0003
QSO:  7000 PH 2009-03-28 0139 KE9ET         59 013 AG4W          59 125
QSO:  7215 PH 2009-03-28 0141 KE9ET         59 0014 K4FX          59 0062
QSO:  7000 PH 2009-03-28 0142 KE9ET         59 016 VE3OI         59 0127
QSO:  7219 PH 2009-03-28 0142 KE9ET         59 0015 WX3B          59 0152
QSO:  7263 PH 2009-03-28 0148 KE9ET         59 0019 AB4GG         59 0074
QSO:  7200 PH 2009-03-28 0436 KE9ET         59 20 N7TT          59 347
QSO:  7274 PH 2009-03-28 0436 KE9ET         59 021 ZX2B          59 366
QSO:  7130 PH 2009-03-28 0439 KE9ET         59 0022 ZY7C          59 0287
QSO:  7135 PH 2009-03-28 0440 KE9ET         59 023 K7ZSD         59 0271
QSO:  7140 PH 2009-03-28 0442 KE9ET         59 0024 AB7E          59 0498
QSO:  7145 PH 2009-03-28 0444 KE9ET         59 0029 PT3T          59 0076
QSO:  7168 PH 2009-03-28 0448 KE9ET         59 026 NY6N          59 0562
