START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: KL7SB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KL7SB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2015.
QSO: 28093 RY 2015-02-15 0014 KL7SB         599 W5NZ          599 140
QSO: 28108 RY 2015-02-15 0022 KL7SB         599 006 JH7RTQ        599 380
QSO: 28000 RY 2015-02-15 0024 KL7SB         599 008 JA1GFB        599 176
QSO: 28000 RY 2015-02-15 0024 KL7SB         599 007 JA1SCE        599 174
QSO: 28108 RY 2015-02-15 0026 KL7SB         599 0009 JJ5HUD        599 0353
QSO: 28108 RY 2015-02-15 0028 KL7SB         599 0011 JH1OAI        599 0155
QSO: 28108 RY 2015-02-15 0028 KL7SB         599 012 VK3JA         599 396
QSO: 28108 RY 2015-02-15 0029 KL7SB         599 0014 RT0Q          599 0600
QSO: 28108 RY 2015-02-15 0030 KL7SB         599 15 AA5AU         599 331
QSO: 28108 RY 2015-02-15 0032 KL7SB         599 0017 KX7L          599 0127
QSO: 28108 RY 2015-02-15 0034 KL7SB         599 20 K6BIR         599 167
QSO: 28108 RY 2015-02-15 0034 KL7SB         599 0021 WQ6K          599 0935
QSO: 28000 RY 2015-02-15 0035 KL7SB         599 0023 JA1AYO        599 0325
QSO: 28108 RY 2015-02-15 0035 KL7SB         599 0019 AA4CF         599 0146
QSO: 28108 RY 2015-02-15 0035 KL7SB         599 0022 JH6WHN        599 0254
QSO: 28000 RY 2015-02-15 0036 KL7SB         599 025 JA5XPD        599 033
QSO: 28108 RY 2015-02-15 0037 KL7SB         599 26 W6AEA         599 627
QSO: 28108 RY 2015-02-15 0040 KL7SB         599 0029 KF7PG         599 0319
QSO: 28083 RY 2015-02-15 0042 KL7SB         599 30 AG1RL         599 159
QSO: 28084 RY 2015-02-15 0043 KL7SB         599 0031 VE7CC         599 1279
QSO: 28101 RY 2015-02-15 0044 KL7SB         599 0032 KA6BIM        599 0714
QSO: 28115 RY 2015-02-15 0045 KL7SB         599 0033 JA6WFM        599 0164
QSO: 28108 RY 2015-02-15 0047 KL7SB         599 0036 CA5GRF        599 0404
QSO: 28120 RY 2015-02-15 0047 KL7SB         599 035 JR4OZR        599 944
QSO: 21098 RY 2015-02-15 0051 KL7SB         599 0038 KC5FP         599 0195
QSO: 21099 RY 2015-02-15 0051 KL7SB         599 0037 W6SX          599 0826
QSO: 21099 RY 2015-02-15 0052 KL7SB         599 0039 K8IA          599 0913
QSO: 21099 RY 2015-02-15 0052 KL7SB         599 040 W4LC          599 321
QSO: 21097 RY 2015-02-15 0053 KL7SB         599 0041 NJ9R          599 0324
QSO: 21000 RY 2015-02-15 0054 KL7SB         599 042 W6KGP         599 130
QSO: 21097 RY 2015-02-15 0054 KL7SB         599 0044 KD7PCE        599 0188
QSO: 21099 RY 2015-02-15 0054 KL7SB         599 0043 JR3RIY        599 0313
QSO: 21099 RY 2015-02-15 0055 KL7SB         599 0045 WK7S          599 0905
QSO: 21099 RY 2015-02-15 0059 KL7SB         599 0048 JS1IFK        599 0191
QSO: 21000 RY 2015-02-15 0100 KL7SB         599 049 JH0EPI        599 313
QSO: 21099 RY 2015-02-15 0101 KL7SB         599 50 W0TY          599 17
QSO: 21099 RY 2015-02-15 0102 KL7SB         599 0052 NK6A          599 0192
QSO: 21000 RY 2015-02-15 0103 KL7SB         599 53 W0KIT         599 64
QSO: 21097 RY 2015-02-15 0103 KL7SB         599 056 KM4DNY        599 099
QSO: 21099 RY 2015-02-15 0104 KL7SB         599 0055 K2YG          599 0378
QSO: 21099 RY 2015-02-15 0105 KL7SB         599 0058 AA4NU         599 0008
QSO: 21099 RY 2015-02-15 0105 KL7SB         599 0057 VE3KI         599 0364
QSO: 21099 RY 2015-02-15 0107 KL7SB         599 0610 K6LE          599 0090
QSO: 21099 RY 2015-02-15 0107 KL7SB         599 59 KS7AA         599 880
QSO: 21099 RY 2015-02-15 0108 KL7SB         599 0061 N7JB          599 0080
QSO: 21099 RY 2015-02-15 0110 KL7SB         599 0064 ZV2K          599 1094
QSO: 21099 RY 2015-02-15 0112 KL7SB         599 0067 K3STL         599 0092
QSO: 21099 RY 2015-02-15 0112 KL7SB         599 68 W6AEA         599 655
QSO: 21099 RY 2015-02-15 0113 KL7SB         599 0069 W7SLS         599 0025
QSO: 21099 RY 2015-02-15 0114 KL7SB         599 070 K0TC          599 194
QSO: 21101 RY 2015-02-15 0115 KL7SB         599 0071 K1JSM         599 0170
QSO: 21098 RY 2015-02-15 0116 KL7SB         599 0073 PY2KP         599 0024
QSO: 21099 RY 2015-02-15 0116 KL7SB         599 0072 N1IA          599 0230
QSO: 21099 RY 2015-02-15 0117 KL7SB         599 0076 VE3FH         599 0448
QSO: 21099 RY 2015-02-15 0117 KL7SB         599 0074 W8JWN         599 0411
QSO: 21000 RY 2015-02-15 0119 KL7SB         599 0077 CO2IZ         599 0160
QSO: 21099 RY 2015-02-15 0119 KL7SB         599 0078 KX7L          599 0138
QSO: 21099 RY 2015-02-15 0121 KL7SB         599 80 N9TGR         599 314
QSO: 21099 RY 2015-02-15 0121 KL7SB         599 0081 UA0SF         599 0078
QSO: 21099 RY 2015-02-15 0123 KL7SB         599 82 W1ZD          599 410
QSO: 21000 RY 2015-02-15 0124 KL7SB         599 0084 K0JPL         599 0221
QSO: 21000 RY 2015-02-15 0124 KL7SB         599 83 WA9LEY        599 127
QSO: 21099 RY 2015-02-15 0125 KL7SB         599 0085 K2DSL         599 0278
QSO: 21080 RY 2015-02-15 0126 KL7SB         599 0086 UA0CA         599 0595
QSO: 21099 RY 2015-02-15 0127 KL7SB         599 0089 N5MOA         599 0015
QSO: 21099 RY 2015-02-15 0127 KL7SB         599 88 W4BCG         599 75
QSO: 21072 RY 2015-02-15 0129 KL7SB         599 000 KS0USA        599 091
QSO: 21099 RY 2015-02-15 0131 KL7SB         599 0093 VE7CC         599 1356
QSO: 21099 RY 2015-02-15 0132 KL7SB         599 93 K3MD          599 685
QSO: 21099 RY 2015-02-15 0133 KL7SB         599 0096 KB7N          599 0471
QSO: 21099 RY 2015-02-15 0133 KL7SB         599 0097 VE2FU         599 0404
QSO: 21101 RY 2015-02-15 0133 KL7SB         599 0095 LU9MDH        599 0054
QSO: 21099 RY 2015-02-15 0135 KL7SB         599 0100 KU2M          599 0747
QSO: 21000 RY 2015-02-15 0137 KL7SB         599 0101 NE6I          599 0246
QSO: 21000 RY 2015-02-15 0138 KL7SB         599 0102 7M4OOS        599 0159
QSO: 21000 RY 2015-02-15 0139 KL7SB         599 103 JH7IQQ        599 227
QSO: 21000 RY 2015-02-15 0140 KL7SB         599 0104 RA9YN         599 0140
QSO: 21099 RY 2015-02-15 0140 KL7SB         599 0105 JA2HYD        599 0125
QSO: 21099 RY 2015-02-15 0141 KL7SB         599 106 K6UM          599 25
QSO: 14093 RY 2015-02-15 0145 KL7SB         599 0107 K7VIT         599 0421
QSO: 14084 RY 2015-02-15 0146 KL7SB         599 0108 W3FIZ         599 0386
QSO: 14099 RY 2015-02-15 0149 KL7SB         599 0110 N2BJ          599 0764
QSO: 14098 RY 2015-02-15 0150 KL7SB         599 111 AD2L          599 082
QSO: 14101 RY 2015-02-15 0151 KL7SB         599 0109 W7BRO         599 0313
QSO: 14099 RY 2015-02-15 0152 KL7SB         599 0112 AF6GA         599 0244
QSO: 14099 RY 2015-02-15 0152 KL7SB         599 0113 K2YG          599 0386
QSO: 14099 RY 2015-02-15 0154 KL7SB         599 0114 ND4X          599 0096
QSO: 14099 RY 2015-02-15 0155 KL7SB         599 0116 W2JV          599 0150
QSO: 14099 RY 2015-02-15 0156 KL7SB         599 0117 K6LRN         599 0306
QSO: 14099 RY 2015-02-15 0157 KL7SB         599 118 W4BCG         599 86
QSO: 14099 RY 2015-02-15 0158 KL7SB         599 0119 VE2FU         599 0416
QSO: 14099 RY 2015-02-15 0159 KL7SB         599 0122 VE3FH         599 0461
QSO: 14100 RY 2015-02-15 0159 KL7SB         599 0120 VE6AX         599 0151
QSO: 14098 RY 2015-02-15 0201 KL7SB         599 124 CO2NO         599 324
QSO: 14000 RY 2015-02-15 0202 KL7SB         599 0123 KB2YAN        599 0059
QSO: 14099 RY 2015-02-15 0203 KL7SB         599 0125 WQ6K          599 1013
QSO: 14098 RY 2015-02-15 0204 KL7SB         599 0126 K2RB          599 0045
