START-OF-LOG: 2.0
CREATED-BY: LM  Version 3.72  (c) 1993,2003 by DL8WAA
ARRL-SECTION: DX
CONTEST: EUHF
CALLSIGN: DL4SDW
CATEGORY: SINGLE-OP ALL LOW CW
CLAIMED-SCORE: 95680
OPERATORS: DL4SDW
CLUB: Rhein Ruhr DX Ass. (RRDXA)
NAME: Juergen Haefele
ADDRESS: Juergen Haefele DL4SDW
ADDRESS: Lindenstr. 22 
ADDRESS: D-71139 Ehningen
ADDRESS: Germany
SOAPBOX: Equipment: FT 1000 MP (100 w)
SOAPBOX:            R7 Vertical and Dipoles
QSO: 14000 CW 2003-08-02 1001 DL4SDW        599 91     LY7Z          599 88     1
QSO: 14000 CW 2003-08-02 1002 DL4SDW        599 91     US2IR         599 77     1
QSO: 14000 CW 2003-08-02 1004 DL4SDW        599 91     TA2ZF/1       599 93     1
QSO: 14000 CW 2003-08-02 1005 DL4SDW        599 91     EA3KU         599 79     1
QSO: 14000 CW 2003-08-02 1006 DL4SDW        599 91     OH2BH         599 96     1
QSO: 14000 CW 2003-08-02 1007 DL4SDW        599 91     EA5FID        599 92     1
QSO: 14000 CW 2003-08-02 1008 DL4SDW        599 91     EA4DRV        599 96     1
QSO: 14000 CW 2003-08-02 1008 DL4SDW        599 91     EN1U          599 72     1
QSO: 14000 CW 2003-08-02 1009 DL4SDW        599 91     ER1LW         599 84     1
QSO: 14000 CW 2003-08-02 1010 DL4SDW        599 91     HA9RU         599 73     1
QSO: 14000 CW 2003-08-02 1011 DL4SDW        599 91     UA2FL         599 64     1
QSO: 14000 CW 2003-08-02 1012 DL4SDW        599 91     OH2CI         599 71     1
QSO: 14000 CW 2003-08-02 1013 DL4SDW        599 91     HG9M          599 78     1
QSO: 14000 CW 2003-08-02 1015 DL4SDW        599 91     RW4GU         599 86     1
QSO: 14000 CW 2003-08-02 1018 DL4SDW        599 91     9A3VM         599 69     1
QSO: 14000 CW 2003-08-02 1019 DL4SDW        599 91     YL5W          599 68     1
QSO: 14000 CW 2003-08-02 1019 DL4SDW        599 91     HA6NL         599 69     1
QSO: 14000 CW 2003-08-02 1022 DL4SDW        599 91     YO5CBX        599 77     1
QSO: 14000 CW 2003-08-02 1024 DL4SDW        599 91     UA4FER        599 75     1
QSO: 14000 CW 2003-08-02 1024 DL4SDW        599 91     RZ4FA         599 83     1
QSO: 14000 CW 2003-08-02 1026 DL4SDW        599 91     LY3BN         599 84     1
QSO: 21000 CW 2003-08-02 1029 DL4SDW        599 91     UT1IWA        599 03     1
QSO: 21000 CW 2003-08-02 1030 DL4SDW        599 91     RA6AX         599 72     1
QSO: 21000 CW 2003-08-02 1031 DL4SDW        599 91     RV1AW         599 85     1
QSO: 21000 CW 2003-08-02 1034 DL4SDW        599 91     9H1ZA         599 62     1
QSO: 21000 CW 2003-08-02 1034 DL4SDW        599 91     OH1F          599 86     1
QSO: 14000 CW 2003-08-02 1039 DL4SDW        599 91     RA6AU         599 79     1
QSO: 14000 CW 2003-08-02 1040 DL4SDW        599 91     UW5U          599 75     1
QSO: 14000 CW 2003-08-02 1040 DL4SDW        599 91     RW4FZ         599 79     1
QSO: 14000 CW 2003-08-02 1042 DL4SDW        599 91     LY4AA         599 95     1
QSO: 14000 CW 2003-08-02 1044 DL4SDW        599 91     G0CKP         599 85     1
QSO: 14000 CW 2003-08-02 1046 DL4SDW        599 91     LY2DT         599 67     1
QSO: 14000 CW 2003-08-02 1047 DL4SDW        599 91     EW8DX         599 65     1
QSO: 14000 CW 2003-08-02 1048 DL4SDW        599 91     RV1AW         599 85     1
QSO: 14000 CW 2003-08-02 1048 DL4SDW        599 91     RM3C          599 77     1
QSO: 14000 CW 2003-08-02 1049 DL4SDW        599 91     RV1AC         599 63     1
QSO: 14000 CW 2003-08-02 1051 DL4SDW        599 91     RK3AD         599 76     1
QSO: 14000 CW 2003-08-02 1051 DL4SDW        599 91     UR4PWC/P      599 99     1
QSO: 14000 CW 2003-08-02 1052 DL4SDW        599 91     RA3AN         599 71     1
QSO: 14000 CW 2003-08-02 1053 DL4SDW        599 91     ES5RY         599 79     1
QSO: 14000 CW 2003-08-02 1054 DL4SDW        599 91     SP8LZC        599 81     1
QSO: 14000 CW 2003-08-02 1057 DL4SDW        599 91     OH2PM         599 59     1
QSO: 14000 CW 2003-08-02 1058 DL4SDW        599 91     UY5ZI         599 66     1
QSO: 14000 CW 2003-08-02 1100 DL4SDW        599 91     RW3DOX        599 79     1
QSO: 14000 CW 2003-08-02 1101 DL4SDW        599 91     LY2PX         599 68     1
QSO: 21000 CW 2003-08-02 1106 DL4SDW        599 91     US2IR         599 77     1
QSO: 21000 CW 2003-08-02 1108 DL4SDW        599 91     OH2BH         599 96     1
QSO: 21000 CW 2003-08-02 1109 DL4SDW        599 91     EA5FID        599 92     1
QSO: 14000 CW 2003-08-02 1119 DL4SDW        599 91     UT1FA         599 77     1
