START-OF-LOG: 3.0
LOCATION: IN
CALLSIGN: W9IU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 2013002
CLUB: Society of Midwest Contesters
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.88B
NAME: Don Coulter
OPERATORS: W9IU
SOAPBOX:
QSO: 28086 RY 2011-09-24 0001 W9IU          599     04 IN     LU7HN         599 13     DX
QSO: 28089 RY 2011-09-24 0003 W9IU          599     04 IN     HK1NA         599 9      DX
QSO: 28093 RY 2011-09-24 0003 W9IU          599     04 IN     KO6LU         599 3      CA
QSO: 28096 RY 2011-09-24 0004 W9IU          599     04 IN     N6ML          599 3      CA
QSO: 28099 RY 2011-09-24 0006 W9IU          599     04 IN     N7MQ          599 3      OR
QSO: 28099 RY 2011-09-24 0007 W9IU          599     04 IN     NG6S          599 3      CA
QSO: 28099 RY 2011-09-24 0008 W9IU          599     04 IN     XE3N          599 6      DX
QSO: 28099 RY 2011-09-24 0009 W9IU          599     04 IN     W7YAQ         599 3      OR
QSO: 28099 RY 2011-09-24 0010 W9IU          599     04 IN     N5MOA         599 4      TX
QSO: 28099 RY 2011-09-24 0011 W9IU          599     04 IN     K3GW          599 5      PA
QSO: 28099 RY 2011-09-24 0012 W9IU          599     04 IN     K6RB          599 3      CA
QSO: 28099 RY 2011-09-24 0014 W9IU          599     04 IN     NA6G          599 3      CA
QSO: 28099 RY 2011-09-24 0015 W9IU          599     04 IN     N6VH          599 3      CA
QSO: 28099 RY 2011-09-24 0016 W9IU          599     04 IN     W3MF          599 5      PA
QSO: 28099 RY 2011-09-24 0019 W9IU          599     04 IN     FG4NO         599 8      DX
QSO: 28099 RY 2011-09-24 0021 W9IU          599     04 IN     W3LL          599 5      MD
QSO: 28099 RY 2011-09-24 0021 W9IU          599     04 IN     K6LRN         599 3      CA
QSO: 28099 RY 2011-09-24 0022 W9IU          599     04 IN     CO8TW         599 8      DX
QSO: 28099 RY 2011-09-24 0025 W9IU          599     04 IN     K7JA          599 3      CA
QSO: 28099 RY 2011-09-24 0026 W9IU          599     04 IN     W6ZL          599 3      CA
QSO: 28099 RY 2011-09-24 0027 W9IU          599     04 IN     K6RBS         599 3      CA
QSO: 28099 RY 2011-09-24 0029 W9IU          599     04 IN     KI1G          599 5      RI
QSO: 28099 RY 2011-09-24 0030 W9IU          599     04 IN     N6MSY         599 3      CA
QSO: 28096 RY 2011-09-24 0033 W9IU          599     04 IN     P49X          599 9      DX
QSO: 28094 RY 2011-09-24 0035 W9IU          599     04 IN     PY2SEX        599 11     DX
QSO: 28088 RY 2011-09-24 0038 W9IU          599     04 IN     ZY2C          599 11     DX
QSO: 28088 RY 2011-09-24 0039 W9IU          599     04 IN     CE3PG         599 12     DX
QSO: 28087 RY 2011-09-24 0041 W9IU          599     04 IN     KH6ZM         599 31     DX
QSO: 28101 RY 2011-09-24 0048 W9IU          599     04 IN     K6MMM         599 3      CA
QSO: 28101 RY 2011-09-24 0050 W9IU          599     04 IN     KI6QDH        599 3      CA
QSO: 28101 RY 2011-09-24 0051 W9IU          599     04 IN     PT9PA         599 11     DX
QSO: 28107 RY 2011-09-24 0053 W9IU          599     04 IN     K6XX          599 3      CA
QSO: 28097 RY 2011-09-24 0057 W9IU          599     04 IN     ZL3TE         599 32     DX
QSO: 21100 RY 2011-09-24 0102 W9IU          599     04 IN     JA6ZPR        599 25     DX
QSO: 21101 RY 2011-09-24 0103 W9IU          599     04 IN     JA1BPA        599 25     DX
QSO: 21102 RY 2011-09-24 0105 W9IU          599     04 IN     W7CT          599 3      UT
QSO: 21103 RY 2011-09-24 0106 W9IU          599     04 IN     JA6GCE        599 25     DX
QSO: 21103 RY 2011-09-24 0107 W9IU          599     04 IN     JM1XCW        599 25     DX
QSO: 21106 RY 2011-09-24 0108 W9IU          599     04 IN     JH4UTP        599 25     DX
QSO: 21108 RY 2011-09-24 0109 W9IU          599     04 IN     JA1MZM        599 25     DX
QSO: 21112 RY 2011-09-24 0112 W9IU          599     04 IN     XE2FGC        599 6      DX
QSO: 21112 RY 2011-09-24 0113 W9IU          599     04 IN     VE3DZ         599 4      ON
QSO: 21112 RY 2011-09-24 0113 W9IU          599     04 IN     LV5V          599 13     DX
QSO: 21112 RY 2011-09-24 0114 W9IU          599     04 IN     K7LV          599 3      NV
QSO: 21112 RY 2011-09-24 0114 W9IU          599     04 IN     JA7IC         599 25     DX
QSO: 21112 RY 2011-09-24 0115 W9IU          599     04 IN     JE3EDJ        599 25     DX
