START-OF-LOG: 3.0
CONTEST: WW-DIGI
CALLSIGN: AD7J
LOCATION: NV
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
GRID-LOCATOR: 
CLAIMED-SCORE: 
NAME: Robert Bencsko
OPERATORS: AD7J
CREATED-BY: N3FJP's World Wide Digi DX Contest Log 1.2.3
QSO: 14075 DG 2022-08-27 2017 AD7J   DM26   K0K    EM18
QSO: 14081 DG 2022-08-27 2018 AD7J   DM26   KC9YRA EN61
QSO: 14081 DG 2022-08-27 2023 AD7J   DM26   VE3IDT EN93
QSO: 14081 DG 2022-08-27 2025 AD7J   DM26   N0AT   EN34
QSO: 14081 DG 2022-08-27 2027 AD7J   DM26   Z75ORB/P QQ94
QSO: 14081 DG 2022-08-27 2030 AD7J   DM26   NV9L   EN60
QSO: 14081 DG 2022-08-27 2054 AD7J   DM26   K1SFA  FN32
QSO: 14081 DG 2022-08-27 2106 AD7J   DM26   K3A    EN32
QSO: 14081 DG 2022-08-27 2108 AD7J   DM26   KB0TDW EN21
QSO: 14082 DG 2022-08-27 2110 AD7J   DM26   N6OPE  EM28
QSO: 14082 DG 2022-08-27 2111 AD7J   DM26   AF5CC  EM04
QSO: 14082 DG 2022-08-27 2112 AD7J   DM26   W1BUS  CN85
QSO: 14082 DG 2022-08-27 2113 AD7J   DM26   W0ADL  EN35
QSO: 14082 DG 2022-08-27 2114 AD7J   DM26   WA2YYL FN30
QSO: 14082 DG 2022-08-27 2117 AD7J   DM26   NN5E   EM12
QSO: 14082 DG 2022-08-27 2120 AD7J   DM26   HI5YJM FK58
QSO:  7000 DG 2022-08-27 2120 AD7J   DM26   K9OM   EN65
QSO: 14082 DG 2022-08-27 2122 AD7J   DM26   K2RET  FM29
QSO: 14082 DG 2022-08-27 2122 AD7J   DM26   K1HTV  FM18
QSO: 14082 DG 2022-08-27 2123 AD7J   DM26   W8AKS  EM97
QSO: 14082 DG 2022-08-27 2126 AD7J   DM26   NO5F   EM26
QSO: 14082 DG 2022-08-27 2127 AD7J   DM26   KE5CVM EL17
QSO: 14082 DG 2022-08-27 2128 AD7J   DM26   N0STL  EN35
QSO: 14076 DG 2022-08-27 2131 AD7J   DM26   K5UUU  EN31
QSO: 14082 DG 2022-08-27 2152 AD7J   DM26   WT3K   FM19
QSO: 14082 DG 2022-08-27 2153 AD7J   DM26   XE1CL  DL90
QSO: 14082 DG 2022-08-27 2153 AD7J   DM26   NA3M   FM19
QSO: 14082 DG 2022-08-27 2156 AD7J   DM26   WD9HSY EN61
QSO: 14082 DG 2022-08-27 2156 AD7J   DM26   W3FOX  FM19
QSO: 14082 DG 2022-08-27 2158 AD7J   DM26   AE0DX  EN42
QSO: 14082 DG 2022-08-27 2159 AD7J   DM26   W7YED  CN87
QSO: 14082 DG 2022-08-27 2204 AD7J   DM26   KQ4K   EM01
