START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: SN250A
CATEGORY: SINGLE-OP ALL LOW SSB
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 0
CLUB: 
CONTEST: EUHFC
OPERATORS: SQ9PUW 
NAME: Andrychowski Klub Łączności "Delta"
ADDRESS: Andrychowski Klub Łączności "Delta" ul. Starowiejska 22b/417 34-120 Andrychów, Poland
ADDRESS: 
E-MAIL: sp9kup@gmail.com
SOAPBOX: 
QSO: 28000 PH 2017-08-05 1644 SN250A        59  15     IS0/IZ2DLV    59  00
QSO: 28000 PH 2017-08-05 1647 SN250A        59  15     RW1F          59  91
QSO: 14000 PH 2017-08-05 1650 SN250A        59  15     OF5Z          59  71
QSO: 14000 PH 2017-08-05 1651 SN250A        59  15     IZ8GUQ        59  05
QSO: 14000 PH 2017-08-05 1655 SN250A        59  15     EA5HT         59  89
QSO: 14000 PH 2017-08-05 1659 SN250A        59  15     OH6ECM        59  12
QSO: 14000 PH 2017-08-05 1700 SN250A        59  15     EC5NJ         59  10
QSO: 14000 PH 2017-08-05 1700 SN250A        59  15     IU8CNE        59  14
QSO: 14000 PH 2017-08-05 1701 SN250A        59  15     RW4WA         59  78
QSO: 14000 PH 2017-08-05 1702 SN250A        59  15     MI0DWE        59  82
QSO: 14000 PH 2017-08-05 1703 SN250A        59  15     EA1HTF        59  97
QSO: 14000 PH 2017-08-05 1705 SN250A        59  15     DK9JC         59  15
QSO: 14000 PH 2017-08-05 1707 SN250A        59  15     R6YY          59  68
QSO: 14000 PH 2017-08-05 1708 SN250A        59  15     SV3AQR        59  88
QSO: 14000 PH 2017-08-05 1709 SN250A        59  15     ES4RLH        59  90
QSO: 14000 PH 2017-08-05 1712 SN250A        59  15     R3LC          59  85
QSO: 14000 PH 2017-08-05 1714 SN250A        59  15     DF3FC         59  00
QSO: 14000 PH 2017-08-05 1715 SN250A        59  15     ON3GEO        59  05
QSO: 14000 PH 2017-08-05 1715 SN250A        59  15     EA1DHB        59  82
QSO: 14000 PH 2017-08-05 1718 SN250A        59  15     EA1OT         59  89
QSO: 14000 PH 2017-08-05 1719 SN250A        59  15     LB4FH         59  16
QSO: 14000 PH 2017-08-05 1720 SN250A        59  15     RW1F          59  91
QSO: 14000 PH 2017-08-05 1721 SN250A        59  15     F6GOX         59  80
QSO: 14000 PH 2017-08-05 1721 SN250A        59  15     DL1MRD        59  04
QSO: 14000 PH 2017-08-05 1723 SN250A        59  15     IZ6DWH        59  99
QSO: 14000 PH 2017-08-05 1723 SN250A        59  15     R1BCE         59  14
QSO: 14000 PH 2017-08-05 1724 SN250A        59  15     DJ6VM         59  61
QSO: 14000 PH 2017-08-05 1725 SN250A        59  15     G4EOW         59  75
QSO: 14000 PH 2017-08-05 1727 SN250A        59  15     RL4F          59  86
QSO: 14000 PH 2017-08-05 1728 SN250A        59  15     DK2AY/P       59  88
QSO: 14000 PH 2017-08-05 1729 SN250A        59  15     IK6VXO        59  93
QSO: 14000 PH 2017-08-05 1729 SN250A        59  15     DK4VF         59  69
QSO: 14000 PH 2017-08-05 1731 SN250A        59  15     DD7BW         59  88
QSO: 14000 PH 2017-08-05 1733 SN250A        59  15     DL1HBD        59  78
QSO: 14000 PH 2017-08-05 1739 SN250A        59  15     ON3AR         59  06
QSO: 14000 PH 2017-08-05 1740 SN250A        59  15     IQ2LS         59  13
QSO: 14000 PH 2017-08-05 1743 SN250A        59  15     IT9NVE        59  08
QSO: 14000 PH 2017-08-05 1745 SN250A        59  15     RL4A          59  81
QSO: 14000 PH 2017-08-05 1746 SN250A        59  15     RN4HKH        59  81
QSO: 14000 PH 2017-08-05 1750 SN250A        59  15     8S0C          59  81
QSO: 14000 PH 2017-08-05 1753 SN250A        59  15     PD8DX         59  01
QSO: 14000 PH 2017-08-05 1754 SN250A        59  15     UA4W          59  05
QSO: 14000 PH 2017-08-05 1800 SN250A        59  15     IT9OPR        59  84
QSO: 14000 PH 2017-08-05 1803 SN250A        59  15     DG9SEH        59  92
QSO: 14000 PH 2017-08-05 1825 SN250A        59  15     EA7GX         59  10
QSO: 14000 PH 2017-08-05 1829 SN250A        59  15     RN3OG         59  92
QSO: 14000 PH 2017-08-05 1830 SN250A        59  15     F5LIW         59  86
QSO: 14000 PH 2017-08-05 1831 SN250A        59  15     IT9FRX        59  15
QSO: 14000 PH 2017-08-05 1834 SN250A        59  15     LY2AE         59  67
QSO: 14000 PH 2017-08-05 1836 SN250A        59  15     IT9RGY        59  05
QSO: 14000 PH 2017-08-05 1931 SN250A        59  15     S54ZZ         59  83
QSO: 14000 PH 2017-08-05 1936 SN250A        59  15     GW4ZAR        59  82
QSO: 14000 PH 2017-08-05 1940 SN250A        59  15     F1GYX         59  82
QSO:  7000 PH 2017-08-05 1944 SN250A        59  15     HA3NU         59  72
QSO:  7000 PH 2017-08-05 1946 SN250A        59  15     DL1MHJ        59  84
QSO:  7000 PH 2017-08-05 1946 SN250A        59  15     EW2A          59  78
QSO:  7000 PH 2017-08-05 1947 SN250A        59  15     DK0UE         59  93
QSO:  7000 PH 2017-08-05 1947 SN250A        59  15     UA2FB         59  83
QSO:  7000 PH 2017-08-05 1948 SN250A        59  15     OH6ECM        59  12
QSO:  7000 PH 2017-08-05 1948 SN250A        59  15     OO4P          59  97
QSO:  7000 PH 2017-08-05 1949 SN250A        59  15     DK2BH         59  77
QSO:  7000 PH 2017-08-05 1950 SN250A        59  15     IV3MUC        59  60
QSO:  7000 PH 2017-08-05 1951 SN250A        59  15     S56B          59  87
QSO:  7000 PH 2017-08-05 1952 SN250A        59  15     ON5GQ         59  64
QSO:  7000 PH 2017-08-05 1954 SN250A        59  15     YO2MLS        59  11
QSO:  7000 PH 2017-08-05 1954 SN250A        59  15     PE1AVG        59  77
QSO:  7000 PH 2017-08-05 1956 SN250A        59  15     SI3A          59  80
QSO:  7000 PH 2017-08-05 1956 SN250A        59  15     LY1GW         59  02
QSO:  7000 PH 2017-08-05 1957 SN250A        59  15     PF1MO         59  04
QSO:  7000 PH 2017-08-05 1957 SN250A        59  15     OE3MDB        59  03
QSO:  7000 PH 2017-08-05 1958 SN250A        59  15     LY1FK         59  02
QSO:  7000 PH 2017-08-05 1959 SN250A        59  15     HA3FHH        59  95
QSO:  7000 PH 2017-08-05 2000 SN250A        59  15     OE1GAQ        59  16
QSO:  7000 PH 2017-08-05 2001 SN250A        59  15     RN3OG         59  92
QSO:  7000 PH 2017-08-05 2001 SN250A        59  15     LY5I          59  84
QSO:  7000 PH 2017-08-05 2002 SN250A        59  15     PA1TO         59  86
QSO:  7000 PH 2017-08-05 2002 SN250A        59  15     M0TAZ         59  03
QSO:  7000 PH 2017-08-05 2003 SN250A        59  15     DL1EHG        59  78
QSO:  7000 PH 2017-08-05 2003 SN250A        59  15     YO7SR         59  06
QSO:  7000 PH 2017-08-05 2004 SN250A        59  15     SV3RPQ        59  15
QSO:  7000 PH 2017-08-05 2005 SN250A        59  15     DD3MA/P       59  01
QSO:  7000 PH 2017-08-05 2006 SN250A        59  15     US5QUB        59  90
QSO:  7000 PH 2017-08-05 2006 SN250A        59  15     PA2LO         59  08
QSO:  7000 PH 2017-08-05 2007 SN250A        59  15     S52WW         59  00
QSO:  7000 PH 2017-08-05 2008 SN250A        59  15     DL0AH         59  92
QSO:  7000 PH 2017-08-05 2009 SN250A        59  15     HB9MXY        59  76
QSO:  7000 PH 2017-08-05 2010 SN250A        59  15     F4VSE         59  14
QSO:  7000 PH 2017-08-05 2012 SN250A        59  15     YP9W          59  89
QSO:  7000 PH 2017-08-05 2013 SN250A        59  15     LY2OU         59  58
