START-OF-LOG: 3.0
CONTEST: WW-DIGI
CALLSIGN: VO1OP
LOCATION: NL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
GRID-LOCATOR:
CLAIMED-SCORE: 0
NAME: Michael
OPERATORS: 1
CREATED-BY: N3FJP's World Wide Digi DX Contest Log 1.2.4
QSO:   14090 DG 2023-08-26 1206 VO1OP            GN37   WB2AA            FN30    
QSO:   14090 DG 2023-08-26 1207 VO1OP            GN37   DH6BH            JO33    
QSO:   14090 DG 2023-08-26 1209 VO1OP            GN37   KC2WUF           FN20    
QSO:   14090 DG 2023-08-26 1212 VO1OP            GN37   PD1TV            JO32    
QSO:   14090 DG 2023-08-26 1235 VO1OP            GN37   KJ7BES           DN40    
QSO:   14090 DG 2023-08-26 1237 VO1OP            GN37   K3ORC            FM19    
QSO:   14090 DG 2023-08-26 1239 VO1OP            GN37   ON8BB            JO21    
QSO:   14090 DG 2023-08-26 1302 VO1OP            GN37   N3QE             FM19    
QSO:   14090 DG 2023-08-26 1307 VO1OP            GN37   IN3VVK           JN55    
QSO:   14092 DG 2023-08-26 1321 VO1OP            GN37   VA3SXP           FN03    
QSO:   14091 DG 2023-08-26 1324 VO1OP            GN37   WA4GK            FM05    
QSO:   14091 DG 2023-08-26 1326 VO1OP            GN37   N8URE            FM19    
QSO:   21091 DG 2023-08-26 1354 VO1OP            GN37   SP9MRP           JO90    
QSO:   21090 DG 2023-08-26 1408 VO1OP            GN37   IZ3NVR           JN65    
QSO:   21090 DG 2023-08-26 1410 VO1OP            GN37   S56A             JN76    
QSO:   21090 DG 2023-08-26 1412 VO1OP            GN37   BY1RX            OM89    
QSO:   21090 DG 2023-08-26 1413 VO1OP            GN37   OH1LXF           KP20    
QSO:   21090 DG 2023-08-26 1416 VO1OP            GN37   DM8MH            JO51    
QSO:   28090 DG 2023-08-26 1436 VO1OP            GN37   LU9WT            FE64    
QSO:   28090 DG 2023-08-26 1500 VO1OP            GN37   CB3R             FF46    
QSO:   28090 DG 2023-08-26 1503 VO1OP            GN37   CE1WGM           FG42    
QSO:   28090 DG 2023-08-26 1508 VO1OP            GN37   PU1KPS           GG77    
QSO:   14092 DG 2023-08-26 1321 VO1OP            GN37   VA3SXP           FN03    
QSO:   14091 DG 2023-08-26 1324 VO1OP            GN37   WA4GK            FM05    
QSO:   14091 DG 2023-08-26 1326 VO1OP            GN37   N8URE            FM19    
QSO:   21091 DG 2023-08-26 1354 VO1OP            GN37   SP9MRP           JO90    
QSO:   21090 DG 2023-08-26 1408 VO1OP            GN37   IZ3NVR           JN65    
QSO:   21090 DG 2023-08-26 1410 VO1OP            GN37   S56A             JN76    
QSO:   21090 DG 2023-08-26 1412 VO1OP            GN37   BY1RX            OM89    
QSO:   21090 DG 2023-08-26 1413 VO1OP            GN37   OH1LXF           KP20    
QSO:   21090 DG 2023-08-26 1416 VO1OP            GN37   DM8MH            JO51    
QSO:   28090 DG 2023-08-26 1436 VO1OP            GN37   LU9WT            FE64    
QSO:   28090 DG 2023-08-26 1500 VO1OP            GN37   CB3R             FF46    
QSO:   28090 DG 2023-08-26 1503 VO1OP            GN37   CE1WGM           FG42    
QSO:   28090 DG 2023-08-26 1508 VO1OP            GN37   PU1KPS           GG77    
QSO:   14090 DG 2023-08-26 1631 VO1OP            GN37   PD0W             JO22    
QSO:   14090 DG 2023-08-26 1636 VO1OP            GN37   KA2AEY           FN13    
QSO:   14090 DG 2023-08-26 1637 VO1OP            GN37   DL1DBR           JO41    
QSO:   14090 DG 2023-08-26 1638 VO1OP            GN37   KM5AT            EM60    
QSO:   14090 DG 2023-08-26 1640 VO1OP            GN37   AA2TR            FN30    
QSO:   14090 DG 2023-08-26 1641 VO1OP            GN37   K1SFA            FN32    
QSO:   14090 DG 2023-08-26 1643 VO1OP            GN37   N8HRZ            EN91    
QSO:   14090 DG 2023-08-26 1647 VO1OP            GN37   HB9GFJ           JN36    
QSO:   14090 DG 2023-08-26 1648 VO1OP            GN37   PA5P             JO32    
QSO:   14090 DG 2023-08-26 1653 VO1OP            GN37   UT8EU            KN78    
QSO:   14090 DG 2023-08-26 1655 VO1OP            GN37   EW1MY            KO33    
QSO:   14090 DG 2023-08-26 1700 VO1OP            GN37   OM8CD            KN09    
QSO:   14090 DG 2023-08-26 1701 VO1OP            GN37   IK2QEB           JN55    
QSO:   14090 DG 2023-08-26 1703 VO1OP            GN37   ON3SB            JO20    
QSO:   21090 DG 2023-08-26 1708 VO1OP            GN37   K4LDC            EM74    
QSO:   21090 DG 2023-08-26 1710 VO1OP            GN37   UA6CE            LN05    
QSO:   21090 DG 2023-08-26 1711 VO1OP            GN37   AF4T             EM86    
QSO:   14090 DG 2023-08-26 1700 VO1OP            GN37JL N4FUR            EL99    
QSO:   14090 DG 2023-08-26 1702 VO1OP            GN37JL N1API            FN31    
QSO:   14090 DG 2023-08-26 1709 VO1OP            GN37JL TI1E             EJ79    
QSO:   14091 DG 2023-08-26 1946 VO1OP            GN37JL K9YY             EM59    
QSO:    7091 DG 2023-08-27 0004 VO1OP            GN37JL OH1LXF           KP20    
