START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: DL1NEO
CATEGORY-ASSISTED: ASSISTED
CLAIMED-SCORE: 595647
CREATED-BY: RCKLog V3.20
OPERATORS: DL1NEO
CLUB: Bavarian Contest Club
NAME: Markus Herrmann
SOAPBOX: Rig: FT2000+Acom1000  Ant: 25m-Loop (vertical), 84m-Loop (horizontal)
SOAPBOX:
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO: 14000 RY 2010-09-25 0738 DL1NEO        599 14 DX  SV1BDO/3      599 20 DX  0
QSO: 14000 RY 2010-09-25 0739 DL1NEO        599 14 DX  LZ9W          599 20 DX  0
QSO: 14000 RY 2010-09-25 0739 DL1NEO        599 14 DX  R2AT          599 16 DX  0
QSO: 14000 RY 2010-09-25 0740 DL1NEO        599 14 DX  UW5U          599 16 DX  0
QSO: 14000 RY 2010-09-25 0741 DL1NEO        599 14 DX  OH8X          599 15 DX  0
QSO: 14000 RY 2010-09-25 0742 DL1NEO        599 14 DX  RK4HZ/3       599 16 DX  0
QSO: 14000 RY 2010-09-25 0743 DL1NEO        599 14 DX  4L1BR         599 21 DX  0
QSO: 14000 RY 2010-09-25 0744 DL1NEO        599 14 DX  YO9GSB        599 20 DX  0
QSO: 14000 RY 2010-09-25 0746 DL1NEO        599 14 DX  AM5A          599 14 DX  0
QSO: 14000 RY 2010-09-25 0746 DL1NEO        599 14 DX  UA3PAB        599 16 DX  0
QSO: 14000 RY 2010-09-25 0747 DL1NEO        599 14 DX  RF3T          599 16 DX  0
QSO: 14000 RY 2010-09-25 0748 DL1NEO        599 14 DX  IT9BLB        599 15 DX  0
QSO: 14000 RY 2010-09-25 0749 DL1NEO        599 14 DX  AN5E          599 14 DX  0
QSO: 14000 RY 2010-09-25 0750 DL1NEO        599 14 DX  UW1M          599 16 DX  0
QSO: 14000 RY 2010-09-25 0752 DL1NEO        599 14 DX  UR5IFX        599 16 DX  0
QSO: 14000 RY 2010-09-25 0753 DL1NEO        599 14 DX  RA9A          599 17 DX  0
QSO: 14000 RY 2010-09-25 0754 DL1NEO        599 14 DX  RK3AWL        599 16 DX  0
QSO: 14000 RY 2010-09-25 0755 DL1NEO        599 14 DX  RX0AW         599 18 DX  0
QSO: 14000 RY 2010-09-25 0756 DL1NEO        599 14 DX  SV2BFN        599 20 DX  0
QSO: 14000 RY 2010-09-25 0757 DL1NEO        599 14 DX  RK4S          599 16 DX  0
QSO: 14000 RY 2010-09-25 0758 DL1NEO        599 14 DX  UR3QXX        599 16 DX  0
QSO: 14000 RY 2010-09-25 0759 DL1NEO        599 14 DX  Z37M          599 15 DX  0
QSO: 14000 RY 2010-09-25 0800 DL1NEO        599 14 DX  OH6R          599 15 DX  0
QSO: 14000 RY 2010-09-25 0801 DL1NEO        599 14 DX  R8TX          599 16 DX  0
QSO: 14000 RY 2010-09-25 0802 DL1NEO        599 14 DX  LZ8E          599 20 DX  0
QSO: 14000 RY 2010-09-25 0804 DL1NEO        599 14 DX  EF8M          599 33 DX  0
QSO: 14000 RY 2010-09-25 0805 DL1NEO        599 14 DX  UA4HOX        599 16 DX  0
QSO: 14000 RY 2010-09-25 0808 DL1NEO        599 14 DX  RK3DXW        599 16 DX  0
QSO: 14000 RY 2010-09-25 0809 DL1NEO        599 14 DX  RN3T          599 16 DX  0
QSO: 14000 RY 2010-09-25 0811 DL1NEO        599 14 DX  CT1GPQ        599 14 DX  0
