START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: R4SO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: R4SO
QSO: 14012 CW 2021-04-11 1333 R4SO          599 29     I2VIJ         599 28    
QSO: 14012 CW 2021-04-11 1334 R4SO          599 29     SK5AA         599 18    
QSO: 14013 CW 2021-04-11 1335 R4SO          599 29     S51DX         599 28    
QSO: 14014 CW 2021-04-11 1336 R4SO          599 29     OL8R          599 28    
QSO: 14015 CW 2021-04-11 1337 R4SO          599 29     SP3JUN        599 28    
QSO: 14016 CW 2021-04-11 1337 R4SO          599 29     HG4I          599 28    
QSO: 14017 CW 2021-04-11 1338 R4SO          599 29     SV1BJW        599 28    
QSO: 14018 CW 2021-04-11 1339 R4SO          599 29     OP4K          599 27    
QSO: 14023 CW 2021-04-11 1340 R4SO          599 29     HA3HX         599 28    
QSO: 14023 CW 2021-04-11 1340 R4SO          599 29     SP5JSZ        599 28    
QSO: 14023 CW 2021-04-11 1341 R4SO          599 29     S53F          599 28    
QSO: 14023 CW 2021-04-11 1341 R4SO          599 29     LZ5R          599 28    
QSO: 14023 CW 2021-04-11 1341 R4SO          599 29     DL4KG         599 28    
QSO: 14023 CW 2021-04-11 1341 R4SO          599 29     W7DT          599 06    
QSO: 14023 CW 2021-04-11 1342 R4SO          599 29     DL6AG         599 28    
QSO: 14023 CW 2021-04-11 1342 R4SO          599 29     K2NV          599 08    
QSO: 14023 CW 2021-04-11 1342 R4SO          599 29     K2NV          599 08    
QSO: 14023 CW 2021-04-11 1343 R4SO          599 29     YO5AXF        599 28    
QSO: 14023 CW 2021-04-11 1343 R4SO          599 29     UW1M          599 29    
QSO: 14023 CW 2021-04-11 1343 R4SO          599 29     PA3DZM        599 27    
QSO: 14023 CW 2021-04-11 1344 R4SO          599 29     DL9LM         599 28    
QSO: 14023 CW 2021-04-11 1345 R4SO          599 29     TM6M          599 27    
QSO: 14023 CW 2021-04-11 1345 R4SO          599 29     UA3RBR        599 29    
QSO: 14023 CW 2021-04-11 1345 R4SO          599 29     YT2RX         599 28    
QSO: 14023 CW 2021-04-11 1346 R4SO          599 29     RD0A          599 32    
QSO: 14023 CW 2021-04-11 1346 R4SO          599 29     OM7AT         599 28    
QSO: 14023 CW 2021-04-11 1346 R4SO          599 29     SP2R          599 28    
QSO: 14023 CW 2021-04-11 1347 R4SO          599 29     HA0BR         599 28    
QSO: 14023 CW 2021-04-11 1347 R4SO          599 29     SM5X          599 18    
QSO: 14023 CW 2021-04-11 1347 R4SO          599 29     DL5CL         599 28    
QSO: 14023 CW 2021-04-11 1348 R4SO          599 29     UA6GO         599 29    
QSO: 14023 CW 2021-04-11 1348 R4SO          599 29     DF5EG         599 28    
QSO: 14023 CW 2021-04-11 1348 R4SO          599 29     DK6YA         599 28    
QSO: 14023 CW 2021-04-11 1349 R4SO          599 29     YO2IS         599 28    
QSO: 14023 CW 2021-04-11 1350 R4SO          599 29     OK2BRQ        599 28    
QSO: 14023 CW 2021-04-11 1351 R4SO          599 29     SL0FTL        599 28    
QSO: 14023 CW 2021-04-11 1351 R4SO          599 29     AA3B          599 08    
QSO: 14023 CW 2021-04-11 1352 R4SO          599 29     DL0FTL        599 28    
QSO: 14023 CW 2021-04-11 1352 R4SO          599 29     DM0A          599 28    
QSO: 14023 CW 2021-04-11 1352 R4SO          599 29     OK4RQ         599 28    
QSO: 14023 CW 2021-04-11 1353 R4SO          599 29     DL1THB        599 28    
