START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: R3AIR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 20M
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: R3AIR
QSO: 14027 CW 2021-04-11 0922 R3AIR         599 29     RD0A          599 32    
QSO: 14000 CW 2021-04-11 0924 R3AIR         599 29     RA9V          599 31    
QSO: 14008 CW 2021-04-11 0925 R3AIR         599 29     OK2TJ         599 28    
QSO: 14011 CW 2021-04-11 0927 R3AIR         599 29     RT9S          599 30    
QSO: 14011 CW 2021-04-11 0927 R3AIR         599 29     RW0A          599 32    
QSO: 14015 CW 2021-04-11 0929 R3AIR         599 29     R0RT          599 32    
QSO: 14031 CW 2021-04-11 0930 R3AIR         599 29     HA8IB         599 28    
QSO: 14052 CW 2021-04-11 0933 R3AIR         599 29     OK7CM         599 28    
QSO: 14060 CW 2021-04-11 0934 R3AIR         599 29     R8OM          599 31    
QSO: 14029 CW 2021-04-11 0935 R3AIR         599 29     RK9CYA        599 30    
QSO: 14051 CW 2021-04-11 0935 R3AIR         599 29     UA9CTT        599 30    
QSO: 14022 CW 2021-04-11 0936 R3AIR         599 29     UA9BA         599 30    
QSO: 14057 CW 2021-04-11 0937 R3AIR         599 29     RA9JM         599 21    
QSO: 14017 CW 2021-04-11 0938 R3AIR         599 29     RA0AY         599 32    
QSO: 14025 CW 2021-04-11 0940 R3AIR         599 29     UD8A          599 30    
QSO: 14023 CW 2021-04-11 0941 R3AIR         599 29     PA0GJV        599 27    
QSO: 14021 CW 2021-04-11 0942 R3AIR         599 29     DL6KVA        599 28    
QSO: 14012 CW 2021-04-11 0945 R3AIR         599 29     RW9AV         599 21    
QSO: 14044 CW 2021-04-11 0947 R3AIR         599 29     RA9SF         599 30    
QSO: 14036 CW 2021-04-11 0948 R3AIR         599 29     OM7LW         599 28    
QSO: 14038 CW 2021-04-11 0949 R3AIR         599 29     RW0AJ         599 32    
QSO: 14040 CW 2021-04-11 0949 R3AIR         599 29     F6AUS         599 27    
QSO: 14020 CW 2021-04-11 0951 R3AIR         599 29     IK6QON        599 28    
QSO: 14020 CW 2021-04-11 0953 R3AIR         599 29     RX9AF         599 30    
QSO: 14005 CW 2021-04-11 0954 R3AIR         599 29     RT9L          599 30    
QSO: 14021 CW 2021-04-11 0955 R3AIR         599 29     RZ8U          599 31    
QSO: 14007 CW 2021-04-11 0959 R3AIR         599 29     LZ3ND         599 28    
QSO: 14009 CW 2021-04-11 1000 R3AIR         599 29     F5NBX         599 27    
QSO: 14012 CW 2021-04-11 1002 R3AIR         599 29     OP4K          599 27    
QSO: 14010 CW 2021-04-11 1002 R3AIR         599 29     YO8AXP        599 28    
QSO: 14016 CW 2021-04-11 1004 R3AIR         599 29     DD2AW         599 28    
QSO: 14013 CW 2021-04-11 1005 R3AIR         599 29     UW1M          599 29    
QSO: 14014 CW 2021-04-11 1006 R3AIR         599 29     YQ6A          599 28    
QSO: 14026 CW 2021-04-11 1009 R3AIR         599 29     F8DFP         599 27    
QSO: 14026 CW 2021-04-11 1011 R3AIR         599 29     EA5CP         599 37    
QSO: 14037 CW 2021-04-11 1012 R3AIR         599 29     EA1CS         599 37    
QSO: 14010 CW 2021-04-11 1013 R3AIR         599 29     SD6F          599 18    
QSO: 14022 CW 2021-04-11 1016 R3AIR         599 29     EA1IQ         599 37    
QSO: 14013 CW 2021-04-11 1018 R3AIR         599 29     HA6NL         599 28    
QSO: 14021 CW 2021-04-11 1019 R3AIR         599 29     DL4YR         599 28    
QSO: 14028 CW 2021-04-11 1020 R3AIR         599 29     EA4OR         599 37    
QSO: 14030 CW 2021-04-11 1021 R3AIR         599 29     9A2AJ         599 28    
QSO: 14037 CW 2021-04-11 1021 R3AIR         599 29     OM8AA         599 28    
QSO: 14019 CW 2021-04-11 1025 R3AIR         599 29     IK0YVV        599 28    
QSO: 14018 CW 2021-04-11 1026 R3AIR         599 29     YO4DG         599 28    
QSO: 14019 CW 2021-04-11 1028 R3AIR         599 29     EI3SE/3       599 39    
QSO: 14023 CW 2021-04-11 1029 R3AIR         599 29     HG4I          599 28    
QSO: 14024 CW 2021-04-11 1030 R3AIR         599 29     YT2ISM        599 28    
QSO: 14025 CW 2021-04-11 1031 R3AIR         599 29     EA2AZ         599 37    
QSO: 14025 CW 2021-04-11 1031 R3AIR         599 29     OZ3SM         599 18    
QSO: 14026 CW 2021-04-11 1032 R3AIR         599 29     DC3CC         599 28    
QSO: 14027 CW 2021-04-11 1032 R3AIR         599 29     RC9J          599 21    
QSO: 14019 CW 2021-04-11 1048 R3AIR         599 29     EC1RS         599 37    
QSO: 14020 CW 2021-04-11 1049 R3AIR         599 29     UP5B          599 30    
QSO: 14021 CW 2021-04-11 1050 R3AIR         599 29     SM2M          599 18    
QSO: 14023 CW 2021-04-11 1052 R3AIR         599 29     OR5T          599 27    
QSO: 14027 CW 2021-04-11 1054 R3AIR         599 29     SM5ACQ        599 18    
QSO: 14030 CW 2021-04-11 1055 R3AIR         599 29     DM0A          599 28    
QSO: 14031 CW 2021-04-11 1056 R3AIR         599 29     PA3DBS        599 27    
QSO: 14031 CW 2021-04-11 1057 R3AIR         599 29     HA5OM         599 28    
QSO: 14032 CW 2021-04-11 1058 R3AIR         599 29     PA3AAV        599 27    
QSO: 14033 CW 2021-04-11 1058 R3AIR         599 29     PE6Q          599 27    
