START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: MN
CALLSIGN: NY0A
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
OPERATORS: NY0A
CATEGORY-ASSISTED: ASSISTED
CLUB: NORTHERN LIGHTS RADIO SOCIETY
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
HQ-CATEGORY: Single Operator, High Power
QSO: 50 PH 2018-06-10 2026 NY0A EN24 N3ALN FM19
QSO: 50 PH 2018-06-10 2021 NY0A EN24 AB3AH FN20
QSO: 50 PH 2018-06-10 2016 NY0A EN24 NE8O FM05
QSO: 50 PH 2018-06-10 1939 NY0A EN24 K5KBV DM95
QSO: 50 PH 2018-06-10 1926 NY0A EN24 K5AM DM54
QSO: 50 PH 2018-06-10 1925 NY0A EN24 W7MRF DM43
QSO: 50 PH 2018-06-10 1914 NY0A EN24 WB2WPM FN02
QSO: 50 PH 2018-06-10 1910 NY0A EN24 VA3TIC FN14
QSO: 50 PH 2018-06-10 1908 NY0A EN24 KB1EFS FN42
QSO: 50 PH 2018-06-10 1907 NY0A EN24 K1BX FN43
QSO: 50 PH 2018-06-10 1903 NY0A EN24 K1KG FN42
QSO: 50 PH 2018-06-10 1856 NY0A EN24 NF3R FN20
QSO: 50 PH 2018-06-10 1853 NY0A EN24 W3EP FN31
QSO: 50 PH 2018-06-10 1850 NY0A EN24 K3MKZ FN21
QSO: 50 PH 2018-06-10 1844 NY0A EN24 N1JEZ FN44
QSO: 50 PH 2018-06-10 1842 NY0A EN24 W1CTN FN31
QSO: 50 PH 2018-06-10 1840 NY0A EN24 AF1T FN43
QSO: 50 PH 2018-06-10 1838 NY0A EN24 WZ8P EN80
QSO: 50 PH 2018-06-10 1833 NY0A EN24 W1GHZ FN34
QSO: 50 PH 2018-06-10 1829 NY0A EN24 K4ZW FM18
QSO: 50 PH 2018-06-10 1828 NY0A EN24 KV1J FN44
QSO: 50 PH 2018-06-10 1826 NY0A EN24 W3EX FN20
QSO: 50 PH 2018-06-10 1824 NY0A EN24 W4IY FM08
QSO: 50 PH 2018-06-10 1823 NY0A EN24 K3ZO FM18
QSO: 50 PH 2018-06-10 1821 NY0A EN24 K0SIX EN35
QSO: 50 PH 2018-06-10 1817 NY0A EN24 W3CCX FN21
QSO: 50 PH 2018-06-10 1811 NY0A EN24 K3UHU FM28
QSO: 50 PH 2018-06-10 1807 NY0A EN24 W2TAG FM29
QSO: 50 PH 2018-06-10 1755 NY0A EN24 N2NT FN20
QSO: 50 PH 2018-06-10 1754 NY0A EN24 KZ2I FM29
QSO: 50 PH 2018-06-10 1751 NY0A EN24 K3MEC FM09
QSO: 50 PH 2018-06-10 1745 NY0A EN24 K2PLF FM19
QSO: 50 PH 2018-06-10 1744 NY0A EN24 W3SO FN00
QSO: 50 PH 2018-06-10 1742 NY0A EN24 K3AJ FM19
QSO: 50 PH 2018-06-10 1741 NY0A EN24 K3EJJ FM19
QSO: 50 PH 2018-06-10 1740 NY0A EN24 WG3C FM19
QSO: 50 PH 2018-06-10 1739 NY0A EN24 N4HB FM17
QSO: 50 PH 2018-06-10 1654 NY0A EN24 WB7PMP EM95
QSO: 50 PH 2018-06-10 1649 NY0A EN24 AA4ZZ EM96
QSO: 50 PH 2018-06-10 1637 NY0A EN24 K4EA EM74
QSO: 50 PH 2018-06-10 1635 NY0A EN24 KC4NX EM75
QSO: 50 PH 2018-06-10 1633 NY0A EN24 KV4VO EM90
QSO: 50 PH 2018-06-10 1628 NY0A EN24 N4PN EM82
QSO: 50 PH 2018-06-10 1620 NY0A EN24 W6SAI EM63
QSO: 50 PH 2018-06-10 1612 NY0A EN24 W3CP EM74
QSO: 50 PH 2018-06-10 1608 NY0A EN24 KC4PX EL98
QSO: 50 PH 2018-06-10 1603 NY0A EN24 WA4GPM EM90
QSO: 50 PH 2018-06-10 1600 NY0A EN24 K2PS EL98
QSO: 50 PH 2018-06-10 1559 NY0A EN24 W4RAA EL99
QSO: 50 PH 2018-06-10 1554 NY0A EN24 K1TO EL87
QSO: 50 PH 2018-06-10 1517 NY0A EN24 WO4O EL98
QSO: 50 PH 2018-06-10 1507 NY0A EN24 N4TWX EL89
QSO: 50 PH 2018-06-10 1456 NY0A EN24 W5ZN EM45
QSO: 50 PH 2018-06-10 1448 NY0A EN24 NU4E EM85
QSO: 50 PH 2018-06-10 1440 NY0A EN24 N4WW EL98
QSO: 50 PH 2018-06-10 1435 NY0A EN24 K5QE EM31
QSO: 50 PH 2018-06-09 2149 NY0A EN24 N0EO EN37
QSO: 50 PH 2018-06-09 2140 NY0A EN24 N0HJZ EN34
QSO: 50 PH 2018-06-09 2114 NY0A EN24 W0UC EN44
END-OF-LOG:
