START-OF-LOG: 3.0
CONTEST: EU-DX
CALLSIGN: HG6C
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1578784
CREATED-BY: UcxLog 8.26
OPERATORS: HA6IAM
NAME: GULYAS IMRE
CLUB: VAROSI RADIOS KLUB EGER
QSO: 14000 CW 2023-02-04 1206 HG6C          599 HU01   SF6W          599 SE12
QSO: 14000 CW 2023-02-04 1207 HG6C          599 HU01   EV6Z          599 29
QSO: 14000 CW 2023-02-04 1208 HG6C          599 HU01   PA4O          599 NL05
QSO: 14000 CW 2023-02-04 1208 HG6C          599 HU01   SM7RYR        599 SE10
QSO: 14000 CW 2023-02-04 1211 HG6C          599 HU01   DK2SY         599 DE07
QSO: 14000 CW 2023-02-04 1211 HG6C          599 HU01   LY5W          599 LT03
QSO: 14000 CW 2023-02-04 1214 HG6C          599 HU01   F/E72T        599 FR06
QSO: 14000 CW 2023-02-04 1214 HG6C          599 HU01   SP1NY         599 PL16
QSO: 14000 CW 2023-02-04 1217 HG6C          599 HU01   F6AGM         599 FR11
QSO: 14000 CW 2023-02-04 1218 HG6C          599 HU01   DL3UB         599 DE09
QSO: 14000 CW 2023-02-04 1221 HG6C          599 HU01   HB9HTF        599 28
QSO: 14000 CW 2023-02-04 1222 HG6C          599 HU01   IK1PMR        599 IT14
QSO: 14000 CW 2023-02-04 1224 HG6C          599 HU01   LZ3M          599 BG04
QSO: 14000 CW 2023-02-04 1224 HG6C          599 HU01   IK2UEX        599 IT11
QSO: 14000 CW 2023-02-04 1226 HG6C          599 HU01   SD6M          599 SE12
QSO: 14000 CW 2023-02-04 1228 HG6C          599 HU01   SM0HRP        599 SE01
QSO: 14000 CW 2023-02-04 1229 HG6C          599 HU01   I6FDJ         599 IT12
QSO: 14000 CW 2023-02-04 1230 HG6C          599 HU01   DK5PD         599 DE11
QSO: 28000 CW 2023-02-04 1232 HG6C          599 HU01   K1LZ          599 8
QSO: 28000 CW 2023-02-04 1234 HG6C          599 HU01   UA9LAO        599 30
QSO: 28000 CW 2023-02-04 1237 HG6C          599 HU01   4K6FO         599 29
QSO: 21000 CW 2023-02-04 1240 HG6C          599 HU01   K3AJ          599 8
QSO: 21000 CW 2023-02-04 1241 HG6C          599 HU01   F5IN          599 FR04
QSO: 21000 CW 2023-02-04 1242 HG6C          599 HU01   LA8HGA        599 18
QSO: 21000 CW 2023-02-04 1244 HG6C          599 HU01   RV3FF         599 29
QSO: 21000 CW 2023-02-04 1245 HG6C          599 HU01   EA1X          599 ES05
QSO: 21000 CW 2023-02-04 1246 HG6C          599 HU01   RN6MA         599 29
QSO: 21000 CW 2023-02-04 1249 HG6C          599 HU01   G0ORH         599 27
QSO: 21000 CW 2023-02-04 1250 HG6C          599 HU01   CR5O          599 PT05
QSO: 21000 CW 2023-02-04 1251 HG6C          599 HU01   RT4M          599 29
QSO: 21000 CW 2023-02-04 1254 HG6C          599 HU01   MM9I          599 27
QSO: 21000 CW 2023-02-04 1254 HG6C          599 HU01   UA7G          599 29
QSO: 21000 CW 2023-02-04 1256 HG6C          599 HU01   4L8A          599 29
QSO: 21000 CW 2023-02-04 1256 HG6C          599 HU01   K9GL          599 8
QSO: 21000 CW 2023-02-04 1258 HG6C          599 HU01   M7DX          599 27
QSO: 21000 CW 2023-02-04 1300 HG6C          599 HU01   RU9LA         599 30
QSO: 14000 CW 2023-02-04 1322 HG6C          599 HU01   NA1NA         599 8
QSO: 14000 CW 2023-02-04 1322 HG6C          599 HU01   KU2M          599 8
QSO: 14000 CW 2023-02-04 1323 HG6C          599 HU01   M4T           599 27
QSO: 14000 CW 2023-02-04 1326 HG6C          599 HU01   PA3DBS        599 NL07
QSO: 14000 CW 2023-02-04 1327 HG6C          599 HU01   EA1X          599 ES05
QSO: 14000 CW 2023-02-04 1328 HG6C          599 HU01   SV1ME         599 GR01
QSO: 14000 CW 2023-02-04 1330 HG6C          599 HU01   DL4ME         599 DE16
QSO: 14000 CW 2023-02-04 1331 HG6C          599 HU01   RM1T          599 29
QSO: 14000 CW 2023-02-04 1333 HG6C          599 HU01   DL3KWF        599 DE09
QSO: 14000 CW 2023-02-04 1334 HG6C          599 HU01   SE4E          599 SE16
QSO: 14000 CW 2023-02-04 1334 HG6C          599 HU01   YO4NF         599 RO02
