START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: SV7CUD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SV7CUD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2010.
QSO:  7045 PH 2010-03-27 0639 SV7CUD        59 EW8DD         59 222
QSO:  7000 PH 2010-03-27 0644 SV7CUD        59 002 YT9C          59 0321
QSO:  7085 PH 2010-03-27 0650 SV7CUD        59 003 SO9Q          59 0532
QSO:  7187 PH 2010-03-27 0657 SV7CUD        59 004 OL0W          59 0332
QSO: 14118 PH 2010-03-27 0703 SV7CUD        59 006 RL3A          59 0150
QSO: 14000 PH 2010-03-27 0705 SV7CUD        59 007 DG3LCH        59 0100
QSO: 14130 PH 2010-03-27 0706 SV7CUD        59 0008 DP3D          59 0498
QSO: 14140 PH 2010-03-27 0707 SV7CUD        59 009 DR1A          59 0248
QSO: 14170 PH 2010-03-27 0712 SV7CUD        59 10 RC3W          59 193
QSO: 14178 PH 2010-03-27 0712 SV7CUD        59 0011 YL7A          59 0342
QSO: 14201 PH 2010-03-27 0717 SV7CUD        59 0012 UA3AGW        59 0149
QSO: 14212 PH 2010-03-27 0724 SV7CUD        59 0013 RG3K          59 0166
QSO: 14000 PH 2010-03-27 0726 SV7CUD        59 104 4L8A          59 202
QSO: 14227 PH 2010-03-27 0727 SV7CUD        59 015 DK2OY         59 0160
QSO: 14236 PH 2010-03-27 0729 SV7CUD        59 0016 OP4K          59 0221
QSO: 14267 PH 2010-03-27 0733 SV7CUD        59 017 EB8AH         59 0197
QSO: 14000 PH 2010-03-27 0734 SV7CUD        59 18 OT5A          59 94
QSO: 14276 PH 2010-03-27 0735 SV7CUD        59 0019 EA3PT         59 0088
QSO: 14286 PH 2010-03-27 0737 SV7CUD        59 021 RT3F          59 0969
QSO: 14000 PH 2010-03-27 0743 SV7CUD        59 023 ED5CJX        59 0414
QSO: 14291 PH 2010-03-27 0743 SV7CUD        59 022 P39P          59 0256
QSO: 14311 PH 2010-03-27 0746 SV7CUD        59 0024 IU9T          59 0430
QSO: 14200 PH 2010-03-27 0748 SV7CUD        59 0025 EA3WD         59 0343
QSO: 21170 PH 2010-03-27 0754 SV7CUD        59 27 RQ9I          59 184
QSO: 21172 PH 2010-03-27 0755 SV7CUD        59 28 RW9TR         59 481
QSO: 21000 PH 2010-03-27 0756 SV7CUD        59 29 RW9DX         59 143
QSO: 21237 PH 2010-03-27 0759 SV7CUD        59 030 UA4HOX        59 0281
QSO: 21000 PH 2010-03-27 0801 SV7CUD        59 031 RW4HP         59 0600
QSO: 21291 PH 2010-03-27 0802 SV7CUD        59 032 CR3A          59 0079
QSO: 21000 PH 2010-03-27 0804 SV7CUD        59 0033 ST2AR         59 0562
QSO: 21000 PH 2010-03-27 0807 SV7CUD        59 34 RK4HYT        59 233
QSO: 21000 PH 2010-03-27 0810 SV7CUD        59 035 A71CV         59 0261
QSO: 21000 PH 2010-03-27 0811 SV7CUD        59 36 RW0CN         59 432
QSO: 21318 PH 2010-03-27 0851 SV7CUD        59 38 RU4WD         59 201
QSO: 21395 PH 2010-03-27 0855 SV7CUD        59 039 RA9FEL        59 138
QSO: 21304 PH 2010-03-27 0900 SV7CUD        59 040 EB8AH         59 0229
QSO: 21000 PH 2010-03-27 0905 SV7CUD        59 041 RV9AZ         59 373
QSO: 21000 PH 2010-03-27 0907 SV7CUD        59 0042 J42T          59 0028
QSO: 21238 PH 2010-03-27 0911 SV7CUD        59 043 CQ3L          59 0556
QSO: 21185 PH 2010-03-27 0913 SV7CUD        59 44 UA9TF         59 147
QSO: 21164 PH 2010-03-27 0916 SV7CUD        59 046 CN2R          59 825
QSO: 21000 PH 2010-03-27 0917 SV7CUD        59 047 CN2BC         59 359
QSO: 21200 PH 2010-03-27 0920 SV7CUD        59 0048 E21YDP        59 0275
QSO: 21153 PH 2010-03-27 0923 SV7CUD        59 49 UA4WKW        59 937
QSO: 21168 PH 2010-03-27 0925 SV7CUD        59 50 UP0L          59 1190
QSO: 21000 PH 2010-03-27 0935 SV7CUD        59 051 UA9AB         59 020
QSO: 21000 PH 2010-03-27 0939 SV7CUD        59 052 EJ6DX         59 0618
QSO: 21258 PH 2010-03-27 0941 SV7CUD        59 0053 EA7RU         59 0159
QSO: 21263 PH 2010-03-27 0945 SV7CUD        59 054 OH8X          59 0725
QSO: 21000 PH 2010-03-27 0956 SV7CUD        59 055 ZX5J          59 629
QSO: 21294 PH 2010-03-27 0958 SV7CUD        59 56 5D5A          59 1143
QSO: 21310 PH 2010-03-27 0958 SV7CUD        59 0057 ZY7C          59 0125
QSO: 21000 PH 2010-03-27 1001 SV7CUD        59 058 UA0SJ         59 432
QSO: 21324 PH 2010-03-27 1003 SV7CUD        59 059 EE2W          59 0518
QSO: 21330 PH 2010-03-27 1004 SV7CUD        59 60 RT4RO         59 725
QSO: 21338 PH 2010-03-27 1007 SV7CUD        59 061 PY5GA         59 0450
QSO: 21392 PH 2010-03-27 1011 SV7CUD        59 062 6W2SC         59 221
QSO: 21192 PH 2010-03-27 1031 SV7CUD        59 0063 PY2MTV        59 0301
QSO: 21263 PH 2010-03-27 1040 SV7CUD        59 064 CR6K          59 0527
QSO: 21000 PH 2010-03-27 1042 SV7CUD        59 65 UP9L          59 827
QSO: 21353 PH 2010-03-27 1050 SV7CUD        59 066 TF8GX         59 082
QSO: 21416 PH 2010-03-27 1058 SV7CUD        59 0067 BG7BAH        59 0324
QSO: 28000 PH 2010-03-27 1103 SV7CUD        59 0068 ZS6QDW        59 0127
QSO: 28000 PH 2010-03-27 1111 SV7CUD        59 0070 ST2AR         59 1063
QSO: 28000 PH 2010-03-27 1354 SV7CUD        59 0071 PY2OE         59 0304
QSO: 28000 PH 2010-03-27 1359 SV7CUD        59 0072 PU2LEP        59 0149
QSO: 28000 PH 2010-03-27 1400 SV7CUD        59 073 CX4DX         59 0148
QSO: 28491 PH 2010-03-27 1403 SV7CUD        59 074 CR3A          59 0156
QSO: 28476 PH 2010-03-27 1411 SV7CUD        59 075 EB8AH         59 0309
QSO: 21416 PH 2010-03-27 1415 SV7CUD        59 0078 LP2F          59 0880
QSO: 21000 PH 2010-03-27 1417 SV7CUD        59 079 EE5J          59 59
QSO: 21000 PH 2010-03-27 1422 SV7CUD        59 0080 EC2DX         59 0516
QSO: 21344 PH 2010-03-27 1808 SV7CUD        59 0082 LP1H          59 1060
QSO: 21409 PH 2010-03-27 1811 SV7CUD        59 0083 6W1SJ         59 0888
QSO:  7163 PH 2010-03-27 1817 SV7CUD        59 084 DP4W          59 0268
QSO:  7160 PH 2010-03-27 1818 SV7CUD        59 085 5B/KC2TIZ     59 0591
QSO:  7157 PH 2010-03-27 1819 SV7CUD        59 086 OE2S          59 1103
QSO:  7150 PH 2010-03-27 1821 SV7CUD        59 087 EA7LL         59 0482
QSO:  7144 PH 2010-03-27 1823 SV7CUD        59 088 IO3J          59 0941
QSO:  7125 PH 2010-03-27 1824 SV7CUD        59 081 UU7J          59 0802
QSO:  7000 PH 2010-03-27 1825 SV7CUD        59 90 OT5A          59 1047
QSO:  7200 PH 2010-03-27 1830 SV7CUD        59 091 E7/S56AA      59 559
QSO:  7000 PH 2010-03-27 1836 SV7CUD        59 092 EW4MM         59 390
QSO:  7068 PH 2010-03-27 1838 SV7CUD        59 93 UP0L          59 2346
QSO:  7050 PH 2010-03-27 1841 SV7CUD        59 094 TM57M         59 0366
QSO: 14250 PH 2010-03-27 1847 SV7CUD        59 095 TM77M         59 1592
QSO:  7000 PH 2010-03-27 1906 SV7CUD        59 016 HG1S          59 0787
QSO:  7057 PH 2010-03-27 1909 SV7CUD        59 097 RL3A          59 0792
QSO:  7080 PH 2010-03-27 1911 SV7CUD        59 0098 OZ7A          59 0422
QSO:  7000 PH 2010-03-27 1913 SV7CUD        59 099 S55M          59 0295
QSO:  7000 PH 2010-03-27 1916 SV7CUD        59 0100 S52ZW         59 0555
QSO:  7000 PH 2010-03-27 1924 SV7CUD        59 101 4L3A          59 521
QSO:  7154 PH 2010-03-27 1933 SV7CUD        59 0103 EA3PT         59 0222
QSO: 14318 PH 2010-03-27 1953 SV7CUD        59 104 GI5K          59 1642
QSO:  3764 PH 2010-03-27 1959 SV7CUD        59 105 C4I           59 0292
QSO:  3740 PH 2010-03-27 2001 SV7CUD        59 0106 SQ8JX         59 0725
QSO:  3737 PH 2010-03-27 2002 SV7CUD        59 0107 EM0X          59 0702
QSO:  3733 PH 2010-03-27 2004 SV7CUD        59 108 RC3W          59 756
QSO:  3719 PH 2010-03-27 2006 SV7CUD        59 109 OL0W          59 0675
QSO:  3687 PH 2010-03-27 2010 SV7CUD        59 110 SV8/SV1JG     59 1000
QSO:  7180 PH 2010-03-27 2025 SV7CUD        59 0111 LY2W          59 0824
QSO:  7157 PH 2010-03-27 2120 SV7CUD        59 0112 RW9USA        59 1011
QSO:  7033 PH 2010-03-28 0217 SV7CUD        59 0159 TO7A          59 3003
QSO: 14000 PH 2010-03-28 0710 SV7CUD        59 113 F5POJ         59 0431
QSO: 14237 PH 2010-03-28 0819 SV7CUD        59 115 TM1W          59 1889
QSO: 14122 PH 2010-03-28 0822 SV7CUD        59 0116 OY6A          59 1405
QSO: 14102 PH 2010-03-28 0824 SV7CUD        59 117 CQ3L          59 2776
QSO: 21000 PH 2010-03-28 0827 SV7CUD        59 118 UN7MMM        59 956
QSO: 21297 PH 2010-03-28 0831 SV7CUD        59 0119 LA9TJA        59 0643
QSO: 14000 PH 2010-03-28 0835 SV7CUD        59 120 OQ4T          59 627
QSO: 14000 PH 2010-03-28 0838 SV7CUD        59 121 EA8LS         59 441
QSO: 14000 PH 2010-03-28 0844 SV7CUD        59 123 ES7GM         59 1077
QSO: 14310 PH 2010-03-28 0851 SV7CUD        59 124 4L3A          59 1573
QSO:  7047 PH 2010-03-28 0855 SV7CUD        59 0125 YT2AAA        59 1153
QSO:  7160 PH 2010-03-28 0858 SV7CUD        59 126 HG2W          59 0626
QSO: 21000 PH 2010-03-28 0904 SV7CUD        59 127 ES2MC         59 244
QSO: 14343 PH 2010-03-28 0928 SV7CUD        59 128 RW3DU         59 1157
QSO: 14329 PH 2010-03-28 0930 SV7CUD        59 129 IW1QN         59 0584
QSO: 14309 PH 2010-03-28 0932 SV7CUD        59 0130 ZY7C          59 1981
QSO: 14000 PH 2010-03-28 0934 SV7CUD        59 131 UA3R          59 1354
QSO: 14000 PH 2010-03-28 0939 SV7CUD        59 0132 US8IBS        59 0321
QSO: 14155 PH 2010-03-28 0942 SV7CUD        59 133 RX6AM         59 967
QSO: 14115 PH 2010-03-28 0946 SV7CUD        59 0135 UT7E          59 1538
QSO: 21000 PH 2010-03-28 0949 SV7CUD        59 136 EA1EA         59 0545
QSO: 21333 PH 2010-03-28 0950 SV7CUD        59 137 CT3HF         59 0308
QSO: 21000 PH 2010-03-28 0952 SV7CUD        59 138 6V7M          59 1349
QSO: 21252 PH 2010-03-28 0953 SV7CUD        59 139 CT1JLZ        59 3140
QSO: 21251 PH 2010-03-28 0956 SV7CUD        59 0140 EI4CF         59 0351
QSO: 21000 PH 2010-03-28 0958 SV7CUD        59 141 RK3DZH        59 1009
QSO: 28473 PH 2010-03-28 1002 SV7CUD        59 142 UP0L          59 3791
QSO:  7098 PH 2010-03-28 1006 SV7CUD        59 0143 SN3S          59 0777
QSO:  7103 PH 2010-03-28 1007 SV7CUD        59 144 SP4TKR        59 1080
QSO:  7000 PH 2010-03-28 1010 SV7CUD        59 145 YU6DX         59 0491
QSO: 14129 PH 2010-03-28 1013 SV7CUD        59 0140 EH7Z          59 0600
QSO: 14000 PH 2010-03-28 1015 SV7CUD        59 147 CN2BC         59 1381
QSO: 14000 PH 2010-03-28 1021 SV7CUD        59 148 PI65BRD       59 1297
QSO: 14170 PH 2010-03-28 1026 SV7CUD        59 150 SO9Q          59 2684
QSO: 14176 PH 2010-03-28 1028 SV7CUD        59 151 GM3WOJ        59 0885
QSO: 21210 PH 2010-03-28 1535 SV7CUD        59 0152 KC3R          59 2928
QSO: 21311 PH 2010-03-28 1539 SV7CUD        59 0153 WY3P          59 2954
QSO: 21000 PH 2010-03-28 1543 SV7CUD        59 0154 PQ5B          59 3010
QSO: 21000 PH 2010-03-28 1620 SV7CUD        59 0157 ZS6BRZ        59 0950
QSO: 21183 PH 2010-03-28 1628 SV7CUD        59 158 ZS9Z          59 783
QSO: 21000 PH 2010-03-28 1634 SV7CUD        59 159 EF7A          59 298
QSO: 21000 PH 2010-03-28 1637 SV7CUD        59 160 CT2IOV        59 215
QSO: 21296 PH 2010-03-28 1650 SV7CUD        59 161 WP2Z          59 2707
QSO: 21260 PH 2010-03-28 1653 SV7CUD        59 0162 CR6P          59 0636
QSO: 21200 PH 2010-03-28 1656 SV7CUD        59 0163 LO7H          59 1251
QSO: 21200 PH 2010-03-28 1658 SV7CUD        59 164 KP2TM         59 1634
QSO: 21364 PH 2010-03-28 1701 SV7CUD        59 165 ED1R          59 2774
QSO: 21278 PH 2010-03-28 1709 SV7CUD        59 166 5C5W          59 899
QSO: 21000 PH 2010-03-28 1712 SV7CUD        59 0167 PY3DX         59 1624
QSO: 21220 PH 2010-03-28 1716 SV7CUD        59 168 NQ4I          59 1446
QSO: 21278 PH 2010-03-28 1726 SV7CUD        59 169 PJ2/OH1VR     59 1436
QSO: 21000 PH 2010-03-28 1729 SV7CUD        59 170 EH1K          59 290
QSO: 21000 PH 2010-03-28 1734 SV7CUD        59 0171 PW2B          59 1062
QSO: 21000 PH 2010-03-28 1736 SV7CUD        59 172 EF9K          59 0194
QSO: 21000 PH 2010-03-28 1740 SV7CUD        59 173 PY2NA         59 669
QSO: 21295 PH 2010-03-28 1758 SV7CUD        59 0175 AN1A          59 0340
QSO: 21300 PH 2010-03-28 1758 SV7CUD        59 0174 PY5RB         59 0349
QSO: 21272 PH 2010-03-28 1801 SV7CUD        59 0177 V25Y          59 3389
QSO: 21203 PH 2010-03-28 1805 SV7CUD        59 0178 AN5E          59 0348
QSO: 21000 PH 2010-03-28 1806 SV7CUD        59 179 EA7CWA        59 047
QSO: 21217 PH 2010-03-28 1951 SV7CUD        59 0180 WX3B          59 0964
QSO: 21212 PH 2010-03-28 1952 SV7CUD        59 0181 KP3Z          59 4198
QSO: 21441 PH 2010-03-28 1957 SV7CUD        59 182 PJ2T          59 2549
QSO: 21321 PH 2010-03-28 2008 SV7CUD        59 184 W6XR          59 433
QSO: 21209 PH 2010-03-28 2024 SV7CUD        59 185 KD4D          59 1135
