START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: WI
CALLSIGN: KC0UDO
CATEGORY-MODE: MIXED
CATEGORY-BAND: VHF-3-BAND
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
OPERATORS: KC0UDO
HQ-CATEGORY: Single Operator, 3 Band
HQ-GRID-LOCATOR: EN36WQ
QSO: 50 DG 2020-06-15 0259 KC0UDO EN36 NC6K DM13
QSO: 50 DG 2020-06-15 0253 KC0UDO EN36 WT0DX DM79
QSO: 50 DG 2020-06-15 0247 KC0UDO EN36 AA7A DM43
QSO: 50 DG 2020-06-15 0244 KC0UDO EN36 K9AVT DN61
QSO: 50 DG 2020-06-15 0232 KC0UDO EN36 WT1L DM33
QSO: 50 DG 2020-06-15 0218 KC0UDO EN36 WY7AA DN71
QSO: 50 DG 2020-06-15 0215 KC0UDO EN36 AC5O EL49
QSO: 50 DG 2020-06-15 0208 KC0UDO EN36 WB7CJO DN71
QSO: 50 DG 2020-06-15 0203 KC0UDO EN36 WD5G EM15
QSO: 50 DG 2020-06-15 0157 KC0UDO EN36 KM7W DN45
QSO: 50 DG 2020-06-15 0155 KC0UDO EN36 K7RE DN84
QSO: 50 DG 2020-06-15 0153 KC0UDO EN36 K7TM DN17
QSO: 50 DG 2020-06-15 0145 KC0UDO EN36 KD5JHE EM54
QSO: 50 DG 2020-06-15 0142 KC0UDO EN36 K0BJ DM99
QSO: 50 PH 2020-06-15 0139 KC0UDO EN36 N0IY EN36
QSO: 50 DG 2020-06-15 0126 KC0UDO EN36 KG5JJ EM26
QSO: 50 DG 2020-06-15 0124 KC0UDO EN36 K9DR DN62
QSO: 50 DG 2020-06-15 0121 KC0UDO EN36 K6RO DM03
QSO: 50 DG 2020-06-15 0117 KC0UDO EN36 N6QQ DM03
QSO: 50 DG 2020-06-15 0113 KC0UDO EN36 XE2NBW DL95
QSO: 50 DG 2020-06-15 0112 KC0UDO EN36 W5ZN EM45
QSO: 50 DG 2020-06-15 0101 KC0UDO EN36 K4KPW EM73
QSO: 50 DG 2020-06-15 0100 KC0UDO EN36 W9OJ EM69
QSO: 50 DG 2020-06-15 0057 KC0UDO EN36 N4AHJ EM63
QSO: 50 DG 2020-06-15 0054 KC0UDO EN36 N8AID FM07
QSO: 50 DG 2020-06-15 0051 KC0UDO EN36 K9SPH FN10
QSO: 50 DG 2020-06-15 0042 KC0UDO EN36 N9XG EN60
QSO: 50 DG 2020-06-15 0036 KC0UDO EN36 N8BJQ EN80
QSO: 50 DG 2020-06-15 0026 KC0UDO EN36 AA4V FM02
QSO: 50 DG 2020-06-15 0022 KC0UDO EN36 K9EA EN71
QSO: 50 PH 2020-06-15 0017 KC0UDO EN36 AB4B EM64
QSO: 50 DG 2020-06-15 0008 KC0UDO EN36 K1LT EM89
QSO: 50 DG 2020-06-15 0006 KC0UDO EN36 K8KS EN82
QSO: 50 DG 2020-06-15 0001 KC0UDO EN36 AJ9C EN70
QSO: 50 DG 2020-06-14 2357 KC0UDO EN36 CF2FO FN35
QSO: 50 DG 2020-06-14 2351 KC0UDO EN36 KB8U EN71
QSO: 50 DG 2020-06-14 2349 KC0UDO EN36 KB8ZR EM79
QSO: 50 DG 2020-06-14 2347 KC0UDO EN36 K8BL EN91
QSO: 50 DG 2020-06-14 2344 KC0UDO EN36 WA3EKL FM19
QSO: 50 DG 2020-06-14 2341 KC0UDO EN36 N8GA EN80
QSO: 50 DG 2020-06-14 2340 KC0UDO EN36 KC8YDS EN91
QSO: 50 DG 2020-06-14 2338 KC0UDO EN36 W6YTG FM19
QSO: 50 PH 2020-06-14 2335 KC0UDO EN36 N0RCT EN36
QSO: 50 DG 2020-06-14 2336 KC0UDO EN36 K1LO FN42
QSO: 50 DG 2020-06-14 2334 KC0UDO EN36 KD5M EM60
QSO: 50 DG 2020-06-14 2323 KC0UDO EN36 WA4CQG EM72
QSO: 50 PH 2020-06-14 2319 KC0UDO EN36 WA1T FN43
QSO: 50 PH 2020-06-14 2315 KC0UDO EN36 K9GX EM78
QSO: 50 PH 2020-06-14 2315 KC0UDO EN36 WB4WXE EM74
QSO: 50 PH 2020-06-14 2312 KC0UDO EN36 K1BX FN43
QSO: 50 PH 2020-06-14 2309 KC0UDO EN36 K3ZO FM18
QSO: 50 PH 2020-06-14 2305 KC0UDO EN36 N3JT FM18
QSO: 50 PH 2020-06-14 2252 KC0UDO EN36 K9RS FM29
QSO: 50 PH 2020-06-14 2251 KC0UDO EN36 WF1L FM28
QSO: 50 PH 2020-06-14 2250 KC0UDO EN36 K2LOU FN20
QSO: 50 PH 2020-06-14 2248 KC0UDO EN36 N3NGE FN20
QSO: 50 PH 2020-06-14 2246 KC0UDO EN36 W3EKT FM19
QSO: 50 DG 2020-06-14 2242 KC0UDO EN36 WA2FGK FN21
QSO: 50 DG 2020-06-14 2240 KC0UDO EN36 WA3NUF FN20
QSO: 50 DG 2020-06-14 2237 KC0UDO EN36 W2IRT FN20
QSO: 50 DG 2020-06-14 2234 KC0UDO EN36 N1GUV FN31
QSO: 50 DG 2020-06-14 2232 KC0UDO EN36 NJ7A DN30
QSO: 50 DG 2020-06-14 2225 KC0UDO EN36 K7ULS DN41
QSO: 50 DG 2020-06-14 2211 KC0UDO EN36 NG7M DN31
QSO: 50 DG 2020-06-14 2141 KC0UDO EN36 K7MT DN46
QSO: 50 DG 2020-06-14 2136 KC0UDO EN36 K0KUK EN35
QSO: 50 DG 2020-06-14 2026 KC0UDO EN36 N1CLG FN41
QSO: 50 DG 2020-06-14 2019 KC0UDO EN36 WZ1V FN31
QSO: 50 DG 2020-06-14 2014 KC0UDO EN36 W1VT FN31
QSO: 50 DG 2020-06-14 2012 KC0UDO EN36 K2TV FN30
QSO: 50 DG 2020-06-14 2008 KC0UDO EN36 KA2BPP FN30
QSO: 50 DG 2020-06-14 1956 KC0UDO EN36 K2TXB FN20
QSO: 50 DG 2020-06-14 1953 KC0UDO EN36 N3MK FM27
QSO: 50 DG 2020-06-14 1939 KC0UDO EN36 K7HLN DN36
QSO: 50 DG 2020-06-14 1933 KC0UDO EN36 W3KM FN20
QSO: 50 DG 2020-06-14 1926 KC0UDO EN36 K3JGJ FM29
QSO: 50 DG 2020-06-14 1921 KC0UDO EN36 K3QIA FN11
QSO: 50 DG 2020-06-14 1916 KC0UDO EN36 K3AJ FM19
QSO: 50 DG 2020-06-14 1915 KC0UDO EN36 W2QO FM29
QSO: 50 PH 2020-06-14 1909 KC0UDO EN36 N0VRM EN36
QSO: 50 DG 2020-06-14 1906 KC0UDO EN36 W7MRF DM44
QSO: 50 DG 2020-06-14 1902 KC0UDO EN36 NR7T DM38
QSO: 50 DG 2020-06-14 1858 KC0UDO EN36 W7KNT DN26
QSO: 50 DG 2020-06-14 1854 KC0UDO EN36 WA7DUH DN06
QSO: 50 DG 2020-06-14 1853 KC0UDO EN36 K7CA DM26
QSO: 50 DG 2020-06-14 1840 KC0UDO EN36 VE6SH DO21
QSO: 50 DG 2020-06-14 1838 KC0UDO EN36 W3RFC FM19
QSO: 50 DG 2020-06-14 1835 KC0UDO EN36 W7CXX DM37
QSO: 50 DG 2020-06-14 1750 KC0UDO EN36 KN4CNU EM75
QSO: 50 DG 2020-06-14 1744 KC0UDO EN36 AG4W EM64
QSO: 50 DG 2020-06-14 1742 KC0UDO EN36 N4AB EM85
QSO: 50 DG 2020-06-14 1741 KC0UDO EN36 N4AMY EM95
QSO: 50 DG 2020-06-14 1733 KC0UDO EN36 K4ZIN EM65
QSO: 50 DG 2020-06-14 1727 KC0UDO EN36 K4VBM EM73
QSO: 50 DG 2020-06-14 1722 KC0UDO EN36 VE6TN DO30
QSO: 50 DG 2020-06-14 1714 KC0UDO EN36 AA0CW DM58
QSO: 50 DG 2020-06-14 1708 KC0UDO EN36 AI5P DM65
QSO: 50 DG 2020-06-14 1706 KC0UDO EN36 VA6ZO DO32
QSO: 50 DG 2020-06-14 1702 KC0UDO EN36 VE5UF DO62
QSO: 50 DG 2020-06-14 1701 KC0UDO EN36 VA6RCN DO33
QSO: 50 DG 2020-06-14 1657 KC0UDO EN36 VE6TA DO33
QSO: 50 DG 2020-06-14 1655 KC0UDO EN36 K0NR DM78
QSO: 50 DG 2020-06-14 1654 KC0UDO EN36 AA5B DM64
QSO: 50 DG 2020-06-14 1644 KC0UDO EN36 KC4GCK EM74
QSO: 50 DG 2020-06-14 1642 KC0UDO EN36 W3CP EM74
