START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
LOCATION: VA
CALLSIGN: KJ4OAP
CATEGORY-MODE: MIXED
CATEGORY-BAND: VHF-3-BAND
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
CLUB: Blacksburg Amateur Radio Society
OPERATORS: KJ4OAP
HQ-CATEGORY: Single Operator, 3 Band
HQ-GRID-LOCATOR: EM97QI
QSO: 50 PH 2020-06-13 2104 KJ4OAP EM97 WA4LPR EM97
QSO: 50 PH 2020-06-13 2108 KJ4OAP EM97 K1PQ FN55
QSO: 50 PH 2020-06-13 2143 KJ4OAP EM97 NI4E EM96
QSO: 144 FM 2020-06-13 2146 KJ4OAP EM97 KR8N EM97
QSO: 144 FM 2020-06-13 2329 KJ4OAP EM97 W4YN EM97
QSO: 144 FM 2020-06-13 2331 KJ4OAP EM97 KO4CMP EM97
QSO: 144 FM 2020-06-13 2336 KJ4OAP EM97 KE4RGY EM97
QSO: 50 PH 2020-06-13 2348 KJ4OAP EM97 K4RCA FM06
QSO: 144 FM 2020-06-13 2350 KJ4OAP EM97 K4RCA FM06
QSO: 50 PH 2020-06-14 0010 KJ4OAP EM97 KJ4ZYB FM07
QSO: 144 FM 2020-06-14 0014 KJ4OAP EM97 KJ4ZYB FM07
QSO: 432 FM 2020-06-14 0016 KJ4OAP EM97 KJ4ZYB FM07
QSO: 50 PH 2020-06-14 0024 KJ4OAP EM97 N1YCQ FN41
QSO: 50 PH 2020-06-14 0029 KJ4OAP EM97 WA1Z FN42
QSO: 50 PH 2020-06-14 0030 KJ4OAP EM97 N1WRK FN41
QSO: 50 PH 2020-06-14 0038 KJ4OAP EM97 W4YN EM97
QSO: 432 FM 2020-06-14 0039 KJ4OAP EM97 W4YN EM97
QSO: 50 PH 2020-06-14 0058 KJ4OAP EM97 VE3IQZ FN04
QSO: 50 PH 2020-06-14 0100 KJ4OAP EM97 W1TAM FN34
QSO: 50 PH 2020-06-14 0200 KJ4OAP EM97 WK9U EN65
QSO: 50 PH 2020-06-14 0204 KJ4OAP EM97 K9OM EN65
QSO: 50 PH 2020-06-14 0205 KJ4OAP EM97 AA4ZZ EM96
QSO: 50 PH 2020-06-14 0211 KJ4OAP EM97 KZ9O EN46
QSO: 50 PH 2020-06-14 0220 KJ4OAP EM97 KC9BKA EN64
QSO: 50 PH 2020-06-14 0222 KJ4OAP EM97 WV4L FM07
QSO: 144 FM 2020-06-14 0229 KJ4OAP EM97 K4HZ EM97
QSO: 144 FM 2020-06-14 0230 KJ4OAP EM97 WV4L FM07
QSO: 144 FM 2020-06-14 0238 KJ4OAP EM97 KD4ADL EM97
QSO: 50 PH 2020-06-14 0242 KJ4OAP EM97 KD4ADL EM97
QSO: 50 PH 2020-06-14 0247 KJ4OAP EM97 K0AWU EN37
QSO: 50 PH 2020-06-14 0255 KJ4OAP EM97 N9NE EN54
QSO: 50 PH 2020-06-14 0305 KJ4OAP EM97 K0SIX EN35
QSO: 50 PH 2020-06-14 0311 KJ4OAP EM97 KF4YLM EM97
QSO: 50 PH 2020-06-14 0336 KJ4OAP EM97 N3KN EM97
QSO: 50 PH 2020-06-14 0340 KJ4OAP EM97 WA4ZRP EM97
QSO: 50 PH 2020-06-14 0342 KJ4OAP EM97 K4TRT EM97
QSO: 50 PH 2020-06-14 1114 KJ4OAP EM97 K1GG EM97
QSO: 144 FM 2020-06-14 1116 KJ4OAP EM97 K1GG EM97
QSO: 50 PH 2020-06-14 1121 KJ4OAP EM97 W4APP EM96
QSO: 144 PH 2020-06-14 1205 KJ4OAP EM97 AA4ZZ EM96
QSO: 432 FM 2020-06-14 1207 KJ4OAP EM97 AA4ZZ EM96
QSO: 144 PH 2020-06-14 1211 KJ4OAP EM97 NC4ME EM96
QSO: 144 PH 2020-06-14 1213 KJ4OAP EM97 N1GC EM95
QSO: 144 PH 2020-06-14 1214 KJ4OAP EM97 K4WWA FM06
QSO: 144 PH 2020-06-14 1215 KJ4OAP EM97 AB3C EM95
QSO: 144 PH 2020-06-14 1220 KJ4OAP EM97 W4IY FM08
QSO: 432 PH 2020-06-14 1223 KJ4OAP EM97 W4IY FM08
QSO: 50 PH 2020-06-14 1238 KJ4OAP EM97 W4IY FM08
QSO: 144 FM 2020-06-14 1330 KJ4OAP EM97 NI4E EM96
QSO: 50 PH 2020-06-14 1337 KJ4OAP EM97 N1JD FN44
QSO: 50 PH 2020-06-14 1339 KJ4OAP EM97 WS4W FM06
QSO: 50 PH 2020-06-14 1340 KJ4OAP EM97 N1JEZ FN44
QSO: 50 PH 2020-06-14 1341 KJ4OAP EM97 NA4L EM96
QSO: 50 PH 2020-06-14 1425 KJ4OAP EM97 K5NZ EM20
QSO: 50 PH 2020-06-14 1430 KJ4OAP EM97 K5WLT EL19
QSO: 50 PH 2020-06-14 1432 KJ4OAP EM97 N4LAZ EM95
QSO: 50 PH 2020-06-14 1440 KJ4OAP EM97 K2SD EM96
END-OF-LOG:
