START-OF-LOG: 3.0
CALLSIGN: N4ARO
CATEGORY-OVERLAY: TB-WIRES
LOCATION: TN
CLAIMED-SCORE: 351819
CLUB: TENNESSEE CONTEST GROUP
CONTEST: CQ-WPX-CW
CREATED-BY: CQPWIN VER. 10.5
NAME: DICK CHURCH
OPERATORS: N4ARO
SOAPBOX: Great contest, enjoy using simple wire antennas and low power.
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 14000 CW 2009-05-30 0000 N4ARO      599    1 CN3A       599    1
QSO: 14000 CW 2009-05-30 0001 N4ARO      599    2 NR4M       599    8
QSO: 14000 CW 2009-05-30 0002 N4ARO      599    3 W1FJ       599    3
QSO: 14000 CW 2009-05-30 0008 N4ARO      599    4 VA2WDQ     599   17
QSO: 14000 CW 2009-05-30 0010 N4ARO      599    5 W8MJ       599   22
QSO: 14000 CW 2009-05-30 0010 N4ARO      599    6 WE3C       599   28
QSO: 14000 CW 2009-05-30 0012 N4ARO      599    7 G1A        599   46
QSO: 14000 CW 2009-05-30 0014 N4ARO      599    8 NZ1U       599   25
QSO: 14000 CW 2009-05-30 0014 N4ARO      599    9 K1AR       599   27
QSO: 14000 CW 2009-05-30 0015 N4ARO      599   10 VE3YAA     599   27
QSO: 14000 CW 2009-05-30 0016 N4ARO      599   11 OL0W       599   24
QSO: 14000 CW 2009-05-30 0018 N4ARO      599   12 NG3R       599   42
QSO: 14000 CW 2009-05-30 0022 N4ARO      599   13 IU9T       599   43
QSO: 14000 CW 2009-05-30 0024 N4ARO      599   14 8P5A       599   80
QSO: 14000 CW 2009-05-30 0026 N4ARO      599   15 WR3Z       599   49
QSO: 14000 CW 2009-05-30 0030 N4ARO      599   16 KM7W       599   51
QSO: 14000 CW 2009-05-30 0031 N4ARO      599   17 UU7J       599   67
QSO: 14000 CW 2009-05-30 0032 N4ARO      599   18 NT1A       599   16
QSO: 14000 CW 2009-05-30 0033 N4ARO      599   19 VE3OI      599   27
QSO: 14000 CW 2009-05-30 0039 N4ARO      599   20 WD5K       599   38
QSO: 14000 CW 2009-05-30 0040 N4ARO      599   21 VE3EJ      599   74
QSO: 14000 CW 2009-05-30 0042 N4ARO      599   22 KR4Z       599   60
QSO: 14000 CW 2009-05-30 0044 N4ARO      599   23 NN5J       599   91
QSO: 14000 CW 2009-05-30 0045 N4ARO      599   24 EA4KA      599   87
QSO: 14000 CW 2009-05-30 0046 N4ARO      599   25 AB1HZ      599  100
QSO: 14000 CW 2009-05-30 0048 N4ARO      599   26 XO0ICE/2   599    6
QSO: 14000 CW 2009-05-30 0049 N4ARO      599   27 NK7U       599   84
QSO: 14000 CW 2009-05-30 0050 N4ARO      599   28 WA6O       599   77
QSO: 14000 CW 2009-05-30 0052 N4ARO      599   29 K6UW       599   66
QSO: 14000 CW 2009-05-30 0053 N4ARO      599   30 KT5J       599  122
QSO: 14000 CW 2009-05-30 0054 N4ARO      599   31 NW6H       599   22
QSO: 14000 CW 2009-05-30 0056 N4ARO      599   32 HK1X       599  135
QSO: 14000 CW 2009-05-30 0057 N4ARO      599   33 IR9Y       599  125
