START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: IV3FSG
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IV3FSG
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2012.
QSO: 28083 RY 2012-09-30 1212 IV3FSG        599 15 DX CT3DZ         599 33 DX
QSO: 28089 RY 2012-09-30 1213 IV3FSG        599 15 DX K4UTE         599 5 FL
QSO: 28091 RY 2012-09-30 1216 IV3FSG        599 15 DX KC4HW         599 4 AL
QSO: 28086 RY 2012-09-30 1236 IV3FSG        599 15 DX N9WKW         599 05 IN
QSO: 28091 RY 2012-09-30 1245 IV3FSG        599 15 DX VE2EBK        599 05 QC
QSO: 28000 RY 2012-09-30 1251 IV3FSG        599 15 DX K3NK          599 05 PA
QSO: 28101 RY 2012-09-30 1252 IV3FSG        599 15 DX S50XX         599 15 DX
QSO: 28101 RY 2012-09-30 1255 IV3FSG        599 15 DX K5DHY         599 04 TX
QSO: 28000 RY 2012-09-30 1256 IV3FSG        599 15 DX KC0DEB        599 04 KS
QSO: 28102 RY 2012-09-30 1256 IV3FSG        599 15 DX W6HGF         599 05 VA
QSO: 28101 RY 2012-09-30 1300 IV3FSG        599 15 DX N3AM          599 05 MD
QSO: 28101 RY 2012-09-30 1302 IV3FSG        599 15 DX W4GDG         599 05 VA
QSO: 28085 RY 2012-09-30 1308 IV3FSG        599 15 DX VA2UP         599 05 QC
QSO: 28084 RY 2012-09-30 1310 IV3FSG        599 15 DX W4DXX         599 05 GA
QSO: 28084 RY 2012-09-30 1321 IV3FSG        599 15 DX W1DX          599 05 CT
QSO: 28087 RY 2012-09-30 1326 IV3FSG        599 15 DX K8UT          599 04 MI
QSO: 28088 RY 2012-09-30 1329 IV3FSG        599 15 DX VY2SS         599 05 PEI
QSO: 28087 RY 2012-09-30 1411 IV3FSG        599 15 DX WA1N          599 05 NH
QSO: 28089 RY 2012-09-30 1411 IV3FSG        599 15 DX KC0BMF        599 04 IA
QSO: 28000 RY 2012-09-30 1418 IV3FSG        599 15 DX R9FA          599 17 DX
QSO: 21081 RY 2012-09-30 1430 IV3FSG        599 15 DX AA5AU         599 4 LA
QSO: 21081 RY 2012-09-30 1431 IV3FSG        599 15 DX SM2BJS        599 14 DX
QSO: 21085 RY 2012-09-30 1436 IV3FSG        599 15 DX VY2/WC3O      599 5 PE
QSO: 21091 RY 2012-09-30 1440 IV3FSG        599 15 DX WX6V          599 03 CA
QSO: 21000 RY 2012-09-30 1442 IV3FSG        599 15 DX TF3G          599 40 TF
QSO: 21090 RY 2012-09-30 1444 IV3FSG        599 15 DX UT8IM         599 16 DX
QSO: 21091 RY 2012-09-30 1445 IV3FSG        599 15 DX N5KWN         599 04 TX
QSO: 21000 RY 2012-09-30 1446 IV3FSG        599 15 DX OH8KA         599 15 DX
QSO: 21091 RY 2012-09-30 1447 IV3FSG        599 15 DX S50XX         599 15 DX
QSO: 21000 RY 2012-09-30 1449 IV3FSG        599 15 DX W2SZ          599 05 NY
QSO: 21091 RY 2012-09-30 1450 IV3FSG        599 15 DX OH4KZM        599 15 DX
QSO: 21091 RY 2012-09-30 1451 IV3FSG        599 15 DX WS6X          599 03 CA
QSO: 21092 RY 2012-09-30 1451 IV3FSG        599 15 DX K5WI          599 4 TX
QSO: 21000 RY 2012-09-30 1453 IV3FSG        599 15 DX W4IR          599 05 FL
QSO: 21090 RY 2012-09-30 1454 IV3FSG        599 15 DX UR5IHD        599 16 DX
QSO: 21090 RY 2012-09-30 1455 IV3FSG        599 15 DX UX4E          599 16 DX
QSO: 21092 RY 2012-09-30 1455 IV3FSG        599 15 DX KK4R          599 05 VA
QSO: 21090 RY 2012-09-30 1456 IV3FSG        599 15 DX N4AU          599 04 AL
QSO: 21091 RY 2012-09-30 1501 IV3FSG        599 15 DX KZ5A          599 04 TX
QSO: 21091 RY 2012-09-30 1503 IV3FSG        599 15 DX EA5DKU        599 14 DX
QSO: 21000 RY 2012-09-30 1504 IV3FSG        599 15 DX YU2A          599 15 DX
QSO: 21091 RY 2012-09-30 1508 IV3FSG        599 15 DX KR2E          599 03 AZ
QSO: 21091 RY 2012-09-30 1508 IV3FSG        599 15 DX NT0F          599 04 IA
QSO: 21000 RY 2012-09-30 1509 IV3FSG        599 15 DX IK2VTJ        599 15 DX
QSO: 21093 RY 2012-09-30 1510 IV3FSG        599 15 DX NS0M          599 4 MO
QSO: 21080 RY 2012-09-30 1513 IV3FSG        599 15 DX OH2JLN        599 15 DX
QSO: 21091 RY 2012-09-30 1514 IV3FSG        599 15 DX K0CMA         599 04 MO
QSO: 21091 RY 2012-09-30 1514 IV3FSG        599 15 DX UN6QC         599 17 DX
QSO: 21090 RY 2012-09-30 1518 IV3FSG        599 15 DX OM6RK         599 15 DX
QSO: 21000 RY 2012-09-30 1521 IV3FSG        599 15 DX UN7EG         599 17 DX
QSO: 21079 RY 2012-09-30 1522 IV3FSG        599 15 DX UA4HBM        599 16 DX
QSO: 21091 RY 2012-09-30 1523 IV3FSG        599 15 DX K9OM          599 04 WI
QSO: 21092 RY 2012-09-30 1523 IV3FSG        599 15 DX LA3BPA        599 14 DX
QSO: 21000 RY 2012-09-30 1524 IV3FSG        599 15 DX YT2U          599 15 DX
QSO: 21090 RY 2012-09-30 1525 IV3FSG        599 15 DX VE3MCF        599 04 ON
QSO: 21090 RY 2012-09-30 1527 IV3FSG        599 15 DX RA1ALC        599 16 DX
QSO: 21088 RY 2012-09-30 1528 IV3FSG        599 15 DX W0GLB         599 04 CO
QSO: 21091 RY 2012-09-30 1529 IV3FSG        599 15 DX W6ZL          599 03 CA
QSO: 21080 RY 2012-09-30 1530 IV3FSG        599 15 DX DM3HZN        599 14 DX
QSO: 21000 RY 2012-09-30 1531 IV3FSG        599 14 DX AA4V          599 05 SC
QSO: 21091 RY 2012-09-30 1532 IV3FSG        599 15 DX KJ4OAS        599 05 VA
QSO: 21000 RY 2012-09-30 1534 IV3FSG        599 15 DX R3VA          599 16 DX
QSO: 21091 RY 2012-09-30 1534 IV3FSG        599 15 DX VE3KAO        599 04 ON
QSO: 21090 RY 2012-09-30 1535 IV3FSG        599 15 DX LA5LJA        599 14 DX
QSO: 21091 RY 2012-09-30 1535 IV3FSG        599 15 DX IV3TMV        599 15 DX
QSO: 21091 RY 2012-09-30 1535 IV3FSG        599 15 DX RZ3Z          599 16 DX
QSO: 21091 RY 2012-09-30 1537 IV3FSG        599 15 DX K3GP          599 4 OH
QSO: 21091 RY 2012-09-30 1537 IV3FSG        599 15 DX N1IA          599 05 NY
QSO: 21090 RY 2012-09-30 1542 IV3FSG        599 15 DX RG5A          599 16 DX
QSO: 21083 RY 2012-09-30 1544 IV3FSG        599 15 DX UA4HJ         599 16 DX
QSO: 21091 RY 2012-09-30 1544 IV3FSG        599 15 DX RW0A          599 18 DX
QSO: 21091 RY 2012-09-30 1546 IV3FSG        599 15 DX KZ2R          599 5 NY
QSO: 21091 RY 2012-09-30 1552 IV3FSG        599 15 DX K5QR          599 04 TX
QSO: 21000 RY 2012-09-30 1556 IV3FSG        599 15 DX UA9UKL        599 18 DX
QSO: 21090 RY 2012-09-30 1558 IV3FSG        599 15 DX EA2RE         599 14 DX
QSO: 21091 RY 2012-09-30 1600 IV3FSG        599 15 DX R3VL          599 16 DX
QSO: 21090 RY 2012-09-30 1603 IV3FSG        599 15 DX KI4SP         599 04 AL
QSO: 21090 RY 2012-09-30 1604 IV3FSG        599 15 DX EM2G          599 16 DX
