START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: M2J
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR:
CLAIMED-SCORE:
NAME: Tony Collett
OPERATORS: G4NBS
CLUB:
CREATED-BY: N1MM Logger+ 1.0.8014.0
SOAPBOX: K3, 20M DIPOLE @8M, 22M LONG DOUBLET @8M
SOAPBOX: Some horrendous key clicks from some stations on 40m from Eastern Europe
SOAPBOX: Amazing how many QSO some stations can make without identifying!
QSO: 21048 CW 2019-11-23 1030 M2J           599 14     LZ5QZ         599 20
QSO: 21065 CW 2019-11-23 1032 M2J           599 14     RC7A          599 16
QSO: 21030 CW 2019-11-23 1042 M2J           599 14     RT6A          599 16
QSO: 21022 CW 2019-11-23 1044 M2J           599 14     SV9DJO        599 20
QSO: 21008 CW 2019-11-23 1046 M2J           599 14     P33W          599 20
QSO: 21007 CW 2019-11-23 1048 M2J           599 14     CR3DX         599 33
QSO: 21006 CW 2019-11-23 1049 M2J           599 14     EF8R          599 33
QSO: 21001 CW 2019-11-23 1050 M2J           599 14     UB7K          599 16
QSO: 21009 CW 2019-11-23 1051 M2J           599 14     UA4M          599 16
QSO: 21011 CW 2019-11-23 1052 M2J           599 14     ED1R          599 14
QSO: 21013 CW 2019-11-23 1053 M2J           599 14     CR3X          599 33
QSO: 21015 CW 2019-11-23 1054 M2J           599 14     ED5W          599 14
QSO: 21027 CW 2019-11-23 1100 M2J           599 14     EA8/IK1PMR    599 33
QSO: 21032 CW 2019-11-23 1103 M2J           599 14     RK9AX         599 17
QSO: 21038 CW 2019-11-23 1114 M2J           599 14     CR2X          599 14
QSO: 21053 CW 2019-11-23 1122 M2J           599 14     CR3W          599 33
QSO: 21066 CW 2019-11-23 1133 M2J           599 14     EF8O          599 33
QSO: 21069 CW 2019-11-23 1135 M2J           599 14     PP5BZ         599 11
QSO: 21031 CW 2019-11-23 1141 M2J           599 14     CR3S          599 33
QSO: 21018 CW 2019-11-23 1151 M2J           599 14     RA3W          599 16
QSO: 21059 CW 2019-11-23 1155 M2J           599 14     PR4T          599 11
QSO: 21054 CW 2019-11-23 1201 M2J           599 14     PX2A          599 11
QSO: 21035 CW 2019-11-23 1206 M2J           599 14     UI3A          599 16
QSO: 21005 CW 2019-11-23 1212 M2J           599 14     4X2M          599 20
QSO: 14000 CW 2019-11-23 1224 M2J           599 14     KQ2M          599 05
QSO: 14000 CW 2019-11-23 1225 M2J           599 14     K2LE          599 05
QSO: 14001 CW 2019-11-23 1227 M2J           599 14     WX3B          599 05
QSO: 14001 CW 2019-11-23 1228 M2J           599 14     OG7A          599 15
QSO: 14001 CW 2019-11-23 1229 M2J           599 14     R2AA          599 16
QSO: 14002 CW 2019-11-23 1232 M2J           599 14     AA1K          599 05
QSO: 14002 CW 2019-11-23 1234 M2J           599 14     W4CB          599 05
QSO: 14002 CW 2019-11-23 1235 M2J           599 14     KC1XX         599 05
QSO: 14002 CW 2019-11-23 1235 M2J           599 14     K3LR          599 05
QSO: 14003 CW 2019-11-23 1238 M2J           599 14     N2IC          599 05
QSO: 14003 CW 2019-11-23 1240 M2J           599 14     LY2K          599 15
QSO: 14003 CW 2019-11-23 1241 M2J           599 14     N5DX          599 05
QSO: 14004 CW 2019-11-23 1243 M2J           599 14     HA8FK         599 15
QSO: 14004 CW 2019-11-23 1244 M2J           599 14     YT1A          599 15
QSO: 14005 CW 2019-11-23 1245 M2J           599 14     HG8R          599 15
QSO: 14005 CW 2019-11-23 1246 M2J           599 14     N1UR          599 05
QSO: 14006 CW 2019-11-23 1249 M2J           599 14     N2MM          599 05
QSO: 14006 CW 2019-11-23 1250 M2J           599 14     K2QMF         599 05
QSO: 14006 CW 2019-11-23 1252 M2J           599 14     W3UA          599 05
QSO: 14007 CW 2019-11-23 1252 M2J           599 14     K3WW          599 05
QSO: 14007 CW 2019-11-23 1256 M2J           599 14     N3RS          599 05
QSO: 14008 CW 2019-11-23 1257 M2J           599 14     UW5Q          599 16
QSO: 14008 CW 2019-11-23 1302 M2J           599 14     K1RX          599 05
QSO: 14008 CW 2019-11-23 1305 M2J           599 14     SZ1A          599 20
QSO: 14009 CW 2019-11-23 1309 M2J           599 14     UB7K          599 16
QSO: 14010 CW 2019-11-23 1317 M2J           599 14     RX3N          599 16
QSO: 14011 CW 2019-11-23 1318 M2J           599 14     J42L          599 20
QSO: 14011 CW 2019-11-23 1320 M2J           599 14     NW3Y          599 05
QSO: 14011 CW 2019-11-23 1322 M2J           599 14     IB9T          599 15
QSO: 14012 CW 2019-11-23 1323 M2J           599 14     II9P          599 15
QSO: 14013 CW 2019-11-23 1324 M2J           599 14     NY3A          599 05
QSO: 14013 CW 2019-11-23 1325 M2J           599 14     N4ZR          599 05
QSO: 14014 CW 2019-11-23 1330 M2J           599 14     SN0W          599 15
QSO: 14014 CW 2019-11-23 1332 M2J           599 14     KV2K          599 05
QSO: 14014 CW 2019-11-23 1333 M2J           599 14     S52C          599 15
QSO: 14016 CW 2019-11-23 1335 M2J           599 14     YL7A          599 15
QSO: 14017 CW 2019-11-23 1336 M2J           599 14     HG5A          599 15
QSO: 14019 CW 2019-11-23 1338 M2J           599 14     W9RE          599 04
QSO: 14019 CW 2019-11-23 1339 M2J           599 14     LY4A          599 15
QSO: 14020 CW 2019-11-23 1341 M2J           599 14     W2UP          599 05
QSO: 14020 CW 2019-11-23 1342 M2J           599 14     W3LPL         599 05
QSO: 14020 CW 2019-11-23 1345 M2J           599 14     9H6A          599 15
QSO: 14021 CW 2019-11-23 1346 M2J           599 14     HG4F          599 15
QSO: 14022 CW 2019-11-23 1350 M2J           599 14     ED5O          599 14
QSO: 14022 CW 2019-11-23 1351 M2J           599 14     N4WW          599 05
QSO: 14023 CW 2019-11-23 1352 M2J           599 14     W8FJ          599 05
QSO: 14023 CW 2019-11-23 1353 M2J           599 14     SP8R          599 15
QSO: 14024 CW 2019-11-23 1354 M2J           599 14     R3XA          599 16
QSO: 14010 CW 2019-11-23 1357 M2J           599 14     RK3PWR        599 16
QSO: 14007 CW 2019-11-23 1358 M2J           599 14     NR4M          599 05
QSO: 14001 CW 2019-11-23 1401 M2J           599 14     VA2EW         599 05
QSO: 14026 CW 2019-11-23 1404 M2J           599 14     C6AGU         599 08
QSO: 14028 CW 2019-11-23 1410 M2J           599 14     K1LZ          599 05
QSO: 14028 CW 2019-11-23 1411 M2J           599 14     RA3SI         599 16
QSO: 14029 CW 2019-11-23 1412 M2J           599 14     YL2KO         599 15
QSO: 14028 CW 2019-11-23 1413 M2J           599 14     4L2M          599 21
QSO: 14027 CW 2019-11-23 1416 M2J           599 14     K5RM          599 04
QSO: 14029 CW 2019-11-23 1422 M2J           599 14     ED5R          599 14
QSO: 14030 CW 2019-11-23 1424 M2J           599 14     S53X          599 15
QSO: 14031 CW 2019-11-23 1426 M2J           599 14     YT4W          599 15
QSO: 14031 CW 2019-11-23 1427 M2J           599 14     Z3B           599 15
QSO: 14032 CW 2019-11-23 1428 M2J           599 14     RL3A          599 16
QSO: 14032 CW 2019-11-23 1429 M2J           599 14     YT3X          599 15
QSO: 14033 CW 2019-11-23 1436 M2J           599 14     EF8R          599 33
QSO: 14034 CW 2019-11-23 1437 M2J           599 14     SO4M          599 15
QSO: 14034 CW 2019-11-23 1438 M2J           599 14     PZ5W          599 09
QSO: 14035 CW 2019-11-23 1440 M2J           599 14     W8MJ          599 04
QSO: 14035 CW 2019-11-23 1440 M2J           599 14     WW4LL         599 05
QSO: 14036 CW 2019-11-23 1443 M2J           599 14     K9CT          599 04
QSO: 14036 CW 2019-11-23 1444 M2J           599 14     9A3XV         599 15
QSO: 14037 CW 2019-11-23 1445 M2J           599 14     K1KP          599 05
QSO: 14037 CW 2019-11-23 1447 M2J           599 14     CS2C          599 14
QSO: 14038 CW 2019-11-23 1448 M2J           599 14     ED1R          599 14
QSO: 14038 CW 2019-11-23 1449 M2J           599 14     LZ3QE         599 20
QSO: 14039 CW 2019-11-23 1451 M2J           599 14     M6T           599 14
QSO: 14039 CW 2019-11-23 1452 M2J           599 14     OM5CM         599 15
QSO: 14039 CW 2019-11-23 1454 M2J           599 14     9A1A          599 15
QSO: 14040 CW 2019-11-23 1457 M2J           599 14     YT2ISM        599 15
QSO: 14041 CW 2019-11-23 1458 M2J           599 14     LZ9W          599 20
QSO: 14041 CW 2019-11-23 1500 M2J           599 14     XL3A          599 04
QSO: 14042 CW 2019-11-23 1506 M2J           599 14     HA8DU         599 15
QSO: 14045 CW 2019-11-23 1515 M2J           599 14     VE3YAA        599 04
QSO: 14045 CW 2019-11-23 1516 M2J           599 14     K5ZD          599 05
QSO: 14046 CW 2019-11-23 1517 M2J           599 14     PJ4K          599 09
QSO: 14046 CW 2019-11-23 1519 M2J           599 14     DK3T          599 14
QSO: 14048 CW 2019-11-23 1521 M2J           599 14     EW5A          599 16
QSO: 14050 CW 2019-11-23 1523 M2J           599 14     K9BGL         599 04
QSO: 14050 CW 2019-11-23 1523 M2J           599 14     K5TR          599 04
QSO: 14054 CW 2019-11-23 1526 M2J           599 14     R3FA          599 16
QSO: 14055 CW 2019-11-23 1527 M2J           599 14     VE9CB         599 05
QSO: 14056 CW 2019-11-23 1528 M2J           599 14     EA5RS         599 14
QSO: 14058 CW 2019-11-23 1533 M2J           599 14     NP2P          599 08
QSO: 14058 CW 2019-11-23 1539 M2J           599 14     VA3SY         599 04
QSO: 14061 CW 2019-11-23 1540 M2J           599 14     N3ER          599 05
QSO: 14063 CW 2019-11-23 1544 M2J           599 14     K1TTT         599 05
QSO: 14065 CW 2019-11-23 1546 M2J           599 14     VE3NNT        599 04
QSO: 14068 CW 2019-11-23 1553 M2J           599 14     SX1T          599 20
QSO: 14069 CW 2019-11-23 1554 M2J           599 14     V26K          599 08
QSO: 14112 CW 2019-11-23 1556 M2J           599 14     K3WJV         599 05
QSO: 14117 CW 2019-11-23 1557 M2J           599 14     EA8DHV        599 33
QSO: 14126 CW 2019-11-23 1558 M2J           599 14     VY2TT         599 05
QSO: 14124 CW 2019-11-23 1600 M2J           599 14     K3PH          599 05
QSO: 14120 CW 2019-11-23 1604 M2J           599 14     K1BX          599 05
QSO: 14118 CW 2019-11-23 1604 M2J           599 14     KS1J          599 05
QSO: 14113 CW 2019-11-23 1607 M2J           599 14     K4WW          599 04
QSO: 14107 CW 2019-11-23 1609 M2J           599 14     OM7RU         599 15
QSO: 14105 CW 2019-11-23 1610 M2J           599 14     N3QE          599 05
QSO: 14106 CW 2019-11-23 1612 M2J           599 14     W6SFG         599 05
QSO: 14105 CW 2019-11-23 1614 M2J           599 14     N4QS          599 04
QSO: 14102 CW 2019-11-23 1616 M2J           599 14     NX2X          599 05
QSO: 14101 CW 2019-11-23 1617 M2J           599 14     K4AB          599 04
QSO: 14099 CW 2019-11-23 1618 M2J           599 14     LY0A          599 15
QSO: 14098 CW 2019-11-23 1620 M2J           599 14     IM0SDX        599 15
QSO: 14096 CW 2019-11-23 1623 M2J           599 14     SP2WDW        599 15
QSO: 14093 CW 2019-11-23 1626 M2J           599 14     UA2FZ         599 15
QSO: 14090 CW 2019-11-23 1635 M2J           599 14     DL4WA         599 14
QSO: 14090 CW 2019-11-23 1636 M2J           599 14     K1DG          599 05
QSO: 14089 CW 2019-11-23 1637 M2J           599 14     WB9Z          599 04
QSO: 14088 CW 2019-11-23 1641 M2J           599 14     K8CX          599 04
QSO: 14087 CW 2019-11-23 1643 M2J           599 14     N4UU          599 05
QSO: 14087 CW 2019-11-23 1643 M2J           599 14     YU5R          599 15
QSO: 14086 CW 2019-11-23 1644 M2J           599 14     HA5PP         599 15
QSO: 14085 CW 2019-11-23 1645 M2J           599 14     N2NT          599 05
QSO: 14084 CW 2019-11-23 1647 M2J           599 14     YW1K          599 09
QSO: 14080 CW 2019-11-23 1648 M2J           599 14     W4NF          599 05
QSO: 14079 CW 2019-11-23 1650 M2J           599 14     N5AW          599 04
QSO: 14078 CW 2019-11-23 1652 M2J           599 14     DF0CHE        599 14
QSO: 14074 CW 2019-11-23 1653 M2J           599 14     YT5A          599 15
QSO: 14073 CW 2019-11-23 1655 M2J           599 14     I2SVA         599 15
QSO: 14071 CW 2019-11-23 1656 M2J           599 14     WX0B          599 04
