START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: Y24
CALLSIGN: DL8UIL
CLAIMED-SCORE: 402744
CREATED-BY: UcxLog 8.37, modified by DXHF upload.
GRID-LOCATOR: JO71CR
QSO: 28000 CW 2024-10-19 1501 DL8UIL        599 Y24    DK5KK         599 L05
QSO: 28000 CW 2024-10-19 1503 DL8UIL        599 Y24    DD4A          599 N02
QSO: 28000 CW 2024-10-19 1504 DL8UIL        599 Y24    N4YDU         599 009
QSO: 28000 CW 2024-10-19 1507 DL8UIL        599 Y24    K2GO          599 022
QSO: 28000 CW 2024-10-19 1509 DL8UIL        599 Y24    N4RV          599 026
QSO: 28000 CW 2024-10-19 1511 DL8UIL        599 Y24    K3TN          599 019
QSO: 28000 CW 2024-10-19 1514 DL8UIL        599 Y24    KM5G          599 027
QSO: 21000 CW 2024-10-19 1519 DL8UIL        599 Y24    R8TT          599 033
QSO: 21000 CW 2024-10-19 1520 DL8UIL        599 Y24    RW7F          599 016
QSO: 28000 CW 2024-10-19 1525 DL8UIL        599 Y24    K1ZZ          599 053
QSO: 28000 CW 2024-10-19 1532 DL8UIL        599 Y24    UY7LM         599 004
QSO: 28000 CW 2024-10-19 1533 DL8UIL        599 Y24    N8II          599 039
QSO: 28000 CW 2024-10-19 1534 DL8UIL        599 Y24    VE3NZ         599 046
QSO: 28000 CW 2024-10-19 1537 DL8UIL        599 Y24    W8FJ          599 052
QSO: 28000 CW 2024-10-19 1538 DL8UIL        599 Y24    CT7/PF5X      599 034
QSO: 28000 CW 2024-10-19 1540 DL8UIL        599 Y24    N2GM          599 048
QSO: 28000 CW 2024-10-19 1541 DL8UIL        599 Y24    OK1DOL        599 047
QSO: 28000 CW 2024-10-19 1542 DL8UIL        599 Y24    LY9A          599 029
QSO: 28000 CW 2024-10-19 1545 DL8UIL        599 Y24    W2CDO         599 067
QSO: 28000 CW 2024-10-19 1546 DL8UIL        599 Y24    N8UM          599 034
QSO: 28000 CW 2024-10-19 1549 DL8UIL        599 Y24    E7CW          599 032
QSO: 28000 CW 2024-10-19 1549 DL8UIL        599 Y24    AA3B          599 113
QSO: 28000 CW 2024-10-19 1551 DL8UIL        599 Y24    OK2BRJ        599 038
QSO: 28000 CW 2024-10-19 1551 DL8UIL        599 Y24    K0ZR          599 039
QSO: 28000 CW 2024-10-19 1551 DL8UIL        599 Y24    N9CIQ         599 032
QSO: 28000 CW 2024-10-19 1552 DL8UIL        599 Y24    W8EWS         599 027
QSO: 28000 CW 2024-10-19 1553 DL8UIL        599 Y24    K3IE          599 022
QSO: 28000 CW 2024-10-19 1553 DL8UIL        599 Y24    WA3AER        599 051
QSO: 28000 CW 2024-10-19 1555 DL8UIL        599 Y24    DL0MUR        599 A50
QSO: 28000 CW 2024-10-19 1555 DL8UIL        599 Y24    N8KS          599 021
QSO: 28000 CW 2024-10-19 1608 DL8UIL        599 Y24    N4CW          599 083
QSO: 28000 CW 2024-10-19 1610 DL8UIL        599 Y24    YL7X          599 085
QSO: 28000 CW 2024-10-19 1611 DL8UIL        599 Y24    K9RS          599 025
QSO: 28000 CW 2024-10-19 1615 DL8UIL        599 Y24    VE9AA         599 014
QSO: 28000 CW 2024-10-19 1616 DL8UIL        599 Y24    K1VUT         599 047
QSO: 28000 CW 2024-10-19 1616 DL8UIL        599 Y24    K3QP          599 080
QSO: 28000 CW 2024-10-19 1618 DL8UIL        599 Y24    VE3NNT        599 134
QSO: 28000 CW 2024-10-19 1619 DL8UIL        599 Y24    N1WR          599 019
QSO: 28000 CW 2024-10-19 1619 DL8UIL        599 Y24    CT1DRB        599 112
QSO: 28000 CW 2024-10-19 1621 DL8UIL        599 Y24    PY5AMF        599 038
QSO: 28000 CW 2024-10-19 1623 DL8UIL        599 Y24    N7DR          599 092
QSO: 21000 CW 2024-10-19 1626 DL8UIL        599 Y24    DM3ZF         599 Y28
QSO: 21000 CW 2024-10-19 1628 DL8UIL        599 Y24    CT7BJG        599 165
QSO: 21000 CW 2024-10-19 1628 DL8UIL        599 Y24    EA5CP         599 058
QSO: 21000 CW 2024-10-19 1630 DL8UIL        599 Y24    EA4HKF        599 033
QSO: 21000 CW 2024-10-19 1632 DL8UIL        599 Y24    AA3B          599 200
QSO: 21000 CW 2024-10-19 1633 DL8UIL        599 Y24    WA3AER        599 092
QSO: 21000 CW 2024-10-19 1633 DL8UIL        599 Y24    VE3NZ         599 141
QSO: 21000 CW 2024-10-19 1638 DL8UIL        599 Y24    NW4AA         599 103
QSO: 21000 CW 2024-10-19 1639 DL8UIL        599 Y24    EA1CS         599 051
QSO: 21000 CW 2024-10-19 1640 DL8UIL        599 Y24    S51DX         599 032
QSO: 21000 CW 2024-10-19 1643 DL8UIL        599 Y24    N4RV          599 268
QSO: 21000 CW 2024-10-19 1643 DL8UIL        599 Y24    LZ5R          599 055
QSO: 21000 CW 2024-10-19 1644 DL8UIL        599 Y24    EA1X          599 128
QSO: 21000 CW 2024-10-19 1646 DL8UIL        599 Y24    K1ZZ          599 201
QSO: 21000 CW 2024-10-19 1647 DL8UIL        599 Y24    VE9AA         599 057
QSO: 21000 CW 2024-10-19 1649 DL8UIL        599 Y24    W8FJ          599 122
QSO: 21000 CW 2024-10-19 1649 DL8UIL        599 Y24    KM5G          599 144
QSO: 21000 CW 2024-10-19 1650 DL8UIL        599 Y24    W4EE          599 069
QSO: 21000 CW 2024-10-19 1651 DL8UIL        599 Y24    N8II          599 129
QSO: 21000 CW 2024-10-19 1651 DL8UIL        599 Y24    K2GO          599 174
QSO: 21000 CW 2024-10-19 1652 DL8UIL        599 Y24    CQ9A          599 345
QSO: 21000 CW 2024-10-19 1653 DL8UIL        599 Y24    WM9C          599 121
QSO: 21000 CW 2024-10-19 1656 DL8UIL        599 Y24    CT1DRB        599 148
QSO: 21000 CW 2024-10-19 1658 DL8UIL        599 Y24    VQ5Y          599 171
QSO: 14000 CW 2024-10-19 1701 DL8UIL        599 Y24    E7CW          599 096
QSO: 14000 CW 2024-10-19 1704 DL8UIL        599 Y24    SV1JG         599 081
QSO: 14000 CW 2024-10-19 1706 DL8UIL        599 Y24    HS0ZFV        599 16
