START-OF-LOG: 3.0
LOCATION: EB
CALLSIGN: AG6RB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-OVERLAY: ROOKIE
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 12-HOURS
CLAIMED-SCORE: 46068
CLUB: Northern California Contest Club
CONTEST: CQ-WPX-CW
CREATED-BY: WriteLog V11.15A
NAME: Bill Mitchell
OPERATORS: AG6RB
SOAPBOX: First Licensed December 18, 2012.
SOAPBOX: Search and pounce during the first three and last nine hours.
SOAPBOX: My CW listening improved quite a bit over the contest.
SOAPBOX: Rig is a Yaesu FT-857D at 100W into a tri-band yagi at 8-10 meters
SOAPBOX: and a 40/80 m crossed dipole up about 20 meters.
SOAPBOX: I had a tough time until the last four hours, when propagation
SOAPBOX: seemed to improve, the pile-ups seemed less thick, and most
SOAPBOX: stations weren't so fast that I couldn't understand them.
SOAPBOX: It was a lot of fun, though, and definitely a good use of my Sunday.
QSO: 21011 CW 2014-05-24 0018 AG6RB         599    1 NF6A          599 35
QSO: 21014 CW 2014-05-24 0024 AG6RB         599    2 W9IU          599 29
QSO: 21020 CW 2014-05-24 0029 AG6RB         599    3 WW4R          599 37
QSO: 21032 CW 2014-05-24 0033 AG6RB         599    4 JA3YBK        599 67
QSO: 21036 CW 2014-05-24 0044 AG6RB         599    5 KE1B          599 62
QSO: 21048 CW 2014-05-24 0053 AG6RB         599    6 JH1GBZ        599 47
QSO: 21042 CW 2014-05-24 0056 AG6RB         599    7 JG1VGX        599 71
QSO: 21013 CW 2014-05-24 0107 AG6RB         599    8 KM9P          599 114
QSO: 21003 CW 2014-05-24 0109 AG6RB         599    9 VK3TDX        599 78
QSO: 14002 CW 2014-05-24 0124 AG6RB         599   10 K9OM          599 188
QSO: 14004 CW 2014-05-24 0129 AG6RB         599   11 WG3J          599 76
QSO: 14020 CW 2014-05-24 0145 AG6RB         599   12 WR3O          599 234
QSO: 14023 CW 2014-05-24 0148 AG6RB         599   13 9A7WW         599 227
QSO: 14028 CW 2014-05-24 0150 AG6RB         599   14 K5OT          599 180
QSO: 14040 CW 2014-05-24 0156 AG6RB         599   15 KK5I          599 190
QSO: 14035 CW 2014-05-24 0201 AG6RB         599   16 NG4US         599 251
QSO: 14024 CW 2014-05-24 0205 AG6RB         599   17 K5NZ          599 159
QSO: 21020 CW 2014-05-24 0214 AG6RB         599   18 WX0B          599 261
QSO: 21006 CW 2014-05-24 0218 AG6RB         599   19 KS9K          599 189
QSO:  7026 CW 2014-05-25 1432 AG6RB         599   20 JA7MJ         599 198
QSO:  7029 CW 2014-05-25 1434 AG6RB         599   21 VC7X          599 834
QSO:  7034 CW 2014-05-25 1441 AG6RB         599   22 NE6SW         599 1
QSO: 14041 CW 2014-05-25 1453 AG6RB         599   23 VK6LW         599 1978
QSO: 14044 CW 2014-05-25 1457 AG6RB         599   24 JS3CTQ        599 1972
QSO: 14047 CW 2014-05-25 1502 AG6RB         599   25 JA3YBK        599 1024
QSO: 14045 CW 2014-05-25 1504 AG6RB         599   26 B1W           599 590
QSO: 14049 CW 2014-05-25 1507 AG6RB         599   27 B4L           599 1035
QSO: 14062 CW 2014-05-25 1511 AG6RB         599   28 JE1LFX        599 1353
QSO: 14051 CW 2014-05-25 1514 AG6RB         599   29 JR3NZC        599 205
QSO: 14053 CW 2014-05-25 1516 AG6RB         599   30 RT0F          599 1239
QSO: 14038 CW 2014-05-25 1519 AG6RB         599   31 DU1XX         599 195
QSO: 14036 CW 2014-05-25 1522 AG6RB         599   32 KU7T          599 254
QSO: 14033 CW 2014-05-25 1525 AG6RB         599   33 JH1GBZ        599 1774
QSO: 14028 CW 2014-05-25 1528 AG6RB         599   34 VB7R          599 1587
QSO: 14010 CW 2014-05-25 1534 AG6RB         599   35 WW4LL         599 1503
QSO: 14003 CW 2014-05-25 1535 AG6RB         599   36 VC7X          599 1497
QSO: 14006 CW 2014-05-25 1537 AG6RB         599   37 KQ7W          599 1469
QSO: 14024 CW 2014-05-25 1543 AG6RB         599   38 UP0L          599 3006
QSO: 21014 CW 2014-05-25 1558 AG6RB         599   39 SP8R          599 3499
QSO: 21032 CW 2014-05-25 1604 AG6RB         599   40 SN5X          599 1771
QSO: 21043 CW 2014-05-25 1614 AG6RB         599   41 PA3AAV        599 1266
