START-OF-LOG: 3.0
CREATED-BY: tlf-1.2.0
CONTEST: CQ-WPX-CW
CALLSIGN: HA2OS
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 863380
LOCATION: DX
NAME: Ervin
OPERATORS:
SOAPBOX: Kenwwod TS850, 100W, 4B GP (40-20-15-10), INV V (160, 80)
QSO:  3503 CW 2014-05-24 0200 HA2OS         599 0001   P3N           599 535
QSO:  3507 CW 2014-05-24 0202 HA2OS         599 0002   YO5LD         599 138
QSO:  3508 CW 2014-05-24 0203 HA2OS         599 0003   US3IY         599 101
QSO:  3509 CW 2014-05-24 0203 HA2OS         599 0004   RM2D          599 156
QSO:  3509 CW 2014-05-24 0204 HA2OS         599 0005   EI1Y          599 137
QSO:  3510 CW 2014-05-24 0205 HA2OS         599 0006   P33W          599 461
QSO:  3510 CW 2014-05-24 0206 HA2OS         599 0007   OK7Y          599 145
QSO:  3512 CW 2014-05-24 0207 HA2OS         599 0008   UR8RF         599 104
QSO:  3513 CW 2014-05-24 0209 HA2OS         599 0009   YT4A          599 189
QSO:  3517 CW 2014-05-24 0210 HA2OS         599 0010   LY5I          599 154
QSO:  3518 CW 2014-05-24 0211 HA2OS         599 0011   SP9GR         599 124
QSO:  3519 CW 2014-05-24 0212 HA2OS         599 0012   YU1ED         599 109
QSO:  3519 CW 2014-05-24 0212 HA2OS         599 0013   LY7A          599 164
QSO:  3520 CW 2014-05-24 0213 HA2OS         599 0014   SK3W          599 067
QSO:  3520 CW 2014-05-24 0214 HA2OS         599 0015   OL7C          599 193
QSO:  3521 CW 2014-05-24 0215 HA2OS         599 0016   LI8OM         599 187
QSO:  3521 CW 2014-05-24 0215 HA2OS         599 0017   S50P          599 146
QSO:  3524 CW 2014-05-24 0218 HA2OS         599 0018   W3BGN         599 071
QSO:  3512 CW 2014-05-24 0222 HA2OS         599 0019   DQ7A          599 104
QSO:  3526 CW 2014-05-24 0225 HA2OS         599 0020   DR4A          599 184
