START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: VE3BEE
LOCATION: ON
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 10M
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 32100
NAME: Gord Patterson
OPERATORS: VE3BEE
CREATED-BY: N3FJP's CQ WW DX Contest Log 6.0.6
QSO:   28000 PH 2025-10-25 0006 VE3BEE           59  04    VE6BT            59   04       
QSO:   28000 PH 2025-10-25 1226 VE3BEE           59  04    TM2Y             59   14      0
QSO:   28000 PH 2025-10-25 1236 VE3BEE           59  04    YT3D             59   15      0
QSO:   28000 PH 2025-10-25 1242 VE3BEE           59  04    TM7A             59   14      0
QSO:   28000 PH 2025-10-25 1247 VE3BEE           59  04    EC6DX            59   14      0
QSO:   28000 PH 2025-10-25 1248 VE3BEE           59  04    TM1X             59   14      0
QSO:   28000 PH 2025-10-25 1250 VE3BEE           59  04    EE1G             59   14      0
QSO:   28000 PH 2025-10-25 1258 VE3BEE           59  04    EA4KD            59   14      0
QSO:   28000 PH 2025-10-25 1321 VE3BEE           59  04    TM3P             59   14      0
QSO:   28000 PH 2025-10-25 1329 VE3BEE           59  04    GM5X             59   14      0
QSO:   28000 PH 2025-10-25 1331 VE3BEE           59  04    II2S             59   15      0
QSO:   28000 PH 2025-10-25 1333 VE3BEE           59  04    KW7MM            59   03      0
QSO:   28000 PH 2025-10-25 1336 VE3BEE           59  04    OM2VL            59   15      0
QSO:   28000 PH 2025-10-25 1343 VE3BEE           59  04    SN2M             59   15      0
QSO:   28000 PH 2025-10-25 1350 VE3BEE           59  04    OL9Z             59   15      0
QSO:   28000 PH 2025-10-25 1352 VE3BEE           59  04    DM0A             59   14      0
QSO:   28000 PH 2025-10-25 1400 VE3BEE           59  04    YU7KW            59   15      0
QSO:   28000 PH 2025-10-25 1409 VE3BEE           59  04    IB9T             59   15      0
QSO:   28000 PH 2025-10-25 1412 VE3BEE           59  04    YT5A             59   15      0
QSO:   28000 PH 2025-10-25 1415 VE3BEE           59  04    GM2T             59   14      0
QSO:   28000 PH 2025-10-25 1421 VE3BEE           59  04    II9P             59   15      0
QSO:   28000 PH 2025-10-25 1423 VE3BEE           59  04    DR1A             59   14      0
QSO:   28000 PH 2025-10-25 1426 VE3BEE           59  04    YL2GD            59   15      0
QSO:   28000 PH 2025-10-25 1432 VE3BEE           59  04    DL2CC            59   14      0
QSO:   28000 PH 2025-10-25 1439 VE3BEE           59  04    EA1DR            59   14      0
QSO:   28000 PH 2025-10-25 1441 VE3BEE           59  04    II2C             59   15      0
QSO:   28000 PH 2025-10-25 1443 VE3BEE           59  04    IO5O             59   15      0
QSO:   28000 PH 2025-10-25 1444 VE3BEE           59  04    RL3A             59   16      0
QSO:   28000 PH 2025-10-25 1445 VE3BEE           59  04    EA1L             59   14      0
QSO:   28000 PH 2025-10-25 1448 VE3BEE           59  04    UA7K             59   16      0
QSO:   28000 PH 2025-10-25 1500 VE3BEE           59  04    9Z4CT            59   09      0
QSO:   28000 PH 2025-10-25 1506 VE3BEE           59  04    OL5M             59   15      0
QSO:   28000 PH 2025-10-25 1508 VE3BEE           59  04    R2FC             59   15      0
QSO:   28000 PH 2025-10-25 1514 VE3BEE           59  04    DG9SEH           59   14      0
QSO:   28000 PH 2025-10-25 1520 VE3BEE           59  04    EA1YD            59   14      0
QSO:   28000 PH 2025-10-25 1523 VE3BEE           59  04    ED3C             59   14      0
QSO:   28000 PH 2025-10-25 1525 VE3BEE           59  04    F5RAG            59   14      0
QSO:   28000 PH 2025-10-25 1529 VE3BEE           59  04    K5TR             59   04      0
QSO:   28000 PH 2025-10-25 1531 VE3BEE           59  04    LN8W             59   14      0
QSO:   28000 PH 2025-10-25 1554 VE3BEE           59  04    N5TJ             59   04      0
QSO:   28000 PH 2025-10-25 1555 VE3BEE           59  04    DR1D             59   14      0
QSO:   28000 PH 2025-10-25 1602 VE3BEE           59  04    CR2M             59   14      0
QSO:   28000 PH 2025-10-25 1607 VE3BEE           59  04    YO7SR            59   20      0
QSO:   28000 PH 2025-10-25 1609 VE3BEE           59  04    SP9N             59   15      0
QSO:   28000 PH 2025-10-25 1611 VE3BEE           59  04    LY5E             59   15      0
QSO:   28000 PH 2025-10-25 1614 VE3BEE           59  04    DO5OT            59   14      0
QSO:   28000 PH 2025-10-25 1620 VE3BEE           59  04    I1NVU            59   15      0
QSO:   28000 PH 2025-10-25 1624 VE3BEE           59  04    OT1A             59   14      0
QSO:   28000 PH 2025-10-25 1633 VE3BEE           59  04    EA3AR            59   14      0
QSO:   28000 PH 2025-10-25 1644 VE3BEE           59  04    HB9TOC           59   14      0
QSO:   28000 PH 2025-10-25 1648 VE3BEE           59  04    8P5A             59   08      0
QSO:   28000 PH 2025-10-25 1652 VE3BEE           59  04    OK5Z             59   15      0
QSO:   28000 PH 2025-10-25 1656 VE3BEE           59  04    TI1K             59   07      0
QSO:   28000 PH 2025-10-25 1659 VE3BEE           59  04    S53M             59   15      0
QSO:   28000 PH 2025-10-25 1714 VE3BEE           59  04    OK7O             59   15      0
QSO:   28000 PH 2025-10-25 1719 VE3BEE           59  04    OE5BGN           59   15      0
QSO:   28000 PH 2025-10-25 1723 VE3BEE           59  04    PJ2T             59   09      0
QSO:   28000 PH 2025-10-25 1727 VE3BEE           59  04    HG6N             59   15      0
QSO:   28000 PH 2025-10-25 1739 VE3BEE           59  04    TF3SG            59   40      0
QSO:   28000 PH 2025-10-25 1755 VE3BEE           59  04    CR3A             59   33      0
QSO:   28000 PH 2025-10-25 1758 VE3BEE           59  04    CR5T             59   14      0
QSO:   28000 PH 2025-10-25 1833 VE3BEE           59  04    PZ5DX            59   09      0
QSO:   28000 PH 2025-10-25 1843 VE3BEE           59  04    VO1OP            59   05      0
QSO:   28000 PH 2025-10-25 1849 VE3BEE           59  04    KQ4ZIO           59   05      0
QSO:   28000 PH 2025-10-25 1903 VE3BEE           59  04    VP2VRX           59   08      0
QSO:   28000 PH 2025-10-25 1908 VE3BEE           59  04    PP4T             59   11      0
QSO:   28000 PH 2025-10-25 1911 VE3BEE           59  04    KL1JP            59   01      0
QSO:   28000 PH 2025-10-25 1922 VE3BEE           59  04    CR5Y             59   14      0
QSO:   28000 PH 2025-10-25 1929 VE3BEE           59  04    CQ3W             59   33      0
QSO:   28000 PH 2025-10-25 1937 VE3BEE           59  04    ZW2N             59   11      0
QSO:   28000 PH 2025-10-25 1939 VE3BEE           59  04    VE6UM            59   04      0
QSO:   28000 PH 2025-10-25 1953 VE3BEE           59  04    TI7W             59   07      0
QSO:   28000 PH 2025-10-25 2001 VE3BEE           59  04    FY5KE            59   09      0
QSO:   28000 PH 2025-10-25 2018 VE3BEE           59  04    PY4JW            59   11      0
QSO:   28000 PH 2025-10-25 2148 VE3BEE           59  04    PY2DY            59   11      0
QSO:   28000 PH 2025-10-25 2159 VE3BEE           59  04    PR3K             59   11      0
QSO:   28000 PH 2025-10-25 2220 VE3BEE           59  04    ZF2AA            59   08      0
QSO:   28000 PH 2025-10-25 2222 VE3BEE           59  04    ZW5B             59   11      0
QSO:   28000 PH 2025-10-25 2256 VE3BEE           59  04    KL5DX            59   01      0
QSO:   28000 PH 2025-10-25 2305 VE3BEE           59  04    JA2AXB           59   25      0
QSO:   28000 PH 2025-10-26 1150 VE3BEE           59  04    EF8R             59   33      0
QSO:   28000 PH 2025-10-26 1206 VE3BEE           59  04    D4C              59   35      0
QSO:   28000 PH 2025-10-26 1208 VE3BEE           59  04    CR6K             59   14      0
QSO:   28000 PH 2025-10-26 1212 VE3BEE           59  04    M6T              59   14      0
QSO:   28000 PH 2025-10-26 1217 VE3BEE           59  04    C5Y              59   35      0
QSO:   28000 PH 2025-10-26 1226 VE3BEE           59  04    DM4X             59   14      0
QSO:   28000 PH 2025-10-26 1232 VE3BEE           59  04    OE6Z             59   15      0
QSO:   28000 PH 2025-10-26 1234 VE3BEE           59  04    YT9W             59   15      0
QSO:   28000 PH 2025-10-26 1243 VE3BEE           59  04    OH5BE            59   15      0
QSO:   28000 PH 2025-10-26 1250 VE3BEE           59  04    GM5G             59   14      0
QSO:   28000 PH 2025-10-26 1252 VE3BEE           59  04    G1A              59   14      0
QSO:   28000 PH 2025-10-26 1300 VE3BEE           59  04    DK5QN            59   14      0
QSO:   28000 PH 2025-10-26 1303 VE3BEE           59  04    R2FK             59   15      0
QSO:   28000 PH 2025-10-26 1311 VE3BEE           59  04    ED7W             59   14      0
QSO:   28000 PH 2025-10-26 1313 VE3BEE           59  04    S57K             59   15      0
QSO:   28000 PH 2025-10-26 1316 VE3BEE           59  04    E73RO            59   15      0
QSO:   28000 PH 2025-10-26 1322 VE3BEE           59  04    DL0WW            59   14      0
QSO:   28000 PH 2025-10-26 1329 VE3BEE           59  04    E7CW             59   15      0
QSO:   28000 PH 2025-10-26 1331 VE3BEE           59  04    DR4A             59   14      0
QSO:   28000 PH 2025-10-26 1333 VE3BEE           59  04    LY2TS            59   15      0
QSO:   28000 PH 2025-10-26 1337 VE3BEE           59  04    F5USK            59   14      0
QSO:   28000 PH 2025-10-26 1351 VE3BEE           59  04    9A1O             59   15      0
QSO:   28000 PH 2025-10-26 1354 VE3BEE           59  04    OT7Q             59   14      0
QSO:   28000 PH 2025-10-26 1358 VE3BEE           59  04    HB9CEJ           59   14      0
QSO:   28000 PH 2025-10-26 1400 VE3BEE           59  04    DL1NKS           59   14      0
QSO:   28000 PH 2025-10-26 1404 VE3BEE           59  04    HA6NF            59   15      0
QSO:   28000 PH 2025-10-26 1408 VE3BEE           59  04    SP8IMG           59   15      0
QSO:   28000 PH 2025-10-26 1411 VE3BEE           59  04    YU7BW            59   15      0
QSO:   28000 PH 2025-10-26 1415 VE3BEE           59  04    HA1TNX           59   15      0
QSO:   28000 PH 2025-10-26 1427 VE3BEE           59  04    DP6A             59   14      0
QSO:   28000 PH 2025-10-26 1431 VE3BEE           59  04    PI4COM           59   14      0
QSO:   28000 PH 2025-10-26 1433 VE3BEE           59  04    8S8S             59   14      0
QSO:   28000 PH 2025-10-26 1436 VE3BEE           59  04    N2IC             59   04      0
QSO:   28000 PH 2025-10-26 1439 VE3BEE           59  04    S58D             59   15      0
QSO:   28000 PH 2025-10-26 1444 VE3BEE           59  04    F6FYA            59   14      0
QSO:   28000 PH 2025-10-26 1449 VE3BEE           59  04    IZ8DEP           59   15      0
QSO:   28000 PH 2025-10-26 1453 VE3BEE           59  04    HA3DX            59   15      0
QSO:   28000 PH 2025-10-26 1500 VE3BEE           59  04    DD2D             59   14      0
QSO:   28000 PH 2025-10-26 1515 VE3BEE           59  04    9A1P             59   15      0
QSO:   28000 PH 2025-10-26 1521 VE3BEE           59  04    IV3JVJ           59   15      0
QSO:   28000 PH 2025-10-26 1536 VE3BEE           59  04    OT7T             59   14      0
QSO:   28000 PH 2025-10-26 1548 VE3BEE           59  04    EA3GBU           59   14      0
QSO:   28000 PH 2025-10-26 1550 VE3BEE           59  04    IB4U             59   15      0
QSO:   28000 PH 2025-10-26 1555 VE3BEE           59  04    IB1D             59   15      0
QSO:   28000 PH 2025-10-26 1559 VE3BEE           59  04    ED2R             59   14      0
QSO:   28000 PH 2025-10-26 1603 VE3BEE           59  04    EE5R             59   14      0
QSO:   28000 PH 2025-10-26 1625 VE3BEE           59  04    IP4M             59   15      0
QSO:   28000 PH 2025-10-26 1626 VE3BEE           59  04    IO7T             59   15      0
QSO:   28000 PH 2025-10-26 1644 VE3BEE           59  04    EI7M             59   14      0
QSO:   28000 PH 2025-10-26 1646 VE3BEE           59  04    IS0AFM           59   15      0
QSO:   28000 PH 2025-10-26 1659 VE3BEE           59  04    IB9X             59   15      0
QSO:   28000 PH 2025-10-26 1705 VE3BEE           59  04    IH9/OK1M         59   33      0
QSO:   28000 PH 2025-10-26 1713 VE3BEE           59  04    TI4A             59   07      0
QSO:   28000 PH 2025-10-26 1715 VE3BEE           59  04    F2JD             59   14      0
QSO:   28000 PH 2025-10-26 1718 VE3BEE           59  04    EE3O             59   14      0
QSO:   28000 PH 2025-10-26 1720 VE3BEE           59  04    VP5M             59   08      0
QSO:   28000 PH 2025-10-26 1721 VE3BEE           59  04    EI9E             59   14      0
QSO:   28000 PH 2025-10-26 1726 VE3BEE           59  04    OH9A             59   15      0
QSO:   28000 PH 2025-10-26 1844 VE3BEE           59  04    ED1R             59   14      0
QSO:   28000 PH 2025-10-26 1855 VE3BEE           59  04    CO2XN            59   08      0
QSO:   28000 PH 2025-10-26 2036 VE3BEE           59  04    LP1H             59   13      0
QSO:   28000 PH 2025-10-26 2053 VE3BEE           59  04    PV2K             59   11      0
QSO:   28000 PH 2025-10-26 2059 VE3BEE           59  04    PV2G             59   11      0
QSO:   28000 PH 2025-10-26 2111 VE3BEE           59  04    PR2A             59   11      0
QSO:   28000 PH 2025-10-26 2115 VE3BEE           59  04    PY2WB            59   11      0
QSO:   28000 PH 2025-10-26 2157 VE3BEE           59  04    TO4K             59   08      0
QSO:   28000 PH 2025-10-26 2216 VE3BEE           59  04    W0PSY            59   04      0
QSO:   28000 PH 2025-10-26 2223 VE3BEE           59  04    PX2C             59   11      0
QSO:   28000 PH 2025-10-26 2247 VE3BEE           59  04    PJ6Y             59   08      0
QSO:   28000 PH 2025-10-26 2251 VE3BEE           59  04    KP2B             59   08      0
QSO:   28000 PH 2025-10-26 2256 VE3BEE           59  04    LT3E             59   13      0
QSO:   28000 PH 2025-10-26 2300 VE3BEE           59  04    HK1T             59   09      0
END-OF-LOG:
