START-OF-LOG: 3.0
CALLSIGN: N7ZG
CLUB: Western Washington DX Club
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 1654163
OPERATORS: N7ZG
NAME: Guy Molinari
CREATED-BY: N1MM Logger V11.11.3
LOCATION: WWA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 28055 CW 2011-11-26 0000 N7ZG          599 03     JH0NEC        599 25
QSO: 28055 CW 2011-11-26 0001 N7ZG          599 03     BU2AV         599 24
QSO: 28055 CW 2011-11-26 0002 N7ZG          599 03     JS6RTJ        599 25
QSO: 28055 CW 2011-11-26 0003 N7ZG          599 03     JG1AVO        599 25
QSO: 28055 CW 2011-11-26 0004 N7ZG          599 03     JH1RNI        599 25
QSO: 28055 CW 2011-11-26 0004 N7ZG          599 03     JL1ARF        599 25
QSO: 28055 CW 2011-11-26 0006 N7ZG          599 03     JE4MHL        599 25
QSO: 28067 CW 2011-11-26 0008 N7ZG          599 03     JR4BOT        599 25
QSO: 28067 CW 2011-11-26 0009 N7ZG          599 03     JA1UKC        599 25
QSO: 28067 CW 2011-11-26 0010 N7ZG          599 03     JA1KEB        599 25
QSO: 28067 CW 2011-11-26 0010 N7ZG          599 03     JA9MAT        599 25
QSO: 28067 CW 2011-11-26 0012 N7ZG          599 03     JI1ALP        599 25
QSO: 28067 CW 2011-11-26 0013 N7ZG          599 03     JA1IKA        599 25
QSO: 28067 CW 2011-11-26 0013 N7ZG          599 03     JG1EGG        599 25
QSO: 28067 CW 2011-11-26 0014 N7ZG          599 03     JH1OGC        599 25
QSO: 28067 CW 2011-11-26 0014 N7ZG          599 03     JE5JHZ        599 25
QSO: 21001 CW 2011-11-26 0016 N7ZG          599 03     BW100         599 24
QSO: 28067 CW 2011-11-26 0020 N7ZG          599 03     JA6BIF        599 25
QSO: 28067 CW 2011-11-26 0021 N7ZG          599 03     JJ1BDX/3      599 25
QSO: 28067 CW 2011-11-26 0021 N7ZG          599 03     JH1CMW        599 25
QSO: 21003 CW 2011-11-26 0022 N7ZG          599 03     JA1BPA        599 25
QSO: 28067 CW 2011-11-26 0023 N7ZG          599 03     KL7XX         599 01
QSO: 28067 CW 2011-11-26 0023 N7ZG          599 03     JH1TXG/9      599 25
QSO: 28067 CW 2011-11-26 0024 N7ZG          599 03     JA3EGE        599 25
QSO: 28067 CW 2011-11-26 0025 N7ZG          599 03     JN3DSH        599 25
QSO: 28067 CW 2011-11-26 0025 N7ZG          599 03     JA3VUI        599 25
QSO: 28067 CW 2011-11-26 0026 N7ZG          599 03     JF1NZW        599 25
QSO: 28067 CW 2011-11-26 0030 N7ZG          599 03     JF7GDF        599 25
QSO: 28067 CW 2011-11-26 0031 N7ZG          599 03     JH2NZS        599 25
QSO: 28067 CW 2011-11-26 0032 N7ZG          599 03     JA4AQR        599 25
QSO: 28067 CW 2011-11-26 0032 N7ZG          599 03     JA2FUA        599 25
QSO: 21004 CW 2011-11-26 0033 N7ZG          599 03     XV9DX         599 26
QSO: 28067 CW 2011-11-26 0034 N7ZG          599 03     JR2FJC        599 25
QSO: 28067 CW 2011-11-26 0035 N7ZG          599 03     UA0IDZ        599 19
QSO: 28067 CW 2011-11-26 0035 N7ZG          599 03     JE1SGH        599 25
QSO: 21014 CW 2011-11-26 0036 N7ZG          599 03     HC2SL         599 10
QSO: 28067 CW 2011-11-26 0037 N7ZG          599 03     JA1JQY        599 25
QSO: 28067 CW 2011-11-26 0037 N7ZG          599 03     JH2KGL        599 25
QSO: 28067 CW 2011-11-26 0038 N7ZG          599 03     JA2ZJW        599 25
QSO: 28067 CW 2011-11-26 0039 N7ZG          599 03     JH1XUZ        599 25
QSO: 21016 CW 2011-11-26 0041 N7ZG          599 03     JT1F          599 23
