START-OF-LOG: 3.0
CREATED-BY: N3FJP's CQ World Wide Log 2.8
CONTEST: CQ-WW-CW
CALLSIGN: K0KL
CLAIMED-SCORE: 3020000
OPERATORS: N0AX, K0KL, N0SSC
CLUB: Mississippi Valley DX/Contest Club
NAME: Ed Karl
LOCATION: MO
SOAPBOX: DXCC on 3 bands in 2 days ... WOW!
SOAPBOX:
SOAPBOX:
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
QSO: 21000 CW 2011-11-26 0000 K0KL          599 04     JA7NVF        599 25
QSO: 21000 CW 2011-11-26 0002 K0KL          599 04     VE7CV         599 03
QSO: 21000 CW 2011-11-26 0002 K0KL          599 04     JH8JYV        599 25
QSO: 21000 CW 2011-11-26 0003 K0KL          599 04     VE7XF         599 03
QSO: 21000 CW 2011-11-26 0004 K0KL          599 04     JF3LPD        599 25
QSO: 21000 CW 2011-11-26 0006 K0KL          599 04     W0VX          599 04
QSO: 21000 CW 2011-11-26 0007 K0KL          599 04     JR3EOI        599 25
QSO: 21000 CW 2011-11-26 0007 K0KL          599 04     JA3WU         599 25
QSO: 21000 CW 2011-11-26 0008 K0KL          599 04     JA1HP         599 25
QSO: 21000 CW 2011-11-26 0009 K0KL          599 04     JG1FKT        599 25
QSO: 21000 CW 2011-11-26 0013 K0KL          599 04     JR7DPX        599 25
QSO: 21000 CW 2011-11-26 0014 K0KL          599 04     N7TT          599 03
QSO: 21000 CW 2011-11-26 0015 K0KL          599 04     JE7YSS        599 25
QSO: 21000 CW 2011-11-26 0018 K0KL          599 04     JN1KWR        599 25
QSO: 21000 CW 2011-11-26 0019 K0KL          599 04     JA1ETN        599 25
QSO: 21000 CW 2011-11-26 0019 K0KL          599 04     KA6JLT        599 03
QSO: 21000 CW 2011-11-26 0021 K0KL          599 04     K9LJN         599 04
QSO: 21000 CW 2011-11-26 0023 K0KL          599 04     JI1UDD        599 25
QSO: 21000 CW 2011-11-26 0024 K0KL          599 04     JH0NEC        599 25
QSO: 21000 CW 2011-11-26 0026 K0KL          599 04     NH2T          599 27
