START-OF-LOG: 3.0
CALLSIGN: PA3DTR
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 18924
NAME: Jaap Verheul
LOCATION: DX
CLUB:
CERTIFICATE: YES
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
SOAPBOX: Nice to work on 10 and find the band wide open!
QSO: 28000 PH 2015-10-24 1510 PA3DTR       59  14     EF8R          59  33     0
QSO: 28000 PH 2015-10-24 1513 PA3DTR       59  14     WP4SD         59  08     0
QSO: 28000 PH 2015-10-24 1528 PA3DTR       59  14     V47T          59  08     0
QSO: 28000 PH 2015-10-24 1537 PA3DTR       59  14     PS2T          59  11     0
QSO: 28000 PH 2015-10-24 1538 PA3DTR       59  14     ZY2B          59  11     0
QSO: 28000 PH 2015-10-24 1540 PA3DTR       59  14     LU3HS         59  13     0
QSO: 28000 PH 2015-10-24 1543 PA3DTR       59  14     LT0H          59  13     0
QSO: 28000 PH 2015-10-24 1544 PA3DTR       59  14     ZW5B          59  11     0
QSO: 28000 PH 2015-10-24 1547 PA3DTR       59  14     K3LR          59  05     0
QSO: 28000 PH 2015-10-24 1548 PA3DTR       59  14     ZP5DBC        59  11     0
QSO: 28000 PH 2015-10-24 1556 PA3DTR       59  14     K3ZU          59  05     0
QSO: 28000 PH 2015-10-24 1600 PA3DTR       59  14     W9RE          59  04     0
QSO: 28000 PH 2015-10-24 1601 PA3DTR       59  14     CQ3L          59  33     0
QSO: 28000 PH 2015-10-24 1602 PA3DTR       59  14     ED8O          59  33     0
QSO: 28000 PH 2015-10-24 1609 PA3DTR       59  14     N2MM          59  05     0
QSO: 28000 PH 2015-10-24 1611 PA3DTR       59  14     W3LPL         59  05     0
QSO: 28000 PH 2015-10-24 1612 PA3DTR       59  14     K8AZ          59  04     0
QSO: 28000 PH 2015-10-24 1615 PA3DTR       59  14     K3ZO          59  05     0
QSO: 21000 PH 2015-10-24 1629 PA3DTR       59  14     CF3A          59  04     0
QSO: 21000 PH 2015-10-24 1630 PA3DTR       59  14     VE3JM         59  04     0
