START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: S07
LOCATION: DX
CALLSIGN: DL6JZ
CLUB:
CLAIMED-SCORE: 948642
OPERATORS: DL6JZ
ADDRESS-CITY: Dresden
ADDRESS-STATE-PROVINCE:
ADDRESS-POSTALCODE: 01187
ADDRESS-COUNTRY: FED. REP. OF GERMANY
GRID-LOCATOR: JO61UA
CREATED-BY: N1MM Logger+ 1.0.9310.0, modified by DXHF upload.
QSO: 21033 CW 2021-10-16 1502 DL6JZ         599 S07  OH1X          599 001
QSO: 21033 CW 2021-10-16 1503 DL6JZ         599 S07  N7DR          599 006
QSO: 21033 CW 2021-10-16 1504 DL6JZ         599 S07  N8UM          599 008
QSO: 21033 CW 2021-10-16 1504 DL6JZ         599 S07  LZ1BP         599 6
QSO: 21033 CW 2021-10-16 1505 DL6JZ         599 S07  K8GL          599 8
QSO: 21033 CW 2021-10-16 1505 DL6JZ         599 S07  EA7/VE3NZ     599 005
QSO: 21033 CW 2021-10-16 1506 DL6JZ         599 S07  LZ1YF         599 1
QSO: 21033 CW 2021-10-16 1506 DL6JZ         599 S07  NP2X          599 6
QSO: 21033 CW 2021-10-16 1506 DL6JZ         599 S07  FY5KE         599 003
QSO: 21033 CW 2021-10-16 1507 DL6JZ         599 S07  9A3VM         599 009
QSO: 21033 CW 2021-10-16 1509 DL6JZ         599 S07  N4RV          599 18
QSO: 21033 CW 2021-10-16 1509 DL6JZ         599 S07  SM2M          599 14
QSO: 21033 CW 2021-10-16 1510 DL6JZ         599 S07  K5OY          599 004
QSO: 21033 CW 2021-10-16 1510 DL6JZ         599 S07  VE9OA         599 6
QSO: 21033 CW 2021-10-16 1511 DL6JZ         599 S07  VE9AA         599 20
QSO: 21033 CW 2021-10-16 1512 DL6JZ         599 S07  W5GN          599 23
QSO: 21033 CW 2021-10-16 1515 DL6JZ         599 S07  N7AT          599 23
QSO: 21033 CW 2021-10-16 1516 DL6JZ         599 S07  W4SSF         599 9
QSO: 21033 CW 2021-10-16 1516 DL6JZ         599 S07  PJ4NA         599 1
QSO: 21033 CW 2021-10-16 1517 DL6JZ         599 S07  DK4PL         599 S05
QSO: 21033 CW 2021-10-16 1517 DL6JZ         599 S07  K1ZZ          599 35
QSO: 21033 CW 2021-10-16 1519 DL6JZ         599 S07  N5XE          599 009
QSO: 21033 CW 2021-10-16 1519 DL6JZ         599 S07  KE8G          599 018
QSO: 21033 CW 2021-10-16 1520 DL6JZ         599 S07  VE3VN         599 27
QSO: 21033 CW 2021-10-16 1520 DL6JZ         599 S07  LZ5R          599 41
QSO: 21033 CW 2021-10-16 1520 DL6JZ         599 S07  VE9VIC        599 14
QSO: 21033 CW 2021-10-16 1521 DL6JZ         599 S07  HB9EHJ        599 5
QSO: 21033 CW 2021-10-16 1521 DL6JZ         599 S07  VE1RSM        599 017
QSO: 21033 CW 2021-10-16 1527 DL6JZ         599 S07  KY7M          599 16
QSO: 21033 CW 2021-10-16 1528 DL6JZ         599 S07  N4AF          599 22
QSO: 21033 CW 2021-10-16 1528 DL6JZ         599 S07  NM5M          599 31
QSO: 21033 CW 2021-10-16 1529 DL6JZ         599 S07  AA3B          599 67
QSO: 21033 CW 2021-10-16 1529 DL6JZ         599 S07  KO7SS         599 39
QSO: 21033 CW 2021-10-16 1530 DL6JZ         599 S07  DL1DSW        599 S04
QSO: 21033 CW 2021-10-16 1530 DL6JZ         599 S07  N4RV          599 44
QSO: 21020 CW 2021-10-16 1536 DL6JZ         599 S07  CT1DRB        599 040
