START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE CW
ARRL-SECTION: MI
CREATED-BY: TR Log POST Version Linux 0.49, modified by DXHF upload.
CALLSIGN: NA8V
CLAIMED-SCORE: 565390
CLUB: Mad River Radio Club
QSO: 14002 CW 2019-08-10 0003 NA8V          599      1 OM8A          599 14
QSO: 14003 CW 2019-08-10 0004 NA8V          599      2 TM6M          599 17
QSO: 14005 CW 2019-08-10 0005 NA8V          599      3 EF2A          599 16
QSO: 14006 CW 2019-08-10 0006 NA8V          599      4 ED1R          599 20
QSO: 14008 CW 2019-08-10 0006 NA8V          599      5 DL6FBL        599 9
QSO: 14010 CW 2019-08-10 0008 NA8V          599      6 EW6W          599 38
QSO: 14011 CW 2019-08-10 0008 NA8V          599      7 IR4M          599 24
QSO: 14012 CW 2019-08-10 0009 NA8V          599      8 LY5W          599 15
QSO: 14013 CW 2019-08-10 0010 NA8V          599      9 ED2A          599 18
QSO: 14013 CW 2019-08-10 0011 NA8V          599     10 DK9IP         599 12
QSO: 14013 CW 2019-08-10 0011 NA8V          599     11 UZ3A          599 17
QSO: 14013 CW 2019-08-10 0013 NA8V          599     12 SN7Q          599 23
QSO:  7001 CW 2019-08-10 0013 NA8V          599     13 CR6K          599 27
QSO: 14013 CW 2019-08-10 0014 NA8V          599     14 DP6A          599 21
QSO: 14013 CW 2019-08-10 0017 NA8V          599     15 EF1A          599 30
QSO:  7017 CW 2019-08-10 0019 NA8V          599     16 S53MM         599 46
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0003 OM8A            14
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0004 TM6M            17
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0005 EF2A            16
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0006 ED1R            20
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0006 DL6FBL           9
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0008 EW6W            38
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0008 IR4M            24
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0009 LY5W            15
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0010 ED2A            18
QTC:  7000 CW 2019-08-10 0021 NA8V            1/10     S53MM         0011 DK9IP           12
QSO:  7017 CW 2019-08-10 0021 NA8V          599     17 S53MM         599 46
QSO:  7020 CW 2019-08-10 0022 NA8V          599     18 EF1A          599 37
QSO:  7022 CW 2019-08-10 0024 NA8V          599     19 DK9PY         599 35
QSO:  7037 CW 2019-08-10 0026 NA8V          599     20 J42L          599 33
QSO:  7037 CW 2019-08-10 0026 NA8V          599     21 DK0MM         599 31
QSO: 14004 CW 2019-08-10 0027 NA8V          599     22 OH2PM         599 43
QSO: 14024 CW 2019-08-10 0029 NA8V          599     23 S53M          599 61
QSO: 14026 CW 2019-08-10 0030 NA8V          599     24 S57DX         599 40
QSO: 14027 CW 2019-08-10 0030 NA8V          599     25 DJ5MW         599 60
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0011 UZ3A            17
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0013 SN7Q            23
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0013 CR6K            27
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0014 DP6A            21
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0017 EF1A            30
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0019 S53MM           46
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0022 EF1A            37
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0024 DK9PY           35
QTC: 14000 CW 2019-08-10 0032 NA8V             2/9     DJ5MW         0026 J42L            33
QSO: 14032 CW 2019-08-10 0034 NA8V          599     26 S51A          599 45
QSO: 14033 CW 2019-08-10 0034 NA8V          599     27 EI7M          599 97
QSO: 14038 CW 2019-08-10 0035 NA8V          599     28 EF5Y          599 80
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0026 DK0MM           31
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0027 OH2PM           43
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0029 S53M            61
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0030 S57DX           40
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0030 DJ5MW           60
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0034 S51A            45
QTC: 14000 CW 2019-08-10 0037 NA8V             3/7     EF5Y          0034 EI7M            97
QSO:  7011 CW 2019-08-10 0039 NA8V          599     29 E7DX          599 81
QSO:  7013 CW 2019-08-10 0040 NA8V          599     30 LX7I          599 16
QSO:  7017 CW 2019-08-10 0041 NA8V          599     31 DL1BUG        599 23
QSO:  7021 CW 2019-08-10 0043 NA8V          599     32 LZ5R          599 88
QSO:  7022 CW 2019-08-10 0045 NA8V          599     33 SN2B          599 76
QSO:  7022 CW 2019-08-10 0045 NA8V          599     34 M5D           599 30
QSO:  7024 CW 2019-08-10 0046 NA8V          599     35 DL7ON         599 48
QSO:  7025 CW 2019-08-10 0046 NA8V          599     36 DK5KK         599 46
QSO:  7029 CW 2019-08-10 0047 NA8V          599     37 DL3DW         599 51
QSO:  7030 CW 2019-08-10 0048 NA8V          599     38 DK0OD         599 47
QSO:  7031 CW 2019-08-10 0049 NA8V          599     39 UR7GO         599 56
QSO:  7032 CW 2019-08-10 0050 NA8V          599     40 HB9ON         599 42
QSO:  7034 CW 2019-08-10 0051 NA8V          599     41 SN7Q          599 67
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0035 EF5Y            80
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0039 E7DX            81
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0040 LX7I            16
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0041 DL1BUG          23
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0043 LZ5R            88
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0045 SN2B            76
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0045 M5D             30
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0046 DL7ON           48
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0046 DK5KK           46
QTC:  7000 CW 2019-08-10 0052 NA8V            4/10     SN7Q          0047 DL3DW           51
QSO:  7035 CW 2019-08-10 0053 NA8V          599     42 SN1W          599 41
QSO:  7038 CW 2019-08-10 0054 NA8V          599     43 EU1A          599 50
QSO:  7011 CW 2019-08-10 0056 NA8V          599     44 9A3XV         599 121
QSO:  7016 CW 2019-08-10 0057 NA8V          599     45 EC2DX         599 91
QSO:  7018 CW 2019-08-10 0058 NA8V          599     46 DJ9AO         599 40
QSO:  7018 CW 2019-08-10 0059 NA8V          599     47 YU5R          599 40
QSO:  7023 CW 2019-08-10 0100 NA8V          599     48 DF3VM         599 67
QSO:  7030 CW 2019-08-10 0101 NA8V          599     49 HA7A          599 57
