START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: UA4PAN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UA4PAN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2014.
QSO:  1845 PH 2014-03-29 0000 UA4PAN        59 UP0L          59 3
QSO:  1890 PH 2014-03-29 0001 UA4PAN        59 002 OE6Z          59 0003
QSO:  1857 PH 2014-03-29 0003 UA4PAN        59 003 LY7M          59 013
QSO:  1852 PH 2014-03-29 0004 UA4PAN        59 004 ES9C          59 0011
QSO:  1839 PH 2014-03-29 0006 UA4PAN        59 005 LZ9W          59 0020
QSO:  1800 PH 2014-03-29 0010 UA4PAN        59 007 DL0NM         59 007
QSO:  1867 PH 2014-03-29 0010 UA4PAN        59 6 EW8DX         59 13
QSO:  1863 PH 2014-03-29 0012 UA4PAN        59 0009 YL2SM         59 0038
QSO:  1894 PH 2014-03-29 0019 UA4PAN        59 11 LY3B          59 23
QSO:  1873 PH 2014-03-29 0021 UA4PAN        59 12 UA3VFS        59 18
QSO:  1800 PH 2014-03-29 0024 UA4PAN        59 013 UI6A          59 023
QSO:  1865 PH 2014-03-29 0026 UA4PAN        59 0014 RK4FM         59 0030
QSO:  1800 PH 2014-03-29 0031 UA4PAN        59 16 EW8DD         59 28
QSO:  1800 PH 2014-03-29 0031 UA4PAN        59 015 LY7A          59 0041
QSO:  1848 PH 2014-03-29 0034 UA4PAN        59 0017 SP1GZF        59 0039
QSO:  3685 PH 2014-03-29 0035 UA4PAN        59 018 OK1KUW        59 0080
QSO:  3636 PH 2014-03-29 0036 UA4PAN        59 19 LY7Z          59 67
QSO:  3640 PH 2014-03-29 0036 UA4PAN        59 020 SK7K          59 0048
QSO:  3650 PH 2014-03-29 0036 UA4PAN        59 0021 9A3B          59 0052
QSO:  3676 PH 2014-03-29 0038 UA4PAN        59 0022 YP7P          59 0043
QSO:  3678 PH 2014-03-29 0038 UA4PAN        59 0023 RN9N          59 0027
QSO:  3684 PH 2014-03-29 0039 UA4PAN        59 0024 LY2W          59 0027
QSO:  3688 PH 2014-03-29 0040 UA4PAN        59 0025 UW7LL         59 0069
QSO:  3500 PH 2014-03-29 0041 UA4PAN        59 26 UT2PX         59 33
QSO:  3701 PH 2014-03-29 0041 UA4PAN        59 027 RX1CQ         59 010
QSO:  3706 PH 2014-03-29 0042 UA4PAN        59 0028 RW4WA         59 0033
QSO:  3712 PH 2014-03-29 0043 UA4PAN        59 029 HG8R          59 089
QSO:  3714 PH 2014-03-29 0043 UA4PAN        59 030 RA1ZZ/3       59 0081
QSO:  3716 PH 2014-03-29 0043 UA4PAN        59 031 YU5R          59 0099
