START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: EI6DX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EI6DX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2014.
QSO:  7063 PH 2014-03-29 0001 EI6DX         59 S53MM         59 5
QSO:  7068 PH 2014-03-29 0001 EI6DX         59 2 LY7Z          59 5
QSO:  7000 PH 2014-03-29 0002 EI6DX         59 003 CR5CQK        59 002
QSO:  7077 PH 2014-03-29 0002 EI6DX         59 0004 UR6EA         59 0004
QSO:  7082 PH 2014-03-29 0003 EI6DX         59 005 SO9Q          59 0001
QSO:  7086 PH 2014-03-29 0003 EI6DX         59 0006 RG6G          59 0011
QSO:  7090 PH 2014-03-29 0004 EI6DX         59 0007 PD9X          59 0012
QSO:  7107 PH 2014-03-29 0005 EI6DX         59 0009 IR6T          59 0009
QSO:  7000 PH 2014-03-29 0006 EI6DX         59 0010 DK5OH         59 0006
QSO:  7125 PH 2014-03-29 0006 EI6DX         59 0014 S55T          59 0014
QSO:  7118 PH 2014-03-29 0007 EI6DX         59 0011 YP9W          59 0013
QSO:  7120 PH 2014-03-29 0007 EI6DX         59 012 DP6T          59 0002
QSO:  7122 PH 2014-03-29 0008 EI6DX         59 0013 LI5O          59 0004
QSO:  7133 PH 2014-03-29 0012 EI6DX         59 017 UP2L          59 0011
QSO:  7139 PH 2014-03-29 0013 EI6DX         59 018 YT5A          59 0017
QSO:  7144 PH 2014-03-29 0013 EI6DX         59 0019 S57Z          59 0012
QSO:  7151 PH 2014-03-29 0015 EI6DX         59 020 S54ZZ         59 0007
QSO:  7154 PH 2014-03-29 0016 EI6DX         59 0021 UZ2M          59 0064
QSO:  7170 PH 2014-03-29 0022 EI6DX         59 022 CN2AA         59 0108
QSO:  7187 PH 2014-03-29 0024 EI6DX         59 23 RK4FD         59 27
QSO:  7199 PH 2014-03-29 0027 EI6DX         59 24 UA5B          59 57
QSO:  7066 PH 2014-03-29 0028 EI6DX         59 0026 RQ5D          59 0032
QSO:  7217 PH 2014-03-29 0029 EI6DX         59 027 DR5N          59 0043
QSO:  7263 PH 2014-03-29 0032 EI6DX         59 029 RT3F          59 0030
QSO:  7114 PH 2014-03-29 0033 EI6DX         59 030 SX8V          59 0045
QSO:  7132 PH 2014-03-29 0034 EI6DX         59 031 DL0UM         59 0023
QSO:  7143 PH 2014-03-29 0035 EI6DX         59 032 UW1M          59 044
QSO:  7157 PH 2014-03-29 0038 EI6DX         59 023 LZ9W          59 0073
QSO:  7194 PH 2014-03-29 0044 EI6DX         59 035 OL4A          59 0064
QSO:  7075 PH 2014-03-29 0047 EI6DX         59 037 UZ7M          59 094
QSO:  7000 PH 2014-03-29 0050 EI6DX         59 40 LY7A          59 0038
QSO:  7092 PH 2014-03-29 0050 EI6DX         59 39 RJ4P          59 70
QSO:  7105 PH 2014-03-29 0051 EI6DX         59 0040 SE0X          59 0074
QSO:  7119 PH 2014-03-29 0054 EI6DX         59 42 EU6AF         59 43
QSO:  7000 PH 2014-03-29 0055 EI6DX         59 0043 UT7E          59 0056
QSO:  7138 PH 2014-03-29 0056 EI6DX         59 044 TM0R          59 0119
QSO:  7151 PH 2014-03-29 0058 EI6DX         59 046 DK1MM         59 0070
QSO:  7146 PH 2014-03-29 0059 EI6DX         59 045 DR1A          59 0050
QSO:  7153 PH 2014-03-29 0100 EI6DX         59 0047 PI4DX         59 0079
QSO:  7166 PH 2014-03-29 0102 EI6DX         59 0048 S52ZW         59 0092
QSO:  7171 PH 2014-03-29 0102 EI6DX         59 049 OM2VL         59 0101
QSO:  7175 PH 2014-03-29 0113 EI6DX         59 050 IR5A          59 075
QSO:  7199 PH 2014-03-29 0114 EI6DX         59 051 9A73P         59 0233
QSO:  7159 PH 2014-03-29 0116 EI6DX         59 052 IR4M          59 155
QSO:  7162 PH 2014-03-29 0117 EI6DX         59 054 SO2O          59 0021
QSO:  7165 PH 2014-03-29 0117 EI6DX         59 053 9A9R          59 0029
QSO:  7000 PH 2014-03-29 0118 EI6DX         59 55 OT5A          59 74
QSO:  7000 PH 2014-03-29 0122 EI6DX         59 0056 UA9JDP        59 0105
QSO:  7103 PH 2014-03-29 0124 EI6DX         59 0058 EA3FP         59 0054
QSO:  7110 PH 2014-03-29 0124 EI6DX         59 057 EA2VE         59 0054
QSO:  7000 PH 2014-03-29 0125 EI6DX         59 060 DF2SD         59 077
QSO:  7068 PH 2014-03-29 0128 EI6DX         59 0062 S51A          59 0121
QSO:  7072 PH 2014-03-29 0128 EI6DX         59 0061 EU1A          59 0171
QSO:  7056 PH 2014-03-29 0130 EI6DX         59 64 S56X          59 95
QSO:  7065 PH 2014-03-29 0130 EI6DX         59 063 SK3W          59 0108
QSO:  7049 PH 2014-03-29 0132 EI6DX         59 0066 LI3HQ         59 0077
QSO:  7050 PH 2014-03-29 0132 EI6DX         59 0065 EV1R          59 0112
QSO:  7200 PH 2014-03-29 0134 EI6DX         59 0067 EN0U          59 0073
QSO:  7191 PH 2014-03-29 0136 EI6DX         59 0069 DP7D          59 0082
QSO:  7196 PH 2014-03-29 0136 EI6DX         59 0068 OH6RX         59 0159
QSO:  7185 PH 2014-03-29 0138 EI6DX         59 072 ES9C          59 0183
QSO:  7189 PH 2014-03-29 0138 EI6DX         59 0070 RK9AX         59 0001
QSO:  7183 PH 2014-03-29 0140 EI6DX         59 073 EI7M          59 0219
QSO:  7180 PH 2014-03-29 0141 EI6DX         59 074 II9P          59 0156
QSO:  7169 PH 2014-03-29 0145 EI6DX         59 0075 YT8A          59 0185
QSO:  7153 PH 2014-03-29 0146 EI6DX         59 076 DM6DX         59 0057
QSO:  7000 PH 2014-03-29 0148 EI6DX         59 077 ED5S          59 118
QSO:  7136 PH 2014-03-29 0153 EI6DX         59 078 IB9T          59 179
QSO:  7123 PH 2014-03-29 0154 EI6DX         59 0080 HK1T          59 0155
QSO:  7129 PH 2014-03-29 0154 EI6DX         59 0079 LY2W          59 0070
QSO:  7121 PH 2014-03-29 0155 EI6DX         59 0081 DR7C          59 0023
QSO:  7112 PH 2014-03-29 0156 EI6DX         59 082 YL4U          59 0162
QSO:  7104 PH 2014-03-29 0157 EI6DX         59 083 EE5T          59 0071
QSO:  7000 PH 2014-03-29 0159 EI6DX         59 0084 LY4A          59 0091
QSO:  7090 PH 2014-03-29 0200 EI6DX         59 085 EU6ML         59 136
QSO:  7083 PH 2014-03-29 0202 EI6DX         59 0086 HA3DX         59 0170
QSO:  7062 PH 2014-03-29 0203 EI6DX         59 087 HG7T          59 0153
QSO:  7000 PH 2014-03-29 0204 EI6DX         59 0089 OZ5GX         59 0104
QSO:  7238 PH 2014-03-29 0204 EI6DX         59 0088 UW7LL         59 0202
QSO:  7042 PH 2014-03-29 0205 EI6DX         59 90 8P5A          59 517
QSO: 21160 PH 2014-03-29 1048 EI6DX         59 092 OH6MW         59 0172
QSO: 21250 PH 2014-03-29 1048 EI6DX         59 091 UR5VAA        59 132
