START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: SM5CSS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Single Operator All band
CLAIMED-SCORE: 0
QSO: 21013 CW 2026-07-19 1003 SM5CSS        599 80     9A1A          599 17    
QSO: 21013 CW 2026-07-19 1004 SM5CSS        599 80     HA1VQ         599 79    
QSO: 21019 CW 2026-07-19 1006 SM5CSS        599 80     OK7PN         599 74    
QSO: 21019 CW 2026-07-19 1006 SM5CSS        599 80     G3RLE         599 81    
QSO: 21019 CW 2026-07-19 1007 SM5CSS        599 80     RU0LL         599 61    
QSO: 14014 CW 2026-07-19 1011 SM5CSS        599 80     SP2QG         599 69    
QSO: 14012 CW 2026-07-19 1011 SM5CSS        599 80     RM6ZC         599 72    
QSO: 14010 CW 2026-07-19 1012 SM5CSS        599 80     PA3AAV        599 67    
QSO: 14009 CW 2026-07-19 1012 SM5CSS        599 80     HA7RY         599 72    
QSO: 14017 CW 2026-07-19 1013 SM5CSS        599 80     EW8DX         599 79    
QSO: 14022 CW 2026-07-19 1014 SM5CSS        599 80     HA2VH         599 65    
QSO: 14024 CW 2026-07-19 1015 SM5CSS        599 80     ON8GA         599 36    
QSO: 14025 CW 2026-07-19 1015 SM5CSS        599 80     OK1DM         599 77    
QSO: 14026 CW 2026-07-19 1017 SM5CSS        599 80     R3OM          599 74    
QSO: 14020 CW 2026-07-19 1017 SM5CSS        599 80     HA7UI         599 82    
QSO: 14020 CW 2026-07-19 1018 SM5CSS        599 80     OG5O          599 74    
QSO: 14019 CW 2026-07-19 1019 SM5CSS        599 80     YO3LW         599 47    
QSO: 14017 CW 2026-07-19 1020 SM5CSS        599 80     HA1KHJ        599 22    
QSO: 14016 CW 2026-07-19 1020 SM5CSS        599 80     SM7T          599 66    
QSO: 14012 CW 2026-07-19 1022 SM5CSS        599 80     HA8AT         599 72    
QSO: 14012 CW 2026-07-19 1022 SM5CSS        599 80     DJ1OJ         599 89    
QSO: 14012 CW 2026-07-19 1023 SM5CSS        599 80     ON7XN         599 74    
QSO: 14012 CW 2026-07-19 1023 SM5CSS        599 80     G3RLE         599 81    
QSO: 14012 CW 2026-07-19 1024 SM5CSS        599 80     SP9JZT        599 68    
QSO: 14012 CW 2026-07-19 1024 SM5CSS        599 80     CT1ELZ        599 80    
QSO: 14012 CW 2026-07-19 1024 SM5CSS        599 80     SN5J          599 66    
QSO: 14012 CW 2026-07-19 1025 SM5CSS        599 80     9A2EY         599 75    
QSO: 14012 CW 2026-07-19 1025 SM5CSS        599 80     9A3SM/P       599 62    
QSO: 21017 CW 2026-07-19 1027 SM5CSS        599 80     SN5WD         599 75    
QSO: 21016 CW 2026-07-19 1028 SM5CSS        599 80     HA0SA         599 34    
QSO: 21015 CW 2026-07-19 1029 SM5CSS        599 80     LZ1VKD        599 63    
QSO: 21018 CW 2026-07-19 1031 SM5CSS        599 80     LA8HGA        599 56    
QSO: 21018 CW 2026-07-19 1031 SM5CSS        599 80     RW0AJ         599 68    
QSO: 14012 CW 2026-07-19 1033 SM5CSS        599 80     YU1XO         599 64    
QSO: 14014 CW 2026-07-19 1034 SM5CSS        599 80     F5IN          599 82    
QSO: 14027 CW 2026-07-19 1036 SM5CSS        599 80     ZA1EM         599 57    
QSO: 14027 CW 2026-07-19 1037 SM5CSS        599 80     OK2IW         599 69    
QSO: 21021 CW 2026-07-19 1038 SM5CSS        599 80     HA2VH         599 65    
QSO: 21020 CW 2026-07-19 1039 SM5CSS        599 80     RV3ZN         599 71    
QSO: 21018 CW 2026-07-19 1039 SM5CSS        599 80     HA4EL         599 13    
QSO: 21021 CW 2026-07-19 1041 SM5CSS        599 80     OK1DM         599 77    
QSO: 21034 CW 2026-07-19 1042 SM5CSS        599 80     ZD7BG         599 73    
QSO: 28015 CW 2026-07-19 1044 SM5CSS        599 80     DO3SK         599 20    
QSO: 14033 CW 2026-07-19 1046 SM5CSS        599 80     YU1ML         599 79    
QSO: 14029 CW 2026-07-19 1047 SM5CSS        599 80     DK2FG         599 84    
QSO: 14023 CW 2026-07-19 1050 SM5CSS        599 80     IQ3VQ         599 20    
QSO: 14022 CW 2026-07-19 1051 SM5CSS        599 80     OH2KW         599 70    
QSO: 14019 CW 2026-07-19 1052 SM5CSS        599 80     YO6FGZ        599 66    
QSO: 14019 CW 2026-07-19 1053 SM5CSS        599 80     R3ZBI         599 60    
QSO: 21037 CW 2026-07-19 1054 SM5CSS        599 80     HA5GF         599 74    
QSO: 21027 CW 2026-07-19 1055 SM5CSS        599 80     RK6O          599 63    
QSO: 21023 CW 2026-07-19 1055 SM5CSS        599 80     S51VC         599 77    
QSO: 21016 CW 2026-07-19 1056 SM5CSS        599 80     ON8GA         599 36    
QSO: 21010 CW 2026-07-19 1057 SM5CSS        599 80     PA3AAV        599 67    
