START-OF-LOG: 3.0
CREATED-BY: GenLog v8.28
LOCATION: DX
CONTEST: CQ-WPX-CW
CALLSIGN: PA0RBA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 72756
OPERATORS: PA0RBA
CLUB:
NAME: Rienus Bakker
SOAPBOX: GOOD ACTIVITY, GOOD OPS. 73 FROM HOLLAND, RIENUS, PA0RBA
QSO: 14000 CW 2018-05-26 1746 PA0RBA        599 0001   IR4M          599 1015
QSO: 14000 CW 2018-05-26 1749 PA0RBA        599 0002   YN2DD         599 0758
QSO: 14000 CW 2018-05-26 1751 PA0RBA        599 0003   YL2KO         599 1106
QSO: 14000 CW 2018-05-26 1751 PA0RBA        599 0004   OK7Y          599 0503
QSO: 14000 CW 2018-05-26 1753 PA0RBA        599 0005   OL90ITALIA    599 1217
QSO: 14000 CW 2018-05-26 1755 PA0RBA        599 0006   9A70A         599 2056
QSO: 14000 CW 2018-05-26 1756 PA0RBA        599 0007   R5WW          599 0675
QSO: 14000 CW 2018-05-26 1757 PA0RBA        599 0008   OL3Z          599 1722
QSO: 14000 CW 2018-05-26 1758 PA0RBA        599 0009   WC1M          599 1515
QSO: 14000 CW 2018-05-26 1800 PA0RBA        599 0010   NY4A          599 1530
QSO: 21000 CW 2018-05-26 1801 PA0RBA        599 0011   OM7M          599 0587
QSO: 21000 CW 2018-05-26 1802 PA0RBA        599 0012   9A1A          599 0866
QSO: 21000 CW 2018-05-26 1804 PA0RBA        599 0013   IZ8VYU        599 0064
QSO: 21000 CW 2018-05-26 1805 PA0RBA        599 0014   IB9T          599 1096
QSO: 21000 CW 2018-05-26 1806 PA0RBA        599 0015   LN8W          599 1338
QSO: 21000 CW 2018-05-26 1807 PA0RBA        599 0016   YT5A          599 0574
QSO: 21000 CW 2018-05-26 1807 PA0RBA        599 0017   HA3DX         599 0794
QSO: 21000 CW 2018-05-26 1808 PA0RBA        599 0018   HG1S          599 1565
QSO: 21000 CW 2018-05-26 1810 PA0RBA        599 0019   LA5UF         599 0350
QSO: 21000 CW 2018-05-26 1810 PA0RBA        599 0020   YU1UN         599 0402
QSO: 21000 CW 2018-05-26 1811 PA0RBA        599 0021   EA5DUV        599 0125
QSO: 21000 CW 2018-05-26 1813 PA0RBA        599 0022   S52ZW         599 0385
QSO: 21000 CW 2018-05-26 1815 PA0RBA        599 0023   E77C          599 0504
QSO: 21000 CW 2018-05-26 1816 PA0RBA        599 0024   9A4W          599 0697
QSO: 21000 CW 2018-05-26 1818 PA0RBA        599 0025   RX7T          599 0668
QSO: 21000 CW 2018-05-26 1819 PA0RBA        599 0026   9A3IH         599 0132
QSO: 14000 CW 2018-05-26 1829 PA0RBA        599 0027   UZ5SM         599 0156
QSO: 14000 CW 2018-05-26 1831 PA0RBA        599 0028   OM0R          599 0620
QSO: 14000 CW 2018-05-26 1833 PA0RBA        599 0029   SM0HRP        599 0792
QSO: 14000 CW 2018-05-26 1835 PA0RBA        599 0030   K2QMF         599 0089
QSO: 14000 CW 2018-05-26 1836 PA0RBA        599 0031   YL2SW         599 0424
QSO: 14000 CW 2018-05-26 1839 PA0RBA        599 0032   HA3LN         599 1194
QSO: 14000 CW 2018-05-26 1841 PA0RBA        599 0033   IT9SSI        599 0427
QSO: 14000 CW 2018-05-26 1844 PA0RBA        599 0034   R3AQ          599 0087
QSO: 14000 CW 2018-05-26 1847 PA0RBA        599 0035   4Z5FW         599 0111
QSO: 14000 CW 2018-05-26 1850 PA0RBA        599 0036   US2YW         599 1182
QSO: 14000 CW 2018-05-26 1851 PA0RBA        599 0037   CR3DX         599 1630
QSO: 14000 CW 2018-05-26 1851 PA0RBA        599 0038   OK2D          599 1300
QSO: 14000 CW 2018-05-26 1853 PA0RBA        599 0039   SN5N          599 0240
QSO: 14000 CW 2018-05-26 1854 PA0RBA        599 0040   E77A          599 1068
QSO: 14000 CW 2018-05-26 1855 PA0RBA        599 0041   UA3A          599 0774
QSO: 14000 CW 2018-05-26 1855 PA0RBA        599 0042   S52ZW         599 0816
QSO: 14000 CW 2018-05-26 1919 PA0RBA        599 0042   UR7GO         599 1204
QSO: 14000 CW 2018-05-26 1921 PA0RBA        599 0043   NW7R          599 1527
QSO: 14000 CW 2018-05-26 1923 PA0RBA        599 0044   OH5Z          599 1426
QSO: 14000 CW 2018-05-26 1924 PA0RBA        599 0045   4U29MAY       599 0590
QSO: 14000 CW 2018-05-26 1925 PA0RBA        599 0046   LY5E          599 1564
QSO: 14000 CW 2018-05-26 1926 PA0RBA        599 0047   EF7X          599 1557
QSO: 14000 CW 2018-05-26 1928 PA0RBA        599 0048   TM6M          599 1319
QSO: 14000 CW 2018-05-26 1929 PA0RBA        599 0049   SC9W          599 0207
QSO: 14000 CW 2018-05-26 1932 PA0RBA        599 0050   K1LZ          599 2093
QSO: 14000 CW 2018-05-26 1934 PA0RBA        599 0051   OH9Z          599 1542
QSO: 14000 CW 2018-05-26 1936 PA0RBA        599 0052   CN3A          599 0817
QSO: 14000 CW 2018-05-26 1937 PA0RBA        599 0053   LZ9W          599 1397
QSO: 14000 CW 2018-05-26 1941 PA0RBA        599 0055   4L6A          599 0092
QSO: 14000 CW 2018-05-26 1943 PA0RBA        599 0056   S51YI         599 1157
QSO: 14000 CW 2018-05-26 1944 PA0RBA        599 0057   JA3YBK        599 1054
QSO: 14000 CW 2018-05-26 1947 PA0RBA        599 0058   EU6AF         599 1205
QSO: 14000 CW 2018-05-26 1948 PA0RBA        599 0059   LZ7DX         599 0839
QSO: 14000 CW 2018-05-26 1949 PA0RBA        599 0060   LZ5XQ         599 0718
QSO: 14000 CW 2018-05-26 1951 PA0RBA        599 0061   IU8HPD        599 0063
QSO: 14000 CW 2018-05-26 1952 PA0RBA        599 0062   AA3B          599 1734
QSO: 14000 CW 2018-05-26 1954 PA0RBA        599 0063   KT3M          599 0085
QSO: 14000 CW 2018-05-26 1956 PA0RBA        599 0064   OM8DD         599 1097
QSO: 14000 CW 2018-05-26 1958 PA0RBA        599 0065   KP2M          599 1918
QSO: 14000 CW 2018-05-26 1959 PA0RBA        599 0066   LZ1QN         599 0165
QSO: 14000 CW 2018-05-26 2002 PA0RBA        599 0067   KM7W          599 2212
QSO: 14000 CW 2018-05-26 2004 PA0RBA        599 0068   LZ2HR         599 0857
QSO: 14000 CW 2018-05-26 2005 PA0RBA        599 0069   UT5NR         599 0440
