START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: YU1LM 
CLUB: CONTEST CLUB SERBIA
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 759267
OPERATORS: YU1LM
NAME: Sinisa Tasic-Tasa
SOAPBOX: RIG GENESIS G59,ANTENNA MULTIBAND DELTA LOOP 84M 9-14M FROM GROUND.
CREATED-BY: N1MM Logger+ 1.0.7177.0
QSO:  7052 CW 2018-05-26 0000 YU1LM/QRP     599 0001   4L0A          599 0003
QSO:  7008 CW 2018-05-26 0001 YU1LM/QRP     599 0002   UA7KA         599 0002
QSO:  7008 CW 2018-05-26 0002 YU1LM/QRP     599 0003   WC1M          599 0004
QSO:  7051 CW 2018-05-26 0005 YU1LM/QRP     599 0004   LA2AB         599 0002
QSO:  7049 CW 2018-05-26 0005 YU1LM/QRP     599 0005   DP80FOC       599 0001
QSO:  7048 CW 2018-05-26 0006 YU1LM/QRP     599 0006   EC5CR         599 0010
QSO:  7046 CW 2018-05-26 0008 YU1LM/QRP     599 0007   ES7A          599 0005
QSO:  7040 CW 2018-05-26 0009 YU1LM/QRP     599 0008   LX7I          599 0023
QSO:  7039 CW 2018-05-26 0010 YU1LM/QRP     599 0009   4Z5LY         599 0009
QSO:  7042 CW 2018-05-26 0012 YU1LM/QRP     599 0010   YU0A          599 0012
QSO:  7043 CW 2018-05-26 0013 YU1LM/QRP     599 0011   CR3W          599 0022
QSO:  7044 CW 2018-05-26 0014 YU1LM/QRP     599 0012   NW7R          599 0023
QSO:  7046 CW 2018-05-26 0015 YU1LM/QRP     599 0013   UF1F          599 0040
QSO:  7010 CW 2018-05-26 0018 YU1LM/QRP     599 0014   OH5Z          599 0025
QSO:  7000 CW 2018-05-26 0020 YU1LM/QRP     599 0015   P33W          599 0077
QSO:  7000 CW 2018-05-26 0021 YU1LM/QRP     599 0016   R2AA          599 0042
QSO:  7006 CW 2018-05-26 0023 YU1LM/QRP     599 0017   DJ9DZ         599 0025
QSO:  7012 CW 2018-05-26 0029 YU1LM/QRP     599 0018   RT9A          599 0047
QSO:  7014 CW 2018-05-26 0032 YU1LM/QRP     599 0019   US1I          599 0044
QSO:  7014 CW 2018-05-26 0034 YU1LM/QRP     599 0020   NN1AA         599 0060
