START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: RA3FD
CATEGORY: SINGLE-OP ALL HIGH CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 103584
CLUB: Russian Contest Club
CONTEST: EUHFC
OPERATORS: 
NAME: Sergey Koryakov
ADDRESS: Chernyshevskogo, 2 Sergiev Posad-8 (CEMXO3) 141308, RF
ADDRESS: 
QSO: 14011 CW 2011-08-06 1256 RA3FD         599 89     HG7T          599 73
QSO: 14016 CW 2011-08-06 1257 RA3FD         599 89     G0MTN         599 88
QSO: 14016 CW 2011-08-06 1258 RA3FD         599 89     DL8QS         599 65
QSO: 14017 CW 2011-08-06 1258 RA3FD         599 89     SF6DX         599 71
QSO: 14018 CW 2011-08-06 1258 RA3FD         599 89     SM2T          599 71
QSO: 14019 CW 2011-08-06 1300 RA3FD         599 89     LZ2HR         599 88
QSO: 14020 CW 2011-08-06 1300 RA3FD         599 89     R7AO          599 83
QSO: 14022 CW 2011-08-06 1302 RA3FD         599 89     IT9RZU        599 01
QSO: 14022 CW 2011-08-06 1302 RA3FD         599 89     IK2SND        599 92
QSO: 14023 CW 2011-08-06 1304 RA3FD         599 89     OH8X          599 96
QSO: 14025 CW 2011-08-06 1305 RA3FD         599 89     EW4AA         599 82
QSO: 14028 CW 2011-08-06 1306 RA3FD         599 89     RX6AM         599 75
QSO: 14028 CW 2011-08-06 1307 RA3FD         599 89     PA0LOU        599 55
QSO: 14032 CW 2011-08-06 1309 RA3FD         599 89     UR9LD         599 83
QSO: 14034 CW 2011-08-06 1310 RA3FD         599 89     SP4JCP        599 75
QSO: 14035 CW 2011-08-06 1311 RA3FD         599 89     SV1RP         599 83
QSO: 14038 CW 2011-08-06 1324 RA3FD         599 89     UT8EU         599 99
QSO: 14039 CW 2011-08-06 1325 RA3FD         599 89     OM6NM         599 88
QSO: 14040 CW 2011-08-06 1325 RA3FD         599 89     UX7IA         599 79
QSO: 14041 CW 2011-08-06 1326 RA3FD         599 89     G3GLL         599 49
QSO: 14042 CW 2011-08-06 1327 RA3FD         599 89     UU5WW         599 04
QSO: 14042 CW 2011-08-06 1328 RA3FD         599 89     DF5LW         599 78
QSO: 14043 CW 2011-08-06 1329 RA3FD         599 89     UV5U          599 72
QSO: 14045 CW 2011-08-06 1330 RA3FD         599 89     UX1UF         599 01
QSO: 14047 CW 2011-08-06 1331 RA3FD         599 89     LZ3ZZ         599 91
QSO: 14048 CW 2011-08-06 1331 RA3FD         599 89     F6HKA         599 81
QSO: 14049 CW 2011-08-06 1332 RA3FD         599 89     SP1AEN        599 72
QSO: 14052 CW 2011-08-06 1333 RA3FD         599 89     UX4U          599 09
QSO: 14046 CW 2011-08-06 1333 RA3FD         599 89     9A7R          599 72
QSO: 14011 CW 2011-08-06 1337 RA3FD         599 89     UW5U          599 74
QSO: 14011 CW 2011-08-06 1338 RA3FD         599 89     S57AW         599 87
QSO: 14012 CW 2011-08-06 1340 RA3FD         599 89     GM3POI        599 61
QSO: 14013 CW 2011-08-06 1341 RA3FD         599 89     S59ABC        599 74
QSO: 14013 CW 2011-08-06 1342 RA3FD         599 89     IZ3DBA        599 99
QSO: 14014 CW 2011-08-06 1342 RA3FD         599 89     LZ1670SWS     599 69
QSO: 14015 CW 2011-08-06 1344 RA3FD         599 89     SN5N          599 69
QSO: 14015 CW 2011-08-06 1345 RA3FD         599 89     RW6AM         599 74
QSO: 14016 CW 2011-08-06 1346 RA3FD         599 89     DF8AE         599 80
QSO: 14019 CW 2011-08-06 1348 RA3FD         599 89     IK3SCB        599 91
QSO: 14020 CW 2011-08-06 1349 RA3FD         599 89     DK3KD         599 69
QSO: 14022 CW 2011-08-06 1350 RA3FD         599 89     UY7C          599 99
QSO: 14023 CW 2011-08-06 1350 RA3FD         599 89     YT0Z          599 75
QSO: 14024 CW 2011-08-06 1351 RA3FD         599 89     ON5RA         599 92
QSO: 14027 CW 2011-08-06 1353 RA3FD         599 89     YU1NT         599 76
QSO: 14028 CW 2011-08-06 1354 RA3FD         599 89     EA3KU         599 77
QSO: 14031 CW 2011-08-06 1354 RA3FD         599 89     S59AA         599 50
QSO: 14033 CW 2011-08-06 1356 RA3FD         599 89     IQ2CJ         599 87
QSO: 14034 CW 2011-08-06 1356 RA3FD         599 89     YQ6A          599 74
QSO: 14036 CW 2011-08-06 1358 RA3FD         599 89     OL4M          599 47
QSO: 14037 CW 2011-08-06 1400 RA3FD         599 89     YO4DW         599 83
QSO: 14038 CW 2011-08-06 1401 RA3FD         599 89     UT7E          599 83
QSO: 14038 CW 2011-08-06 1401 RA3FD         599 89     ON4DN         599 05
QSO: 14038 CW 2011-08-06 1403 RA3FD         599 89     SP0CFF        599 10
QSO: 14038 CW 2011-08-06 1403 RA3FD         599 89     UX8ZA         599 74
QSO: 14038 CW 2011-08-06 1404 RA3FD         599 89     US5E          599 88
QSO: 14038 CW 2011-08-06 1405 RA3FD         599 89     YU7KW         599 75
QSO: 14038 CW 2011-08-06 1408 RA3FD         599 89     YQ8Q          599 06
QSO: 14039 CW 2011-08-06 1408 RA3FD         599 89     UR5EPV        599 83
QSO: 14039 CW 2011-08-06 1409 RA3FD         599 89     DC9ZP         599 70
QSO: 14039 CW 2011-08-06 1409 RA3FD         599 89     UU9JH         599 74
QSO: 14009 CW 2011-08-06 1417 RA3FD         599 89     LZ9W          599 89
QSO: 14011 CW 2011-08-06 1418 RA3FD         599 89     LZ2PL         599 86
