START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: G3TXF
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Single Operator 3 bands
CLAIMED-SCORE: 0
QSO: 14023 CW 2023-07-22 1506 G3TXF         599 74     LA8OM         599 70    
QSO: 14032 CW 2023-07-22 1507 G3TXF         599 74     OY1CT         599 63    
QSO: 14038 CW 2023-07-22 1507 G3TXF         599 74     SM0Q          599 58    
QSO: 14040 CW 2023-07-22 1508 G3TXF         599 74     IU0ITX        599 57    
QSO: 14036 CW 2023-07-22 1509 G3TXF         599 74     EA3X          599 63    
QSO: 14041 CW 2023-07-22 1510 G3TXF         599 74     R1QE          599 73    
QSO: 14016 CW 2023-07-22 1510 G3TXF         599 74     YO4NF         599 49    
QSO: 14018 CW 2023-07-22 1511 G3TXF         599 74     HA3NU         599 64    
QSO: 14033 CW 2023-07-22 1513 G3TXF         599 74     EA3IGR        599 14    
QSO: 14036 CW 2023-07-22 1513 G3TXF         599 74     RA1TU         599 71    
QSO: 14040 CW 2023-07-22 1515 G3TXF         599 74     RM1T          599 65    
QSO: 14044 CW 2023-07-22 1516 G3TXF         599 74     YT2ISM        599 57    
QSO: 14019 CW 2023-07-22 1516 G3TXF         599 74     K4RUM         599 61    
QSO: 14009 CW 2023-07-22 1517 G3TXF         599 74     EA5LN         599 56    
QSO: 14002 CW 2023-07-22 1517 G3TXF         599 74     K1LZ          599 67    
QSO: 14010 CW 2023-07-22 1518 G3TXF         599 74     HG5D          599 66    
QSO: 14014 CW 2023-07-22 1518 G3TXF         599 74     E750ESP       599 50    
QSO: 14018 CW 2023-07-22 1520 G3TXF         599 74     9A3VM         599 71    
QSO: 14022 CW 2023-07-22 1521 G3TXF         599 74     M3X           599 67    
QSO: 14011 CW 2023-07-22 1522 G3TXF         599 74     DL6KVA        599 56    
QSO: 14021 CW 2023-07-22 1523 G3TXF         599 74     RA3AN         599 69    
QSO: 14024 CW 2023-07-22 1523 G3TXF         599 74     LY7T          599 53    
QSO: 14026 CW 2023-07-22 1524 G3TXF         599 74     AA3B          599 66    
QSO: 14013 CW 2023-07-22 1526 G3TXF         599 74     HA6NL         599 74    
QSO: 14017 CW 2023-07-22 1527 G3TXF         599 74     OL30RRC       599 61    
QSO: 14014 CW 2023-07-22 1528 G3TXF         599 74     LY5W          599 55    
QSO: 14011 CW 2023-07-22 1528 G3TXF         599 74     SM5ACQ        599 80    
QSO: 14016 CW 2023-07-22 1529 G3TXF         599 74     IK1SOW        599 62    
QSO: 14026 CW 2023-07-22 1530 G3TXF         599 74     HA0LZ         599 75    
QSO: 14030 CW 2023-07-22 1531 G3TXF         599 74     HA5JI         599 69    
QSO: 14028 CW 2023-07-22 1532 G3TXF         599 74     R3OM          599 71    
QSO: 14028 CW 2023-07-22 1547 G3TXF         599 74     RN4AO         599 74    
QSO: 14020 CW 2023-07-22 1551 G3TXF         599 74     G4IRN         599 59    
QSO: 14015 CW 2023-07-22 1553 G3TXF         599 74     P3X           599 49    
QSO: 14012 CW 2023-07-22 1553 G3TXF         599 74     YQ6A          599 68    
QSO: 14011 CW 2023-07-22 1554 G3TXF         599 74     R9MM          599 60    
QSO: 14014 CW 2023-07-22 1554 G3TXF         599 74     OH2KW         599 68    
QSO: 14020 CW 2023-07-22 1555 G3TXF         599 74     RN4HAB        599 62    
QSO: 14021 CW 2023-07-22 1556 G3TXF         599 74     EA4AOC        599 44    
QSO: 14032 CW 2023-07-22 1556 G3TXF         599 74     UT7RYL        599 11    
QSO: 14033 CW 2023-07-22 1558 G3TXF         599 74     UN0LM         599 52    
QSO: 14034 CW 2023-07-22 1558 G3TXF         599 74     OK2QA         599 76    
QSO: 14041 CW 2023-07-22 1559 G3TXF         599 74     HA6IAM        599 63    
QSO: 14041 CW 2023-07-22 1600 G3TXF         599 74     F5PLC         599 72    
QSO: 14048 CW 2023-07-22 1600 G3TXF         599 74     RT5P          599 66    
QSO: 14020 CW 2023-07-22 1602 G3TXF         599 74     SM5CSS        599 77    
QSO: 14019 CW 2023-07-22 1606 G3TXF         599 74     IK3OII        599 70    
QSO: 14019 CW 2023-07-22 1606 G3TXF         599 74     HA7UI         599 79    
QSO: 14019 CW 2023-07-22 1607 G3TXF         599 74     HA7MF         599 72    
QSO: 14019 CW 2023-07-22 1607 G3TXF         599 74     RA4HBS        599 66    
QSO: 14019 CW 2023-07-22 1607 G3TXF         599 74     RX3VF         599 67    
QSO: 14019 CW 2023-07-22 1608 G3TXF         599 74     GM4ZUK        599 55    
QSO: 14019 CW 2023-07-22 1608 G3TXF         599 74     EA5OH         599 46    
QSO: 14019 CW 2023-07-22 1609 G3TXF         599 74     OH5ZA         599 69    
QSO: 14019 CW 2023-07-22 1609 G3TXF         599 74     HA5CRT        599 62    
QSO: 14019 CW 2023-07-22 1609 G3TXF         599 74     I5OVS         599 77    
QSO: 14019 CW 2023-07-22 1610 G3TXF         599 74     IW3ILM        599 62    
QSO: 14019 CW 2023-07-22 1610 G3TXF         599 74     HA2EOU        599 65    
QSO: 14019 CW 2023-07-22 1611 G3TXF         599 74     DH0GHU        599 46    
QSO: 14019 CW 2023-07-22 1612 G3TXF         599 74     W1FJ          599 82    
QSO: 14019 CW 2023-07-22 1613 G3TXF         599 74     UA4FCO        599 69    
QSO: 14019 CW 2023-07-22 1614 G3TXF         599 74     EA8DIG        599 48    
QSO: 14019 CW 2023-07-22 1614 G3TXF         599 74     OH2EA         599 77    
QSO: 14019 CW 2023-07-22 1614 G3TXF         599 74     OH2BN         599 81    
QSO: 14019 CW 2023-07-22 1615 G3TXF         599 74     YU7KW         599 62    
QSO: 14019 CW 2023-07-22 1615 G3TXF         599 74     EA3DMN        599 60    
QSO: 14019 CW 2023-07-22 1616 G3TXF         599 74     HA7TM         599 67    
QSO: 14019 CW 2023-07-22 1617 G3TXF         599 74     UZ7E          599 49    
QSO: 14019 CW 2023-07-22 1617 G3TXF         599 74     W8FJ          599 78    
QSO: 14019 CW 2023-07-22 1618 G3TXF         599 74     YL3FW         599 73    
QSO: 14019 CW 2023-07-22 1618 G3TXF         599 74     RN4SS         599 62    
QSO: 14019 CW 2023-07-22 1618 G3TXF         599 74     HA6KG         599 45    
QSO: 14019 CW 2023-07-22 1618 G3TXF         599 74     9A2U          599 25    
QSO: 14019 CW 2023-07-22 1620 G3TXF         599 74     HS0ZNV        599 77    
QSO: 14019 CW 2023-07-22 1621 G3TXF         599 74     VE1AI         599 2     
QSO: 14019 CW 2023-07-22 1622 G3TXF         599 74     OE3OPW        599 62    
QSO: 14019 CW 2023-07-22 1623 G3TXF         599 74     YO4AAC        599 66    
QSO: 14019 CW 2023-07-22 1624 G3TXF         599 74     K4XU          599 1     
QSO: 14019 CW 2023-07-22 1624 G3TXF         599 74     SM7RYR        599 70    
QSO: 14019 CW 2023-07-22 1625 G3TXF         599 74     SP5ELA        599 70    
QSO: 14019 CW 2023-07-22 1625 G3TXF         599 74     OK1FCA        599 81    
QSO: 14019 CW 2023-07-22 1626 G3TXF         599 74     PF5X          599 67    
QSO: 14019 CW 2023-07-22 1626 G3TXF         599 74     YO4RDW        599 51    
QSO: 14019 CW 2023-07-22 1627 G3TXF         599 74     UT3EV         599 75    
QSO: 14019 CW 2023-07-22 1627 G3TXF         599 74     S56A          599 78    
QSO: 14019 CW 2023-07-22 1627 G3TXF         599 74     OZ4LH         599 63    
QSO: 14019 CW 2023-07-22 1628 G3TXF         599 74     E7/Z35M       599 57    
QSO: 14019 CW 2023-07-22 1629 G3TXF         599 74     9A3BYW        599 17    
QSO: 14019 CW 2023-07-22 1629 G3TXF         599 74     US3EW         599 65    
QSO: 14019 CW 2023-07-22 1630 G3TXF         599 74     SE4E          599 77    
QSO: 14019 CW 2023-07-22 1630 G3TXF         599 74     R4WAE         599 77    
QSO: 14019 CW 2023-07-22 1630 G3TXF         599 74     SC6O          599 71    
QSO: 14019 CW 2023-07-22 1631 G3TXF         599 74     UW3WF         599 59    
QSO: 14019 CW 2023-07-22 1631 G3TXF         599 74     HA9TA         599 71    
QSO: 14019 CW 2023-07-22 1632 G3TXF         599 74     HG6O          599 69    
QSO: 14019 CW 2023-07-22 1632 G3TXF         599 74     EA5DO         599 71    
QSO: 14019 CW 2023-07-22 1632 G3TXF         599 74     RL3T          599 43    
QSO: 14019 CW 2023-07-22 1632 G3TXF         599 74     HA5AQ         599 66    
QSO: 14019 CW 2023-07-22 1633 G3TXF         599 74     F5PHY         599 66    
QSO: 14019 CW 2023-07-22 1634 G3TXF         599 74     OK2HBR        599 71    
QSO: 14019 CW 2023-07-22 1635 G3TXF         599 74     EB5F          599 46    
QSO: 14019 CW 2023-07-22 1636 G3TXF         599 74     JO7KMB        599 62    
QSO: 14019 CW 2023-07-22 1636 G3TXF         599 74     N9UNX         599 48    
QSO: 14019 CW 2023-07-22 1636 G3TXF         599 74     RW3DY         599 63    
QSO: 14019 CW 2023-07-22 1637 G3TXF         599 74     OM5MX         599 70    
QSO: 14019 CW 2023-07-22 1637 G3TXF         599 74     LY2J          599 69    
QSO: 14019 CW 2023-07-22 1637 G3TXF         599 74     SP7JDI        599 65    
QSO: 14019 CW 2023-07-22 1638 G3TXF         599 74     EA8AQM        599 33    
QSO: 14019 CW 2023-07-22 1639 G3TXF         599 74     SN300CITY     599 72    
QSO: 14019 CW 2023-07-22 1640 G3TXF         599 74     YU5T          599 72    
QSO: 14019 CW 2023-07-22 1640 G3TXF         599 74     CT1ELZ        599 77    
QSO: 14019 CW 2023-07-22 1640 G3TXF         599 74     EA4FL         599 64    
QSO: 14019 CW 2023-07-22 1641 G3TXF         599 74     HA7I          599 47    
QSO: 14019 CW 2023-07-22 1641 G3TXF         599 74     EU1EU         599 60    
QSO: 14019 CW 2023-07-22 1642 G3TXF         599 74     EA6/DL1FMG    599 60    
QSO: 14019 CW 2023-07-22 1642 G3TXF         599 74     S52W          599 56    
QSO: 14019 CW 2023-07-22 1644 G3TXF         599 74     SP2HMY        599 68    
QSO: 14019 CW 2023-07-22 1644 G3TXF         599 74     UA1ZZ         599 87    
QSO: 14019 CW 2023-07-22 1645 G3TXF         599 74     YO8/LZ4UU     599 39    
QSO: 14019 CW 2023-07-22 1646 G3TXF         599 74     K4WW          599 81    
QSO: 14019 CW 2023-07-22 1648 G3TXF         599 74     IK2QEI        599 50    
QSO: 14019 CW 2023-07-22 1649 G3TXF         599 74     OG7F          599 62    
QSO: 14019 CW 2023-07-22 1649 G3TXF         599 74     RN6AT         599 72    
QSO: 14019 CW 2023-07-22 1650 G3TXF         599 74     YL2TD         599 62    
QSO: 14019 CW 2023-07-22 1650 G3TXF         599 74     4Z5ML         599 62    
QSO: 14019 CW 2023-07-22 1651 G3TXF         599 74     UA6HLN        599 72    
QSO: 14019 CW 2023-07-22 1655 G3TXF         599 74     NB1N          599 65    
QSO: 14019 CW 2023-07-22 1655 G3TXF         599 74     UA4HEZ        599 66    
QSO: 14019 CW 2023-07-22 1656 G3TXF         599 74     SP9JZT        599 65    
QSO: 14019 CW 2023-07-22 1656 G3TXF         599 74     R7TD          599 73    
QSO: 14019 CW 2023-07-22 1656 G3TXF         599 74     IZ5VCI        599 51    
QSO: 14019 CW 2023-07-22 1657 G3TXF         599 74     HA6A          599 59    
QSO: 14019 CW 2023-07-22 1657 G3TXF         599 74     ES2JJ         599 72    
QSO: 14019 CW 2023-07-22 1658 G3TXF         599 74     HA0GK         599 60    
QSO: 14019 CW 2023-07-22 1659 G3TXF         599 74     KD9VGM        599 20    
QSO: 14019 CW 2023-07-22 1700 G3TXF         599 74     UA9ZZ/M       599 62    
QSO: 14019 CW 2023-07-22 1701 G3TXF         599 74     ER/UT1ZZ      599 57    
QSO: 14019 CW 2023-07-22 1702 G3TXF         599 74     OK5SA         599 84    
QSO: 14019 CW 2023-07-22 1705 G3TXF         599 74     G3SWH         599 76    
QSO: 14019 CW 2023-07-22 1706 G3TXF         599 74     RA4CL         599 69    
QSO: 14019 CW 2023-07-22 1706 G3TXF         599 74     HA5OM         599 67    
QSO: 14019 CW 2023-07-22 1707 G3TXF         599 74     DL9ZWG        599 69    
QSO: 14019 CW 2023-07-22 1708 G3TXF         599 74     G3YJQ         599 81    
QSO: 14019 CW 2023-07-22 1708 G3TXF         599 74     W1EBM         599 80    
QSO: 14019 CW 2023-07-22 1709 G3TXF         599 74     SP2GMA        599 68    
QSO: 14019 CW 2023-07-22 1709 G3TXF         599 74     HA8AT         599 69    
QSO: 14019 CW 2023-07-22 1710 G3TXF         599 74     SN6A          599 1     
QSO: 14019 CW 2023-07-22 1713 G3TXF         599 74     CU2HI         599 1     
QSO: 14019 CW 2023-07-22 1714 G3TXF         599 74     YB3VK         599 70    
QSO: 14019 CW 2023-07-22 1714 G3TXF         599 74     S57DX         599 65    
QSO: 14019 CW 2023-07-22 1715 G3TXF         599 74     UA1F          599 75    
QSO: 14019 CW 2023-07-22 1716 G3TXF         599 74     UT5NR         599 51    
QSO: 14019 CW 2023-07-22 1716 G3TXF         599 74     EV6Z          599 70    
QSO: 14019 CW 2023-07-22 1717 G3TXF         599 74     CT1DRB        599 59    
QSO: 14019 CW 2023-07-22 1717 G3TXF         599 74     SN6A          599 73    
QSO: 14019 CW 2023-07-22 1717 G3TXF         599 74     VA3IK         599 71    
QSO: 14019 CW 2023-07-22 1718 G3TXF         599 74     RM7G          599 57    
QSO: 14019 CW 2023-07-22 1718 G3TXF         599 74     HG5E          599 52    
QSO: 14019 CW 2023-07-22 1719 G3TXF         599 74     RA3DS         599 1     
QSO: 14019 CW 2023-07-22 1720 G3TXF         599 74     HG1G          599 65    
QSO: 14019 CW 2023-07-22 1720 G3TXF         599 74     K3YP          599 74    
QSO: 14018 CW 2023-07-22 1722 G3TXF         599 74     YO4BEX        599 69    
QSO: 14018 CW 2023-07-22 1723 G3TXF         599 74     RW4HFH        599 71    
QSO: 14018 CW 2023-07-22 1724 G3TXF         599 74     W4PM          599 78    
QSO: 14018 CW 2023-07-22 1724 G3TXF         599 74     RL2Y          599 68    
QSO: 14021 CW 2023-07-22 1847 G3TXF         599 74     IK3QAR        599 51    
QSO: 14022 CW 2023-07-22 1847 G3TXF         599 74     RK3AW         599 54    
QSO: 14022 CW 2023-07-22 1848 G3TXF         599 74     LZ1ZJ         599 63    
QSO: 14023 CW 2023-07-22 1848 G3TXF         599 74     N4BP          599 82    
QSO: 14028 CW 2023-07-22 1849 G3TXF         599 74     VE2FK         599 78    
QSO: 14035 CW 2023-07-22 1849 G3TXF         599 74     HA2KMR        599 67    
QSO: 14038 CW 2023-07-22 1850 G3TXF         599 74     KC1XX         599 53    
QSO: 14028 CW 2023-07-22 1851 G3TXF         599 74     JA6GCE        599 73    
QSO: 14000 CW 2023-07-22 1852 G3TXF         599 74     OX3XR         599 1     
QSO: 14030 CW 2023-07-22 1852 G3TXF         599 74     SN5N          599 72    
QSO: 14034 CW 2023-07-22 1853 G3TXF         599 74     EA5FID        599 65    
QSO: 14019 CW 2023-07-22 1853 G3TXF         599 74     CT7BJG        599 64    
QSO: 14028 CW 2023-07-22 1927 G3TXF         599 74     ZD7BG         599 70    
QSO: 14032 CW 2023-07-22 1928 G3TXF         599 74     CT7AGZ        599 60    
QSO:  7010 CW 2023-07-22 1931 G3TXF         599 74     LZ6E          599 76    
QSO:  7010 CW 2023-07-22 1931 G3TXF         599 74     ON6PJ         599 42    
QSO:  7011 CW 2023-07-22 1932 G3TXF         599 74     YQ6A          599 68    
QSO:  7012 CW 2023-07-22 1932 G3TXF         599 74     PA2W          599 55    
QSO:  7013 CW 2023-07-22 1933 G3TXF         599 74     P3X           599 49    
QSO:  7015 CW 2023-07-22 1933 G3TXF         599 74     PF5X          599 67    
QSO:  7016 CW 2023-07-22 1934 G3TXF         599 74     YO4NF         599 49    
QSO:  7020 CW 2023-07-22 1934 G3TXF         599 74     LZ1VKD        599 60    
QSO:  7021 CW 2023-07-22 1935 G3TXF         599 74     UT3QZ         599 54    
QSO:  7022 CW 2023-07-22 1936 G3TXF         599 74     SF6W          599 70    
QSO:  7023 CW 2023-07-22 1937 G3TXF         599 74     OM7LM         599 56    
QSO:  7009 CW 2023-07-22 1937 G3TXF         599 74     YO8/LZ4UU     599 39    
QSO:  7014 CW 2023-07-22 1938 G3TXF         599 74     EA5FID        599 65    
QSO:  7017 CW 2023-07-22 1938 G3TXF         599 74     UR7MZ         599 70    
QSO:  7019 CW 2023-07-22 1939 G3TXF         599 74     ZA1EM         599 54    
QSO:  7022 CW 2023-07-22 1940 G3TXF         599 74     LA8OM         599 70    
QSO:  7025 CW 2023-07-22 1940 G3TXF         599 74     OK2HBR        599 71    
QSO:  7025 CW 2023-07-22 1941 G3TXF         599 74     I2WIJ         599 71    
QSO:  7026 CW 2023-07-22 1941 G3TXF         599 74     HG5D          599 66    
QSO:  7030 CW 2023-07-22 1942 G3TXF         599 74     JA6GCE        599 73    
QSO:  7031 CW 2023-07-22 1942 G3TXF         599 74     HA7I          599 47    
QSO:  7008 CW 2023-07-22 1943 G3TXF         599 74     DL4KG         599 63    
QSO:  7014 CW 2023-07-22 1943 G3TXF         599 74     YO4RDW        599 51    
QSO:  7018 CW 2023-07-22 1944 G3TXF         599 74     9A3LET        599 17    
QSO:  7024 CW 2023-07-22 1944 G3TXF         599 74     LY2J          599 69    
QSO:  7016 CW 2023-07-22 1945 G3TXF         599 74     HG5E          599 52    
QSO:  7015 CW 2023-07-22 1951 G3TXF         599 74     HA6NL         599 74    
QSO:  7008 CW 2023-07-22 1952 G3TXF         599 74     IU0ITX        599 57    
QSO:  7017 CW 2023-07-22 1953 G3TXF         599 74     SM5DXR        599 79    
QSO:  7022 CW 2023-07-22 1954 G3TXF         599 74     SE4E          599 77    
QSO:  7035 CW 2023-07-22 1954 G3TXF         599 74     2E0CVN        599 35    
QSO:  7032 CW 2023-07-22 1954 G3TXF         599 74     EA5OH         599 46    
QSO:  7022 CW 2023-07-22 1955 G3TXF         599 74     R2BW          599 20    
QSO:  7021 CW 2023-07-22 1955 G3TXF         599 74     SP5ELA        599 70    
QSO:  7009 CW 2023-07-22 1956 G3TXF         599 74     DL5KUD        599 75    
QSO:  7011 CW 2023-07-22 1957 G3TXF         599 74     4L9M          599 31    
QSO:  7011 CW 2023-07-22 1957 G3TXF         599 74     HA6PX         599 54    
QSO:  7013 CW 2023-07-22 1958 G3TXF         599 74     HA8BE         599 67    
QSO:  7016 CW 2023-07-22 2000 G3TXF         599 74     9A2U          599 25    
QSO:  7018 CW 2023-07-22 2000 G3TXF         599 74     OU2W          599 57    
QSO:  7019 CW 2023-07-22 2001 G3TXF         599 74     OT6E          599 70    
QSO:  7030 CW 2023-07-22 2002 G3TXF         599 74     4X6FB         599 42    
