START-OF-LOG: 3.0
CALLSIGN: W0AH
CLAIMED-SCORE: 815488
CLUB: Carolina DX Assn
CONTEST: CQ-WW-SSB
CREATED-BY: WriteLog V10.53E
NAME: Doug
OPERATORS: W0AH
SOAPBOX: First CQWW Phone from SC. WOW!  It's sure
SOAPBOX:  fun to be able to work DX with low power
SOAPBOX:  with my uni-gain antennas (rotatable trap
SOAPBOX: dipole for 10/15/20, 160M FW loop at 20' for 40M
SOAPBOX: and 160M, slopping vertical with 12 radials for
SOAPBOX:  75M).  Being on a hilltop helps!
SOAPBOX: Doug
SOAPBOX:
LOCATION: SC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 14000 PH 2006-10-28 0000 W0AH           59      5 VE7SV          59      3
QSO: 14000 PH 2006-10-28 0003 W0AH           59      5 KV0Q           59      4
QSO: 14000 PH 2006-10-28 0005 W0AH           59      5 HR2RCH         59      7
QSO: 14000 PH 2006-10-28 0006 W0AH           59      5 VP5DX          59      8
QSO: 14000 PH 2006-10-28 0007 W0AH           59      5 HD2A           59     10
QSO: 14000 PH 2006-10-28 0009 W0AH           59      5 LU8YE          59     13
QSO: 14000 PH 2006-10-28 0011 W0AH           59      5 PY2ZXU         59     11
QSO: 14000 PH 2006-10-28 0013 W0AH           59      5 HI3C           59      8
QSO: 14000 PH 2006-10-28 0014 W0AH           59      5 P49Y           59      9
QSO: 14000 PH 2006-10-28 0015 W0AH           59      5 FM/K9NW        59      8
QSO: 14000 PH 2006-10-28 0017 W0AH           59      5 ZY7C           59     11
QSO: 14000 PH 2006-10-28 0017 W0AH           59      5 P40A           59      9
QSO: 14000 PH 2006-10-28 0020 W0AH           59      5 B1Z            59     24
QSO: 14000 PH 2006-10-28 0021 W0AH           59      5 TI2VW          59      7
QSO: 14000 PH 2006-10-28 0022 W0AH           59      5 VE3RM          59      4
QSO: 14000 PH 2006-10-28 0022 W0AH           59      5 JS3CTQ         59     25
QSO: 14000 PH 2006-10-28 0025 W0AH           59      5 PS2T           59     11
QSO: 14000 PH 2006-10-28 0028 W0AH           59      5 TI8M           59      7
