START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE-ADRIA VHF - Official results - VHFManager
CALLSIGN: OM3CQF
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2010-08-08 0701 OM3CQF        59  1 JN88RT   S57LM         59  2 JN76HD  
QSO: 144300 PH 2010-08-08 0703 OM3CQF        59  2 JN88RT   OK2BDR        59  3 JN89VI  
QSO: 144300 PH 2010-08-08 0704 OM3CQF        59  3 JN88RT   OK2ILA        59  4 JN89UR  
QSO: 144300 PH 2010-08-08 0706 OM3CQF        55  4 JN88RT   OK1IEI        59  1 JO70EC  
QSO: 144300 PH 2010-08-08 0707 OM3CQF        59  5 JN88RT   OK2FUG        59  2 JN99IM  
QSO: 144300 PH 2010-08-08 0708 OM3CQF        59  6 JN88RT   OK2SSJ        59  45 JN89WW 
QSO: 144300 PH 2010-08-08 0709 OM3CQF        59  7 JN88RT   OK2KPD        59  2 JO80UB  
QSO: 144300 PH 2010-08-08 0710 OM3CQF        59  8 JN88RT   OK2TKE        59  35 JN88UU 
QSO: 144300 PH 2010-08-08 0713 OM3CQF        59  9 JN88RT   OM3TGE        59  5 JN98FV  
QSO: 144300 PH 2010-08-08 0715 OM3CQF        59  10 JN88RT  OK1IA         59  4 JN89EJ  
QSO: 144300 PH 2010-08-08 0719 OM3CQF        59  11 JN88RT  OE3DXA        59  3 JN88IC  
QSO: 144300 PH 2010-08-08 0720 OM3CQF        59  12 JN88RT  OK1KUO        59  13 JO80FF 
QSO: 144300 PH 2010-08-08 0721 OM3CQF        59  13 JN88RT  HA2ML         59  14 JN97CO 
QSO: 144300 PH 2010-08-08 0722 OM3CQF        59  14 JN88RT  OK5TM         59  6 JN89GH  
QSO: 144300 PH 2010-08-08 0722 OM3CQF        59  15 JN88RT  HA2MJ         59  9 JN97DQ  
QSO: 144300 PH 2010-08-08 0723 OM3CQF        59  16 JN88RT  OE3FLU        59  10 JN78VQ 
QSO: 144300 PH 2010-08-08 0724 OM3CQF        59  17 JN88RT  OK2ZVN        59  22 JN89IE 
QSO: 144300 PH 2010-08-08 0725 OM3CQF        59  18 JN88RT  OK1HMP        59  8 JN79FX  
