START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA5EN
CLUB:  
CONTEST: EA-RTTY
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 158976
OPERATORS: EA5EN
NAME: MATEO ALEDO CAMPILLO
CREATED-BY: N1MM Logger+ 1.0.4457.0
QSO: 14082 RY 2018-04-07 1601 EA5EN         599 MU     OH2LU         599 0001     
QSO: 14082 RY 2018-04-07 1602 EA5EN         599 MU     LY2BAA        599 0001     
QSO: 14082 RY 2018-04-07 1603 EA5EN         599 MU     HA7XC         599 0002     
QSO: 14082 RY 2018-04-07 1603 EA5EN         599 MU     W3LL          599 0002     
QSO: 14082 RY 2018-04-07 1604 EA5EN         599 MU     PA3GDG        599 0001     
QSO: 14082 RY 2018-04-07 1604 EA5EN         599 MU     DL2BQV        599 0001     
QSO: 14082 RY 2018-04-07 1605 EA5EN         599 MU     S57YK         599 0002     
QSO: 14082 RY 2018-04-07 1606 EA5EN         599 MU     UR2Y          599 0003     
QSO: 14082 RY 2018-04-07 1607 EA5EN         599 MU     DM5B          599 0003     
QSO: 14082 RY 2018-04-07 1607 EA5EN         599 MU     G8APB         599 0002     
QSO: 14082 RY 2018-04-07 1608 EA5EN         599 MU     RA3Y          599 0004     
QSO: 14082 RY 2018-04-07 1609 EA5EN         599 MU     DL1DTL        599 0005     
QSO: 14082 RY 2018-04-07 1609 EA5EN         599 MU     LB1AH         599 0005     
QSO: 14082 RY 2018-04-07 1610 EA5EN         599 MU     YO6HSU        599 0001     
QSO: 14082 RY 2018-04-07 1611 EA5EN         599 MU     DG0CG         599 0001     
QSO: 14082 RY 2018-04-07 1611 EA5EN         599 MU     UA6CE         599 0012     
QSO: 14082 RY 2018-04-07 1612 EA5EN         599 MU     OZ1DAF        599 0008     
QSO: 14082 RY 2018-04-07 1613 EA5EN         599 MU     RT6DI         599 0006     
QSO: 14082 RY 2018-04-07 1614 EA5EN         599 MU     OM3TPN        599 0008     
QSO: 14082 RY 2018-04-07 1614 EA5EN         599 MU     UA4FX         599 0001     
QSO: 14082 RY 2018-04-07 1615 EA5EN         599 MU     M5M           599 0003     
QSO: 14082 RY 2018-04-07 1615 EA5EN         599 MU     SD6E          599 0001     
QSO: 14082 RY 2018-04-07 1616 EA5EN         599 MU     YT3H          599 0002     
QSO: 14082 RY 2018-04-07 1617 EA5EN         599 MU     EW6FW         599 0003     
QSO: 14082 RY 2018-04-07 1618 EA5EN         599 MU     YO2IS         599 0012     
QSO: 14082 RY 2018-04-07 1619 EA5EN         599 MU     ON6SAT        599 0003     
QSO: 14082 RY 2018-04-07 1620 EA5EN         599 MU     PE1CPJ        599 0005     
QSO: 14082 RY 2018-04-07 1620 EA5EN         599 MU     EA8/HB9FIH    599 TF     
QSO: 14082 RY 2018-04-07 1621 EA5EN         599 MU     W1TO          599 0009     
QSO: 14082 RY 2018-04-07 1622 EA5EN         599 MU     PE1BNF        599 0010     
QSO: 14082 RY 2018-04-07 1623 EA5EN         599 MU     PD108VLD      599 0001     
QSO: 14082 RY 2018-04-07 1623 EA5EN         599 MU     S57AM         599 0012     
QSO: 14082 RY 2018-04-07 1624 EA5EN         599 MU     PA3CXB        599 0003     
QSO: 14082 RY 2018-04-07 1625 EA5EN         599 MU     UR4EI         599 0004     
QSO: 14082 RY 2018-04-07 1626 EA5EN         599 MU     ON4AMP        599 0003     
QSO: 14082 RY 2018-04-07 1627 EA5EN         599 MU     DL1NHW        599 0001     
QSO: 14082 RY 2018-04-07 1628 EA5EN         599 MU     DL1FCU        599 0014     
QSO: 14082 RY 2018-04-07 1628 EA5EN         599 MU     YL2KF         599 0003     
QSO: 14082 RY 2018-04-07 1630 EA5EN         599 MU     DB4BJ         599 0032     
QSO: 14082 RY 2018-04-07 1630 EA5EN         599 MU     DL2ART        599 0004     
QSO: 14082 RY 2018-04-07 1631 EA5EN         599 MU     DL4DQA        599 0003     
QSO: 14082 RY 2018-04-07 1631 EA5EN         599 MU     SM5CZQ        599 0019     
QSO: 14082 RY 2018-04-07 1632 EA5EN         599 MU     UT5EPP        599 0021     
QSO: 14082 RY 2018-04-07 1633 EA5EN         599 MU     PD0ME         599 0004     
QSO: 14082 RY 2018-04-07 1633 EA5EN         599 MU     PA7WW         599 0016     
QSO: 14082 RY 2018-04-07 1634 EA5EN         599 MU     RK9AX         599 0025     
QSO: 14082 RY 2018-04-07 1635 EA5EN         599 MU     OK2FB         599 0003     
QSO: 14082 RY 2018-04-07 1636 EA5EN         599 MU     SP9NWN        599 0004     
QSO: 14082 RY 2018-04-07 1638 EA5EN         599 MU     UR5EPM        599 0003     
QSO: 14082 RY 2018-04-07 1638 EA5EN         599 MU     PE1FTV        599 0003     
QSO: 14082 RY 2018-04-07 1639 EA5EN         599 MU     PA3DUU        599 0016     
QSO: 14082 RY 2018-04-07 1640 EA5EN         599 MU     UA3ON         599 0005     
QSO: 14082 RY 2018-04-07 1640 EA5EN         599 MU     DL9GS         599 0005     
QSO: 14082 RY 2018-04-07 1641 EA5EN         599 MU     DJ4WM         599 0015     
QSO: 14082 RY 2018-04-07 1643 EA5EN         599 MU     PA1LIO        599 0003     
QSO: 14082 RY 2018-04-07 1645 EA5EN         599 MU     W3FIZ         599 0006     
QSO: 14082 RY 2018-04-07 1646 EA5EN         599 MU     RT6K          599 0002     
QSO: 14082 RY 2018-04-07 1647 EA5EN         599 MU     DL2KWA        599 0002     
QSO: 14082 RY 2018-04-07 1648 EA5EN         599 MU     GW3NC         599 0026     
QSO: 14082 RY 2018-04-07 1648 EA5EN         599 MU     UW1M          599 0095     
QSO: 14082 RY 2018-04-07 1649 EA5EN         599 MU     LA4C          599 0010     
QSO: 14082 RY 2018-04-07 1650 EA5EN         599 MU     LY2CG         599 0015     
QSO: 14082 RY 2018-04-07 1650 EA5EN         599 MU     RN4CA         599 0027     
QSO: 14082 RY 2018-04-07 1651 EA5EN         599 MU     RA4HL         599 0037     
QSO: 14082 RY 2018-04-07 1653 EA5EN         599 MU     EW7BA         599 0017     
QSO: 14082 RY 2018-04-07 1654 EA5EN         599 MU     HA7PL         599 0002     
QSO: 14082 RY 2018-04-07 1655 EA5EN         599 MU     UA9XL         599 0013     
QSO: 14082 RY 2018-04-07 1656 EA5EN         599 MU     UZ4E          599 0030     
QSO: 14082 RY 2018-04-07 1656 EA5EN         599 MU     DL1AKL        599 0025     
QSO: 14082 RY 2018-04-07 1657 EA5EN         599 MU     UR5R          599 0032     
QSO: 14082 RY 2018-04-07 1657 EA5EN         599 MU     RD3ZQ         599 0027     
QSO: 14082 RY 2018-04-07 1658 EA5EN         599 MU     R7MU          599 0010     
QSO: 14082 RY 2018-04-07 1658 EA5EN         599 MU     R2CA          599 0034     
QSO: 14082 RY 2018-04-07 1659 EA5EN         599 MU     OH2HAN        599 0062     
QSO: 14082 RY 2018-04-07 1659 EA5EN         599 MU     OK2SPD        599 0018     
QSO: 14082 RY 2018-04-07 1700 EA5EN         599 MU     HA0MS         599 0020     
QSO: 14082 RY 2018-04-07 1701 EA5EN         599 MU     PA4B          599 0020     
QSO: 14082 RY 2018-04-07 1701 EA5EN         599 MU     LZ1QV         599 0007     
QSO: 14082 RY 2018-04-07 1702 EA5EN         599 MU     SM6GKT        599 0020     
QSO: 14082 RY 2018-04-07 1702 EA5EN         599 MU     GM0KWW        599 0009     
QSO: 14082 RY 2018-04-07 1703 EA5EN         599 MU     IK8UND        599 0046     
QSO: 14082 RY 2018-04-07 1703 EA5EN         599 MU     OH6BA         599 0016     
QSO: 14082 RY 2018-04-07 1704 EA5EN         599 MU     PD7RB         599 0009     
QSO: 14082 RY 2018-04-07 1705 EA5EN         599 MU     RA2FB         599 0020     
QSO: 14082 RY 2018-04-07 1706 EA5EN         599 MU     UA4HBM        599 0026     
QSO: 14082 RY 2018-04-07 1707 EA5EN         599 MU     OM8MF         599 0016     
QSO: 14082 RY 2018-04-07 1707 EA5EN         599 MU     UV7E          599 0027     
QSO: 14082 RY 2018-04-07 1708 EA5EN         599 MU     G0MGX         599 0009     
QSO: 14082 RY 2018-04-07 1709 EA5EN         599 MU     SN100U        599 0003     
QSO: 14082 RY 2018-04-07 1709 EA5EN         599 MU     HA0LW         599 0033     
QSO: 14082 RY 2018-04-07 1710 EA5EN         599 MU     UR8QR         599 0030     
QSO: 14082 RY 2018-04-07 1711 EA5EN         599 MU     DL0VBG        599 0005     
QSO: 14082 RY 2018-04-07 1711 EA5EN         599 MU     MM0CBL        599 0002     
QSO: 14082 RY 2018-04-07 1712 EA5EN         599 MU     9A7B          599 0040     
QSO: 14082 RY 2018-04-07 1712 EA5EN         599 MU     IZ7XNB        599 0015     
QSO: 14082 RY 2018-04-07 1713 EA5EN         599 MU     R4CU          599 0022     
QSO: 14082 RY 2018-04-07 1714 EA5EN         599 MU     YU1LM/QRP     599 0010     
QSO: 14082 RY 2018-04-07 1714 EA5EN         599 MU     EM2G          599 0070     
QSO: 14082 RY 2018-04-07 1715 EA5EN         599 MU     YO2KHK        599 0031     
QSO: 14082 RY 2018-04-07 1716 EA5EN         599 MU     YL2KO         599 0029     
QSO: 14082 RY 2018-04-07 1716 EA5EN         599 MU     G4OZG         599 0010     
QSO: 14082 RY 2018-04-07 1717 EA5EN         599 MU     IT9JQY        599 0008     
QSO: 14082 RY 2018-04-07 1717 EA5EN         599 MU     DK0OF         599 0030     
QSO: 14082 RY 2018-04-07 1718 EA5EN         599 MU     LB2WG         599 0011     
QSO: 14082 RY 2018-04-07 1719 EA5EN         599 MU     EW7M          599 0008     
QSO: 14082 RY 2018-04-07 1719 EA5EN         599 MU     DJ1YF         599 0034     
QSO: 14082 RY 2018-04-07 1720 EA5EN         599 MU     DL3SYA        599 0050     
QSO: 14082 RY 2018-04-07 1721 EA5EN         599 MU     R4CI          599 0010     
QSO: 14082 RY 2018-04-07 1723 EA5EN         599 MU     DG6ME         599 0001     
QSO: 14082 RY 2018-04-07 1723 EA5EN         599 MU     SP6JZP        599 0002     
QSO: 14082 RY 2018-04-07 1725 EA5EN         599 MU     RW4NN         599 0020     
QSO: 14082 RY 2018-04-07 1725 EA5EN         599 MU     VA1XH         599 0039     
QSO: 14082 RY 2018-04-07 1726 EA5EN         599 MU     VA3TTB        599 0007     
QSO: 14082 RY 2018-04-07 1727 EA5EN         599 MU     RF9C          599 0048     
QSO: 14082 RY 2018-04-07 1727 EA5EN         599 MU     3Z100K        599 0007     
QSO: 14082 RY 2018-04-07 1728 EA5EN         599 MU     YL2CI         599 0067     
QSO: 14082 RY 2018-04-07 1729 EA5EN         599 MU     TA4A          599 0004     
QSO: 14082 RY 2018-04-07 1729 EA5EN         599 MU     OK2EA         599 0049     
QSO: 14082 RY 2018-04-07 1730 EA5EN         599 MU     YC2YIZ        599 0011     
