START-OF-LOG: 2.0
ARRL-SECTION: 
CONTEST: CQ-WW-SSB
CALLSIGN: N5MOC
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 13616
OPERATORS: N5MOC
CLUB: 
NAME: ROBERT C. MILLER
SOAPBOX: 
SOAPBOX: 
SOAPBOX: 
CREATED-BY: Exported by LOGic version 7.0.152. Cabrillo Export version 1.2.
CREATED-BY: LOGic CONTEST ID CQWW.  Log form CQWW.
CREATED-BY: Exported on 2005-11-01. 78 records exported.
CREATED-BY: Contact LOGic authors for technical questions at http://hosenose.com or 770-307-1496
CREATED-BY: Cabrillo format: Other
CREATED-BY:
CREATED-BY:                   --------info sent------- -------info rcvd--------  
QSO: 14262 PH 2005-10-29 0047 N5MOC         59  5904   HQ9R          59  07      
QSO: 14310 PH 2005-10-29 0058 N5MOC         59  5904   XE2AC         59  06      
QSO:  7175 PH 2005-10-29 0143 N5MOC         59  5904   VC6R          59  04      
QSO:  7245 PH 2005-10-29 0246 N5MOC         59  5904   VE7SV         59  03      
QSO:  7169 PH 2005-10-29 0325 N5MOC         59  5904   W3LPL         59  05      
QSO:  7190 PH 2005-10-29 0328 N5MOC         59  5904   AH6RF         59  31      
QSO: 14178 PH 2005-10-29 1332 N5MOC         59  5904   6Y2Z          59  08      
QSO: 14258 PH 2005-10-29 1409 N5MOC         59  5904   TI5N          59  07      
QSO: 14188 PH 2005-10-29 1430 N5MOC         59  5904   V26B          59  08      
QSO: 14235 PH 2005-10-29 1436 N5MOC         59  5904   KG4WW         59  08      
QSO: 28486 PH 2005-10-29 1509 N5MOC         59  5904   PJ2T          59  09      
QSO: 28509 PH 2005-10-29 1515 N5MOC         59  5904   CE5JZO        59  12      
QSO: 28405 PH 2005-10-29 1517 N5MOC         59  5904   LU6EF         59  13      
QSO: 28438 PH 2005-10-29 1526 N5MOC         59  5904   CE3BFZ        59  12      
QSO: 28513 PH 2005-10-29 1535 N5MOC         59  5904   CX4DX         59  13      
QSO: 28523 PH 2005-10-29 1541 N5MOC         59  5904   LU4DQ         59  13      
QSO: 14315 PH 2005-10-29 1627 N5MOC         59  5904   G6M           59  14      
QSO: 14341 PH 2005-10-29 1632 N5MOC         59  5904   V31MQ         59  07      
QSO: 14343 PH 2005-10-29 1736 N5MOC         59  5904   VE6WQ         59  04      
QSO: 14227 PH 2005-10-29 1809 N5MOC         59  5904   HI3CCP        59  08      
QSO: 14180 PH 2005-10-29 1851 N5MOC         59  5904   XE1L          59  06      
QSO: 14287 PH 2005-10-29 1935 N5MOC         59  5904   GW4BLE        59  14      
QSO: 14220 PH 2005-10-29 1956 N5MOC         59  5904   YV5YMA        59  09      
QSO: 14212 PH 2005-10-29 2007 N5MOC         59  5904   XE1YJS        59  06      
QSO: 14265 PH 2005-10-29 2013 N5MOC         59  5904   FM5BH         59  08      
QSO: 14282 PH 2005-10-29 2015 N5MOC         59  5904   VE7SV         59  03      
QSO: 14320 PH 2005-10-29 2022 N5MOC         59  5904   VE2/KD3TB     59  02      
QSO: 14209 PH 2005-10-29 2039 N5MOC         59  5904   D44TD         59  35      
QSO: 14253 PH 2005-10-29 2052 N5MOC         59  5904   4M5R          59  09      
QSO: 28378 PH 2005-10-29 2058 N5MOC         59  5904   LR2F          59  13      
QSO: 28411 PH 2005-10-29 2110 N5MOC         59  5904   HI8ROX        59  08      
QSO: 28397 PH 2005-10-29 2112 N5MOC         59  5904   PS2T          59  11      
QSO: 14212 PH 2005-10-29 2129 N5MOC         59  5904   K2XA          59  05      
QSO: 14243 PH 2005-10-30 1350 N5MOC         59  5904   DF0CG         59  14      
QSO: 14336 PH 2005-10-30 1416 N5MOC         59  5904   PI4CC         59  14      
QSO: 14340 PH 2005-10-30 1419 N5MOC         59  5904   FS/AA4V       59  08      
QSO: 14289 PH 2005-10-30 1529 N5MOC         59  5904   PJ2T          59  09      
QSO: 14346 PH 2005-10-30 1603 N5MOC         59  5904   TF/N0HJZ      59  40      
QSO: 14197 PH 2005-10-30 1628 N5MOC         59  5904   VA2VFT        59  02      
QSO: 14289 PH 2005-10-30 1651 N5MOC         59  5904   OH4A          59  15      
QSO: 14281 PH 2005-10-30 1654 N5MOC         59  5904   RU1A          59  16      
QSO: 14192 PH 2005-10-30 1703 N5MOC         59  5904   S50K          59  15      
QSO: 14327 PH 2005-10-30 1719 N5MOC         59  5904   9A1P          59  15      
QSO: 14282 PH 2005-10-30 1807 N5MOC         59  5904   GM2T          59  14      
QSO: 14260 PH 2005-10-30 1812 N5MOC         59  5904   CT8T          59  14      
QSO: 14290 PH 2005-10-30 1819 N5MOC         59  5904   OZ7X          59  14      
QSO: 14240 PH 2005-10-30 1950 N5MOC         59  5904   OH6KN         59  15      
QSO: 14204 PH 2005-10-30 2001 N5MOC         59  5904   K0RF          59  04      
QSO: 14243 PH 2005-10-30 2007 N5MOC         59  5904   IR4X          59  15      
QSO: 14270 PH 2005-10-30 2014 N5MOC         59  5904   VE6TN         59  04      
QSO: 14321 PH 2005-10-30 2019 N5MOC         59  5904   VE7IG         59  03      
QSO: 14318 PH 2005-10-30 2026 N5MOC         59  5904   VE7GL         59  03      
QSO: 14342 PH 2005-10-30 2106 N5MOC         59  5904   VO1MP         59  05      
QSO: 14330 PH 2005-10-30 2129 N5MOC         59  5904   VA3SK         59  04      
QSO: 14323 PH 2005-10-30 2131 N5MOC         59  5904   P40A          59  09      
QSO: 14291 PH 2005-10-30 2138 N5MOC         59  5904   HK3JJH        59  09      
QSO: 14282 PH 2005-10-30 2142 N5MOC         59  5904   XE2TG         59  06      
QSO: 14246 PH 2005-10-30 2147 N5MOC         59  5904   PJ4W          59  09      
QSO: 14240 PH 2005-10-30 2154 N5MOC         59  5904   FG/K9NW       59  08      
QSO: 14182 PH 2005-10-30 2201 N5MOC         59  5904   PS2T          59  11      
QSO: 14187 PH 2005-10-30 2204 N5MOC         59  5904   LT1F          59  13      
QSO: 14338 PH 2005-10-30 2218 N5MOC         59  5904   J3A           59  08      
QSO: 14316 PH 2005-10-30 2221 N5MOC         59  5904   VC3O          59  04      
QSO: 14314 PH 2005-10-30 2229 N5MOC         59  5904   FY5KE         59  09      
QSO: 14340 PH 2005-10-30 2234 N5MOC         59  5904   WP2Z          59  08      
QSO: 14348 PH 2005-10-30 2235 N5MOC         59  5904   Y2Z           59  14      
QSO: 14345 PH 2005-10-30 2239 N5MOC         59  5904   8P9R          59  08      
QSO: 14302 PH 2005-10-30 2246 N5MOC         59  5904   VP5T          59  08      
QSO: 14196 PH 2005-10-30 2257 N5MOC         59  5904   J7DM          59  08      
QSO: 14191 PH 2005-10-30 2259 N5MOC         59  5904   P40W          59  09      
QSO: 14182 PH 2005-10-30 2311 N5MOC         59  5904   LQ5H          59  13      
QSO: 14199 PH 2005-10-30 2313 N5MOC         59  5904   FM5FJ         59  08      
QSO: 14211 PH 2005-10-30 2319 N5MOC         59  5904   HP1XX         59  07      
QSO: 14260 PH 2005-10-30 2323 N5MOC         59  5904   TI2JCY        59  07      
QSO: 14271 PH 2005-10-30 2333 N5MOC         59  5904   FG/K9NW       59  08      
QSO: 14280 PH 2005-10-30 2336 N5MOC         59  5904   V47KP         59  08      
