START-OF-LOG:  V2.0
CREATED-BY:    SD V12.04 and SDCHECK V12.04
CONTEST:       CQ-WW-SSB
CALLSIGN:      G8ZRE
CATEGORY:      SINGLE-OP ALL LOW
CLAIMED-SCORE: 33600
NAME:          Dave Hewitt
OPERATORS:     G8ZRE
SOAPBOX:       I used SD for logging - it's great. really easy.
SOAPBOX:       2nd year in contest enjoyable
SOAPBOX:       some stations in rush do not confirm QSO when you call
SOAPBOX:       again they say DUPE a liitle moreb care higher score
SOAPBOX:       Altered last score CT9L gave 5933 SD gives 5915
QSO: 28000 PH 2005-10-29 0924 G8ZRE         59  14     EO3Q          59  16                    
QSO: 28000 PH 2005-10-29 0926 G8ZRE         59  14     RZ6AZZ        59  16                    
QSO: 21000 PH 2005-10-29 0935 G8ZRE         59  14     HA8A          59  15                    
QSO: 21000 PH 2005-10-29 0938 G8ZRE         59  14     3V5A          59  33                    
QSO: 21000 PH 2005-10-29 0942 G8ZRE         59  14     IR4X          59  15                    
QSO: 21000 PH 2005-10-29 0943 G8ZRE         59  14     LZ9W          59  20                    
QSO: 21000 PH 2005-10-29 0945 G8ZRE         59  14     HG6N          59  15                    
QSO: 21000 PH 2005-10-29 0951 G8ZRE         59  14     YT7Z          59  15                    
QSO: 21000 PH 2005-10-29 1005 G8ZRE         59  14     M1LCR         59  14                    
QSO: 21000 PH 2005-10-29 1007 G8ZRE         59  14     UA9CLB        59  17                    
QSO: 21000 PH 2005-10-29 1012 G8ZRE         59  14     PS2T          59  11                    
QSO: 21000 PH 2005-10-29 1020 G8ZRE         59  14     RV3FF         59  16                    
QSO: 21000 PH 2005-10-29 1021 G8ZRE         59  14     I8QLS         59  15                    
QSO: 21000 PH 2005-10-29 1022 G8ZRE         59  14     YR9P          59  20                    
QSO: 21000 PH 2005-10-29 1027 G8ZRE         59  14     RL3A          59  16                    
QSO: 21000 PH 2005-10-29 1028 G8ZRE         59  14     EA2URD        59  14                    
QSO: 21000 PH 2005-10-29 1033 G8ZRE         59  14     T94LW         59  15                    
QSO: 21000 PH 2005-10-29 1036 G8ZRE         59  14     EA4TD         59  14                    
QSO: 21000 PH 2005-10-29 1038 G8ZRE         59  14     YO5PBW        59  20                    
QSO: 21000 PH 2005-10-29 1045 G8ZRE         59  14     T96Q          59  15                    
QSO: 21000 PH 2005-10-29 1046 G8ZRE         59  14     CT9L          59  33                    
QSO: 21000 PH 2005-10-29 1048 G8ZRE         59  14     F6KNB         59  14                    
QSO: 21000 PH 2005-10-29 1051 G8ZRE         59  14     IH9P          59  33                    
QSO: 21000 PH 2005-10-29 1055 G8ZRE         59  14     OH4R          59  15                    
QSO: 21000 PH 2005-10-29 1113 G8ZRE         59  14     OH5Z          59  15                    
QSO: 21000 PH 2005-10-29 1119 G8ZRE         59  14     EF7AGG        59  14                    
QSO: 21000 PH 2005-10-29 1122 G8ZRE         59  14     EA1BVP        59  14                    
