START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
SPECIFIC: Z64
CREATED-BY: DXLog.net v2.5.44, modified by DXHF upload.
CALLSIGN: DL2TOB
CLAIMED-SCORE: 7498
CLUB: VFDB
QSO: 28000 PH 2023-09-09 1830 DL2TOB        59  001    PY4JW         59  204
QSO: 28000 PH 2023-09-09 1831 DL2TOB        59  002    CX2RA         59  162
QSO: 28000 PH 2023-09-09 1833 DL2TOB        59  003    ZW2N          59  612
QSO: 28000 PH 2023-09-09 1835 DL2TOB        59  004    PY2NZ         59  085
QSO: 28000 PH 2023-09-09 1836 DL2TOB        59  005    PY5AMF        59  125
QSO: 28000 PH 2023-09-09 1842 DL2TOB        59  006    CE4JZO        59  072
QSO: 28000 PH 2023-09-09 1845 DL2TOB        59  007    LU8EGG        59  000
QSO: 28000 PH 2023-09-09 1850 DL2TOB        59  008    PY2FRQ        59  018
QSO: 28000 PH 2023-09-09 1856 DL2TOB        59  009    PY2QT         59  298
QSO: 28000 PH 2023-09-09 1857 DL2TOB        59  010    PT7BI         59  034
QSO: 28000 PH 2023-09-09 1901 DL2TOB        59  011    PY6GOE        59  203
QSO: 28000 PH 2023-09-09 1903 DL2TOB        59  012    PU1JSV        59  354
QSO: 28000 PH 2023-09-09 1906 DL2TOB        59  013    LU1VM         59  111
QSO: 28000 PH 2023-09-09 1912 DL2TOB        59  014    PY2BN         59  032
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1808 DJ1MJ         010
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1809 DK8K          129
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1809 DH1PS         102
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1810 PB1A          005
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1810 G2MN          005
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1813 DL1NKS        047
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1813 IZ1EPM        031
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1815 M0LMF         004
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1815 DB1RUL        037
QTC: 28000 PH  2023-09-09 1916 DL2TOB        004/10     PY2ZZ         1816 G7FSD         079
QSO: 28000 PH 2023-09-09 1916 DL2TOB        59  015    PY2ZZ         59  075
QSO: 28000 PH 2023-09-09 1922 DL2TOB        59  016    PY4ME         59  164
QSO: 28000 PH 2023-09-09 1925 DL2TOB        59  017    CT9ABN        59  152
QSO: 28000 PH 2023-09-09 1927 DL2TOB        59  018    PY2RSA        59  140
QSO: 28000 PH 2023-09-09 1928 DL2TOB        59  019    LU7HN         59  207
QSO: 28000 PH 2023-09-09 1930 DL2TOB        59  020    LT5A          59  029
QSO: 14000 PH 2023-09-09 1953 DL2TOB        59  021    TA3NE         59  508
QSO: 14000 PH 2023-09-09 1956 DL2TOB        59  022    4X7R          59  1369
QSO: 14000 PH 2023-09-09 1959 DL2TOB        59  023    4L2M          59  1171
QSO: 14000 PH 2023-09-09 2003 DL2TOB        59  024    TA3DE         59  102
QSO: 14000 PH 2023-09-09 2026 DL2TOB        59  025    VL4U          59  441
QSO: 14000 PH 2023-09-09 2028 DL2TOB        59  026    PR1T          59  1017
QSO: 14000 PH 2023-09-09 2043 DL2TOB        59  027    FY5KE         59  1391
QSO: 14000 PH 2023-09-09 2046 DL2TOB        59  028    P33W          59  1592
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2001 HB9HGW        001
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2001 DL7TG         009
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2002 SQ3POS        025
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2002 EA2EVW        009
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2002 IK2HMU        014
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2002 HB9HMQ        006
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2003 SV2TCB        014
QTC: 14000 PH  2023-09-09 2055 DL2TOB        139/10     PP4T          2004 SP3QDX        016
