START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
SPECIFIC: Z64
CREATED-BY: DXLog.net v2.5.44, modified by DXHF upload.
CALLSIGN: DF0DB
CLAIMED-SCORE: 5712
CLUB: VFDB
OPERATORS: DK5YL
QSO: 28000 PH 2023-09-09 1830 DF0DB         59  001    PY4JW         59  205
QSO: 28000 PH 2023-09-09 1831 DF0DB         59  002    CX2RA         59  163
QSO: 28000 PH 2023-09-09 1833 DF0DB         59  003    ZW2N          59  613
QSO: 28000 PH 2023-09-09 1836 DF0DB         59  004    PY2NZ         59  086
QSO: 28000 PH 2023-09-09 1837 DF0DB         59  005    PY5AMF        59  127
QSO: 28000 PH 2023-09-09 1843 DF0DB         59  006    CE4JZO        59  073
QSO: 28000 PH 2023-09-09 1849 DF0DB         59  007    LU8EGG        59  000
QSO: 28000 PH 2023-09-09 1851 DF0DB         59  008    PY2FRQ        59  019
QSO: 28000 PH 2023-09-09 1856 DF0DB         59  009    PY2QT         59  299
QSO: 28000 PH 2023-09-09 1858 DF0DB         59  010    PT7BI         59  035
QSO: 28000 PH 2023-09-09 1902 DF0DB         59  011    PY6GOE        59  204
QSO: 28000 PH 2023-09-09 1904 DF0DB         59  012    PU1JSV        59  355
QSO: 28000 PH 2023-09-09 1908 DF0DB         59  013    LU1VM         59  114
QSO: 28000 PH 2023-09-09 1912 DF0DB         59  014    PY2BN         59  033
QSO: 28000 PH 2023-09-09 1913 DF0DB         59  015    PY2ZZ         59  074
QSO: 28000 PH 2023-09-09 1922 DF0DB         59  016    PY4ME         59  165
QSO: 28000 PH 2023-09-09 1925 DF0DB         59  017    CT9ABN        59  153
QSO: 28000 PH 2023-09-09 1927 DF0DB         59  018    PY2RSA        59  141
QSO: 28000 PH 2023-09-09 1929 DF0DB         59  019    LU7HN         59  208
QSO: 28000 PH 2023-09-09 1931 DF0DB         59  020    LT5A          59  030
QSO: 14000 PH 2023-09-09 1954 DF0DB         59  021    TA3NE         59  510
QSO: 14000 PH 2023-09-09 1956 DF0DB         59  022    4X7R          59  1370
QSO: 14000 PH 2023-09-09 2000 DF0DB         59  023    4L2M          59  1173
QSO: 14000 PH 2023-09-09 2004 DF0DB         59  024    TA3DE         59  103
QSO: 14000 PH 2023-09-09 2027 DF0DB         59  025    VL4U          59  442
QSO: 14000 PH 2023-09-09 2029 DF0DB         59  026    PR1T          59  1019
QSO: 14000 PH 2023-09-09 2039 DF0DB         59  027    FY5KE         59  1381
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1743 DM1JS         002
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1743 DL7PIA        008
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1743 M0DXR         001
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1743 DB2WD         052
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1745 DK5KK         036
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1746 MW0TSU        011
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1746 G3YPZ         004
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1747 DL8SFZ        001
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1748 GW7LOP        007
QTC: 14000 PH  2023-09-09 2049 DF0DB         170/10     P33W          1749 GW4AYJ        016
QSO: 14000 PH 2023-09-09 2049 DF0DB         59  028    P33W          59  1593
QSO: 14000 PH 2023-09-09 2053 DF0DB         59  029    PP4T          59  1348
QSO: 14000 PH 2023-09-09 2118 DF0DB         59  030    K1LZ          59  1610
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1925 DK2WC         009
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1925 DL8NFA        069
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1926 IT9OPR        090
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1927 F4JSB         063
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1927 DG2SI         007
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1928 F1DHF         019
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1928 DL5ALW        077
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1929 SP9MDY        006
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1930 OZ1LTW        023
QTC: 14000 PH  2023-09-09 2124 DF0DB         047/10     NP2X          1930 HB3XCT        010
QSO: 14000 PH 2023-09-09 2124 DF0DB         59  031    NP2X          59  553
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1719 YL2VW         167
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1719 SP4AP         009
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1720 TC100TC       075
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1720 DJ5IW         050
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1720 DL0ECA        108
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1721 IZ6JPK        049
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1721 DK1LJ         002
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1722 2M0KIE        034
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1722 DK5JM         040
QTC: 14000 PH  2023-09-09 2158 DF0DB         107/10     4L2M          1722 DJ3CS         012
QSO: 14000 PH 2023-09-09 2158 DF0DB         59  032    4L2M          59  000
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          1959 DM1JS         008
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2000 LA9NS         009
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2000 DL8PA         024
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2001 LA6CF         043
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2002 SP9KJU        037
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2003 YO8/LZ4UU     018
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2003 E77EA         070
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2004 G4DHK         002
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2004 DL0SN         638
QTC: 14000 PH  2023-09-09 2217 DF0DB         135/10     PT5J          2005 IN3PDI        005
QSO: 14000 PH 2023-09-09 2217 DF0DB         59  033    PT5J          59  1480
QSO: 28000 PH 2023-09-10 1703 DF0DB         59  034    PX2R          59  313
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1648 LB5GI         233
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1648 F4HGU         081
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1649 IN3BJS        070
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1650 DL4HG         048
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1657 DL6BLD        050
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1700 R2FBD         000
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1700 LY4I          058
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1703 R3CR          023
QTC: 28000 PH  2023-09-10 1714 DF0DB         148/10     ZW2N          1706 F5OKX         010
