START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.0.1
CONTEST: CQ-WW-RTTY
CALLSIGN: VK6IR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 396048
OPERATORS:
NAME: Steve Chamberlain
SOAPBOX: Great condx on 40m, had lots of fun, had to finish a 03utc on Sunday so missed almost half the contest will do better next year.
QSO: 14099 RY 2009-09-26 0000 VK6IR         599 29  DX  VK5NPR        599 30  DX  0
QSO: 14099 RY 2009-09-26 0002 VK6IR         599 29  DX  VK5LA         599 30  DX  0
QSO: 14099 RY 2009-09-26 0003 VK6IR         599 29  DX  K4HMB         599 05  WA  0
QSO: 14099 RY 2009-09-26 0005 VK6IR         599 29  DX  VK3TDX        599 30  DX  0
QSO: 14106 RY 2009-09-26 0011 VK6IR         599 29  DX  JH4UYB        599 25  DX  0
QSO: 14104 RY 2009-09-26 0012 VK6IR         599 29  DX  JE1LFX        599 25  DX  0
QSO: 14104 RY 2009-09-26 0014 VK6IR         599 29  DX  JR3NZC        599 25  DX  0
QSO: 14100 RY 2009-09-26 0017 VK6IR         599 29  DX  K6EU          599 03  CA  0
QSO: 14097 RY 2009-09-26 0018 VK6IR         599 29  DX  K7QQ          599 03  WA  0
QSO: 14097 RY 2009-09-26 0022 VK6IR         599 29  DX  JD1BLY        599 27  DX  0
QSO: 14096 RY 2009-09-26 0023 VK6IR         599 29  DX  VK6HZ         599 29  DX  0
QSO: 14111 RY 2009-09-26 0032 VK6IR         599 29  DX  VR2XLN        599 24  DX  0
QSO: 14111 RY 2009-09-26 0033 VK6IR         599 29  DX  JA1UTZ        599 25  DX  0
QSO: 14111 RY 2009-09-26 0034 VK6IR         599 29  DX  JL1BYZ        599 25  DX  0
QSO: 14110 RY 2009-09-26 0037 VK6IR         599 29  DX  VR2YQU        599 24  DX  0
QSO: 14110 RY 2009-09-26 0038 VK6IR         599 29  DX  YB3MM         599 28  DX  0
QSO: 14110 RY 2009-09-26 0039 VK6IR         599 29  DX  E21YDP        599 26  DX  0
QSO: 14110 RY 2009-09-26 0039 VK6IR         599 29  DX  JA2VHG        599 25  DX  0
QSO: 14110 RY 2009-09-26 0041 VK6IR         599 29  DX  JA1LZB        599 25  DX  0
QSO: 14110 RY 2009-09-26 0042 VK6IR         599 29  DX  JR1NHD        599 25  DX  0
QSO: 14110 RY 2009-09-26 0043 VK6IR         599 29  DX  JA7COI        599 25  DX  0
QSO: 14110 RY 2009-09-26 0043 VK6IR         599 29  DX  JA9CAC        599 25  DX  0
QSO: 14110 RY 2009-09-26 0044 VK6IR         599 29  DX  JA2XYO        599 25  DX  0
QSO: 14110 RY 2009-09-26 0045 VK6IR         599 29  DX  JA1BWA        599 25  DX  0
QSO: 14110 RY 2009-09-26 0046 VK6IR         599 29  DX  JA3JM         599 25  DX  0
QSO: 14086 RY 2009-09-26 0053 VK6IR         599 29  DX  JH4BTI        599 25  DX  0
QSO: 14086 RY 2009-09-26 0054 VK6IR         599 29  DX  JN3SAC        599 25  DX  0
QSO: 14086 RY 2009-09-26 0056 VK6IR         599 29  DX  YB0JIV        599 28  DX  0
QSO: 14086 RY 2009-09-26 0057 VK6IR         599 29  DX  JK2KNR        599 25  DX  0
QSO: 14086 RY 2009-09-26 0058 VK6IR         599 29  DX  JA1EMQ        599 25  DX  0
QSO: 14086 RY 2009-09-26 0101 VK6IR         599 29  DX  VU3DJQ        599 22  DX  0
QSO: 14086 RY 2009-09-26 0103 VK6IR         599 29  DX  VK6WR         599 29  DX  0
QSO: 14086 RY 2009-09-26 0105 VK6IR         599 29  DX  VK7AD         599 30  DX  0
QSO: 14109 RY 2009-09-26 0118 VK6IR         599 29  DX  HL4RBR        599 25  DX  0
QSO: 14109 RY 2009-09-26 0119 VK6IR         599 29  DX  JA8EIU        599 25  DX  0
QSO: 14109 RY 2009-09-26 0119 VK6IR         599 29  DX  JA1UZG        599 25  DX  0
QSO: 14109 RY 2009-09-26 0120 VK6IR         599 29  DX  JA1SJV        599 25  DX  0
QSO: 14109 RY 2009-09-26 0123 VK6IR         599 29  DX  DS5QLJ        599 25  DX  0
QSO: 14109 RY 2009-09-26 0125 VK6IR         599 29  DX  JA1WSK        599 25  DX  0
QSO: 14109 RY 2009-09-26 0126 VK6IR         599 29  DX  7L4IOU        599 25  DX  0
QSO: 14109 RY 2009-09-26 0126 VK6IR         599 29  DX  JA9CWJ        599 25  DX  0
QSO: 14109 RY 2009-09-26 0129 VK6IR         599 29  DX  JA1WPX        599 25  DX  0
QSO: 14109 RY 2009-09-26 0137 VK6IR         599 29  DX  JK1NSR        599 25  DX  0
QSO: 14109 RY 2009-09-26 0138 VK6IR         599 29  DX  JG7PSJ        599 25  DX  0
QSO: 14109 RY 2009-09-26 0139 VK6IR         599 29  DX  JA1HGY        599 25  DX  0
QSO: 21086 RY 2009-09-26 0149 VK6IR         599 29  DX  JH2BTM        599 25  DX  0
