START-OF-LOG: 2.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
SPECIFIC: B14
CALLSIGN: DM3PKK
CLUB:
CLAIMED-SCORE: 437568
OPERATORS: DM3PKK
CREATED-BY: N1MM Logger+ 1.0.7300.0, modified by DXHF upload.
QSO: 14019 CW 2018-10-20 1500 DM3PKK        599 B14  UT4LW         599 002
QSO: 14019 CW 2018-10-20 1501 DM3PKK        599 B14  9A5Y          599 003
QSO: 14019 CW 2018-10-20 1502 DM3PKK        599 B14  R3QA          599 102
QSO: 14019 CW 2018-10-20 1502 DM3PKK        599 B14  R3PIQ         599 001
QSO: 14019 CW 2018-10-20 1503 DM3PKK        599 B14  N9RV          599 006
QSO: 14019 CW 2018-10-20 1503 DM3PKK        599 B14  RD3FT         599 002
QSO: 14019 CW 2018-10-20 1503 DM3PKK        599 B14  UA6GF         599 005
QSO: 14019 CW 2018-10-20 1504 DM3PKK        599 B14  UA1AUW        599 001
QSO: 14019 CW 2018-10-20 1505 DM3PKK        599 B14  RA3NC         599 006
QSO: 14019 CW 2018-10-20 1505 DM3PKK        599 B14  R4HC          599 007
QSO: 14019 CW 2018-10-20 1506 DM3PKK        599 B14  HG6C          599 001
QSO: 14019 CW 2018-10-20 1506 DM3PKK        599 B14  E74Y          599 004
QSO: 14019 CW 2018-10-20 1506 DM3PKK        599 B14  9A5Y          599 11
QSO: 14019 CW 2018-10-20 1508 DM3PKK        599 B14  HZ1FI         599 005
QSO: 14019 CW 2018-10-20 1508 DM3PKK        599 B14  RN4SC         599 003
QSO: 14019 CW 2018-10-20 1509 DM3PKK        599 B14  YL3FW         599 002
QSO: 14019 CW 2018-10-20 1509 DM3PKK        599 B14  R7MM          599 016
QSO: 14019 CW 2018-10-20 1509 DM3PKK        599 B14  LY2J          599 008
QSO: 14019 CW 2018-10-20 1510 DM3PKK        599 B14  RK6HG         599 008
QSO: 14019 CW 2018-10-20 1510 DM3PKK        599 B14  UR4RWW        599 005
