START-OF-LOG: 2.0
CATEGORY: Single operator, CW, high power
CONTEST: WAG
SPECIFIC: Q05
CALLSIGN: DK7A
CLUB: Bavarian Contest Club
CLAIMED-SCORE: 447866
OPERATORS: DJ8VH
CREATED-BY: N1MM Logger+ 1.0.7300.0, modified by DXHF upload.
QSO: 14021 CW 2018-10-20 1505 DK7A          599 Q05  RA4DB         599 001
QSO: 14021 CW 2018-10-20 1506 DK7A          599 Q05  UR5CC         599 002
QSO: 14021 CW 2018-10-20 1507 DK7A          599 Q05  R3PIQ         599 003
QSO: 14021 CW 2018-10-20 1507 DK7A          599 Q05  RK6HG         599 5
QSO: 14021 CW 2018-10-20 1508 DK7A          599 Q05  VO1AW         599 005
QSO: 14021 CW 2018-10-20 1508 DK7A          599 Q05  RD3FT         599 4
QSO: 14021 CW 2018-10-20 1509 DK7A          599 Q05  UR3QSW        599 005
QSO: 14021 CW 2018-10-20 1510 DK7A          599 Q05  OH2VZ         599 7
QSO: 14021 CW 2018-10-20 1510 DK7A          599 Q05  RN4SC         599 004
QSO: 14021 CW 2018-10-20 1511 DK7A          599 Q05  9A3VM         599 007
QSO: 14021 CW 2018-10-20 1511 DK7A          599 Q05  RK3T          599 010
QSO: 14021 CW 2018-10-20 1512 DK7A          599 Q05  9A5Y          599 019
QSO: 14021 CW 2018-10-20 1513 DK7A          599 Q05  ES5EP         599 007
QSO: 14021 CW 2018-10-20 1513 DK7A          599 Q05  LY2BKT        599 001
QSO: 14021 CW 2018-10-20 1514 DK7A          599 Q05  UA5F          599 016
QSO: 14021 CW 2018-10-20 1514 DK7A          599 Q05  UA6CC         599 024
QSO: 14021 CW 2018-10-20 1515 DK7A          599 Q05  UR4RWW        599 007
QSO: 14021 CW 2018-10-20 1516 DK7A          599 Q05  LZ7H          599 008
QSO: 14021 CW 2018-10-20 1516 DK7A          599 Q05  EW1TZ         599 004
QSO: 14021 CW 2018-10-20 1517 DK7A          599 Q05  YL1S          599 11
