START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JUN
CALLSIGN: WB2ZAB
LOCATION: MDC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: ALL
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
OPERATORS: 
CLUB: Potomac Valley Radio Club
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
HQ-CATEGORY: Single Operator, High Power
HQ-GRID-LOCATOR: FM19LB
QSO: 50 PH 2022-06-11 1805 WB2ZAB FM19 W4IY FM18
QSO: 50 PH 2022-06-11 1806 WB2ZAB FM19 K3ZO FM19
QSO: 50 PH 2022-06-11 1808 WB2ZAB FM19 4U1WB FM18
QSO: 50 PH 2022-06-11 1812 WB2ZAB FM19 W3SO FN00
QSO: 50 PH 2022-06-11 1814 WB2ZAB FM19 WA3DRC FM28
QSO: 50 PH 2022-06-11 1816 WB2ZAB FM19 WA3LKT FM19
QSO: 50 PH 2022-06-11 1816 WB2ZAB FM19 K6PFA FM19
QSO: 50 PH 2022-06-11 1818 WB2ZAB FM19 NY1E FN55
QSO: 50 CW 2022-06-11 1820 WB2ZAB FM19 N3QE FM19
QSO: 50 PH 2022-06-11 1823 WB2ZAB FM19 W1XR FM05
QSO: 50 PH 2022-06-11 1828 WB2ZAB FM19 K4WWA FM06
QSO: 50 PH 2022-06-11 1828 WB2ZAB FM19 W3IP FM19
QSO: 50 PH 2022-06-11 1829 WB2ZAB FM19 K8GP FM09
QSO: 50 PH 2022-06-11 1853 WB2ZAB FM19 W3CCX FN21
QSO: 50 PH 2022-06-11 1858 WB2ZAB FM19 K3AJ FM19
QSO: 50 DG 2022-06-11 1905 WB2ZAB FM19 N3MK FM27
QSO: 50 DG 2022-06-11 1909 WB2ZAB FM19 K3EJJ FM19
QSO: 50 DG 2022-06-11 1911 WB2ZAB FM19 N1EK FM19
QSO: 50 DG 2022-06-11 1912 WB2ZAB FM19 N1EK FM19
QSO: 50 DG 2022-06-11 1914 WB2ZAB FM19 KF7NN FM07
QSO: 50 PH 2022-06-11 1936 WB2ZAB FM19 AA3S FM19
QSO: 50 PH 2022-06-11 1936 WB2ZAB FM19 W3PAW FM19
QSO: 50 PH 2022-06-11 1938 WB2ZAB FM19 K3CT FN20
QSO: 50 PH 2022-06-11 1946 WB2ZAB FM19 WY1L FM19
QSO: 50 PH 2022-06-11 1949 WB2ZAB FM19 K1RZ FM19
QSO: 50 PH 2022-06-11 2324 WB2ZAB FM19 K1TO EL87
QSO: 50 PH 2022-06-11 2332 WB2ZAB FM19 NF4A EM70
QSO: 50 PH 2022-06-11 2334 WB2ZAB FM19 NS4T EM73
QSO: 50 PH 2022-06-11 2341 WB2ZAB FM19 N4OX EM60
QSO: 50 PH 2022-06-11 2344 WB2ZAB FM19 AC2N EL89
QSO: 50 CW 2022-06-11 2347 WB2ZAB FM19 AA5JF EM83
QSO: 50 PH 2022-06-11 2350 WB2ZAB FM19 KU8E EM72
QSO: 50 PH 2022-06-11 2353 WB2ZAB FM19 KA4GFY FM18
QSO: 50 PH 2022-06-11 2354 WB2ZAB FM19 K3SDL FM19
QSO: 50 PH 2022-06-12 0001 WB2ZAB FM19 K4PV EM60
QSO: 50 PH 2022-06-12 0004 WB2ZAB FM19 VE2NTT FN35
QSO: 50 PH 2022-06-12 0004 WB2ZAB FM19 N4DU EM71
QSO: 50 PH 2022-06-12 0006 WB2ZAB FM19 W4YHD FM18
QSO: 50 PH 2022-06-12 0006 WB2ZAB FM19 W3UR FM19
QSO: 50 PH 2022-06-12 0007 WB2ZAB FM19 KD4IZ FM19
QSO: 50 PH 2022-06-12 0007 WB2ZAB FM19 N4KGL EM71
QSO: 50 CW 2022-06-12 0013 WB2ZAB FM19 NE9U EN44
QSO: 50 CW 2022-06-12 0016 WB2ZAB FM19 KF0Y DN92
QSO: 50 CW 2022-06-12 0017 WB2ZAB FM19 K4QS FM18
QSO: 50 CW 2022-06-12 0019 WB2ZAB FM19 W0ZA EN00
QSO: 50 PH 2022-06-12 0022 WB2ZAB FM19 AD4ES EL98
QSO: 50 PH 2022-06-12 0023 WB2ZAB FM19 W3RFC FM19
QSO: 50 PH 2022-06-12 0025 WB2ZAB FM19 KA1FFO FM19
QSO: 50 PH 2022-06-12 0027 WB2ZAB FM19 N9ISN EN44
QSO: 50 PH 2022-06-12 0028 WB2ZAB FM19 N4SVC EM80
QSO: 50 PH 2022-06-12 0030 WB2ZAB FM19 N0LL EM09
QSO: 50 PH 2022-06-12 0031 WB2ZAB FM19 AC0RA EN15
QSO: 50 PH 2022-06-12 0032 WB2ZAB FM19 KF0IDT DN80
QSO: 50 PH 2022-06-12 0034 WB2ZAB FM19 W0GHZ EN34
QSO: 50 CW 2022-06-12 0039 WB2ZAB FM19 W0UC EN44
QSO: 50 CW 2022-06-12 0041 WB2ZAB FM19 WD0T DN94
QSO: 50 CW 2022-06-12 0044 WB2ZAB FM19 N0UR EN33
QSO: 50 PH 2022-06-12 0107 WB2ZAB FM19 KM0T EN13
QSO: 50 CW 2022-06-12 0125 WB2ZAB FM19 K9DR DN62
QSO: 50 CW 2022-06-12 0128 WB2ZAB FM19 N7US EN52
QSO: 50 PH 2022-06-12 0134 WB2ZAB FM19 AB9QH EN62
QSO: 50 PH 2022-06-12 0134 WB2ZAB FM19 N3OHM FM19
QSO: 50 PH 2022-06-12 0138 WB2ZAB FM19 K5TR EM00
QSO: 50 PH 2022-06-12 0142 WB2ZAB FM19 K5GKC EM13
QSO: 50 PH 2022-06-12 0146 WB2ZAB FM19 NT5V EM12
QSO: 50 PH 2022-06-12 0148 WB2ZAB FM19 W9RM DM58
QSO: 50 CW 2022-06-12 0151 WB2ZAB FM19 WB9UGX EN61
QSO: 50 CW 2022-06-12 0155 WB2ZAB FM19 K5PI EM00
QSO: 50 CW 2022-06-12 0202 WB2ZAB FM19 W6QUV DM79
QSO: 50 CW 2022-06-12 0204 WB2ZAB FM19 AD5A EL09
QSO: 50 PH 2022-06-12 0208 WB2ZAB FM19 N3EXA FN20
QSO: 50 PH 2022-06-12 0210 WB2ZAB FM19 NV9L EN60
QSO: 50 CW 2022-06-12 0216 WB2ZAB FM19 KX9X EN50
QSO: 50 PH 2022-06-12 0222 WB2ZAB FM19 WD0BGZ EN00
QSO: 50 CW 2022-06-12 0227 WB2ZAB FM19 N0IS EM48
QSO: 50 PH 2022-06-12 0236 WB2ZAB FM19 KZ9O EN46
QSO: 50 PH 2022-06-12 0238 WB2ZAB FM19 KG9AP EM59
QSO: 50 PH 2022-06-12 2211 WB2ZAB FM19 K5QE EM31
QSO: 50 PH 2022-06-12 2214 WB2ZAB FM19 K5NZ EM20
QSO: 50 PH 2022-06-12 2216 WB2ZAB FM19 AE4CC EM13
QSO: 50 PH 2022-06-12 2218 WB2ZAB FM19 AB5EB EL09
QSO: 50 PH 2022-06-12 2220 WB2ZAB FM19 K3TN FM19
QSO: 50 PH 2022-06-12 2221 WB2ZAB FM19 N5ENU EM12
QSO: 50 PH 2022-06-12 2221 WB2ZAB FM19 N4DTF EM55
QSO: 50 PH 2022-06-12 2222 WB2ZAB FM19 K5HGX EM11
QSO: 50 PH 2022-06-12 2222 WB2ZAB FM19 KI5MM EM12
QSO: 50 PH 2022-06-12 2223 WB2ZAB FM19 NW5Q EM13
QSO: 50 PH 2022-06-12 2225 WB2ZAB FM19 KD5J EM45
QSO: 50 PH 2022-06-12 2225 WB2ZAB FM19 AA7ND EM20
QSO: 50 PH 2022-06-12 2227 WB2ZAB FM19 N5BWC EM13
QSO: 50 PH 2022-06-12 2227 WB2ZAB FM19 W9MAF EM36
QSO: 50 PH 2022-06-12 2229 WB2ZAB FM19 VE9RLW FN57
QSO: 50 PH 2022-06-12 2229 WB2ZAB FM19 W5GCX EL29
QSO: 50 PH 2022-06-12 2230 WB2ZAB FM19 WS5C EM22
QSO: 50 PH 2022-06-12 2232 WB2ZAB FM19 WR3R FM19
QSO: 50 PH 2022-06-12 2234 WB2ZAB FM19 N4RA FM09
QSO: 50 PH 2022-06-12 2239 WB2ZAB FM19 W5/VK2ACM EM32
QSO: 50 PH 2022-06-12 2240 WB2ZAB FM19 KC3NVY FM18
QSO: 50 PH 2022-06-12 2241 WB2ZAB FM19 K1IEB EL19
QSO: 50 PH 2022-06-12 2243 WB2ZAB FM19 W5TN/R EM01
QSO: 50 PH 2022-06-12 2243 WB2ZAB FM19 N0UB EM29
QSO: 50 PH 2022-06-12 2250 WB2ZAB FM19 VE2DLC FN58
QSO: 50 CW 2022-06-12 2254 WB2ZAB FM19 AJ4F EL29
END-OF-LOG:
