START-OF-LOG: 3.0
CALLSIGN: VE7GL
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2073848
NAME: Dale Jackaman
LOCATION: BC
OPERATORS: VE7GL VA7OM
CLUB: Orca Dx and Contest Club
CERTIFICATE: NO
CREATED-BY: WriteLog V12.22G
SOAPBOX: Just two of us doing a casual contest. Was fun.
QSO: 14025 CW 2017-11-25 0002 VE7GL         599      3 K9MA          599      4  0
QSO: 14025 CW 2017-11-25 0005 VE7GL         599      3 RD0L          599     11  0
QSO: 14025 CW 2017-11-25 0006 VE7GL         599      3 JA1CHO        599     25  0
QSO: 14025 CW 2017-11-25 0007 VE7GL         599      3 JA8GAK        599     25  0
QSO: 14025 CW 2017-11-25 0008 VE7GL         599      3 ZL2AGY        599     32  0
QSO: 14025 CW 2017-11-25 0009 VE7GL         599      3 JH1EVD        599     25  0
QSO: 21029 CW 2017-11-25 0010 VE7GL         599      3 JA3YBK        599     25  1
QSO: 14025 CW 2017-11-25 0011 VE7GL         599      3 JH1GTY        599     25  0
QSO: 21027 CW 2017-11-25 0012 VE7GL         599      3 VE7KW         599      3  1
QSO: 14025 CW 2017-11-25 0013 VE7GL         599      3 RU0LL         599     19  0
QSO: 21030 CW 2017-11-25 0013 VE7GL         599      3 RA0FF         599     19  1
QSO: 14025 CW 2017-11-25 0014 VE7GL         599      3 JG1LEU        599     25  0
QSO: 14025 CW 2017-11-25 0014 VE7GL         599      3 JO3QVT        599     25  0
QSO: 21022 CW 2017-11-25 0014 VE7GL         599      3 BI4SSB        599     24  1
QSO: 14025 CW 2017-11-25 0015 VE7GL         599      3 7K1LUE        599     25  0
QSO: 21047 CW 2017-11-25 0016 VE7GL         599      3 9M6NA         599     28  1
QSO: 14025 CW 2017-11-25 0016 VE7GL         599      3 JA1OHD        599     25  0
QSO: 14025 CW 2017-11-25 0017 VE7GL         599      3 JA4JHV        599     25  0
QSO: 14025 CW 2017-11-25 0017 VE7GL         599      3 KO0OO         599      5  0
QSO: 14025 CW 2017-11-25 0018 VE7GL         599      3 VA7ST         599      3  0
QSO: 21045 CW 2017-11-25 0019 VE7GL         599      3 AH0K          599     27  1
QSO: 14025 CW 2017-11-25 0019 VE7GL         599      3 JA1CYV        599     25  0
QSO: 14025 CW 2017-11-25 0019 VE7GL         599      3 JH2FXK        599     25  0
QSO: 14025 CW 2017-11-25 0020 VE7GL         599      3 RV0CG         599     19  0
QSO: 21034 CW 2017-11-25 0020 VE7GL         599      3 AH2R          599     27  1
QSO: 14025 CW 2017-11-25 0020 VE7GL         599      3 JA5QYR        599     25  0
QSO: 14025 CW 2017-11-25 0021 VE7GL         599      3 JE1NVD        599     25  0
QSO: 14025 CW 2017-11-25 0021 VE7GL         599      3 K3WYC         599      3  0
QSO: 21055 CW 2017-11-25 0022 VE7GL         599      3 VK8NSB        599     29  1
QSO: 14025 CW 2017-11-25 0022 VE7GL         599      3 JA1EPJ        599     25  0
QSO: 14025 CW 2017-11-25 0022 VE7GL         599      3 JF1LMB        599     25  0
QSO: 21033 CW 2017-11-25 0022 VE7GL         599      3 VK2PN         599     30  1
QSO: 14025 CW 2017-11-25 0024 VE7GL         599      3 JM1NKT        599     25  0
QSO: 14025 CW 2017-11-25 0024 VE7GL         599      3 JH1RFM        599     25  0
QSO: 14025 CW 2017-11-25 0025 VE7GL         599      3 JJ3JJL        599     25  0
QSO: 14025 CW 2017-11-25 0025 VE7GL         599      3 JH4ADK        599     25  0
