START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DL4SKF
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 261492
NAME: Rolf Kunberger
OPERATORS: DL4SKF
CLUB: RHEIN RUHR DX ASSOCIATION
CERTIFICATE: NO
CREATED-BY: CQWW Adif2Cabrillo Converter (LZ2FQ)
SOAPBOX: Hardware: FT1000MP MARKV, B26-PA  RF2K+, Spiderbeam on 15m Tower,
SOAPBOX: 2x42m Doublet Dipol 10m high, Tuner Palstar BT1500A.
SOAPBOX: During the 48h the Hardware was shared with DL1CG and DL3SKF.
SOAPBOX: A complete QSO-Audio recording was done.
SOAPBOX: Thanks to all participants and DL6SEV for his great support. CU on WPX 2016
SOAPBOX: Vy 73 de Rolf, DL4SKF
QSO: 14348 PH 2018-10-27 0631  DL4SKF        59  14     US9IDD        59  16     0
QSO: 14342 PH 2018-10-27 0632  DL4SKF        59  14     DJ8OG         59  14     0
QSO: 14332 PH 2018-10-27 0634  DL4SKF        59  14     RM2D          59  16     0
QSO: 14316 PH 2018-10-27 0638  DL4SKF        59  14     RJ4P          59  16     0
QSO: 14314 PH 2018-10-27 0639  DL4SKF        59  14     CN3A          59  33     0
QSO: 14304 PH 2018-10-27 0640  DL4SKF        59  14     OH3OJ         59  15     0
QSO: 14301 PH 2018-10-27 0641  DL4SKF        59  14     HZ1TL         59  21     0
QSO: 14296 PH 2018-10-27 0642  DL4SKF        59  14     S57DX         59  15     0
QSO: 14288 PH 2018-10-27 0643  DL4SKF        59  14     YO4NF         59  20     0
QSO: 14280 PH 2018-10-27 0647  DL4SKF        59  14     RM7C          59  16     0
QSO: 21305 PH 2018-10-27 0654  DL4SKF        59  14     JF9JTS        59  25     0
QSO: 21297 PH 2018-10-27 0703  DL4SKF        59  14     BA5AJ         59  24     0
QSO: 21277 PH 2018-10-27 0711  DL4SKF        59  14     LZ5R          59  20     0
QSO: 21272 PH 2018-10-27 0711  DL4SKF        59  14     4X1DX         59  20     0
QSO: 21268 PH 2018-10-27 0715  DL4SKF        59  14     VU2RCT        59  22     0
QSO: 21265 PH 2018-10-27 0717  DL4SKF        59  14     FR4QT         59  39     0
QSO: 21262 PH 2018-10-27 0718  DL4SKF        59  14     BY1AA         59  24     0
QSO: 21259 PH 2018-10-27 0719  DL4SKF        59  14     RT9S          59  16     0
QSO: 21256 PH 2018-10-27 0722  DL4SKF        59  14     BV2A/3        59  24     0
QSO: 21255 PH 2018-10-27 0723  DL4SKF        59  14     A61ZX         59  21     0
QSO: 21240 PH 2018-10-27 0730  DL4SKF        59  14     A61HA         59  21     0
QSO: 21230 PH 2018-10-27 0739  DL4SKF        59  14     B4T           59  24     0
QSO: 21220 PH 2018-10-27 0747  DL4SKF        59  14     UA4M          59  16     0
QSO: 21218 PH 2018-10-27 0749  DL4SKF        59  14     C4A           59  20     0
QSO: 21210 PH 2018-10-27 0750  DL4SKF        59  14     RW0A          59  18     0
QSO: 21206 PH 2018-10-27 0751  DL4SKF        59  14     UA4S          59  16     0
QSO: 21227 PH 2018-10-27 0801  DL4SKF        59  14     BA4DL         59  24     0
QSO: 21246 PH 2018-10-27 0804  DL4SKF        59  14     RC6U          59  16     0
QSO: 21249 PH 2018-10-27 0804  DL4SKF        59  14     4X6TT         59  20     0
QSO: 21257 PH 2018-10-27 0806  DL4SKF        59  14     A61FK         59  21     0
QSO: 21261 PH 2018-10-27 0807  DL4SKF        59  14     UN5GM         59  17     0
QSO: 21265 PH 2018-10-27 0807  DL4SKF        59  14     UC8U          59  18     0
QSO: 21272 PH 2018-10-27 0809  DL4SKF        59  14     RJ4P          59  16     0
QSO: 21276 PH 2018-10-27 0810  DL4SKF        59  14     R7AB          59  16     0
QSO: 21285 PH 2018-10-27 0816  DL4SKF        59  14     E27AZ         59  26     0
QSO: 21300 PH 2018-10-27 0824  DL4SKF        59  14     A73A          59  21     0
QSO: 21317 PH 2018-10-27 0831  DL4SKF        59  14     ES6RW         59  15     0
QSO: 21321 PH 2018-10-27 0834  DL4SKF        59  14     JL3JRY        59  25     0
QSO: 14103 PH 2018-10-27 1410  DL4SKF        59  14     EM2G          59  16     0
QSO: 14115 PH 2018-10-27 1413  DL4SKF        59  14     VE3JM         59  4      0
